X72n1439_001:0592a06	 自序	 自 序 
X72n1439_001:0594b20	東魯望雲上座。設齋請上堂。舉。天親菩薩。從彌勒內	東 魯 望 雲 上 座 設 齋 請 上 堂 舉 天 親 菩 薩 從 彌 勒 內 
X72n1439_001:0594b21	院下。無著菩薩問曰。人間四百年。彼天為一晝夜。彌	院 下 無 著 菩 薩 問 曰 人 間 四 百 年 彼 天 為 一 晝 夜 彌 
X72n1439_001:0594b22	勒于一時中。成就五百億天子證無生法忍。未審。說	勒 于 一 時 中 成 就 五 百 億 天 子 證 無生法忍 未 審 說 
X72n1439_001:0594b23	什麼法。天親曰。祇說這箇法。祇是梵音清雅。令人樂	什 麼 法 天 親 曰 祇 說 這 箇 法 祇 是 梵 音 清 雅 令 人 樂 
X72n1439_001:0594b24	聞。師云。彌勒如實而說。天子如實而證。無著如實而	聞 師 云 彌 勒 如 實 而 說 天 子 如 實 而 證 無 著 如 實 而 
X72n1439_001:0594c01	問。天親如實而答。今日或有人問鼓山。望雲上座請	問 天 親 如 實 而 答 今 日 或 有 人 問 鼓 山 望 雲 上 座 請 
X72n1439_001:0594c02	和尚說法。未審。說什麼法。亦答云。祇說這箇法。更問	和 尚 說 法 未 審 說 什 麼 法 亦 答 云 祇 說 這 箇 法 更 問 
X72n1439_001:0594c03	如何是這箇法。擊拂子云。會麼。不見道。梵音清雅。令	如 何 是 這 箇 法 擊 拂 子 云 會 麼 不 見 道 梵 音 清 雅 令 
X72n1439_001:0594c04	人樂聞。還有證無生法忍者麼。喚來好與痛棒。	人 樂 聞 還 有 證 無生法忍 者 麼 喚 來 好 與 痛 棒 
X72n1439_001:0594c05	何玉吾居士。祈嗣保安。請上堂。三界上下法。我說皆	何 玉 吾 居 士 祈 嗣 保 安 請 上 堂 三 界 上 下 法 我 說 皆 
X72n1439_001:0594c06	是心。離于諸心法。更無有可得。今日福城弟子何知	是 心 離 于 諸 心 法 更 無 有 可 得 今 日 福 城 弟 子 何 知 
X72n1439_001:0594c07	祚。同室方氏。齋僧求福。福生了也。福從何來。旱地金	祚 同 室 方 氏 齋 僧 求 福 福 生 了 也 福 從 何 來 旱 地 金 
X72n1439_001:0594c08	蓮朵朵開。禮懺懺罪。罪滅了也。罪從何去。長江日夜	蓮 朵 朵 開 禮 懺 懺 罪 罪 滅 了 也 罪 從 何 去 長 江 日 夜 
X72n1439_001:0594c09	向東注。罪滅福生宗胤繁。枝枝子結菩提樹。雖然。更	向 東 注 罪 滅 福 生 宗 胤 繁 枝 枝 子 結 菩 提 樹 雖 然 更 
X72n1439_001:0594c10	有一句子。罪福該不得。生滅沒相干底。驀拈拄杖。召	有 一 句 子 罪 福 該 不 得 生 滅 沒 相 干 底 驀 拈 拄 杖 召 
X72n1439_001:0594c11	大眾云。祇這箇。上拄天下拄地黑似漆。常在動用中。	大 眾 云 祇 這 箇 上 拄 天 下 拄 地 黑 似 漆 常 在 動 用 中 
X72n1439_001:0594c12	動用中收不得。有人提得去。天下橫行。如或不然。可	動 用 中 收 不 得 有 人 提 得 去 天 下 橫 行 如 或 不 然 可 
X72n1439_001:0594c13	謂百姓日用而不知。卓一卓。喝一喝。	謂 百 姓 日 用 而 不 知 卓 一 卓 喝 一 喝 
X72n1439_001:0594c14	光孝寺惠如。勉之。空生。惺凡。機先。眾道友設齋。請上	光 孝 寺 惠 如 勉 之 空 生 惺 凡 機 先 眾 道 友 設 齋 請 上 
X72n1439_001:0594c15	堂。舉。寶誌公云。以我身空諸法空。千品萬彚悉皆同。	堂 舉 寶 誌 公 云 以 我 身 空 諸 法 空 千 品 萬 彚 悉 皆 同 
X72n1439_001:0594c16	雲門拈云。你諸人立不見立。行不見行。四大五蘊不	雲 門 拈 云 你 諸 人 立 不 見 立 行 不 見 行 四 大 五 蘊 不 
X72n1439_001:0594c17	可得。何處見有山河大地來。是你諸人。每日把鉢盂	可 得 何 處 見 有 山 河 大 地 來 是 你 諸 人 每 日 把 鉢 盂 
X72n1439_001:0594c18	噇飯。喚什麼作飯。何處更有一粒米來。師云。雲門祇	噇 飯 喚 什 麼 作 飯 何 處 更 有 一 粒 米 來 師 云 雲 門 祇 
X72n1439_001:0594c19	為慈悲之故。乃有落草之談。若能直下知歸。佛法更	為 慈 悲 之 故 乃 有 落 草 之 談 若 能 直 下 知 歸 佛 法 更 
X72n1439_001:0594c20	有何事。雖然。山僧不恁麼道。以我身空諸法空。千品	有 何 事 雖 然 山 僧 不 恁 麼 道 以 我 身 空 諸 法 空 千 品 
X72n1439_001:0594c21	萬彚悉皆同。一切智智清淨。無二無二分。無別無斷	萬 彚 悉 皆 同 一切智智 清 淨 無 二 無 二 分 無 別 無 斷 
X72n1439_001:0594c22	故。長連床上吃飯。北俱盧洲洗澡。脚踏五須彌。身穿	故 長 連 床 上 吃 飯 北 俱 盧 洲 洗 澡 脚 踏 五 須 彌 身 穿 
X72n1439_001:0594c23	百衲襖。却被十字街頭屠狗旃陀羅。冷地裏覷見。提	百 衲 襖 却 被 十 字 街 頭 屠 狗 旃 陀 羅 冷 地 裏 覷 見 提 
X72n1439_001:0594c24	起剛刀。高聲唱云。一稱南無佛。皆共成佛道。會麼。大	起 剛 刀 高 聲 唱 云 一 稱 南 無 佛 皆 共 成 佛 道 會 麼 大 
X72n1439_001:0595a01	眾無事歸堂好。	眾 無 事 歸 堂 好 
X72n1439_001:0595a02	孝男陳太育。薦妣請上堂。道剛優婆夷。家居省緣。勤	孝 男 陳 太 育 薦 妣 請 上 堂 道 剛 優 婆 夷 家 居 省 緣 勤 
X72n1439_001:0595a03	修淨業。至年七十。正念分明。念佛尅期而化。茲當首	修 淨 業 至 年 七 十 正 念 分 明 念 佛 尅 期 而 化 茲 當 首 
X72n1439_001:0595a04	七。其男太育率眾孝眷。特送靈龕到山。如法闍維。安	七 其 男 太 育 率 眾 孝 眷 特 送 靈 龕 到 山 如 法 闍 維 安 
X72n1439_001:0595a05	塟報親塔中。仍禮懺飯僧。用薦冥福。更請山僧陞于	塟 報 親 塔 中 仍 禮 懺 飯 僧 用 薦 冥 福 更 請 山 僧 陞 于 
X72n1439_001:0595a06	此座。舉唱宗乘。資助往生。大眾還知麼。諸佛于眾生	此 座 舉 唱 宗 乘 資 助 往 生 大 眾 還 知 麼 諸 佛 于 眾 生 
X72n1439_001:0595a07	心內。建立水月道場。接化眾生而歸淨土。眾生于諸	心 內 建 立 水 月 道 場 接 化 眾 生 而 歸 淨 土 眾 生 于 諸 
X72n1439_001:0595a08	佛心內。執持虗聲名號。念幻佛而願往生。啐啄無差。	佛 心 內 執 持 虗 聲 名 號 念 幻 佛 而 願 往 生 啐 啄 無 差 
X72n1439_001:0595a09	感應道合。正與麼時。金蓮臺上。嬰兒誕生。白玉堦前。	感 應 道 合 正 與 麼 時 金 蓮 臺 上 嬰 兒 誕 生 白 玉 堦 前 
X72n1439_001:0595a10	彌陀受記。風吟寶樹。波動金渠。並天樂以鏗鏘。共契	彌 陀 受 記 風 吟 寶 樹 波 動 金 渠 並 天 樂 以 鏗 鏘 共 契 
X72n1439_001:0595a11	經而符響。鏡魔永伏。夢果圓成。陳氏母一生之能事	經 而 符 響 鏡 魔 永 伏 夢 果 圓 成 陳 氏 母 一 生 之 能 事 
X72n1439_001:0595a12	畢矣。雖然如是。眾中還有獨超方外。不涉斯美者麼。	畢 矣 雖 然 如 是 眾 中 還 有 獨 超 方 外 不 涉 斯 美 者 麼 
X72n1439_001:0595a13	若有。彌陀老人點首不暇。觀音勢至讚歎莫窮。如或	若 有 彌 陀 老 人 點 首 不 暇 觀 音 勢 至 讚 歎 莫 窮 如 或 
X72n1439_001:0595a14	不然。五濁泥深千萬丈。大家把手上高山。	不 然 五 濁 泥 深 千 萬 丈 大 家 把 手 上 高 山 
X72n1439_001:0595a15	佛歡喜日。比丘尼興昌。同徒法智請上堂。昨日山僧	佛 歡 喜 日 比 丘 尼 興 昌 同 徒 法 智 請 上 堂 昨 日 山 僧 
X72n1439_001:0595a16	晝寢。夢一僧入方丈禮拜。起問曰。本來無一物。教學	晝 寢 夢 一 僧 入 方 丈 禮 拜 起 問 曰 本 來 無 一 物 教 學 
X72n1439_001:0595a17	人參箇什麼。山僧答云。祇參箇無一物底。僧曰。無一	人 參 箇 什 麼 山 僧 答 云 祇 參 箇 無 一 物 底 僧 曰 無 一 
X72n1439_001:0595a18	物底。作麼生參。山僧道。參亦無。僧云。莫落空否。山僧	物 底 作 麼 生 參 山 僧 道 參 亦 無 僧 云 莫 落 空 否 山 僧 
X72n1439_001:0595a19	道。祇這怕落空底。擬空向什麼處去。僧語塞。山僧復	道 祇 這 怕 落 空 底 擬 空 向 什 麼 處 去 僧 語 塞 山 僧 復 
X72n1439_001:0595a20	謂之曰。參禪要到四稜著地。始用得著。若只驢前馬	謂 之 曰 參 禪 要 到 四 稜 著 地 始 用 得 著 若 只 驢 前 馬 
X72n1439_001:0595a21	後。鼓弄唇舌。脚根下浮逼逼地。一推便倒。有什麼堪	後 鼓 弄 唇 舌 脚 根 下 浮 逼 逼 地 一 推 便 倒 有 什 麼 堪 
X72n1439_001:0595a22	共語處。僧亦無語。逡巡而退。及醒起來方知是夢。今	共 語 處 僧 亦 無 語 逡 巡 而 退 及 醒 起 來 方 知 是 夢 今 
X72n1439_001:0595a23	日對大眾前。更說箇夢話。敢問大眾。參禪到什麼處。	日 對 大 眾 前 更 說 箇 夢 話 敢 問 大 眾 參 禪 到 什 麼 處 
X72n1439_001:0595a24	是四稜著地。祇這四稜著地一句。作什麼生商量。莫	是 四 稜 著 地 祇 這 四 稜 著 地 一 句 作 什 麼 生 商 量 莫 
X72n1439_001:0595b01	是透得古人幾則公案。解拈解頌麼。莫是識得經論	是 透 得 古 人 幾 則 公 案 解 拈 解 頌 麼 莫 是 識 得 經 論 
X72n1439_001:0595b02	中一二吃緊言句麼。莫是于六根門頭。認得箇昭昭	中 一 二 吃 緊 言 句 麼 莫 是 于 六 根 門 頭 認 得 箇 昭 昭 
X72n1439_001:0595b03	靈靈底。便解擎拳竪指。瞬目揚眉麼。莫是以箇見處。	靈 靈 底 便 解 擎 拳 竪 指 瞬 目 揚 眉 麼 莫 是 以 箇 見 處 
X72n1439_001:0595b04	融會萬法。即萬法融會箇見處麼。莫是藏睛閉目。攝	融 會 萬 法 即 萬 法 融 會 箇 見 處 麼 莫 是 藏 睛 閉 目 攝 
X72n1439_001:0595b05	念歸空。一切蕩盡麼。如斯見解。擬求大道。譬如烝砂	念 歸 空 一 切 蕩 盡 麼 如 斯 見 解 擬 求 大 道 譬 如 烝 砂 
X72n1439_001:0595b06	作飯。掘地覔天。徒自疲勞。于己何益。豈不見九峯虔	作 飯 掘 地 覔 天 徒 自 疲 勞 于 己 何 益 豈 不 見 九 峯 虔 
X72n1439_001:0595b07	和尚云。擬將心意學禪宗。大似西行却向東。不惟不	和 尚 云 擬 將 心 意 學 禪 宗 大 似 西 行 却 向 東 不 惟 不 
X72n1439_001:0595b08	能到家。最初出門時。早已錯却路頭了也。或有箇漢。	能 到 家 最 初 出 門 時 早 已 錯 却 路 頭 了 也 或 有 箇 漢 
X72n1439_001:0595b09	聞山僧與麼道。便問。四稜著地一句。却請和尚道。此	聞 山 僧 與 麼 道 便 問 四 稜 著 地 一 句 却 請 和 尚 道 此 
X72n1439_001:0595b10	正所謂矮子觀場。隨人上下。轉見不堪。雖然如是。今	正 所 謂 矮 子 觀 場 隨 人 上 下 轉 見 不 堪 雖 然 如 是 今 
X72n1439_001:0595b11	對人天眾前。不可空却口。不免乘便下坡。略與大眾。	對 人 天 眾 前 不 可 空 却 口 不 免 乘 便 下 坡 略 與 大 眾 
X72n1439_001:0595b12	通箇消息。今朝七月十五。諸佛歡喜。眾僧自恣。監院	通 箇 消 息 今 朝 七 月 十 五 諸 佛 歡 喜 眾 僧 自 恣 監 院 
X72n1439_001:0595b13	化眾。啟建盂蘭盆無遮大會。普度法界有情。有溫陵	化 眾 啟 建 盂 蘭 盆 無遮大會 普 度 法 界 有 情 有 溫 陵 
X72n1439_001:0595b14	比丘尼興昌。同徒法智。特特遠來。求受戒法。即午設	比 丘 尼 興 昌 同 徒 法 智 特 特 遠 來 求 受 戒 法 即 午 設 
X72n1439_001:0595b15	齋供眾。請上堂。舉揚般若。用開覺路。伏願。興昌法智	齋 供 眾 請 上 堂 舉 揚 般 若 用 開 覺 路 伏 願 興 昌 法 智 
X72n1439_001:0595b16	及現前一會人等。人人飽餐甘露。飫飲醍醐。進道無	及 現 前 一 會 人 等 人 人 飽 餐 甘 露 飫 飲 醍 醐 進 道 無 
X72n1439_001:0595b17	魔。修心有地。燈籠露柱。共作證盟。白牯黧奴。齊成佛	魔 修 心 有 地 燈 籠 露 柱 共 作 證 盟 白 牯 黧 奴 齊 成 佛 
X72n1439_001:0595b18	道。伏惟。大眾久立。便下座。	道 伏 惟 大 眾 久 立 便 下 座 
X72n1439_001:0595b19	一脉監院五十初度。弟子等炤羅等法。設齋。請上堂。	一 脉 監 院 五 十 初 度 弟 子 等 炤 羅 等 法 設 齋 請 上 堂 
X72n1439_001:0595b20	觀河無異見。祇露一斑。誕下便稱尊。猶存數量。須知	觀 河 無 異 見 祇 露 一 斑 誕 下 便 稱 尊 猶 存 數 量 須 知 
X72n1439_001:0595b21	當人分上。一片穩密田地。絕數量。無邊表。迎之不見	當 人 分 上 一 片 穩 密 田 地 絕 數 量 無 邊 表 迎 之 不 見 
X72n1439_001:0595b22	其首。隨之罔眺其後。巨浸稽天而不溺。劫火洞然而	其 首 隨 之 罔 眺 其 後 巨 浸 稽 天 而 不 溺 劫 火 洞 然 而 
X72n1439_001:0595b23	不壞。要是恁麼人。方知有恁麼事。既知恁麼事。一任	不 壞 要 是 恁 麼 人 方 知 有 恁 麼 事 既 知 恁 麼 事 一 任 
X72n1439_001:0595b24	頭頭上明。物物上用。隨處作主。遇緣即宗。四五百條	頭 頭 上 明 物 物 上 用 隨 處 作 主 遇 緣 即 宗 四 五 百 條 
X72n1439_001:0595c01	花柳巷。信步行來。二三千處管絃樓。彈指便入。無罣	花 柳 巷 信 步 行 來 二 三 千 處 管 絃 樓 彈 指 便 入 無 罣 
X72n1439_001:0595c02	無礙。非古非今。雖然如是。苟非其人。斫額有分。復云。	無 礙 非 古 非 今 雖 然 如 是 苟 非 其 人 斫 額 有 分 復 云 
X72n1439_001:0595c03	山僧出世三載。承一脉源公監院事。始得化儀略備。	山 僧 出 世 三 載 承 一 脉 源 公 監 院 事 始 得 化 儀 略 備 
X72n1439_001:0595c04	法化流行。葢源公盡始盡終。實心實行。忘身事眾。克	法 化 流 行 葢 源 公 盡 始 盡 終 實 心 實 行 忘 身 事 眾 克 
X72n1439_001:0595c05	己成功。經霜雪而不改。歷風雨而不變。方楊岐之于	己 成 功 經 霜 雪 而 不 改 歷 風 雨 而 不 變 方 楊 岐 之 于 
X72n1439_001:0595c06	慈明。石窓之于弘智。庶幾無愧矣。今日正逢五秩。初	慈 明 石 窓 之 于 弘 智 庶 幾 無 愧 矣 今 日 正 逢 五 秩 初 
X72n1439_001:0595c07	度弟子等炤等法。及合山大眾。雍雍穆穆。遞相慶賀。	度 弟 子 等 炤 等 法 及 合 山 大 眾 雍 雍 穆 穆 遞 相 慶 賀 
X72n1439_001:0595c08	山僧有條攀條。也要慶讚一上。歲月遷流不變易。如	山 僧 有 條 攀 條 也 要 慶 讚 一 上 歲 月 遷 流 不 變 易 如 
X72n1439_001:0595c09	如不動秪這是。知命知非且勿論。真實身心第一義。	如 不 動 秪 這 是 知 命 知 非 且 勿 論 真 實 身 心 第 一 義 
X72n1439_001:0595c10	大眾久立。下座。	大 眾 久 立 下 座 
X72n1439_001:0595c11	開爐上堂。昨夜霜風刮地來。煖簾掛起地爐開。直饒	開 爐 上 堂 昨 夜 霜 風 刮 地 來 煖 簾 掛 起 地 爐 開 直 饒 
X72n1439_001:0595c12	鐵額銅睛漢。白汗須教出一回。葢為諸人分上。有一	鐵 額 銅 睛 漢 白 汗 須 教 出 一 回 葢 為 諸 人 分 上 有 一 
X72n1439_001:0595c13	片淨白田地。無始劫來。常在其中。食息起居。只為不	片 淨 白 田 地 無 始 劫 來 常 在 其 中 食 息 起 居 只 為 不 
X72n1439_001:0595c14	知不信。不免起模畵樣。長期短期。令汝參究。開佛祖	知 不 信 不 免 起 模 畵 樣 長 期 短 期 令 汝 參 究 開 佛 祖 
X72n1439_001:0595c15	知見。徹生死根源。要認箇界至明白。不為六賊侵占。	知 見 徹 生 死 根 源 要 認 箇 界 至 明 白 不 為 六 賊 侵 占 
X72n1439_001:0595c16	向外飄零。既認得已。方知此地是當人自己無始劫	向 外 飄 零 既 認 得 已 方 知 此 地 是 當 人 自 己 無 始 劫 
X72n1439_001:0595c17	來本所住處。本所受用。不曾變易一絲毫。不曾減少	來 本 所 住 處 本 所 受 用 不 曾 變 易 一 絲 毫 不 曾 減 少 
X72n1439_001:0595c18	一絲毫。便好定國安邦。興家立業。發大伏藏。賑濟一	一 絲 毫 便 好 定 國 安 邦 興 家 立 業 發 大 伏 藏 賑 濟 一 
X72n1439_001:0595c19	切。始不負出家行脚之志。眾中還有認得界至明白	切 始 不 負 出 家 行 脚 之 志 眾 中 還 有 認 得 界 至 明 白 
X72n1439_001:0595c20	者麼。若有。即今日解制。亦不分外。如或未然。切須抖	者 麼 若 有 即 今 日 解 制 亦 不 分 外 如 或 未 然 切 須 抖 
X72n1439_001:0595c21	擻精神。用心體究。看他是什麼道理。以悟為期。勿限	擻 精 神 用 心 體 究 看 他 是 什 麼 道 理 以 悟 為 期 勿 限 
X72n1439_001:0595c22	時節。一期不悟。一期不休。一年不悟。一年不休。一生	時 節 一 期 不 悟 一 期 不 休 一 年 不 悟 一 年 不 休 一 生 
X72n1439_001:0595c23	不悟。一生不休。拚取兩生三生。無有不悟去。須是具	不 悟 一 生 不 休 拚 取 兩 生 三 生 無 有 不 悟 去 須 是 具 
X72n1439_001:0595c24	此大根器。大力量。大志願。于此門中。方堪入作。若只	此 大 根 器 大 力 量 大 志 願 于 此 門 中 方 堪 入 作 若 只 
X72n1439_001:0596a01	學時輩參鮮魚禪。說道理呈伎倆。亟亟然求售于人。	學 時 輩 參 鮮 魚 禪 說 道 理 呈 伎 倆 亟 亟 然 求 售 于 人 
X72n1439_001:0596a02	此則非吾家種草。不勞相見。惟同志者。共相體悉。	此 則 非 吾 家 種 草 不 勞 相 見 惟 同 志 者 共 相 體 悉 
X72n1439_001:0596a03	師誕日。林舜游居士設齋。請上堂。今日乃山僧賤誕。	師 誕 日 林 舜 游 居 士 設 齋 請 上 堂 今 日 乃 山 僧 賤 誕 
X72n1439_001:0596a04	伏承林舜游居士。入山設供致祝。并請為大眾說法。	伏 承 林 舜 游 居 士 入 山 設 供 致 祝 并 請 為 大 眾 說 法 
X72n1439_001:0596a05	秪如壽作麼生祝。法作麼生說。大眾還見目前虗空	秪 如 壽 作 麼 生 祝 法 作 麼 生 說 大 眾 還 見 目 前 虗 空 
X72n1439_001:0596a06	麼。虗空還有時日歲月麼。還有晝夜明暗麼。還有邊	麼 虗 空 還 有 時 日 歲 月 麼 還 有 晝 夜 明 暗 麼 還 有 邊 
X72n1439_001:0596a07	際分量麼。還有彼此隔礙麼。諸人若端的識得虗空	際 分 量 麼 還 有 彼 此 隔 礙 麼 諸 人 若 端 的 識 得 虗 空 
X72n1439_001:0596a08	落處。便識得自己落處。識得自己落處。便識得山僧	落 處 便 識 得 自 己 落 處 識 得 自 己 落 處 便 識 得 山 僧 
X72n1439_001:0596a09	落處。與從上佛祖天人羣生山河國土落處。權衡造	落 處 與 從 上 佛 祖 天 人 羣 生 山 河 國 土 落 處 權 衡 造 
X72n1439_001:0596a10	化。爐錘萬物。亘古亘今。不變不易。豈不見趙州祖師	化 爐 錘 萬 物 亘 古 亘 今 不 變 不 易 豈 不 見 趙 州 祖 師 
