T51n2072_001:0126b24	往生集序	往 生 集 序 
T51n2072_001:0129a02	願歸安養耳。已而淨土化佛。充滿虛空。光曰。	願 歸 安 養 耳 已 而 淨 土 化 佛 充 滿 虛 空 光 曰 
T51n2072_001:0129a03	惟願我佛攝受。遂我本願。即彈指罄咳。言氣	惟 願 我 佛 攝 受 遂 我 本 願 即 彈 指 罄 咳 言 氣 
T51n2072_001:0129a04	俱盡。	俱 盡 
T51n2072_001:0129a05	贊曰。天多欲樂。兼有女人非解脫處。古謂。假	贊 曰 天 多 欲 樂 兼 有 女 人 非 解 脫 處 古 謂 假 
T51n2072_001:0129a06	饒修到非非想不若。西方歸去來。是以贊淨	饒 修 到 非 非 想 不 若 西 方 歸 去 來 是 以 贊 淨 
T51n2072_001:0129a07	土者。謂上品即發彼岸。下生猶勝天宮。今光	土 者 謂 上 品 即 發 彼 岸 下 生 猶 勝 天 宮 今 光 
T51n2072_001:0129a08	於命盡之際。而詳審堅固所願確然。可謂明	於 命 盡 之 際 而 詳 審 堅 固 所 願 確 然 可 謂 明 
T51n2072_001:0129a09	且勇矣。	且 勇 矣 
T51n2072_001:0129a10	慧進	慧 進 
T51n2072_001:0129a11	齊慧進。居高座寺。誓誦法華。造經百部。願迴	齊 慧 進 居 高 座 寺 誓 誦 法 華 造 經 百 部 願 迴 
T51n2072_001:0129a12	此業得生安養。後聞空中告曰。汝願已足。必	此 業 得 生 安 養 後 聞 空 中 告 曰 汝 願 已 足 必 
T51n2072_001:0129a13	得往生。無病而卒。	得 往 生 無 病 而 卒 
T51n2072_001:0129a14	道珍	道 珍 
T51n2072_001:0129a15	梁道珍。住廬山修淨業。夢有人乘船海中。問	梁 道 珍 住 廬 山 修 淨 業 夢 有 人 乘 船 海 中 問 
T51n2072_001:0129a16	之。云往彌陀佛國。珍乞隨行。船人云。汝未營	之 云 往 彌 陀 佛 國 珍 乞 隨 行 船 人 云 汝 未 營 
T51n2072_001:0129a17	浴室。及誦彌陀經。未可也。覺而浴僧誦經。歷	浴 室 及 誦 彌 陀 經 未 可 也 覺 而 浴 僧 誦 經 歷 
T51n2072_001:0129a18	年不輟。忽房內池面。降白銀臺。因默記其事。	年 不 輟 忽 房 內 池 面 降 白 銀 臺 因 默 記 其 事 
T51n2072_001:0129a19	書經函中。命盡之夕。半山以上。如烈火千	書 經 函 中 命 盡 之 夕 半 山 以 上 如 烈 火 千 
T51n2072_001:0129a20	炬。交相輝映。邑人遙見。謂是諸王禮覲。及	炬 交 相 輝 映 邑 人 遙 見 謂 是 諸 王 禮 覲 及 
T51n2072_001:0129a21	旦乃聞珍卒。後檢經函。知珍瑞應。宜生淨土	旦 乃 聞 珍 卒 後 檢 經 函 知 珍 瑞 應 宜 生 淨 土 
T51n2072_001:0129a22	久矣。	久 矣 
T51n2072_001:0129a23	贊曰。遠公三覩聖相而不言。珍公池降銀臺	贊 曰 遠 公 三 覩 聖 相 而 不 言 珍 公 池 降 銀 臺 
T51n2072_001:0129a24	而默記。古德之厚重類如此。彼淺丈夫者。纔	而 默 記 古 德 之 厚 重 類 如 此 彼 淺 丈 夫 者 纔 
T51n2072_001:0129a25	有少異。曉曉自鳴。小則失其所有。大則增其	有 少 異 曉 曉 自 鳴 小 則 失 其 所 有 大 則 增 其 
T51n2072_001:0129a26	魔事矣。可弗慎諸。	魔 事 矣 可 弗 慎 諸 
T51n2072_001:0129a27	神鸞	神 鸞 
T51n2072_001:0129a28	後魏曇鸞。少遊五臺。感靈異出家。而性嗜長	後 魏 曇 鸞 少 遊 五 臺 感 靈 異 出 家 而 性 嗜 長 
T51n2072_001:0129a29	生。受陶隱君仙經十卷。後遇菩提流支。乃問	生 受 陶 隱 君 仙 經 十 卷 後 遇 菩 提 流 支 乃 問 
T51n2072_001:0129b01	曰。佛有長生不死術乎。支笑曰。長生不死。吾	曰 佛 有 長 生 不 死 術 乎 支 笑 曰 長 生 不 死 吾 
T51n2072_001:0129b02	佛道也。乃授十六觀經曰。學此則三界無復	佛 道 也 乃 授 十 六 觀 經 曰 學 此 則 三 界 無 復 
T51n2072_001:0129b03	生。六道無復往。其為壽也。河沙劫石。莫能比	生 六 道 無 復 往 其 為 壽 也 河 沙 劫 石 莫 能 比 
T51n2072_001:0129b04	焉。此吾金仙氏之長生也。鸞大喜。遂焚仙經	焉 此 吾 金 仙 氏 之 長 生 也 鸞 大 喜 遂 焚 仙 經 
T51n2072_001:0129b05	而修淨業。寒暑疾痛曾無少懈。魏主號為神	而 修 淨 業 寒 暑 疾 痛 曾 無 少 懈 魏 主 號 為 神 
T51n2072_001:0129b06	鸞。一夕室中見梵僧。謂曰。吾龍樹也。久居	鸞 一 夕 室 中 見 梵 僧 謂 曰 吾 龍 樹 也 久 居 
T51n2072_001:0129b07	淨土。以汝同志故來相見。鸞自知時至。集眾	淨 土 以 汝 同 志 故 來 相 見 鸞 自 知 時 至 集 眾 
T51n2072_001:0129b08	教誡曰。勞生役役。其止無日。地獄諸苦。不可	教 誡 曰 勞 生 役 役 其 止 無 日 地 獄 諸 苦 不 可 
T51n2072_001:0129b09	以不懼。九品淨業。不可以不修。因令弟子高	以 不 懼 九 品 淨 業 不 可 以 不 修 因 令 弟 子 高 
T51n2072_001:0129b10	聲念佛。西向稽顙而終。眾聞天樂自西而來。	聲 念 佛 西 向 稽 顙 而 終 眾 聞 天 樂 自 西 而 來 
T51n2072_001:0129b11	良久乃已。	良 久 乃 已 
T51n2072_001:0129b12	贊曰。黃冠者恒言曰。釋氏有死。神仙長生。今	贊 曰 黃 冠 者 恒 言 曰 釋 氏 有 死 神 仙 長 生 今 
T51n2072_001:0129b13	支公謂佛有長生。仙無長生。此論痛快簡當。	支 公 謂 佛 有 長 生 仙 無 長 生 此 論 痛 快 簡 當 
T51n2072_001:0129b14	高出千古。鸞法師捨偽歸真。如脫敝屣。豈非	高 出 千 古 鸞 法 師 捨 偽 歸 真 如 脫 敝 屣 豈 非 
T51n2072_001:0129b15	宿有正因者哉。	宿 有 正 因 者 哉 
T51n2072_001:0129b16	智者大師	智 者 大 師 
T51n2072_001:0129b17	隋智顗。號智者大師。頴川人。孩幼之時。見像	隋 智 顗 號 智 者 大 師 頴 川 人 孩 幼 之 時 見 像 
T51n2072_001:0129b18	即禮。逢僧必拜。十八出家於果願寺。後禮南	即 禮 逢 僧 必 拜 十 八 出 家 於 果 願 寺 後 禮 南 
T51n2072_001:0129b19	嶽思大禪師。弘法緣畢。在剡東石城寺。將入	嶽 思 大 禪 師 弘 法 緣 畢 在 剡 東 石 城 寺 將 入 
T51n2072_001:0129b20	滅謂弟子曰。吾知命在此。不復前進。輟斤絕	滅 謂 弟 子 曰 吾 知 命 在 此 不 復 前 進 輟 斤 絕 
T51n2072_001:0129b21	弦於今日矣。唱觀無量壽佛經題竟。復曰。四	弦 於 今 日 矣 唱 觀 無 量 壽 佛 經 題 竟 復 曰 四 
T51n2072_001:0129b22	十八願。莊嚴淨土。華池寶樹。易往無人。火車	十 八 願 莊 嚴 淨 土 華 池 寶 樹 易 往 無 人 火 車 
T51n2072_001:0129b23	相現。一念改悔者。尚得往生。況戒定熏修。聖	相 現 一 念 改 悔 者 尚 得 往 生 況 戒 定 熏 修 聖 
T51n2072_001:0129b24	行道力。功不唐捐矣。智朗請云。未審大師證	行 道 力 功 不 唐 捐 矣 智 朗 請 云 未 審 大 師 證 
T51n2072_001:0129b25	入何位。沒此何生。師曰。吾不領眾。必淨六	入 何 位 沒 此 何 生 師 曰 吾 不 領 眾 必 淨 六 
T51n2072_001:0129b26	根。損己利人。但登五品。汝問何生者。吾諸師	根 損 己 利 人 但 登 五 品 汝 問 何 生 者 吾 諸 師 
T51n2072_001:0129b27	友。侍從觀音。皆來迎我。言訖唱三寶名。如入	友 侍 從 觀 音 皆 來 迎 我 言 訖 唱 三 寶 名 如 入 
T51n2072_001:0129b28	三昧。	三 昧 
T51n2072_001:0129b29	贊曰。大師道德崇重一家教觀。萬代宗仰。而	贊 曰 大 師 道 德 崇 重 一 家 教 觀 萬 代 宗 仰 而 
T51n2072_001:0129c01	捨壽之際。惟西方是歸。乃至疏觀經。著十疑	捨 壽 之 際 惟 西 方 是 歸 乃 至 疏 觀 經 著 十 疑 
T51n2072_001:0129c02	論。恒於此諄諄焉。意可知矣。或曰。疏稱心觀	論 恒 於 此 諄 諄 焉 意 可 知 矣 或 曰 疏 稱 心 觀 
T51n2072_001:0129c03	為宗。淨土其非實歟。噫大師謂。約心觀佛。不	為 宗 淨 土 其 非 實 歟 噫 大 師 謂 約 心 觀 佛 不 
T51n2072_001:0129c04	謂無佛。如其無佛。心觀何施。正報既然。依報	謂 無 佛 如 其 無 佛 心 觀 何 施 正 報 既 然 依 報 
T51n2072_001:0129c05	亦爾。學台教者審之。	亦 爾 學 台 教 者 審 之 
T51n2072_001:0129c06	法喜	法 喜 
T51n2072_001:0129c07	隋法喜。常行方等懺法。忽一雉索命。有神人	隋 法 喜 常 行 方 等 懺 法 忽 一 雉 索 命 有 神 人 
T51n2072_001:0129c08	呵曰。法師當往生淨土。豈償汝命。後於病中。	呵 曰 法 師 當 往 生 淨 土 豈 償 汝 命 後 於 病 中 
T51n2072_001:0129c09	發願以一生行業。回向西方。至心念佛。即見	發 願 以 一 生 行 業 回 向 西 方 至 心 念 佛 即 見 
T51n2072_001:0129c10	佛菩薩來迎。端坐而化。	佛 菩 薩 來 迎 端 坐 而 化 
T51n2072_001:0129c11	贊曰。經稱假使百千劫。所作業不忘。因緣會	贊 曰 經 稱 假 使 百 千 劫 所 作 業 不 忘 因 緣 會 
T51n2072_001:0129c12	遇時。果報還自受。喜惡得以生淨土不償雉	遇 時 果 報 還 自 受 喜 惡 得 以 生 淨 土 不 償 雉 
T51n2072_001:0129c13	命。良由一生淨土。永絕輪迴。因緣何從而得	命 良 由 一 生 淨 土 永 絕 輪 迴 因 緣 何 從 而 得 
T51n2072_001:0129c14	會遇。若其忍悟無生。入塵利物。縱有報償。則	會 遇 若 其 忍 悟 無 生 入 塵 利 物 縱 有 報 償 則 
T51n2072_001:0129c15	所謂將頭臨白刃。一似斬春風者矣。豈與凡	所 謂 將 頭 臨 白 刃 一 似 斬 春 風 者 矣 豈 與 凡 
T51n2072_001:0129c16	夫六道等耶。	夫 六 道 等 耶 
T51n2072_001:0129c17	章安	章 安 
T51n2072_001:0129c18	隋灌頂。章安人。智者大師弟子也。日以念佛	隋 灌 頂 章 安 人 智 者 大 師 弟 子 也 日 以 念 佛 
T51n2072_001:0129c19	為事。臨終室有異香。遺誡弟子竟。忽起合掌。	為 事 臨 終 室 有 異 香 遺 誡 弟 子 竟 忽 起 合 掌 
T51n2072_001:0129c20	稱阿彌陀佛二大士名。奄然而化。	稱 阿 彌 陀 佛 二 大 士 名 奄 然 而 化 
T51n2072_001:0129c21	慧成	慧 成 
T51n2072_001:0129c22	隋慧成。居枝江。誦彌陀經。修西方觀三十年。	隋 慧 成 居 枝 江 誦 彌 陀 經 修 西 方 觀 三 十 年 
T51n2072_001:0129c23	常坐不臥。每入定見淨土蓮臺寶樹。臨終之	常坐不臥 每 入 定 見 淨 土 蓮 臺 寶 樹 臨 終 之 
T51n2072_001:0129c24	夕。人夢成坐蓮花。隱隱西去。	夕 人 夢 成 坐 蓮 花 隱 隱 西 去 
T51n2072_001:0129c25	道喻	道 喻 
T51n2072_001:0129c26	隋道喻。居開覺寺。念阿彌陀佛。日夜不廢。造	隋 道 喻 居 開 覺 寺 念 阿 彌 陀 佛 日 夜 不 廢 造 
T51n2072_001:0129c27	像僅三寸。後於定中。見佛謂曰。汝造我像何	像 僅 三 寸 後 於 定 中 見 佛 謂 曰 汝 造 我 像 何 
T51n2072_001:0129c28	小。喻曰。心大即大。心小即小。言訖見像。身	小 喻 曰 心 大 即 大 心 小 即 小 言 訖 見 像 身 
T51n2072_001:0129c29	遍滿虛空。告曰。汝當澡浴清淨明星出時。我	遍 滿 虛 空 告 曰 汝 當 澡 浴 清 淨 明 星 出 時 我 
T51n2072_001:0130a01	來迎汝。至時果見佛來。光明滿室。遂坐而化。	來 迎 汝 至 時 果 見 佛 來 光 明 滿 室 遂 坐 而 化 
T51n2072_001:0130a02	贊曰。心大即大。心小即小。然則心穢即穢。心	贊 曰 心 大 即 大 心 小 即 小 然 則 心 穢 即 穢 心 
T51n2072_001:0130a03	淨即淨審矣。而喻見一佛遍空。前僧柔慧光。	淨 即 淨 審 矣 而 喻 見 一 佛 遍 空 前 僧 柔 慧 光 
T51n2072_001:0130a04	見多佛遍空。蓋一即多。多即一。非有優劣	見 多 佛 遍 空 蓋 一 即 多 多 即 一 非 有 優 劣 
T51n2072_001:0130a05	也。	也 
T51n2072_001:0130a06	智舜	智 舜 
T51n2072_001:0130a07	隋智舜。入廬山踵遠師淨業。大業初。講觀經	隋 智 舜 入 廬 山 踵 遠 師 淨 業 大 業 初 講 觀 經 
T51n2072_001:0130a08	畢。即示疾。見鸚鵡孔雀。念佛法僧。出微妙	畢 即 示 疾 見 鸚 鵡 孔 雀 念 佛 法 僧 出 微 妙 
T51n2072_001:0130a09	音。告弟子曰。我今日往生矣。安然而逝。	音 告 弟 子 曰 我 今 日 往 生 矣 安 然 而 逝 
T51n2072_001:0130a10	慧海	慧 海 
T51n2072_001:0130a11	隋慧海。住江都安樂寺。善經論。精誠念佛。	隋 慧 海 住 江 都 安 樂 寺 善 經 論 精 誠 念 佛 
T51n2072_001:0130a12	有僧道銓者。至自齊州。齎阿彌陀佛像。微妙	有 僧 道 銓 者 至 自 齊 州 齎 阿 彌 陀 佛 像 微 妙 
T51n2072_001:0130a13	工巧。世所未有。問之則云。此天竺雞頭摩寺	工 巧 世 所 未 有 問 之 則 云 此 天 竺 雞 頭 摩 寺 
T51n2072_001:0130a14	五通菩薩。乘空往彼安樂世界。圖繪而來。海	五 通 菩 薩 乘 空 往 彼 安樂世界 圖 繪 而 來 海 
T51n2072_001:0130a15	感慶逢遇虔篤禮敬。乃覩神光炤爍。於是模	感 慶 逢 遇 虔 篤 禮 敬 乃 覩 神 光 炤 爍 於 是 模 
T51n2072_001:0130a16	寫懇苦。願生彼國。後微疾。夜忽起。依常面西	寫 懇 苦 願 生 彼 國 後 微 疾 夜 忽 起 依 常 面 西 
T51n2072_001:0130a17	禮竟。跏趺至曉而逝。儼然如生。	禮 竟 跏 趺 至 曉 而 逝 儼 然 如 生 
T51n2072_001:0130a18	贊曰。極樂世界過此十萬億佛土。亦非乘空	贊 曰 極樂世界 過 此 十 萬 億 佛 土 亦 非 乘 空 
T51n2072_001:0130a19	所可到者。慧海之精誠感佛。彼道銓安知。非	所 可 到 者 慧 海 之 精 誠 感 佛 彼 道 銓 安 知 非 
T51n2072_001:0130a20	淨土之賢聖乎。	淨 土 之 賢 聖 乎 
T51n2072_001:0130a21	法智	法 智 
T51n2072_001:0130a22	隋法智。髫年出家。晚歲聞徑直之門。莫如念	隋 法 智 髫 年 出 家 晚 歲 聞 徑 直 之 門 莫 如 念 
T51n2072_001:0130a23	佛。乃謂人曰。我聞。經言。犯一吉羅。歷一中	佛 乃 謂 人 曰 我 聞 經 言 犯 一 吉 羅 歷 一 中 
T51n2072_001:0130a24	劫。入地獄可信。又言。一稱阿彌陀佛。滅八十	劫 入 地 獄 可 信 又 言 一 稱 阿 彌 陀 佛 滅 八 十 
T51n2072_001:0130a25	億劫生死重罪。則未之信。有明者示云。汝大	億 劫 生 死 重 罪 則 未 之 信 有 明 者 示 云 汝 大 
T51n2072_001:0130a26	邪見。俱是佛言。何得不信。遂於國清寺兜率	邪 見 俱 是 佛 言 何 得 不 信 遂 於 國 清 寺 兜 率 
T51n2072_001:0130a27	臺。晝夜精勤念佛。忽辭道俗云。某生西方去	臺 晝 夜 精 勤 念 佛 忽 辭 道 俗 云 某 生 西 方 去 
T51n2072_001:0130a28	也。中夜無疾而化。時有金色光明。照數百里。	也 中 夜 無 疾 而 化 時 有 金 色 光 明 照 數 百 里 
T51n2072_001:0130a29	江上漁人謂是天曉。遲久方明。始知智之往	江 上 漁 人 謂 是 天 曉 遲 久 方 明 始 知 智 之 往 
T51n2072_001:0130b01	生云。	生 云 
T51n2072_001:0130b02	贊曰。佛云吾言如蜜。中邊皆甜。悉宜信受。	贊 曰 佛 云 吾 言 如 蜜 中 邊 皆 甜 悉 宜 信 受 
T51n2072_001:0130b03	是故信少惡入地獄。而不信一念生西方。此	是 故 信 少 惡 入 地 獄 而 不 信 一 念 生 西 方 此 
T51n2072_001:0130b04	誠可謂邪見矣。近世喜持呪者。見陀羅尼所	誠 可 謂 邪 見 矣 近 世 喜 持 呪 者 見 陀 羅 尼 所 
T51n2072_001:0130b05	說功德。能易山海役鬼神。滿種種求願。則躍	說 功 德 能 易 山 海 役 鬼 神 滿 種 種 求 願 則 躍 
T51n2072_001:0130b06	然而信。見淨土所說功德。能直入聖階。立超	然 而 信 見 淨 土 所 說 功 德 能 直 入 聖 階 立 超 
T51n2072_001:0130b07	三界。則恬然不介意。其為邪見等耳。可慨也	三 界 則 恬 然 不 介 意 其 為 邪 見 等 耳 可 慨 也 
T51n2072_001:0130b08	夫。	夫 
T51n2072_001:0130b09	善導和尚	善 導 和 尚 
T51n2072_001:0130b10	唐善導。貞觀中。見西河綽禪師九品道場。喜	唐 善 導 貞 觀 中 見 西 河 綽 禪 師 九 品 道 場 喜 
T51n2072_001:0130b11	曰。此真入佛之津要。修餘行業。迂僻難成。惟	曰 此 真 入 佛 之 津 要 修 餘 行 業 迂 僻 難 成 惟 
T51n2072_001:0130b12	此法門。速超生死。於是勤篤精苦。晝夜禮誦。	此 法 門 速 超 生 死 於 是 勤 篤 精 苦 晝 夜 禮 誦 
T51n2072_001:0130b13	激發四眾。每入室互跪。念佛非力竭不休。出	激 發 四 眾 每 入 室 互 跪 念 佛 非 力 竭 不 休 出 
T51n2072_001:0130b14	則為人演說淨土。三十餘年不暫睡眠。好食	則 為 人 演 說 淨 土 三 十 餘 年 不 暫 睡 眠 好 食 
T51n2072_001:0130b15	送厨。粗惡自奉。凡有嚫施。用寫彌陀經十萬	送 厨 粗 惡 自 奉 凡 有 嚫 施 用 寫 彌 陀 經 十 萬 
T51n2072_001:0130b16	卷。淨土變相三百壁。修營廢墜。燃燈續明。	卷 淨 土 變 相 三 百 壁 修 營 廢 墜 燃 燈 續 明 
T51n2072_001:0130b17	三衣瓶鉢。不使人持。行不共眾。恐談世事。從	三 衣 瓶 鉢 不 使 人 持 行 不 共 眾 恐 談 世 事 從 
T51n2072_001:0130b18	其化者甚眾。有誦彌陀經十萬至五十萬遍	其 化 者 甚 眾 有 誦 彌 陀 經 十 萬 至 五 十 萬 遍 
T51n2072_001:0130b19	者。有念佛日課萬聲至十萬聲者。得念佛三	者 有 念 佛 日 課 萬 聲 至 十 萬 聲 者 得 念 佛 三 
T51n2072_001:0130b20	昧。往生淨土者。莫能紀述。或問。念佛生淨土	昧 往 生 淨 土 者 莫 能 紀 述 或 問 念 佛 生 淨 土 
T51n2072_001:0130b21	耶。師曰。如汝所念。遂汝所願。乃自念一聲。	耶 師 曰 如 汝 所 念 遂 汝 所 願 乃 自 念 一 聲 
T51n2072_001:0130b22	有一光明從其口出。十至於百。光亦如之。其	有 一 光 明 從 其 口 出 十 至 於 百 光 亦 如 之 其 
T51n2072_001:0130b23	勸世偈曰。漸漸雞皮鶴髮。看看行步龍鍾。假	勸 世 偈 曰 漸 漸 雞 皮 鶴 髮 看 看 行 步 龍 鍾 假 
T51n2072_001:0130b24	饒金玉滿堂。豈免衰殘病苦。任汝千般快樂。	饒 金 玉 滿 堂 豈 免 衰 殘 病 苦 任 汝 千 般 快 樂 
T51n2072_001:0130b25	無常終是到來。惟有徑路修行。但念阿彌陀	無 常 終 是 到 來 惟 有 徑 路 修 行 但 念 阿 彌 陀 
T51n2072_001:0130b26	佛。忽謂人曰。此身可厭。吾將西歸。乃登柳	佛 忽 謂 人 曰 此 身 可 厭 吾 將 西 歸 乃 登 柳 
T51n2072_001:0130b27	樹。向西祝曰。願佛接我。菩薩助我。令我不失	樹 向 西 祝 曰 願 佛 接 我 菩 薩 助 我 令 我 不 失 
T51n2072_001:0130b28	正念往生淨土。言已投身而逝。高宗皇帝知	正 念 往 生 淨 土 言 已 投 身 而 逝 高 宗 皇 帝 知 
T51n2072_001:0130b29	其事。賜寺額曰光明云。	其 事 賜 寺 額 曰 光 明 云 
T51n2072_001:0130c01	贊曰。善導和尚。世傳彌陀化身。觀其自行之	贊 曰 善 導 和 尚 世 傳 彌 陀 化 身 觀 其 自 行 之 
T51n2072_001:0130c02	精嚴。利生之廣博萬代而下。猶能感發人之	精 嚴 利 生 之 廣 博 萬 代 而 下 猶 能 感 發 人 之 
T51n2072_001:0130c03	信心。脫非彌陀必觀音普賢之儔也。猗歟大	信 心 脫 非 彌 陀 必 觀 音 普 賢 之 儔 也 猗 歟 大 
T51n2072_001:0130c04	哉。	哉 
T51n2072_001:0130c05	智欽	智 欽 
T51n2072_001:0130c06	唐智欽。專習禪業。又禮念萬五千佛名。乃至	唐 智 欽 專 習 禪 業 又 禮 念 萬 五 千 佛 名 乃 至 
T51n2072_001:0130c07	百遍。後於柳州阿育王塔前。燃一臂求生淨	百 遍 後 於 柳 州 阿 育 王 塔 前 燃 一 臂 求 生 淨 
T51n2072_001:0130c08	土。弟子僧護。夜半見庭前光照異常。因問。何	土 弟 子 僧 護 夜 半 見 庭 前 光 照 異 常 因 問 何 
