T45n1858_001:0150a22	肇論序	肇 論 序 
T45n1858_001:0158c07	故乃歸乎無名。經曰：「菩提之道，不可圖度。高	故 乃 歸 乎 無 名 經 曰 菩 提 之 道 不 可 圖 度 高 
T45n1858_001:0158c08	而無上，廣不可極；淵而無下，深不可測；大包	而 無 上 廣 不 可 極 淵 而 無 下 深 不 可 測 大 包 
T45n1858_001:0158c09	天地，細入無間。」故謂之道。然則涅槃之道，	天 地 細 入 無 間 故 謂 之 道 然 則 涅 槃 之 道 
T45n1858_001:0158c10	不可以有無得之，明矣。而惑者覩神變，因謂	不 可 以 有 無 得 之 明 矣 而 惑 者 覩 神 變 因 謂 
T45n1858_001:0158c11	之有；見滅度，便謂之無。有無之境，妄想之域，	之 有 見 滅 度 便 謂 之 無 有 無 之 境 妄 想 之 域 
T45n1858_001:0158c12	豈足以標榜玄道而語聖心者乎？意謂，至人	豈 足 以 標 榜 玄 道 而 語 聖 心 者 乎 意 謂 至 人 
T45n1858_001:0158c13	寂怕無兆，隱顯同源，存不為有，亡不為無。	寂 怕 無 兆 隱 顯 同 源 存 不 為 有 亡 不 為 無 
T45n1858_001:0158c14	何則？佛言：「吾無生不生，雖生不生；無形不	何 則 佛 言 吾 無 生 不 生 雖 生 不 生 無 形 不 
T45n1858_001:0158c15	形，雖形不形。」以知存不為有。經云：「菩薩入	形 雖 形 不 形 以 知 存 不 為 有 經 云 菩 薩 入 
T45n1858_001:0158c16	無盡三昧，盡見過去滅度諸佛。」又云：「入於	無 盡 三 昧 盡 見 過 去 滅 度 諸 佛 又 云 入 於 
T45n1858_001:0158c17	涅槃而不般涅槃。」以知亡不為無。亡不為	涅 槃 而 不般涅槃 以 知 亡 不 為 無 亡 不 為 
T45n1858_001:0158c18	無，雖無而有；存不為有，雖有而無。雖有而	無 雖 無 而 有 存 不 為 有 雖 有 而 無 雖 有 而 
T45n1858_001:0158c19	無，故所謂非有；雖無而有，故所謂非無。然則	無 故 所 謂 非 有 雖 無 而 有 故 所 謂 非 無 然 則 
T45n1858_001:0158c20	涅槃之道，果出有無之域，絕言象之徑。斷	涅 槃 之 道 果 出 有 無 之 域 絕 言 象 之 徑 斷 
T45n1858_001:0158c21	矣！子乃云：「聖人患於有身，故滅身以歸無；勞	矣 子 乃 云 聖 人 患 於 有 身 故 滅 身 以 歸 無 勞 
T45n1858_001:0158c22	勤莫先於有智，故絕智以淪虛。」無乃乖乎神	勤 莫 先 於 有 智 故 絕 智 以 淪 虛 無 乃 乖 乎 神 
T45n1858_001:0158c23	極、傷於玄旨者也。經曰：「法身無象，應物而	極 傷 於 玄 旨 者 也 經 曰 法 身 無 象 應 物 而 
T45n1858_001:0158c24	形；般若無知，對緣而照。」萬機頓赴而不撓其	形 般 若 無 知 對 緣 而 照 萬 機 頓 赴 而 不 撓 其 
T45n1858_001:0158c25	神，千難殊對而不干其慮，動若行雲，止猶谷	神 千 難 殊 對 而 不 干 其 慮 動 若 行 雲 止 猶 谷 
T45n1858_001:0158c26	神。豈有心於彼此、情係於動靜者乎？既無心	神 豈 有 心 於 彼 此 情 係 於 動 靜 者 乎 既 無 心 
T45n1858_001:0158c27	於動靜，亦無象於去來。去來不以象，故無器	於 動 靜 亦 無 象 於 去 來 去 來 不 以 象 故 無 器 
T45n1858_001:0158c28	而不形；動靜不以心，故無感而不應。然則	而 不 形 動 靜 不 以 心 故 無 感 而 不 應 然 則 
T45n1858_001:0158c29	心生於有心，象出於有象。象非我出，故金石	心 生 於 有 心 象 出 於 有 象 象 非 我 出 故 金 石 
T45n1858_001:0159a01	流而不燋；心非我生，故日用而不動。紜紜	流 而 不 燋 心 非 我 生 故 日 用 而 不 動 紜 紜 
T45n1858_001:0159a02	自彼，於我何為？所以智周萬物而不勞，形	自 彼 於 我 何 為 所 以 智 周 萬 物 而 不 勞 形 
T45n1858_001:0159a03	充八極而無患，益不可盈、損不可虧，寧復痾	充 八 極 而 無 患 益 不 可 盈 損 不 可 虧 寧 復 痾 
T45n1858_001:0159a04	癘中逵，壽極雙樹，靈竭天棺，體盡焚燎者哉！	癘 中 逵 壽 極 雙 樹 靈 竭 天 棺 體 盡 焚 燎 者 哉 
T45n1858_001:0159a05	而惑者居見聞之境，尋殊應之迹，秉執規矩	而 惑 者 居 見 聞 之 境 尋 殊 應 之 迹 秉 執 規 矩 
T45n1858_001:0159a06	而擬大方。欲以智勞至人、形患大聖，謂捨	而 擬 大 方 欲 以 智 勞 至 人 形 患 大 聖 謂 捨 
T45n1858_001:0159a07	有入無，因以名之。豈謂採微言於聽表，拔	有 入 無 因 以 名 之 豈 謂 採 微 言 於 聽 表 拔 
T45n1858_001:0159a08	玄根於虛壤者哉？	玄 根 於 虛 壤 者 哉 
T45n1858_001:0159a09	徵出第四	徵 出 第 四 
T45n1858_001:0159a10	有名曰：夫渾元剖判，萬有參分。有既有矣，	有 名 曰 夫 渾 元 剖 判 萬 有 參 分 有 既 有 矣 
T45n1858_001:0159a11	不得不無。無自不無，必因於有。所以高下相	不 得 不 無 無 自 不 無 必 因 於 有 所 以 高 下 相 
T45n1858_001:0159a12	傾、有無相生，此乃自然之數，數極於是。以	傾 有 無 相 生 此 乃 自 然 之 數 數 極 於 是 以 
T45n1858_001:0159a13	此而觀，化母所育理無幽顯，恢恑憰怪無	此 而 觀 化 母 所 育 理 無 幽 顯 恢 恑 憰 怪 無 
T45n1858_001:0159a14	非有也。有化而無，無非無也。然則有無之境，	非 有 也 有 化 而 無 無 非 無 也 然 則 有 無 之 境 
T45n1858_001:0159a15	理無不統。經曰：「有無二法，攝一切法。」又稱三	理 無 不 統 經 曰 有 無 二 法 攝 一 切 法 又 稱 三 
T45n1858_001:0159a16	無為者，虛空、數緣盡、非數緣盡。數緣盡者，	無 為 者 虛 空 數 緣 盡 非 數 緣 盡 數 緣 盡 者 
T45n1858_001:0159a17	即涅槃也。而論云：「有無之表，別有妙道，妙於	即 涅 槃 也 而 論 云 有 無 之 表 別 有 妙 道 妙 於 
T45n1858_001:0159a18	有無，謂之涅槃。」請覈妙道之本。果若有也，雖	有 無 謂 之 涅 槃 請 覈 妙 道 之 本 果 若 有 也 雖 
T45n1858_001:0159a19	妙非無；雖妙非無，即入有境。果若無也，無即	妙 非 無 雖 妙 非 無 即 入 有 境 果 若 無 也 無 即 
T45n1858_001:0159a20	無差；無而無差，即入無境。總而括之、即而	無 差 無 而 無 差 即 入 無 境 總 而 括 之 即 而 
T45n1858_001:0159a21	究之，無有異有而非無，無有異無而非有者。	究 之 無 有 異 有 而 非 無 無 有 異 無 而 非 有 者 
T45n1858_001:0159a22	明矣。而曰「有無之外別有妙道，非有非無謂	明 矣 而 曰 有 無 之 外 別 有 妙 道 非有非無 謂 
T45n1858_001:0159a23	之涅槃。」吾聞其語，未即於心也。	之 涅 槃 吾 聞 其 語 未 即 於 心 也 
T45n1858_001:0159a24	超境第五	超 境 第 五 
T45n1858_001:0159a25	無名曰：有無之數，誠以法無不該、理無不統。	無 名 曰 有 無 之 數 誠 以 法 無 不 該 理 無 不 統 
T45n1858_001:0159a26	然其所統，俗諦而已。經曰：「真諦何耶？涅槃	然 其 所 統 俗 諦 而 已 經 曰 真 諦 何 耶 涅 槃 
T45n1858_001:0159a27	道是。俗諦何耶？有無法是。」何則？有者有於	道 是 俗 諦 何 耶 有 無 法 是 何 則 有 者 有 於 
T45n1858_001:0159a28	無，無者無於有。有無所以稱有，無有所以稱	無 無 者 無 於 有 有 無 所 以 稱 有 無 有 所 以 稱 
T45n1858_001:0159a29	無。然則有生於無、無生於有，離有無無、離無	無 然 則 有 生 於 無 無 生 於 有 離 有 無 無 離 無 
T45n1858_001:0159b01	無有。有無相生。其猶高下相傾，有高必有下，	無 有 有 無 相 生 其 猶 高 下 相 傾 有 高 必 有 下 
T45n1858_001:0159b02	有下必有高矣。然則有無雖殊，俱未免於有	有 下 必 有 高 矣 然 則 有 無 雖 殊 俱 未 免 於 有 
T45n1858_001:0159b03	也。此乃言象之所以形，是非之所以生。豈	也 此 乃 言 象 之 所 以 形 是 非 之 所 以 生 豈 
T45n1858_001:0159b04	是以統夫幽極、擬夫神道者乎！是以論稱出	是 以 統 夫 幽 極 擬 夫 神 道 者 乎 是 以 論 稱 出 
T45n1858_001:0159b05	有無者，良以有無之數止乎六境之內，六	有 無 者 良 以 有 無 之 數 止 乎 六 境 之 內 六 
T45n1858_001:0159b06	境之內非涅槃之宅，故借出以祛之。庶悕	境 之 內 非 涅 槃 之 宅 故 借 出 以 祛 之 庶 悕 
T45n1858_001:0159b07	道之流，髣髴幽途，託情絕域，得意忘言，體	道 之 流 髣 髴 幽 途 託 情 絕 域 得 意 忘 言 體 
T45n1858_001:0159b08	其非有非無。豈曰有無之外，別有一有而可	其 非有非無 豈 曰 有 無 之 外 別 有 一 有 而 可 
T45n1858_001:0159b09	稱哉？經曰「三無為」者，蓋是群生紛繞，生乎	稱 哉 經 曰 三 無 為 者 蓋 是 群 生 紛 繞 生 乎 
T45n1858_001:0159b10	篤患；篤患之尤，莫先於有；絕有之稱，莫先於	篤 患 篤 患 之 尤 莫 先 於 有 絕 有 之 稱 莫 先 於 
T45n1858_001:0159b11	無，故借無以明其非有。明其非有，非謂無也。	無 故 借 無 以 明 其 非 有 明 其 非 有 非 謂 無 也 
T45n1858_001:0159b12	搜玄第六	搜 玄 第 六 
T45n1858_001:0159b13	有名曰：論自云「涅槃既不出有無，又不在有	有 名 曰 論 自 云 涅 槃 既 不 出 有 無 又 不 在 有 
T45n1858_001:0159b14	無。」不在有無，則不可於有無得之矣；不出	無 不 在 有 無 則 不 可 於 有 無 得 之 矣 不 出 
T45n1858_001:0159b15	有無，則不可離有無求之矣。求之無所，便應	有 無 則 不 可 離 有 無 求 之 矣 求 之 無 所 便 應 
T45n1858_001:0159b16	都無。然復不無其道。其道不無，則幽途可尋。	都 無 然 復 不 無 其 道 其 道 不 無 則 幽 途 可 尋 
T45n1858_001:0159b17	所以千聖同轍，未嘗虛返者也。其道既存，	所 以 千 聖 同 轍 未 嘗 虛 返 者 也 其 道 既 存 
T45n1858_001:0159b18	而曰不出不在，必有異旨。可得聞乎？	而 曰 不 出 不 在 必 有 異 旨 可 得 聞 乎 
T45n1858_001:0159b19	妙存第七	妙 存 第 七 
T45n1858_001:0159b20	無名曰：夫言由名起，名以相生。相因可相，無	無 名 曰 夫 言 由 名 起 名 以 相 生 相 因 可 相 無 
T45n1858_001:0159b21	相無名；無名無說，無說無聞。經曰：「涅槃非	相 無 名 無 名 無 說 無 說 無 聞 經 曰 涅 槃 非 
T45n1858_001:0159b22	法、非非法。無聞無說，非心所知。」吾何敢言	法 非 非 法 無 聞 無 說 非 心 所 知 吾 何 敢 言 
T45n1858_001:0159b23	之？而子欲聞之耶！雖然，善吉有言：「眾人若	之 而 子 欲 聞 之 耶 雖 然 善 吉 有 言 眾 人 若 
T45n1858_001:0159b24	能以無心而受、無聽而聽者，吾當以無言言	能 以 無 心 而 受 無 聽 而 聽 者 吾 當 以 無 言 言 
T45n1858_001:0159b25	之。」庶述其言，亦可以言。淨名曰：「不離煩惱而	之 庶 述 其 言 亦 可 以 言 淨 名 曰 不 離 煩 惱 而 
T45n1858_001:0159b26	得涅槃。」天女曰：「不出魔界而入佛界。」然則玄	得 涅 槃 天 女 曰 不 出 魔 界 而 入 佛 界 然 則 玄 
T45n1858_001:0159b27	道在於妙悟，妙悟在於即真，即真即有無	道 在 於 妙 悟 妙 悟 在 於 即 真 即 真 即 有 無 
T45n1858_001:0159b28	齊觀，齊觀即彼己莫二。所以天地與我同根，	齊 觀 齊 觀 即 彼 己 莫 二 所 以 天 地 與 我 同 根 
T45n1858_001:0159b29	萬物與我一體。同我則非復有無，異我則乖	萬 物 與 我 一 體 同 我 則 非 復 有 無 異 我 則 乖 
T45n1858_001:0159c01	於會通。所以不出不在而道存乎其間矣。何	於 會 通 所 以 不 出 不 在 而 道 存 乎 其 間 矣 何 
T45n1858_001:0159c02	則？夫至人虛心冥照，理無不統。懷六合於	則 夫 至 人 虛 心 冥 照 理 無 不 統 懷 六 合 於 
T45n1858_001:0159c03	胸中而靈鑒有餘，鏡萬有於方寸而其神	胸 中 而 靈 鑒 有 餘 鏡 萬 有 於 方 寸 而 其 神 
T45n1858_001:0159c04	常虛。至能拔玄根於未始，即群動以靜心。恬	常 虛 至 能 拔 玄 根 於 未 始 即 群 動 以 靜 心 恬 
T45n1858_001:0159c05	淡淵默，妙契自然。所以處有不有，居無不無。	淡 淵 默 妙 契 自 然 所 以 處 有 不 有 居 無 不 無 
T45n1858_001:0159c06	居無不無，故不無於無；處有不有，故不有	居 無 不 無 故 不 無 於 無 處 有 不 有 故 不 有 
T45n1858_001:0159c07	於有。故能不出有無而不在有無者也。然則	於 有 故 能 不 出 有 無 而 不 在 有 無 者 也 然 則 
T45n1858_001:0159c08	法無有無之相，聖無有無之知。聖無有無之	法 無 有 無 之 相 聖 無 有 無 之 知 聖 無 有 無 之 
T45n1858_001:0159c09	知，則無心於內；法無有無之相，則無數於	知 則 無 心 於 內 法 無 有 無 之 相 則 無 數 於 
T45n1858_001:0159c10	外。於外無數、於內無心，彼此寂滅，物我冥	外 於 外 無 數 於 內 無 心 彼 此 寂 滅 物 我 冥 
T45n1858_001:0159c11	一，怕爾無朕，乃曰涅槃。涅槃若此，圖度絕	一 怕 爾 無 朕 乃 曰 涅 槃 涅 槃 若 此 圖 度 絕 
T45n1858_001:0159c12	矣。豈容可責之於有無之內，又可徵之有無	矣 豈 容 可 責 之 於 有 無 之 內 又 可 徵 之 有 無 
T45n1858_001:0159c13	之外耶？	之 外 耶 
T45n1858_001:0159c14	難差第八	難 差 第 八 
T45n1858_001:0159c15	有名曰：涅槃既絕圖度之域，則超六境之外，	有 名 曰 涅 槃 既 絕 圖 度 之 域 則 超 六 境 之 外 
T45n1858_001:0159c16	不出不在而玄道獨存。斯則窮理盡性究竟	不 出 不 在 而 玄 道 獨 存 斯 則 窮 理 盡 性 究 竟 
T45n1858_001:0159c17	之道，妙一無差。理其然矣。而《放光》云：「三乘	之 道 妙 一 無 差 理 其 然 矣 而 放 光 云 三 乘 
T45n1858_001:0159c18	之道，皆因無為而有差別。」佛言：「我昔為菩	之 道 皆 因 無 為 而有差別 佛 言 我 昔 為 菩 
T45n1858_001:0159c19	薩時，名曰儒童。於然燈佛所，已入涅槃。」儒童	薩 時 名 曰 儒 童 於 然 燈 佛 所 已 入 涅 槃 儒 童 
T45n1858_001:0159c20	菩薩時於七住初獲無生忍，進修三位。若涅	菩 薩 時 於 七 住 初 獲 無 生 忍 進 修 三 位 若 涅 
T45n1858_001:0159c21	槃一也，則不應有三；如其有三，則非究竟。究	槃 一 也 則 不 應 有 三 如 其 有 三 則 非 究 竟 究 
T45n1858_001:0159c22	竟之道，而有升降之殊。眾經異說，何以取	竟 之 道 而 有 升 降 之 殊 眾 經 異 說 何 以 取 
T45n1858_001:0159c23	中耶？	中 耶 
T45n1858_001:0159c24	辯差第九	辯 差 第 九 
T45n1858_001:0159c25	無名曰：然究竟之道，理無差也。《法華經》云：「第	無 名 曰 然 究 竟 之 道 理 無 差 也 法 華 經 云 第 
T45n1858_001:0159c26	一大道無有兩正，吾以方便為怠慢者，於一	一 大 道 無 有 兩 正 吾 以 方 便 為 怠 慢 者 於 一 
T45n1858_001:0159c27	乘道分別說三。」三車出火宅，即其事也。以俱	乘 道 分 別 說 三 三 車 出 火 宅 即 其 事 也 以 俱 
T45n1858_001:0159c28	出生死，故同稱無為；所乘不一，故有三名。統	出 生 死 故 同 稱 無 為 所 乘 不 一 故 有 三 名 統 
T45n1858_001:0159c29	其會歸，一而已矣。而難云「三乘之道，皆因無	其 會 歸 一 而 已 矣 而 難 云 三 乘 之 道 皆 因 無 
T45n1858_001:0160a01	為而有差別。」此以人三，三於無為，非無為	為 而有差別 此 以 人 三 三 於 無 為 非 無 為 
T45n1858_001:0160a02	有三也。故《放光》云：「涅槃有差別耶？答曰：無差	有 三 也 故 放 光 云 涅 槃 有 差 別 耶 答 曰 無 差 
T45n1858_001:0160a03	別。」但如來結習都盡，聲聞結習不盡耳。請以	別 但 如 來 結 習 都 盡 聲 聞 結 習 不 盡 耳 請 以 
T45n1858_001:0160a04	近喻，以況遠旨。如人斬木，去尺無尺，去寸無	近 喻 以 況 遠 旨 如 人 斬 木 去 尺 無 尺 去 寸 無 
T45n1858_001:0160a05	寸。脩短在於尺寸，不在無也。夫以群生萬端，	寸 脩 短 在 於 尺 寸 不 在 無 也 夫 以 群 生 萬 端 
T45n1858_001:0160a06	識根不一，智鑒有淺深，德行有厚薄，所以俱	識 根 不 一 智 鑒 有 淺 深 德 行 有 厚 薄 所 以 俱 
T45n1858_001:0160a07	之彼岸，而升降不同。彼岸豈異？異自我耳。	之 彼 岸 而 升 降 不 同 彼 岸 豈 異 異 自 我 耳 
T45n1858_001:0160a08	然則眾經殊辯，其致不乖。	然 則 眾 經 殊 辯 其 致 不 乖 
T45n1858_001:0160a09	責異第十	責 異 第 十 
T45n1858_001:0160a10	有名曰：俱出火宅，則無患一也。同出生死，則	有 名 曰 俱 出 火 宅 則 無 患 一 也 同 出 生 死 則 
T45n1858_001:0160a11	無為一也。而云「彼岸無異，異自我耳。」彼岸，	無 為 一 也 而 云 彼 岸 無 異 異 自 我 耳 彼 岸 
T45n1858_001:0160a12	則無為岸也；我，則體無為者也。請問我與無	則 無 為 岸 也 我 則 體 無 為 者 也 請 問 我 與 無 
T45n1858_001:0160a13	為，為一？為異？若我即無為，無為亦即我。不得	為 為 一 為 異 若 我 即 無 為 無 為 亦 即 我 不 得 
T45n1858_001:0160a14	言無為無異，異自我也。若我異無為，我則非	言 無 為 無 異 異 自 我 也 若 我 異 無 為 我 則 非 
T45n1858_001:0160a15	無為。無為自無為，我自常有為。冥會之致，又	無 為 無 為 自 無 為 我 自 常 有 為 冥 會 之 致 又 
T45n1858_001:0160a16	滯而不通。然則我與無為，一亦無三，異亦無	滯 而 不 通 然 則 我 與 無 為 一 亦 無 三 異 亦 無 
T45n1858_001:0160a17	三。三乘之名，何由而生也？	三 三 乘 之 名 何 由 而 生 也 
T45n1858_001:0160a18	會異第十一	會 異 第 十 一 
T45n1858_001:0160a19	無名曰：夫止此而此、適彼而彼，所以同於得	無 名 曰 夫 止 此 而 此 適 彼 而 彼 所 以 同 於 得 
T45n1858_001:0160a20	者，得亦得之；同於失者，失亦失之。我適無	者 得 亦 得 之 同 於 失 者 失 亦 失 之 我 適 無 
T45n1858_001:0160a21	為，我即無為。無為雖一，何乖不一耶！譬猶三	為 我 即 無 為 無 為 雖 一 何 乖 不 一 耶 譬 猶 三 
T45n1858_001:0160a22	鳥出網，同適無患之域。無患雖同，而鳥鳥各	鳥 出 網 同 適 無 患 之 域 無 患 雖 同 而 鳥 鳥 各 
T45n1858_001:0160a23	異。不可以鳥鳥各異，謂無患亦異。又不可	異 不 可 以 鳥 鳥 各 異 謂 無 患 亦 異 又 不 可 
T45n1858_001:0160a24	以無患既一，而一於眾鳥也。然則鳥即無患，	以 無 患 既 一 而 一 於 眾 鳥 也 然 則 鳥 即 無 患 
T45n1858_001:0160a25	無患即鳥。無患豈異？異自鳥耳。如是三乘眾	無 患 即 鳥 無 患 豈 異 異 自 鳥 耳 如 是 三 乘 眾 
T45n1858_001:0160a26	生，俱越妄想之樊，同適無為之境。無為雖同，	生 俱 越 妄 想 之 樊 同 適 無 為 之 境 無 為 雖 同 
T45n1858_001:0160a27	而乘乘各異。不可以乘乘各異，謂無為亦異。	而 乘 乘 各 異 不 可 以 乘 乘 各 異 謂 無 為 亦 異 
T45n1858_001:0160a28	又不可以無為既一，而一於三乘也。然則我	又 不 可 以 無 為 既 一 而 一 於 三 乘 也 然 則 我 
T45n1858_001:0160a29	即無為，無為即我。無為豈異？異自我耳。所以	即 無 為 無 為 即 我 無 為 豈 異 異 自 我 耳 所 以 
T45n1858_001:0160b01	無患雖同，而升虛有遠近；無為雖一，而幽	無 患 雖 同 而 升 虛 有 遠 近 無 為 雖 一 而 幽 
T45n1858_001:0160b02	鑒有淺深。無為即乘也，乘即無為也。此非	鑒 有 淺 深 無 為 即 乘 也 乘 即 無 為 也 此 非 
T45n1858_001:0160b03	我異無為，以未盡無為故有三耳。	我 異 無 為 以 未 盡 無 為 故 有 三 耳 
T45n1858_001:0160b04	詰漸第十二	詰 漸 第 十 二 
T45n1858_001:0160b05	有名曰：萬累滋彰，本於妄想；妄想既祛，則萬	有 名 曰 萬 累 滋 彰 本 於 妄 想 妄 想 既 祛 則 萬 
T45n1858_001:0160b06	累都息。二乘得盡智、菩薩得無生智，是時妄	累 都 息 二 乘 得 盡 智 菩 薩 得 無 生 智 是 時 妄 
T45n1858_001:0160b07	想都盡，結縛永除；結縛既除，則心無為；心既	想 都 盡 結 縛 永 除 結 縛 既 除 則 心 無 為 心 既 
T45n1858_001:0160b08	無為，理無餘翳。經曰：「是諸聖智，不相違背。	無 為 理 無 餘 翳 經 曰 是 諸 聖 智 不 相 違 背 
T45n1858_001:0160b09	不出不在，其實俱空。」又曰：「無為大道，平等	不 出 不 在 其 實 俱 空 又 曰 無 為 大 道 平 等 
T45n1858_001:0160b10	不二。」既曰無二，則不容心異。不體則已，體	不 二 既 曰 無 二 則 不 容 心 異 不 體 則 已 體 
T45n1858_001:0160b11	應窮微。而曰「體而未盡」，是所未悟也。	應 窮 微 而 曰 體 而 未 盡 是 所 未 悟 也 
T45n1858_001:0160b12	明漸第十三	明 漸 第 十 三 
T45n1858_001:0160b13	無名曰：無為無二，則已然矣。結是重惑，可謂	無 名 曰 無 為 無 二 則 已 然 矣 結 是 重 惑 可 謂 
T45n1858_001:0160b14	頓盡，亦所未喻。經曰：「三箭中的，三獸渡河。」	頓 盡 亦 所 未 喻 經 曰 三 箭 中 的 三 獸 渡 河 
T45n1858_001:0160b15	中渡無異，而有淺深之殊者，為力不同故也。	中 渡 無 異 而 有 淺 深 之 殊 者 為 力 不 同 故 也 
T45n1858_001:0160b16	三乘眾生，俱濟緣起之津，同鑒四諦之的，絕	三 乘 眾 生 俱 濟 緣 起 之 津 同 鑒 四 諦 之 的 絕 
T45n1858_001:0160b17	偽即真，同升無為。然則所乘不一者，亦以	偽 即 真 同 升 無 為 然 則 所 乘 不 一 者 亦 以 
T45n1858_001:0160b18	智力不同故也。夫群有雖眾，然其量有涯。正	智 力 不 同 故 也 夫 群 有 雖 眾 然 其 量 有 涯 正 
T45n1858_001:0160b19	使智猶身子、辯若滿願，窮才極慮，莫窺其畔。	使 智 猶 身 子 辯 若 滿 願 窮 才 極 慮 莫 窺 其 畔 
T45n1858_001:0160b20	況乎虛無之數、重玄之域，其道無涯，欲之頓	況 乎 虛 無 之 數 重 玄 之 域 其 道 無 涯 欲 之 頓 
T45n1858_001:0160b21	盡耶？書不云乎：「為學者日益，為道者日損。」為	盡 耶 書 不 云 乎 為 學 者 日 益 為 道 者 日 損 為 
T45n1858_001:0160b22	道者，為於無為者也。為於無為而曰日損，此	道 者 為 於 無 為 者 也 為 於 無 為 而 曰 日 損 此 
T45n1858_001:0160b23	豈頓得之謂？要損之又損之，以至於無損耳。	豈 頓 得 之 謂 要 損 之 又 損 之 以 至 於 無 損 耳 
T45n1858_001:0160b24	經喻螢日，智用可知矣！	經 喻 螢 日 智 用 可 知 矣 
T45n1858_001:0160b25	譏動第十四	譏 動 第 十 四 
T45n1858_001:0160b26	有名曰：經稱「法身已上，入無為境。心不可以	有 名 曰 經 稱 法 身 已 上 入 無 為 境 心 不 可 以 
T45n1858_001:0160b27	智知，形不可以象測。體絕陰入，心智寂滅。」而	智 知 形 不 可 以 象 測 體 絕 陰 入 心 智 寂 滅 而 
T45n1858_001:0160b28	復云「進修三位，積德彌廣。」夫進修本於好尚，	復 云 進 修 三 位 積 德 彌 廣 夫 進 修 本 於 好 尚 
T45n1858_001:0160b29	積德生於涉求。好尚則取捨情現，涉求則損	積 德 生 於 涉 求 好 尚 則 取 捨 情 現 涉 求 則 損 
T45n1858_001:0160c01	益交陳。既以取捨為心、損益為體，而曰體絕	益 交 陳 既 以 取 捨 為 心 損 益 為 體 而 曰 體 絕 
T45n1858_001:0160c02	陰入，心智寂滅。此文乖致殊，而會之一人，無	陰 入 心 智 寂 滅 此 文 乖 致 殊 而 會 之 一 人 無 
T45n1858_001:0160c03	異指南為北，以曉迷夫。	異 指 南 為 北 以 曉 迷 夫 
T45n1858_001:0160c04	動寂第十五	動 寂 第 十 五 
T45n1858_001:0160c05	無名曰：經稱「聖人無為而無所不為。」無為，故	無 名 曰 經 稱 聖 人 無 為 而 無 所 不 為 無 為 故 
T45n1858_001:0160c06	雖動而常寂；無所不為，故雖寂而常動。雖寂	雖 動 而 常 寂 無 所 不 為 故 雖 寂 而 常 動 雖 寂 
T45n1858_001:0160c07	而常動，故物莫能一；雖動而常寂，故物莫能	而 常 動 故 物 莫 能 一 雖 動 而 常 寂 故 物 莫 能 
T45n1858_001:0160c08	二。物莫能二，故逾動逾寂；物莫能一，故逾	二 物 莫 能 二 故 逾 動 逾 寂 物 莫 能 一 故 逾 
T45n1858_001:0160c09	寂逾動。所以為即無為、無為即為，動寂雖	寂 逾 動 所 以 為 即 無 為 無 為 即 為 動 寂 雖 
T45n1858_001:0160c10	殊而莫之可異也。《道行》曰：「心亦不有亦不無。」	殊 而 莫 之 可 異 也 道 行 曰 心 亦 不 有 亦 不 無 
T45n1858_001:0160c11	不有者，不若有心之有；不無者，不若無心之	不 有 者 不 若 有 心 之 有 不 無 者 不 若 無 心 之 
T45n1858_001:0160c12	無。何者？有心，則眾庶是也；無心，則太虛是也。	無 何 者 有 心 則 眾 庶 是 也 無 心 則 太 虛 是 也 
T45n1858_001:0160c13	眾庶止於妄想，太虛絕於靈照；豈可止於妄	眾 庶 止 於 妄 想 太 虛 絕 於 靈 照 豈 可 止 於 妄 
T45n1858_001:0160c14	想、絕於靈照，標其神道而語聖心者乎？是以	想 絕 於 靈 照 標 其 神 道 而 語 聖 心 者 乎 是 以 
T45n1858_001:0160c15	聖心不有，不可謂之無；聖心不無，不可謂之	聖 心 不 有 不 可 謂 之 無 聖 心 不 無 不 可 謂 之 
T45n1858_001:0160c16	有。不有，故心想都滅；不無；故理無不契。理	有 不 有 故 心 想 都 滅 不 無 故 理 無 不 契 理 
T45n1858_001:0160c17	無不契，故萬德斯弘；心想都滅，故功成非我。	無 不 契 故 萬 德 斯 弘 心 想 都 滅 故 功 成 非 我 
T45n1858_001:0160c18	所以應化無方，未嘗有為；寂然不動，未嘗不	所 以 應 化 無 方 未 嘗 有 為 寂 然 不 動 未 嘗 不 
T45n1858_001:0160c19	為。經曰：「心無所行，無所不行。」信矣。儒僮曰：	為 經 曰 心 無 所 行 無 所 不 行 信 矣 儒 僮 曰 
T45n1858_001:0160c20	「昔我於無數劫，國財身命施人無數；以妄想	 昔 我 於 無 數 劫 國 財 身 命 施 人 無 數 以 妄 想 
T45n1858_001:0160c21	心施，非為施也。今以無生心，五華施佛，始名	心 施 非 為 施 也 今 以 無 生 心 五 華 施 佛 始 名 
T45n1858_001:0160c22	施耳。」又空行菩薩入空解脫門，方言「今是行	施 耳 又 空 行 菩 薩 入 空解脫門 方 言 今 是 行 
T45n1858_001:0160c23	時，非為證時。」然則心彌虛，行彌廣；終日行，	時 非 為 證 時 然 則 心 彌 虛 行 彌 廣 終 日 行 
T45n1858_001:0160c24	不乖於無行者也。是以《賢劫》稱無捨之檀，《成	不 乖 於 無 行 者 也 是 以 賢 劫 稱 無 捨 之 檀 成 
T45n1858_001:0160c25	具》美不為之為，禪典唱無緣之慈，《思益》演不	具 美 不 為 之 為 禪 典 唱 無 緣 之 慈 思 益 演 不 
