X55n0907_001:0642c03	禪門章	禪 門 章 
X55n0907_001:0644c24	示其語。行其諸故決墮其中也。若次第簡非者。初止	示 其 語 行 其 諸 故 決 墮 其 中 也 若 次 第 簡 非 者 初 止 
X55n0907_001:0645a01	簡三途之非。不簡人天。若進明二乘者。但非九心。若	簡 三 途 之 非 不 簡 人 天 若 進 明 二 乘 者 但 非 九 心 若 
X55n0907_001:0645a02	大乘即非二邊。十種俱非也。若作不次第簡非者。更	大 乘 即 非 二 邊 十 種 俱 非 也 若 作 不 次 第 簡 非 者 更 
X55n0907_001:0645a03	於菩薩心中復分別。具在止觀。今約次第故。則十修	於 菩 薩 心 中 復 分 別 具 在 止 觀 今 約 次 第 故 則 十 修 
X55n0907_001:0645a04	簡非也。問。發此心即成業。為當證禪遂其所求方成	簡 非 也 問 發 此 心 即 成 業 為 當 證 禪 遂 其 所 求 方 成 
X55n0907_001:0645a05	業耶。答。小乘動七支成業。發心未是業。大乘明一念	業 耶 答 小 乘 動 七 支 成 業 發 心 未 是 業 大 乘 明 一 念 
X55n0907_001:0645a06	起惡。殃墜無間。不得遂與不遂。發即是業也。問。此應	起 惡 殃 墜 無 間 不 得 遂 與 不 遂 發 即 是 業 也 問 此 應 
X55n0907_001:0645a07	有輕重。答。若止發心是不定業。若事成是定業。問。若	有 輕 重 答 若 止 發 心 是 不 定 業 若 事 成 是 定 業 問 若 
X55n0907_001:0645a08	修禪要壞欲界。或發初禪。禪定成方生上界。若起惡	修 禪 要 壞 欲 界 或 發 初 禪 禪 定 成 方 生 上 界 若 起 惡 
X55n0907_001:0645a09	念念破三寶。其事未成那得墮地獄。答。為惡若崩。故	念 念 破 三 寶 其 事 未 成 那 得 墮 地 獄 答 為 惡 若 崩 故 
X55n0907_001:0645a10	起惡即成業。為善若作。發禪方生。又地獄是同界。發	起 惡 即 成 業 為 善 若 作 發 禪 方 生 又 地 獄 是 同 界 發 
X55n0907_001:0645a11	心即墮。色界是異界。須發禪乃生。今簡十種偽心。不	心 即 墮 色 界 是 異 界 須 發 禪 乃 生 今 簡 十 種 偽 心 不 
X55n0907_001:0645a12	同成業不成業。此心即名為非。若不識者。相續不斷	同 成 業 不 成 業 此 心 即 名 為 非 若 不 識 者 相續不斷 
X55n0907_001:0645a13	即結業成牽生。故須棄捨。問。十非與法界而同異。答。	即 結 業 成 牽 生 故 須 棄 捨 問 十 非 與 法 界 而 同 異 答 
X55n0907_001:0645a14	十界則凡聖俱開。十心則開凡合聖。為明縛脫二邊	十 界 則 凡 聖 俱 開 十 心 則 開 凡 合 聖 為 明 縛 脫 二 邊 
X55n0907_001:0645a15	之非也。	之 非 也 
X55n0907_001:0645a16	第二顯是者是名為正明修禪大意。即是發菩提心。	第 二 顯 是 者 是 名 為 正 明 修 禪 大 意 即 是 發菩提心 
X55n0907_001:0645a17	心有四種。一緣於正因緣生滅法發心。二者緣真空	心 有 四 種 一 緣 於 正 因 緣 生 滅 法 發 心 二 者 緣 真 空 
X55n0907_001:0645a18	理發心。三緣俗諦假名發心。四緣中道法界發心。若	理 發 心 三 緣 俗 諦 假 名 發 心 四 緣 中 道 法 界 發 心 若 
X55n0907_001:0645a19	是前來諸非。多是緣無因緣．邪因緣．自善因緣．自度	是 前 來 諸 非 多 是 緣 無 因 緣 邪 因 緣 自 善 因 緣 自 度 
X55n0907_001:0645a20	因緣。非正因緣。無大慈悲。不能為物故。非菩提心。菩	因 緣 非 正 因 緣 無 大 慈 悲 不 能 為 物 故 非 菩 提 心 菩 
X55n0907_001:0645a21	薩見眾生起十種邪無等因緣。為此而起大悲。良由	薩 見 眾 生 起 十 種 邪 無 等 因 緣 為 此 而 起 大 悲 良 由 
X55n0907_001:0645a22	眾生不識正因緣故而起九種邪惡。邪惡即是集。集	眾 生 不 識 正 因 緣 故 而 起 九 種 邪 惡 邪 惡 即 是 集 集 
X55n0907_001:0645a23	招苦果。菩薩為欲拔此眾生苦習故。而起大悲。興兩	招 苦 果 菩 薩 為 欲 拔 此 眾 生 苦 習 故 而 起 大 悲 興 兩 
X55n0907_001:0645a24	誓願。眾生無邊誓願度是拔苦故起。煩惱無量誓願	誓 願 眾 生 無 邊 誓 願 度 是 拔 苦 故 起 煩 惱 無 量 誓 願 
X55n0907_001:0645b01	斷是拔集故發。又以眾生苦集故則無道滅出世因	斷 是 拔 集 故 發 又 以 眾 生 苦 集 故 則 無 道 滅 出 世 因 
X55n0907_001:0645b02	果。欲與其道滅故而起大慈。興兩誓願。法門無量誓	果 欲 與 其 道 滅 故 而 起 大 慈 興 兩 誓 願 法 門 無 量 誓 
X55n0907_001:0645b03	願知是與道。無上佛道誓願成是與滅。是為緣正因	願 知 是 與 道 無 上 佛 道 誓 願 成 是 與 滅 是 為 緣 正 因 
X55n0907_001:0645b04	緣興起誓願發菩提心。發心既正則行願不偏是名	緣 興 起 誓 願 發菩提心 發 心 既 正 則 行 願 不 偏 是 名 
X55n0907_001:0645b05	緣正因緣發心修禪也。次緣真淨空理發心者。只是	緣 正 因 緣 發 心 修 禪 也 次 緣 真 淨 空 理 發 心 者 只 是 
X55n0907_001:0645b06	緣向來正因緣觀此即空。眾生顛倒謂言不空。以不	緣 向 來 正 因 緣 觀 此 即 空 眾 生 顛 倒 謂 言 不 空 以 不 
X55n0907_001:0645b07	知空故而起十種邪僻之有。有即是集。集故招苦。為	知 空 故 而 起 十 種 邪 僻 之 有 有 即 是 集 集 故 招 苦 為 
X55n0907_001:0645b08	此而起大悲興兩誓願也。此之苦集即體是空。故大	此 而 起 大 悲 興 兩 誓 願 也 此 之 苦 集 即 體 是 空 故 大 
X55n0907_001:0645b09	品云。即色是空。空即是色。色空空色無二無別。是名	品 云 即 色 是 空 空 即 是 色 色 空 空 色 無 二 無 別 是 名 
X55n0907_001:0645b10	為中道。中論云。能說是因緣。善滅諸戲論。滅有二種。	為 中 道 中 論 云 能 說 是 因 緣 善 滅 諸 戲 論 滅 有 二 種 
X55n0907_001:0645b11	一善滅。二不善滅。不善滅即是析法觀空。滅色故空。	一 善 滅 二 不 善 滅 不 善 滅 即 是 析 法 觀 空 滅 色 故 空 
X55n0907_001:0645b12	善滅即是體達即色是空。非色滅空。是為善滅也。欲	善 滅 即 是 體 達 即 色 是 空 非 色 滅 空 是 為 善 滅 也 欲 
X55n0907_001:0645b13	與眾生如此道滅而起大慈興兩誓願。既識正因緣	與 眾 生 如 此 道 滅 而 起 大 慈 興 兩 誓 願 既 識 正 因 緣 
X55n0907_001:0645b14	即空故。發心行願皆緣於真。是為緣真淨發菩提心	即 空 故 發 心 行 願 皆 緣 於 真 是 為 緣 真 淨 發菩提心 
X55n0907_001:0645b15	也。次緣俗諦發心者。假名差別有無量相。而眾生不	也 次 緣 俗 諦 發 心 者 假 名 差 別 有 無 量 相 而 眾 生 不 
X55n0907_001:0645b16	識妄生分別起邪起惡。二乘但空心所不到以空為	識 妄 生 分 別 起 邪 起 惡 二 乘 但 空 心 所 不 到 以 空 為 
X55n0907_001:0645b17	證。菩薩於此而起大悲興於誓願(云云)。又緣中道發	證 菩 薩 於 此 而 起 大 悲 興 於 誓 願 云 云 又 緣 中 道 發 
X55n0907_001:0645b18	菩提心者。此心亦名中道實理心．第一義空．菴摩羅	菩 提 心 者 此 心 亦 名 中 道 實 理 心 第一義空 菴 摩 羅 
X55n0907_001:0645b19	識．佛性．如如．實際．實相．無住．無生等種種異名。如天	識 佛 性 如 如 實 際 實 相 無 住 無 生 等 種種異名 如 天 
X55n0907_001:0645b20	帝釋多諸名字。而皆離縛脫世出世有漏無漏有為	帝 釋 多 諸 名 字 而 皆 離 縛 脫 世 出 世 有漏無漏 有 為 
X55n0907_001:0645b21	無為等種種二邊。故非生死非涅槃有為無為等。遮	無 為 等 種 種 二 邊 故 非 生 死 非 涅 槃 有 為 無 為 等 遮 
X55n0907_001:0645b22	此二邊名為中。即虗亡寂絕無所依猗。待邊明中中	此 二 邊 名 為 中 即 虗 亡 寂 絕 無 所 依 猗 待 邊 明 中 中 
X55n0907_001:0645b23	不可得。絕名為中。能如是者。通取無上正真之理。目	不 可 得 絕 名 為 中 能 如 是 者 通 取 無 上 正 真 之 理 目 
X55n0907_001:0645b24	之為道。此理非因非果。非初非後。非發非不發。非道	之 為 道 此 理 非 因 非 果 非 初 非 後 非 發 非 不 發 非 道 
X55n0907_001:0645c01	非不道。淨若虗空而赴物逗緣。說於因果道心等。所	非 不 道 淨 若 虗 空 而 赴 物 逗 緣 說 於 因 果 道 心 等 所 
X55n0907_001:0645c02	以者何。眾生心性明智如日。故曰覆之闇如漆。以初	以 者 何 眾 生 心 性 明 智 如 日 故 曰 覆 之 闇 如 漆 以 初 
X55n0907_001:0645c03	發心却除二邊之僻。顯出中道之理名之為因。究竟	發 心 却 除 二 邊 之 僻 顯 出 中 道 之 理 名 之 為 因 究 竟 
X55n0907_001:0645c04	此理名之為果。通達此理名之為道。故上普賢觀云。	此 理 名 之 為 果 通 達 此 理 名 之 為 道 故 上 普 賢 觀 云 
X55n0907_001:0645c05	大乘因者諸法實相。大乘果者亦諸法實相。然此正	大 乘 因 者 諸法實相 大 乘 果 者 亦 諸法實相 然 此 正 
X55n0907_001:0645c06	觀之心。不可破壞不動不退。名為實相。大論云。不動	觀 之 心 不可破壞 不 動 不 退 名 為 實 相 大 論 云 不 動 
X55n0907_001:0645c07	不退是心名薩埵。若不得此心入諸禪中。皆不名波	不 退 是 心 名 薩 埵 若 不 得 此 心 入 諸 禪 中 皆 不 名 波 
X55n0907_001:0645c08	羅蜜。若以此心入次第諸禪。皆名波羅蜜。入二乘凡	羅 蜜 若 以 此 心 入 次 第 諸 禪 皆 名 波 羅 蜜 入 二 乘 凡 
X55n0907_001:0645c09	夫等法。皆名摩訶衍。故大品云。次第心中云眾生。波	夫 等 法 皆 名 摩 訶 衍 故 大 品 云 次 第 心 中 云 眾 生 波 
X55n0907_001:0645c10	若云何應修應行。佛言。心心諸數不行故名行波若。	若 云 何 應 修 應 行 佛 言 心 心 諸 數 不 行 故 名 行 波 若 
X55n0907_001:0645c11	名生名修。此即是無生無行無修之修行也。此心若	名 生 名 修 此 即 是 無 生 無 行 無 修 之 修 行 也 此 心 若 
X55n0907_001:0645c12	發。任運與無緣慈悲俱生。為眾生說此依猗法。令免	發 任 運 與 無緣慈悲 俱 生 為 眾 生 說 此 依 猗 法 令 免 
X55n0907_001:0645c13	二邊繫縛之苦。名為無緣大悲。與眾生實相不動之	二 邊 繫 縛 之 苦 名 為 無緣大悲 與 眾 生 實 相 不 動 之 
X55n0907_001:0645c14	樂。名為大慈。故思益云。一切眾生。無中計有。無我計	樂 名 為 大 慈 故 思 益 云 一 切 眾 生 無 中 計 有 無 我 計 
X55n0907_001:0645c15	我。凡三十二種。菩薩為此而起大悲。又大經云。一切	我 凡 三 十 二 種 菩 薩 為 此 而 起 大 悲 又 大 經 云 一 切 
X55n0907_001:0645c16	諸法中。悉有安樂性。當知實相之理任運與慈悲俱	諸 法 中 悉 有 安 樂 性 當 知 實 相 之 理 任 運 與 慈 悲 俱 
X55n0907_001:0645c17	生也。何但具此慈悲。亦具一切。故云諸法雖空。一心	生 也 何 但 具 此 慈 悲 亦 具 一 切 故 云 諸 法 雖 空 一 心 
X55n0907_001:0645c18	具萬行。但眾生得樂之時。非是如來將樂授彼。彼自	具 萬 行 但 眾 生 得 樂 之 時 非 是 如 來 將 樂 授 彼 彼 自 
X55n0907_001:0645c19	有之。如貧女金為其耘掘。拔苦與樂其義亦然。又自	有 之 如 貧 女 金 為 其 耘 掘 拔 苦 與 樂 其 義 亦 然 又 自 
X55n0907_001:0645c20	得樂是自生。如來與是他生。四句破(云云)。無此四性	得 樂 是 自 生 如 來 與 是 他 生 四 句 破 云 云 無 此 四 性 
X55n0907_001:0645c21	而說自樂(云云)。又前三種發菩提心。今稱三種四諦．	而 說 自 樂 云 云 又 前 三 種 發菩提心 今 稱 三 種 四 諦 
X55n0907_001:0645c22	三波羅蜜．三因三果．三種誓願。而不名為弘。今中道	三 波 羅 蜜 三 因 三 果 三 種 誓 願 而 不 名 為 弘 今 中 道 
X55n0907_001:0645c23	之心緣無作四諦。該括四弘而起誓願。得稱弘誓願	之 心 緣 無 作 四 諦 該 括 四 弘 而 起 誓 願 得 稱 弘 誓 願 
X55n0907_001:0645c24	也。問。何故非弘。以不稱理故。悉是緣眾生緣法而起	也 問 何 故 非 弘 以 不 稱 理 故 悉 是 緣 眾 生 緣 法 而 起 
X55n0907_001:0646a01	慈悲耶。答。如女人謟曲故。故不稱為弘誓也。若中道	慈 悲 耶 答 如 女 人 謟 曲 故 故 不 稱 為 弘 誓 也 若 中 道 
X55n0907_001:0646a02	之慈。此慈稱理。不名為謟。如大愛道經。女人而無謟	之 慈 此 慈 稱 理 不 名 為 謟 如 大 愛 道 經 女 人 而 無 謟 
X55n0907_001:0646a03	也。實相之慈。慈即如來。譬如慈石吸鐵。離石無吸。離	也 實 相 之 慈 慈 即 如 來 譬 如 慈 石 吸 鐵 離 石 無 吸 離 
X55n0907_001:0646a04	吸無石。即吸是石。如即慈。是如來。故名弘誓也。又如	吸 無 石 即 吸 是 石 如 即 慈 是 如 來 故 名 弘 誓 也 又 如 
X55n0907_001:0646a05	中論云。若計諸法定性。性名定實。實有不可改變。如	中 論 云 若 計 諸 法 定 性 性 名 定 實 實 有 不 可 改 變 如 
X55n0907_001:0646a06	是則無四淨四行賢聖道果三寶出世因果。亦無世	是 則 無 四 淨 四 行 賢 聖 道 果 三 寶 出 世 因 果 亦 無 世 
X55n0907_001:0646a07	間罪福一切世法也。若計諸法定空。墮斷滅中。亦無	間 罪 福 一 切 世 法 也 若 計 諸 法 定 空 墮 斷 滅 中 亦 無 
X55n0907_001:0646a08	世間出世賢聖因果等法。但有虗妄顛倒流轉以自	世 間 出 世 賢 聖 因 果 等 法 但 有 虗 妄 顛 倒 流 轉 以 自 
X55n0907_001:0646a09	毀傷。若能作中道正觀。體達無性。深識苦集。能治之	毀 傷 若 能 作 中 道 正 觀 體 達 無 性 深 識 苦 集 能 治 之 
X55n0907_001:0646a10	觀即是道滅。是則三寶四諦八法寂然。皆無毀損。故	觀 即 是 道 滅 是 則 三 寶 四 諦 八 法 寂 然 皆 無 毀 損 故 
X55n0907_001:0646a11	云不壞假名而說諸法實相。是名緣中道發菩提心	云 不 壞 假 名 而 說 諸法實相 是 名 緣 中 道 發菩提心 
X55n0907_001:0646a12	也。	也 
X55n0907_001:0646a13	料簡法門無盡誓願知者。門名能通。通即是道。無上	料 簡 法 門 無 盡 誓 願 知 者 門 名 能 通 通 即 是 道 無 上 
X55n0907_001:0646a14	佛道誓願成。此云何異。答。法門橫辨。佛道竪論。問。涅	佛 道 誓 願 成 此 云 何 異 答 法 門 橫 辨 佛 道 竪 論 問 涅 
X55n0907_001:0646a15	槃亦名道。實相亦名道。實相大道佛從來故。般若亦	槃 亦 名 道 實 相 亦 名 道 實 相 大 道 佛 從 來 故 般 若 亦 
X55n0907_001:0646a16	名道。此三云何。答。若三德而論。法身亦非。波若亦非。	名 道 此 三 云 何 答 若 三 德 而 論 法 身 亦 非 波 若 亦 非 
X55n0907_001:0646a17	解脫亦非。並別一異皆非。三法具足名祕密藏。那可	解 脫 亦 非 並 別 一 異 皆 非 三 法 具 足 名 祕 密 藏 那 可 
X55n0907_001:0646a18	偏論。今若別論法身當體。從法身起行。行即波若。波	偏 論 今 若 別 論 法 身 當 體 從 法 身 起 行 行 即 波 若 波 
X55n0907_001:0646a19	若名為道。通至涅槃。今取竪所至處名涅槃。是無上	若 名 為 道 通 至 涅 槃 今 取 竪 所 至 處 名 涅 槃 是 無 上 
X55n0907_001:0646a20	道。度所得處即是般若。名為法門(云云)。問。中道實相	道 度 所 得 處 即 是 般 若 名 為 法 門 云 云 問 中 道 實 相 
X55n0907_001:0646a21	非佛．天．人．修羅所作。云何言發。答。雖非諸作而隱名	非 佛 天 人 修 羅 所 作 云 何 言 發 答 雖 非 諸 作 而 隱 名 
X55n0907_001:0646a22	藏顯。名身能作。如上體達。待隱不發稱之為發。問。為	藏 顯 名 身 能 作 如 上 體 達 待 隱 不 發 稱 之 為 發 問 為 
X55n0907_001:0646a23	因禪能發心。但希向論發心。答。俱有其義。若能希向	因 禪 能 發 心 但 希 向 論 發 心 答 俱 有 其 義 若 能 希 向 
X55n0907_001:0646a24	名之為解。解為行本。因禪增進悉稱為發。問。菩提心	名 之 為 解 解 為 行 本 因 禪 增 進 悉 稱 為 發 問 菩 提 心 
X55n0907_001:0646b01	非常非斷。為當別有一理為當盡此常斷。而言非常	非 常 非 斷 為 當 別 有 一 理 為 當 盡 此 常 斷 而 言 非 常 
X55n0907_001:0646b02	非斷名為中道。答。此約空有二門(云云)。問。何不取真	非 斷 名 為 中 道 答 此 約 空 有 二 門 云 云 問 何 不 取 真 
X55n0907_001:0646b03	為佛性耶。答。中道是究竟。真俗是境界佛性耳。又約	為 佛 性 耶 答 中 道 是 究 竟 真 俗 是 境 界 佛 性 耳 又 約 
X55n0907_001:0646b04	理為言。一切諸法悉有安樂性。何簡真中耶。答。約教	理 為 言 一切諸法 悉 有 安 樂 性 何 簡 真 中 耶 答 約 教 
X55n0907_001:0646b05	見真者。未見佛性也。問。悉有安樂性。草木有耶。答。入	見 真 者 未 見 佛 性 也 問 悉 有 安 樂 性 草 木 有 耶 答 入 
