T85n2737_001:0120a03	金剛經疏	金 剛 經 疏 
T85n2737_001:0128b18	初破微塵。喻無所蘊　次破世界。喻無思蘊	初 破 微 塵 喻 無 所 蘊 次 破 世 界 喻 無 思 蘊 
T85n2737_001:0128b19	　初破微塵。喻器不實。次破世界。喻無眾生。	 初 破 微 塵 喻 器 不 實 次 破 世 界 喻 無 眾 生 
T85n2737_001:0128b20	初破微塵。喻無煩惱。次破世界。喻無身心。	初 破 微 塵 喻 無 煩 惱 次 破 世 界 喻 無 身 心 
T85n2737_001:0128b21	初說微塵。喻佛化身。遍周法界。教化眾生。次	初 說 微 塵 喻 佛 化 身 遍 周 法 界 教 化 眾 生 次 
T85n2737_001:0128b22	說世界。喻諸眾生。得聞佛法。苦身以盡。總	說 世 界 喻 諸 眾 生 得 聞 佛 法 苦 身 以 盡 總 
T85n2737_001:0128b23	不實　何以故　從此以下番釋。舉　若世界	不 實 何 以 故 從 此 以 下 番 釋 舉 若 世 界 
T85n2737_001:0128b24	實有者。則是一合相。番釋也。意一切勿無	實 有 者 則 是 一 合 相 番 釋 也 意 一 切 勿 無 
T85n2737_001:0128b25	實世界者。亦復如是　從此引佛言成。舉。如	實 世 界 者 亦復如是 從 此 引 佛 言 成 舉 如 
T85n2737_001:0128b26	來說一合相。則非一合相。是名一合相者。引	來 說 一 合 相 則 非 一 合 相 是 名 一 合 相 者 引 
T85n2737_001:0128b27	佛所說成。已所解　一切物不是無不實	佛 所 說 成 已 所 解 一 切 物 不 是 無 不 實 
T85n2737_001:0128b28	　從此以下。明一合相。舉　須菩提。一合相者。	 從 此 以 下 明 一 合 相 舉 須 菩 提 一 合 相 者 
T85n2737_001:0128b29	則是不可說。但凡夫之人。貪著其事者。如來	則 是 不 可 說 但 凡 夫 之 人 貪 著 其 事 者 如 來 
T85n2737_001:0128c01	印也。一切物皆不可說。即得成佛。所以一切	印 也 一 切 物 皆 不 可 說 即 得 成 佛 所 以 一 切 
T85n2737_001:0128c02	相。是不可說。恒沙諸佛。參羅萬象。一法印	相 是 不 可 說 恒 沙 諸 佛 參 羅 萬 象 一 法 印 
T85n2737_001:0128c03	也。皆到不可說。即得成佛。上來諸文不同。總	也 皆 到 不 可 說 即 得 成 佛 上 來 諸 文 不 同 總 
T85n2737_001:0128c04	是輪迴不染了　次下第五欣佛妙智。文有	是 輪 迴 不 染 了 次 下 第 五 欣 佛 妙 智 文 有 
T85n2737_001:0128c05	三句。先舉初聞舉。須菩提。若人言。佛說我	三 句 先 舉 初 聞 舉 須 菩 提 若 人 言 佛 說 我 
T85n2737_001:0128c06	見。人見。眾生見受者見。須菩提。於意云何。	見 人 見 眾 生 見 受 者 見 須 菩 提 於意云何 
T85n2737_001:0128c07	是人解我所說義。是初審問也　喻父設客	是 人 解 我 所 說 義 是 初 審 問 也 喻 父 設 客 
T85n2737_001:0128c08	不共。家內平章。直喚客來。大兒少多解。以	不 共 家 內 平 章 直 喚 客 來 大 兒 少 多 解 以 
T85n2737_001:0128c09	下。小者總不解。父意亦如須菩提。須菩提喻	下 小 者 總 不 解 父 意 亦 如 須 菩 提 須 菩 提 喻 
T85n2737_001:0128c10	大兒。小者喻末代凡品。問敬也。須菩提答。	大 兒 小 者 喻 末 代 凡 品 問 敬 也 須 菩 提 答 
T85n2737_001:0128c11	舉。世尊是人不解如來所說義者。正答也。	舉 世 尊 是 人 不 解 如 來 所 說 義 者 正 答 也 
T85n2737_001:0128c12	為成如來智深妙故。為成如來智深妙故。何	為 成 如 來 智 深 妙 故 為 成 如 來 智 深 妙 故 何 
T85n2737_001:0128c13	以故。釋。從此以下。須菩提分疎。舉　世尊	以 故 釋 從 此 以 下 須 菩 提 分 疎 舉 世 尊 
T85n2737_001:0128c14	說。我見人見。眾生見受者見。即非我見人見。	說 我 見 人 見 眾 生 見 受 者 見 即 非 我 見 人 見 
T85n2737_001:0128c15	眾生見受者見。是名我見人見。眾生見受者	眾 生 見 受 者 見 是 名 我 見 人 見 眾 生 見 受 者 
T85n2737_001:0128c16	見者。彼但有見無我等故所見既無能非見	見 者 彼 但 有 見 無 我 等 故 所 見 既 無 能 非 見 
T85n2737_001:0128c17	故。意不生法相。生法相不可成佛。從此以下。	故 意 不 生 法 相 生 法 相 不 可 成 佛 從 此 以 下 
T85n2737_001:0128c18	第三如來仰勸。舉　須菩提。發阿耨多羅三	第 三 如 來 仰 勸 舉 須 菩 提 發 阿 耨 多 羅 三 
T85n2737_001:0128c19	藐三菩提心者。於一切法。應如是知如是見。	藐 三 菩 提 心 者 於一切法 應 如 是 知 如 是 見 
T85n2737_001:0128c20	如是信解。不生法相者。□勸也。知從無始法	如 是 信 解 不 生 法 相 者 勸 也 知 從 無 始 法 
T85n2737_001:0128c21	相如是。見遣未來法亦如是。信解現在法皆	相 如 是 見 遣 未 來 法 亦 如 是 信 解 現 在 法 皆 
T85n2737_001:0128c22	如是　立少法相得無。舉　須菩提。所言法	如 是 立 少 法 相 得 無 舉 須 菩 提 所 言 法 
T85n2737_001:0128c23	相者。凡所有相也。如來說即非法相者。知	相 者 凡 所 有 相 也 如 來 說 即 非 法 相 者 知 
T85n2737_001:0128c24	彼諸相皆虛妄也。是名法相者。若見諸相非	彼 諸 相 皆 虛 妄 也 是 名 法 相 者 若 見 諸 相 非 
T85n2737_001:0128c25	相。即見如來無相之相。是實也。此一段便消	相 即 見 如 來 無 相 之 相 是 實 也 此 一 段 便 消 
T85n2737_001:0128c26	文却。請勿怪之　從此以下。釋第六識然精	文 却 請 勿 怪 之 從 此 以 下 釋 第 六 識 然 精 
T85n2737_001:0128c27	進。舉　須菩提。若有人。以滿無量阿僧祇世	進 舉 須 菩 提 若 有 人 以 滿 無量阿僧祇 世 
T85n2737_001:0128c28	界七寶。持用布施者。第六熾然精進也。財法	界 七 寶 持用布施 者 第 六 熾然精進 也 財 法 
T85n2737_001:0128c29	二種。攝養眾生。勸一不可。此則財攝也。從	二 種 攝 養 眾 生 勸 一 不 可 此 則 財 攝 也 從 
T85n2737_001:0129a01	此法攝。看舉　若有善男子善女人。發菩提	此 法 攝 看 舉 若 有 善 男 子 善 女 人 發 菩 提 
T85n2737_001:0129a02	心者。持於此經。及至四句偈等。受持讀誦。為	心 者 持 於 此 經 及 至 四 句 偈 等 受持讀誦 為 
T85n2737_001:0129a03	人演說。其福勝彼者。此則法攝也。法攝勝財	人 演 說 其 福 勝 彼 者 此 則 法 攝 也 法 攝 勝 財 
T85n2737_001:0129a04	攝。財攝生勝法攝。生智。生智即解脫。生福	攝 財 攝 生 勝 法 攝 生 智 生 智 即 解 脫 生 福 
T85n2737_001:0129a05	有染故　釋迦牟尼佛。若為為人演說舉	有 染 故 釋 迦 牟 尼 佛 若 為 為 人 演 說 舉 
T85n2737_001:0129a06	　云何為人演說者。請說法儀。從此以下。釋迦	 云 何 為 人 演 說 者 請 說 法 儀 從 此 以 下 釋 迦 
T85n2737_001:0129a07	示傳法軌則。舉　不取相於如如不動者。亦	示 傳 法 軌 則 舉 不 取 相 於 如 如 不 動 者 亦 
T85n2737_001:0129a08	傳法無說說無聽無聽同說同能善分數諸法	傳 法 無 說 說 無 聽 無 聽 同 說 同 能 善 分 數 諸 法 
T85n2737_001:0129a09	於相第一義。而不動故。放捨身命。任眾生用。	於 相 第 一 義 而 不 動 故 放 捨 身 命 任 眾 生 用 
T85n2737_001:0129a10	即是如如不動　不取於相。如如不動。何以	即 是 如 如 不 動 不 取 於 相 如 如 不 動 何 以 
T85n2737_001:0129a11	故者。乘前問起　此經六義。以如前釋。後有	故 者 乘 前 問 起 此 經 六 義 以 如 前 釋 後 有 
T85n2737_001:0129a12	一訟。此即當宗。舉。若為一切有為法。如夢	一 訟 此 即 當 宗 舉 若 為 一 切 有 為 法 如 夢 
T85n2737_001:0129a13	幻泡影。如露亦如電。應作如是觀。一切有為	幻 泡 影 如 露 亦 如 電 應 作 如 是 觀 一 切 有 為 
T85n2737_001:0129a14	法。是所觀境　如夢亦如電。喻示境相。應	法 是 所 觀 境 如 夢 亦 如 電 喻 示 境 相 應 
T85n2737_001:0129a15	作如是觀。結勸修學。然依論釋。訟有九喻。	作 如 是 觀 結 勸 修 學 然 依 論 釋 訟 有 九 喻 
T85n2737_001:0129a16	如星翳燈幻露泡夢電雲　誦曰　親同宿林	如 星 翳 燈 幻 露 泡 夢 電 雲 誦 曰 親 同 宿 林 
T85n2737_001:0129a17	鳥。曉即隨緣去。恩愛當頭栖。相看如陌路	鳥 曉 即 隨 緣 去 恩 愛 當 頭 栖 相 看 如 陌 路 
T85n2737_001:0129a18	　合殺父將知。妻奴子非君。已有萬貨。豈我	 合 殺 父 將 知 妻 奴 子 非 君 已 有 萬 貨 豈 我 
T85n2737_001:0129a19	常珍。自非十善菩提。自外蓋非身寶。所恨生	常 珍 自 非 十 善 菩 提 自 外 蓋 非 身 寶 所 恨 生 
T85n2737_001:0129a20	生貪悋。不以善善為懷。一旦墮落三塗。臨急	生 貪 悋 不 以 善 善 為 懷 一 旦 墮 落 三 塗 臨 急 
T85n2737_001:0129a21	將何憑託後悔。悔之不及。更求求亦無由。自	將 何 憑 託 後 悔 悔 之 不 及 更 求 求 亦 無 由 自 
T85n2737_001:0129a22	然甘羅。其中進退欲何遊越。此經一部。約有	然 甘 羅 其 中 進 退 欲 何 遊 越 此 經 一 部 約 有 
T85n2737_001:0129a23	三文。一經前由敘分。二當根正說分。三受	三 文 一 經 前 由 敘 分 二 當 根 正 說 分 三 受 
T85n2737_001:0129a24	流行分。此文當宗。即其是也。舉。若為　佛說	流 行 分 此 文 當 宗 即 其 是 也 舉 若 為 佛 說 
T85n2737_001:0129a25	是經已。長老須菩提。及諸比丘比丘尼。優婆	是 經 已 長 老 須 菩 提 及 諸 比 丘 比 丘 尼 優 婆 
T85n2737_001:0129a26	塞優婆夷。一切世間。天人阿修羅。聞佛所	塞 優 婆 夷 一切世間 天 人 阿 修 羅 聞 佛 所 
T85n2737_001:0129a27	說。皆大歡喜。信受奉行。文相皎然。無勞廣	說 皆大歡喜 信受奉行 文 相 皎 然 無 勞 廣 
