T85n2788_001:0616c14	律戒本疏	律 戒 本 疏 
T85n2788_001:0618c21	曰穢濁。二曰優惱犯重也。四法如墮淤埿。如	曰 穢 濁 二 曰 優 惱 犯 重 也 四 法 如 墮 淤 埿 如 
T85n2788_001:0618c22	墜糞坑。故言穢濁。自惟罪深心常愁怖。故言	墜 糞 坑 故 言 穢 濁 自 惟 罪 深 心 常 愁 怖 故 言 
T85n2788_001:0618c23	優惱。已此惡名名四重也。婆尸沙殘也。四重	優 惱 已 此 惡 名 名 四 重 也 婆 尸 沙 殘 也 四 重 
T85n2788_001:0618c24	為惡根。十三為枝葉。將推其所由。以本自枝	為 惡 根 十 三 為 枝 葉 將 推 其 所 由 以 本 自 枝 
T85n2788_001:0618c25	故名僧伽殘。殘者沙也。有餘之謂也。犯四重	故 名 僧 伽 殘 殘 者 沙 也 有 餘 之 謂 也 犯 四 重 
T85n2788_001:0618c26	法則戒體悉穢。無復餘淨。故自說邪絕淨眾	法 則 戒 體 悉 穢 無 復 餘 淨 故 自 說 邪 絕 淨 眾 
T85n2788_001:0618c27	名為無殘。十三事戒不悉污。改過自洗還得	名 為 無 殘 十 三 事 戒 不 悉 污 改 過 自 洗 還 得 
T85n2788_001:0618c28	清淨。故名有殘。殘由重生。今當分別。前五	清 淨 故 名 有 殘 殘 由 重 生 今 當 分 別 前 五 
T85n2788_001:0618c29	殘從婬生。作房二殘從盜生。二[言*奇]從忘語生。	殘 從 婬 生 作 房 二 殘 從 盜 生 二 [言奇] 從 忘 語 生 
T85n2788_001:0619a01	後四殘從殺生。生以類相生也。凡作四重未	後 四 殘 從 殺 生 生 以 類 相 生 也 凡 作 四 重 未 
T85n2788_001:0619a02	成。有二種偷。欲作為輕。已作為重。已成通名	成 有 二 種 偷 欲 作 為 輕 已 作 為 重 已 成 通 名 
T85n2788_001:0619a03	波羅夷。無復偷僧殘之名。本為四重。亦無突	波 羅 夷 無 復 偷 僧 殘 之 名 本 為 四 重 亦 無 突 
T85n2788_001:0619a04	吉羅名。僧殘偷蘭遮亦如是。從僧殘至眾學。	吉 羅 名 僧 殘 偷 蘭 遮 亦 如 是 從 僧 殘 至 眾 學 
T85n2788_001:0619a05	多因六群比丘制。闡怒加留陀夷多欲。後得	多 因 六群比丘 制 闡 怒 加 留 陀 夷 多 欲 後 得 
T85n2788_001:0619a06	羅漢。象師兩宿多癡。後生龍中。難陀婆難陀	羅 漢 象 師 兩 宿 多 癡 後 生 龍 中 難 陀 婆 難 陀 
T85n2788_001:0619a07	多顛。後生天上。夫無因而制物或怨怒。有由	多 顛 後 生 天 上 夫 無 因 而 制 物 或 怨 怒 有 由 
T85n2788_001:0619a08	而起莫不信悅。故待其先犯。然後結戒也。	而 起 莫 不 信 悅 故 待 其 先 犯 然 後 結 戒 也 
T85n2788_001:0619a09	第一出不淨　從初至四。因加留陀夷犯惡	第 一 出 不 淨 從 初 至 四 因 加 留 陀 夷 犯 惡 
T85n2788_001:0619a10	故結戒也。有三種犯殘。一發心欲出。二身動。	故 結 戒 也 有 三 種 犯 殘 一 發 心 欲 出 二 身 動 
T85n2788_001:0619a11	三精出。又三種犯。一為受樂。二為治病。三為	三 精 出 又 三 種 犯 一 為 受 樂 二 為 治 病 三 為 
T85n2788_001:0619a12	自誡。或以受色或不受色發心身動精出悉	自 誡 或 以 受 色 或 不 受 色 發 心 身 動 精 出 悉 
T85n2788_001:0619a13	犯殘。或虛空中發心身動精出亦犯殘。為出	犯 殘 或 虛 空 中 發 心 身 動 精 出 亦 犯 殘 為 出 
T85n2788_001:0619a14	故而動身而不出重偷。動以取樂而不為出	故 而 動 身 而 不 出 重 偷 動 以 取 樂 而 不 為 出 
T85n2788_001:0619a15	輕偷。若搔按小行處。發心身動精出犯殘。內	輕 偷 若 搔 按 小 行 處 發 心 身 動 精 出 犯 殘 內 
T85n2788_001:0619a16	受色者內身也。內不受色外物等也。凡為出	受 色 者 內 身 也 內 不 受 色 外 物 等 也 凡 為 出 
T85n2788_001:0619a17	精方便欲作輕偷　已作未成重偷。出已犯殘。	精 方 便 欲 作 輕 偷 已 作 未 成 重 偷 出 已 犯 殘 
T85n2788_001:0619a18	無復偷名。餘戒亦如是為爾。未成而止重偷。	無 復 偷 名 餘 戒 亦 如 是 為 爾 未 成 而 止 重 偷 
T85n2788_001:0619a19	弄而不為出。出者犯殘。不出而止輕偷。若炙	弄 而 不 為 出 出 者 犯 殘 不 出 而 止 輕 偷 若 炙 
T85n2788_001:0619a20	疥摩觸。或行時兩髀相摩。或衣觸。或騎乘。或	疥 摩 觸 或 行 時 兩 髀 相 摩 或 衣 觸 或 騎 乘 或 
T85n2788_001:0619a21	車上自動出不犯。或見好危。或不見意想出	車 上 自 動 出 不 犯 或 見 好 危 或 不 見 意 想 出 
T85n2788_001:0619a22	不犯。教人出精突。云受他欲重偷。欲令精	不 犯 教 人 出 精 突 云 受 他 欲 重 偷 欲 令 精 
T85n2788_001:0619a23	出。出者犯殘。僧殘邊重偷蘭四人懺輕者。對	出 出 者 犯 殘 僧 殘 邊 重 偷 蘭 四 人 懺 輕 者 對 
T85n2788_001:0619a24	手佛在舍衛國。	手 佛 在 舍 衛 國 
T85n2788_001:0619a25	第二　若捉髮乃至摩著細滑。凡有九種犯。	第 二 若 捉 髮 乃 至 摩 著 細 滑 凡 有 九 種 犯 
T85n2788_001:0619a26	上摩下摩。若捉若抱。若牽若推。若舉若	上 摩 下 摩 若 捉 若 抱 若 牽 若 推 若 舉 若 
T85n2788_001:0619a27	下。按隱處欲心九種摩觸。無衣女人犯殘。	下 按 隱 處 欲 心 九 種 摩 觸 無 衣 女 人 犯 殘 
T85n2788_001:0619a28	含衣重偷。向時輕偷。女欲盛九種摩觸。無	含 衣 重 偷 向 時 輕 偷 女 欲 盛 九 種 摩 觸 無 
T85n2788_001:0619a29	衣比丘有衣比丘。比丘欲心愛樂亦如是。云	衣 比 丘 有 衣 比 丘 比 丘 欲 心 愛 樂 亦 如 是 云 
T85n2788_001:0619a30	小女亦爾。細滑同故。若女人所男想黃門	小 女 亦 爾 細 滑 同 故 若 女 人 所 男 想 黃 門 
T85n2788_001:0619b01	想二想摩著細滑亦犯殘。合肉髮扴齒捉著	想 二 想 摩 著 細 滑 亦 犯 殘 合 肉 髮 扴 齒 捉 著 
T85n2788_001:0619b02	滑細亦犯殘。捉雖肉髮扴不觸細滑重偷。若	滑 細 亦 犯 殘 捉 雖 肉 髮 扴 不 觸 細 滑 重 偷 若 
T85n2788_001:0619b03	欲行欲故捉男黃門二根重偷。為欲受色受	欲 行 欲 故 捉 男 黃 門 二 根 重 偷 為 欲 受 色 受 
T85n2788_001:0619b04	觸樂故捉突。都無欲心無犯。上九種著細滑	觸 樂 故 捉 突 都 無 欲 心 無 犯 上 九 種 著 細 滑 
T85n2788_001:0619b05	人女邊犯殘。非人女邊重偷。畜生女邊突。若	人 女 邊 犯 殘 非 人 女 邊 重 偷 畜 生 女 邊 突 若 
T85n2788_001:0619b06	觸細滑人女邊偷。非人女突。若母姊妹女觸	觸 細 滑 人 女 邊 偷 非 人 女 突 若 母 姊 妹 女 觸 
T85n2788_001:0619b07	身無犯。若救水火刀杖惡虫惡鬼諸難。若高	身 無 犯 若 救 水 火 刀 杖 惡 虫 惡 鬼 諸 難 若 高 
T85n2788_001:0619b08	處墮無染心捉。無犯也。	處 墮 無 染 心 捉 無 犯 也 
T85n2788_001:0619b09	第三　惡口語既不得觸樂欲。縱口以暢意	第 三 惡 口 語 既 不 得 觸 樂 欲 縱 口 以 暢 意 
T85n2788_001:0619b10	也。如少男女婬欲盛故墮二篇事具說。惡語	也 如 少 男 女 婬 欲 盛 故 墮 二 篇 事 具 說 惡 語 
T85n2788_001:0619b11	有九種犯。讚毀乞願問反問辨教罵。若比丘	有 九 種 犯 讚 毀 乞 願 問 反 問 辨 教 罵 若 比 丘 
T85n2788_001:0619b12	向女人以九種讚毀三處。一一語解者犯殘。	向 女 人 以 九 種 讚 毀 三 處 一 一 語 解 者 犯 殘 
T85n2788_001:0619b13	不解重偷。向時輕偷。若女自以九事讚毀三	不 解 重 偷 向 時 輕 偷 若 女 自 以 九 事 讚 毀 三 
T85n2788_001:0619b14	處。比丘隨順其心少多語出。一一語中犯殘。	處 比 丘 隨 順 其 心 少 多 語 出 一 一 語 中 犯 殘 
T85n2788_001:0619b15	細罵者胡本言相惱。麁罵者如白衣語。若比	細 罵 者 胡 本 言 相 惱 麁 罵 者 如 白 衣 語 若 比 
T85n2788_001:0619b16	丘女人所女相男相黃門相二根想。惡口語	丘 女 人 所 女 相 男 相 黃 門 相 二 根 想 惡 口 語 
T85n2788_001:0619b17	皆犯殘。女人解語意比丘犯殘。若少癡聾不	皆 犯 殘 女 人 解 語 意 比 丘 犯 殘 若 少 癡 聾 不 
T85n2788_001:0619b18	解重偷。非人及男黃門二根解重偷。不解者	解 重 偷 非 人 及 男 黃 門 二 根 解 重 偷 不 解 者 
T85n2788_001:0619b19	突。畜生男女解不解悉突。云發一惡言於眾	突 畜 生 男 女 解 不 解 悉 突 云 發 一 惡 言 於 眾 
T85n2788_001:0619b20	多女人中得眾多罪也。	多 女 人 中 得 眾 多 罪 也 
T85n2788_001:0619b21	第四　欲供養己身嗟言。以身供養。供養中	第 四 欲 供 養 己 身 嗟 言 以 身 供 養 供 養 中 
T85n2788_001:0619b22	最最上最。如一切供養所不能及。若言能以	最 最 上 最 如 一 切 供 養 所 不 能 及 若 言 能 以 
T85n2788_001:0619b23	身行欲供養我等持戒梵行人者。是第一供	身 行 欲 供 養 我 等 持 戒 梵 行 人 者 是 第 一 供 
T85n2788_001:0619b24	養。九種歎中一一犯殘。若言能以身行欲供	養 九 種 歎 中 一 一 犯 殘 若 言 能 以 身 行 欲 供 
T85n2788_001:0619b25	養。我等不大持戒行梵行人者。是第一供養。	養 我 等 不 大 持 戒 行 梵 行 人 者 是 第 一 供 養 
T85n2788_001:0619b26	九種歎中一一犯殘。若言不以身行欲供養	九 種 歎 中 一 一 犯 殘 若 言 不 以 身 行 欲 供 養 
T85n2788_001:0619b27	我等持戒行梵行人。是第供養。九種歎中一	我 等 持 戒 行 梵 行 人 是 第 供 養 九 種 歎 中 一 
T85n2788_001:0619b28	一語犯重偷。其人恐犯殘。故作斯語也。比	一 語 犯 重 偷 其 人 恐 犯 殘 故 作 斯 語 也 比 
T85n2788_001:0619b29	尼云前女若解亦犯殘也。不以身者意實以	尼 云 前 女 若 解 亦 犯 殘 也 不 以 身 者 意 實 以 
T85n2788_001:0619c01	身為言。女作非女想欲者犯殘。非女女想重	身 為 言 女 作 非 女 想 欲 者 犯 殘 非 女 女 想 重 
T85n2788_001:0619c02	偷。若人女邊犯殘。非人女邊偷。非人女邊	偷 若 人 女 邊 犯 殘 非 人 女 邊 偷 非 人 女 邊 
T85n2788_001:0619c03	突。直言以身供養。我言示辨重偷。將歎或言	突 直 言 以 身 供 養 我 言 示 辨 重 偷 將 歎 或 言 
T85n2788_001:0619c04	未成輕偷也。	未 成 輕 偷 也 
T85n2788_001:0619c05	第五媒嫁　加羅比丘聽明利根。未出家時常	第 五 媒 嫁 加 羅 比 丘 聽 明 利 根 未 出 家 時 常 
T85n2788_001:0619c06	為人斷疑。媒通男女。出家之後猶故不捨。因	為 人 斷 疑 媒 通 男 女 出 家 之 後 猶 故 不 捨 因 
T85n2788_001:0619c07	是結戒。雖不自行而過亦眾多。一多欲當事	是 結 戒 雖 不 自 行 而 過 亦 眾 多 一 多 欲 當 事 
T85n2788_001:0619c08	自妨正業。二令人忿惱毀滅佛法。三長他欲	自 妨 正 業 二 令 人 忿 惱 毀 滅 佛 法 三 長 他 欲 
T85n2788_001:0619c09	惡增其生死故。出家之人所不應為女人有	惡 增 其 生 死 故 出家之人 所 不 應 為 女 人 有 
T85n2788_001:0619c10	十四種守護。父母兄弟姊妹守護。舅姑親理	十 四 種 守 護 父 母 兄 弟 姊 妹 守 護 舅 姑 親 理 
T85n2788_001:0619c11	護。姓護自護法護天護。或持男家意至女家。	護 姓 護 自 護 法 護 天 護 或 持 男 家 意 至 女 家 
T85n2788_001:0619c12	或持女家意至男家。隨初受語處名主人。或	或 持 女 家 意 至 男 家 隨 初 受 語 處 名 主 人 或 
T85n2788_001:0619c13	自受主人語。或從使受。或從使使受或自語	自 受 主 人 語 或 從 使 受 或 從 使 使 受 或 自 語 
T85n2788_001:0619c14	彼。或使語彼。或使使語彼。或自還報主人。或	彼 或 使 語 彼 或 使 使 語 彼 或 自 還 報 主 人 或 
T85n2788_001:0619c15	使使還報。三種語彼。三種還報時一一重偷。	使 使 還 報 三 種 語 彼 三 種 還 報 時 一 一 重 偷 
T85n2788_001:0619c16	悉未犯僧殘。又云。三種受語時輕偷。凡媒通	悉 未 犯 僧 殘 又 云 三 種 受 語 時 輕 偷 凡 媒 通 
T85n2788_001:0619c17	男女。要彼男女交會時乃犯僧殘。已未會重	男 女 要 彼 男 女 交 會 時 乃 犯 僧 殘 已 未 會 重 
T85n2788_001:0619c18	偷。方便將媒輕偷。媒二男非殘。已交會重偷。	偷 方 便 將 媒 輕 偷 媒 二 男 非 殘 已 交 會 重 偷 
T85n2788_001:0619c19	未會突。若父母惰雖和合如始犯重偷。方便	未 會 突 若 父 母 惰 雖 和 合 如 始 犯 重 偷 方 便 
T85n2788_001:0619c20	和合輕偷。以相瞋故犯偷。若無瞋共要永斷	和 合 輕 偷 以 相 瞋 故 犯 偷 若 無 瞋 共 要 永 斷 
T85n2788_001:0619c21	還和合犯殘。若姊妹等親直可犯突。作方便	還 和 合 犯 殘 若 姊 妹 等 親 直 可 犯 突 作 方 便 
T85n2788_001:0619c22	說應不應輕偷。便欲和合輕偷。有七種婦。三	說 應 不 應 輕 偷 便 欲 和 合 輕 偷 有 七 種 婦 三 
T85n2788_001:0619c23	種根本婦。一二親以水澆夫手手授與之。財	種 根 本 婦 一 二 親 以 水 澆 夫 手 手 授 與 之 財 
T85n2788_001:0619c24	貨嫁取。三伐國得之。若天違之未與手書。還	貨 嫁 取 三 伐 國 得 之 若 天 違 之 未 與 手 書 還 
T85n2788_001:0619c25	為和合重偷。若與手書婦直都絕還令和合	為 和 合 重 偷 若 與 手 書 婦 直 都 絕 還 令 和 合 
T85n2788_001:0619c26	犯僧殘。餘四種。一自來得。二以衣食得。三生	犯 僧 殘 餘 四 種 一 自 來 得 二 以 衣 食 得 三 生 
T85n2788_001:0619c27	合得。四暫得。非根本得。故去住自任婦。若一	合 得 四 暫 得 非 根 本 得 故 去 住 自 任 婦 若 一 
T85n2788_001:0619c28	都絕不須手書。所以別也。為和合故犯僧殘。	都 絕 不 須 手 書 所 以 別 也 為 和 合 故 犯 僧 殘 
T85n2788_001:0619c29	未絕和之重偷。受賤人語語貴人還報賤人	未 絕 和 之 重 偷 受 賤 人 語 語 貴 人 還 報 賤 人 
T85n2788_001:0620a01	重偷者。一以錯故。二以貧賤終無成事。若受	重 偷 者 一 以 錯 故 二 以 貧 賤 終 無 成 事 若 受 
T85n2788_001:0620a02	他語解畜旨還報僧殘。僧殘者明交會時也。	他 語 解 畜 旨 還 報 僧 殘 僧 殘 者 明 交 會 時 也 
T85n2788_001:0620a03	不解畜旨不犯。不犯者如言共供養三寶比	不 解 畜 旨 不 犯 不 犯 者 如 言 共 供養三寶 比 
T85n2788_001:0620a04	也。受畜旨不受語重偷。貨錢為令成犯輕偷。	也 受 畜 旨 不 受 語 重 偷 貨 錢 為 令 成 犯 輕 偷 
T85n2788_001:0620a05	第六無主自作大房　阿毘羅比丘自作高廣	第 六 無 主 自 作 大 房 阿 毘 羅 比 丘 自 作 高 廣 
T85n2788_001:0620a06	大房。乞求非一。居士所謙。佛已多欲損法。多	大 房 乞 求 非 一 居 士 所 謙 佛 已 多 欲 損 法 多 
T85n2788_001:0620a07	榮妨學。又外妨難致患非一。因此結戒。令如	榮 妨 學 又 外 妨 難 致 患 非 一 因 此 結 戒 令 如 
T85n2788_001:0620a08	法如量。要三乞白眾。眾為作白四羯磨。然後	法 如 量 要 三 乞 白 眾 眾 為 作 白四羯磨 然 後 
T85n2788_001:0620a09	得作也。過量不白二俱犯殘。量取內云僧地	得 作 也 過 量 不 白 二 俱 犯 殘 量 取 內 云 僧 地 
T85n2788_001:0620a10	私地及自錢作皆犯。初論說平地時輕偷。雖	私 地 及 自 錢 作 皆 犯 初 論 說 平 地 時 輕 偷 雖 
T85n2788_001:0620a11	小作不乞地犯殘也。難處妨處今悉分別。是	小 作 不 乞 地 犯 殘 也 難 處 妨 處 今 悉 分 別 是 
T85n2788_001:0620a12	舍四邊　一邊內有官地居士地外道地佛地	舍 四 邊 一 邊 內 有 官 地 居 士 地 外 道 地 佛 地 
T85n2788_001:0620a13	比丘尼地及流水深地深坑大石大樹。是名	比 丘 尼 地 及 流 水 深 地 深 坑 大 石 大 樹 是 名 
T85n2788_001:0620a14	妨處。妨彼自妨故。以後生難故亦名難處。	妨 處 妨 彼 自 妨 故 以 後 生 難 故 亦 名 難 處 
T85n2788_001:0620a15	此處作之二俱重偷。惡蛇惡龍蜈蚣百足諸	此 處 作 之 二 俱 重 偷 惡 蛇 惡 龍 蜈 蚣 百 足 諸 
T85n2788_001:0620a16	毒虫處。是名難處。後生難故。自妨妨彼亦名	毒 虫 處 是 名 難 處 後 生 難 故 自 妨 妨 彼 亦 名 
T85n2788_001:0620a17	妨處。此處作之亦二俱重偷。是舍四邊。一歸	妨 處 此 處 作 之 亦 二 俱 重 偷 是 舍 四 邊 一 歸 
T85n2788_001:0620a18	內有蟻子死舉死。是名妨處。二俱妨後亦難	內 有 蟻 子 死 舉 死 是 名 妨 處 二 俱 妨 後 亦 難 
T85n2788_001:0620a19	起亦名處。是處作之二俱突。或教人作舍已	起 亦 名 處 是 處 作 之 二 俱 突 或 教 人 作 舍 已 
T85n2788_001:0620a20	捨。行了後不白過量難處妨處。或未成行還	捨 行 了 後 不 白 過 量 難 處 妨 處 或 未 成 行 還 
T85n2788_001:0620a21	自成亦不如法罪悉如上。若僧地作房。房中	自 成 亦 不 如 法 罪 悉 如 上 若 僧 地 作 房 房 中 
T85n2788_001:0620a22	間無一歸佛經行路。是亦妨處重偷。若私房	間 無 一 歸 佛 經 行 路 是 亦 妨 處 重 偷 若 私 房 
T85n2788_001:0620a23	後為白衣沙彌作屋。不白重偷為三寶作房。	後 為 白 衣 沙 彌 作 屋 不 白 重 偷 為 三 寶 作 房 
T85n2788_001:0620a24	眾和便作不羯磨。為三寶作大乞地不犯。若	眾 和 便 作 不 羯 磨 為 三 寶 作 大 乞 地 不 犯 若 
T85n2788_001:0620a25	難妨犯四人偷。買得先成舍。若受施不犯僧	難 妨 犯 四 人 偷 買 得 先 成 舍 若 受 施 不 犯 僧 
T85n2788_001:0620a26	殘得突。是過量舍應還僧。不應買買犯突。還	殘 得 突 是 過 量 舍 應 還 僧 不 應 買 買 犯 突 還 
T85n2788_001:0620a27	已聽懺悔。私房中作閣無犯。先已白故。若僧	已 聽 懺 悔 私 房 中 作 閣 無 犯 先 已 白 故 若 僧 
T85n2788_001:0620a28	房中作當白僧。不白突。	房 中 作 當 白 僧 不 白 突 
T85n2788_001:0620a29	第七有主為身作大房　闡陀比丘多知識故。	第 七 有 主 為 身 作 大 房 闡 陀 比 丘 多 知 識 故 
T85n2788_001:0620b01	給施所須助作房舍。便伐大樹輒作過量。大	給 施 所 須 助 作 房 舍 便 伐 大 樹 輒 作 過 量 大 
