T35n1731_001:0001a03	華嚴遊意	華 嚴 遊 意 
T35n1731_001:0009b19	穢。淨緣見淨穢緣見穢也。問正土未曾淨穢	穢 淨 緣 見 淨 穢 緣 見 穢 也 問 正 土 未 曾 淨 穢 
T35n1731_001:0009b20	淨穢緣見淨穢。淨穢並是倒不。解云。並是倒。	淨 穢 緣 見 淨 穢 淨 穢 並 是 倒 不 解 云 並 是 倒 
T35n1731_001:0009b21	正土非淨非穢。顛倒穢業故見穢。正土非淨	正 土 非 淨 非 穢 顛 倒 穢 業 故 見 穢 正 土 非 淨 
T35n1731_001:0009b22	非穢。顛倒淨業故見淨。故淨穢並是倒。雖同	非 穢 顛 倒 淨 業 故 見 淨 故 淨 穢 並 是 倒 雖 同 
T35n1731_001:0009b23	倒倒有輕重。重倒非淨穢見穢。輕倒非淨穢	倒 倒 有 輕 重 重 倒 非 淨 穢 見 穢 輕 倒 非 淨 穢 
T35n1731_001:0009b24	見淨。故正土非淨非穢兩緣見淨穢。名為一	見 淨 故 正 土 非 淨 非 穢 兩 緣 見 淨 穢 名 為 一 
T35n1731_001:0009b25	質二見也。問何意作此語。何意云正土非淨	質 二 見 也 問 何 意 作 此 語 何 意 云 正 土 非 淨 
T35n1731_001:0009b26	非穢緣見淨穢為一質二見耶解云。為釋經。	非 穢 緣 見 淨 穢 為 一 質 二 見 耶 解 云 為 釋 經 
T35n1731_001:0009b27	經何意作此語。釋云。為對緣。何者明如來正	經 何 意 作 此 語 釋 云 為 對 緣 何 者 明 如 來 正 
T35n1731_001:0009b28	土非淨非。穢見淨見穢並是顛倒。淨名經一	土 非 淨 非 穢 見 淨 見 穢 並 是 顛 倒 淨 名 經 一 
T35n1731_001:0009b29	往云。不依佛惠見穢土。亦應云。不依佛正慧	往 云 不 依 佛 惠 見 穢 土 亦 應 云 不 依 佛 正 慧 
T35n1731_001:0009c01	見淨土。問。見穢不依佛慧。見淨何亦不依佛	見 淨 土 問 見 穢 不 依 佛 慧 見 淨 何 亦 不 依 佛 
T35n1731_001:0009c02	慧耶。解云。正土非穢。見穢既不依佛慧。正土	慧 耶 解 云 正 土 非 穢 見 穢 既 不 依 佛 慧 正 土 
T35n1731_001:0009c03	非淨。見淨亦不依佛慧。又土非穢見穢則穢	非 淨 見 淨 亦 不 依 佛 慧 又 土 非 穢 見 穢 則 穢 
T35n1731_001:0009c04	見。土非淨見淨則淨見。若使如此淨穢皆不	見 土 非 淨 見 淨 則 淨 見 若 使 如 此 淨 穢 皆 不 
T35n1731_001:0009c05	依佛慧。淨穢皆是見皆是倒。為對此緣故。云	依 佛 慧 淨 穢 皆 是 見 皆 是 倒 為 對 此 緣 故 云 
T35n1731_001:0009c06	如來正土非淨非穢緣見穢見淨也。又所以	如 來 正 土 非 淨 非 穢 緣 見 穢 見 淨 也 又 所 以 
T35n1731_001:0009c07	明正土非淨非穢緣見淨穢者。為對由來人。	明 正 土 非 淨 非 穢 緣 見 淨 穢 者 為 對 由 來 人 
T35n1731_001:0009c08	由來人無有非淨非穢土義。若是淨土亦有	由 來 人 無 有 非 淨 非 穢 土 義 若 是 淨 土 亦 有 
T35n1731_001:0009c09	亦無。成論小乘義無有大乘義有。問。既有苦	亦 無 成 論 小 乘 義 無 有 大 乘 義 有 問 既 有 苦 
T35n1731_001:0009c10	受樂受不苦不樂受。可得有淨土穢土不淨	受 樂 受 不苦不樂受 可 得 有 淨 土 穢 土 不 淨 
T35n1731_001:0009c11	不穢土不。彼釋云。受有三受土無三土。唯	不 穢 土 不 彼 釋 云 受 有 三 受 土 無 三 土 唯 
T35n1731_001:0009c12	有淨土穢土。無有不淨不穢土。為對如此人	有 淨 土 穢 土 無 有 不 淨 不 穢 土 為 對 如 此 人 
T35n1731_001:0009c13	明有不淨不穢土。如來第一義土不淨不穢。	明 有 不 淨 不 穢 土 如 來 第 一 義 土 不 淨 不 穢 
T35n1731_001:0009c14	緣見淨土緣見穢土。為對此所以明一質二	緣 見 淨 土 緣 見 穢 土 為 對 此 所 以 明 一 質 二 
T35n1731_001:0009c15	見也。義必須有原始。若不得其由致則不成	見 也 義 必 須 有 原 始 若 不 得 其 由 致 則 不 成 
T35n1731_001:0009c16	義。今明為讀經為對他故作此語。若無此意	義 今 明 為 讀 經 為 對 他 故 作 此 語 若 無 此 意 
T35n1731_001:0009c17	則不須明此。故一家無有義也。問一質二見	則 不 須 明 此 故 一 家 無 有 義 也 問 一 質 二 見 
T35n1731_001:0009c18	二質一見。若為對判迷悟得失。解云。若是二	二 質 一 見 若 為 對 判 迷 悟 得 失 解 云 若 是 二 
T35n1731_001:0009c19	質一見則是悟。所以前釋云。明與無明愚者	質 一 見 則 是 悟 所 以 前 釋 云 明 與 無 明 愚 者 
T35n1731_001:0009c20	為二。智者了達性無二。淨穢亦爾。智者了淨	為 二 智 者 了 達 性 無 二 淨 穢 亦 爾 智 者 了 淨 
T35n1731_001:0009c21	穢不淨穢故是悟也。若是一質二見即是迷。	穢 不 淨 穢 故 是 悟 也 若 是 一 質 二 見 即 是 迷 
T35n1731_001:0009c22	正土非淨穢緣見淨穢故。不淨穢緣見淨穢是	正 土 非 淨 穢 緣 見 淨 穢 故 不 淨 穢 緣 見 淨 穢 是 
T35n1731_001:0009c23	迷。見二不二為悟。見不二二為迷。見二不二	迷 見 二 不 二 為 悟 見 不 二 二 為 迷 見 二 不 二 
T35n1731_001:0009c24	為悟。只見此二為不二。見不二二為迷。只見	為 悟 只 見 此 二 為 不 二 見 不 二 二 為 迷 只 見 
T35n1731_001:0009c25	不二為二故。迷悟事同反掌。迷者見二悟者	不 二 為 二 故 迷 悟 事 同 反 掌 迷 者 見 二 悟 者 
T35n1731_001:0009c26	見一。有迷有悟。悟不見二亦不見一。既聖不	見 一 有 迷 有 悟 悟 不 見 二 亦 不 見 一 既 聖 不 
T35n1731_001:0009c27	迷亦復不悟。斯則不一不二不迷不悟清淨	迷 亦 復 不 悟 斯 則 不 一 不 二 不 迷 不 悟 清 淨 
T35n1731_001:0009c28	也。問。土非淨非穢緣見淨穢為一質異見時可	也 問 土 非 淨 非 穢 緣 見 淨 穢 為 一 質 異 見 時 可 
T35n1731_001:0009c29	得一淨質。見淨見穢為一質異見。不穢亦作	得 一 淨 質 見 淨 見 穢 為 一 質 異 見 不 穢 亦 作 
T35n1731_001:0010a01	此問。解云。具有三義。非淨非穢質緣見淨穢。	此 問 解 云 具 有 三 義 非 淨 非 穢 質 緣 見 淨 穢 
T35n1731_001:0010a02	此義已如前明。亦得一淨質緣見淨復見穢。	此 義 已 如 前 明 亦 得 一 淨 質 緣 見 淨 復 見 穢 
T35n1731_001:0010a03	一穢質緣見穢復見淨。名為一質異見。責何	一 穢 質 緣 見 穢 復 見 淨 名 為 一 質 異 見 責 何 
T35n1731_001:0010a04	者是解言。如釋摩南經。摩南城七寶所造。摩	者 是 解 言 如 釋 摩 南 經 摩 南 城 七 寶 所 造 摩 
T35n1731_001:0010a05	南見金柱。餘人則見木柱。只於一金柱復見	南 見 金 柱 餘 人 則 見 木 柱 只 於 一 金 柱 復 見 
T35n1731_001:0010a06	木柱。此則是一淨質緣見淨穢。名一質異見。	木 柱 此 則 是 一 淨 質 緣 見 淨 穢 名 一 質 異 見 
T35n1731_001:0010a07	一淨質既然。一穢質類爾可知。問。摩界金柱	一 淨 質 既 然 一 穢 質 類 爾 可 知 問 摩 界 金 柱 
T35n1731_001:0010a08	摩南見金柱。餘人見木柱。摩南藏金柱。餘人	摩 南 見 金 柱 餘 人 見 木 柱 摩 南 藏 金 柱 餘 人 
T35n1731_001:0010a09	猶見木柱為不見。解云。具有見不見。何者於	猶 見 木 柱 為 不 見 解 云 具 有 見 不 見 何 者 於 
T35n1731_001:0010a10	摩界金上見木。摩界既藏金則不見木。亦如	摩 界 金 上 見 木 摩 界 既 藏 金 則 不 見 木 亦 如 
T35n1731_001:0010a11	於珠上見蛇形。既藏珠則無蛇可見。問。若藏	於 珠 上 見 蛇 形 既 藏 珠 則 無 蛇 可 見 問 若 藏 
T35n1731_001:0010a12	金餘人不復見木則著壞業果義。彼何故見	金 餘 人 不 復 見 木 則 著 壞 業 果 義 彼 何 故 見 
T35n1731_001:0010a13	木。由彼惡業所以見木。見木是業果。今既無	木 由 彼 惡 業 所 以 見 木 見 木 是 業 果 今 既 無 
T35n1731_001:0010a14	金不復見木則壞業果義也。解云。顛倒之物	金 不 復 見 木 則 壞 業 果 義 也 解 云 顛 倒 之 物 
T35n1731_001:0010a15	並有所屬。摩界金屬摩界。於摩界邊強故。摩	並 有 所 屬 摩 界 金 屬 摩 界 於 摩 界 邊 強 故 摩 
T35n1731_001:0010a16	界藏金餘人不復見木也。言見者明摩界雖藏	界 藏 金 餘 人 不 復 見 木 也 言 見 者 明 摩 界 雖 藏 
T35n1731_001:0010a17	金彼猶見木。問若無金猶見木則成兩質義。	金 彼 猶 見 木 問 若 無 金 猶 見 木 則 成 兩 質 義 
T35n1731_001:0010a18	若是一質無金即不見木。若見則兩質。又且	若 是 一 質 無 金 即 不 見 木 若 見 則 兩 質 又 且 
T35n1731_001:0010a19	木於金上見木。既無金見何有木耶。解云。	木 於 金 上 見 木 既 無 金 見 何 有 木 耶 解 云 
T35n1731_001:0010a20	雖猶見木而是一質。雖是一質而猶見木。大	雖 猶 見 木 而 是 一 質 雖 是 一 質 而 猶 見 木 大 
T35n1731_001:0010a21	師於此各舉神蛇為喻。有人行見一蛇即斬	師 於 此 各 舉 神 蛇 為 喻 有 人 行 見 一 蛇 即 斬 
T35n1731_001:0010a22	之。蛇腹中有酒肉。蛇何處得酒肉。此蛇是神	之 蛇 腹 中 有 酒 肉 蛇 何 處 得 酒 肉 此 蛇 是 神 
T35n1731_001:0010a23	蛇。人酒肉祭神故。蛇得酒肉。此酒肉是人酒	蛇 人 酒 肉 祭 神 故 蛇 得 酒 肉 此 酒 肉 是 人 酒 
T35n1731_001:0010a24	肉。蛇將人酒肉去。人猶見酒肉。在人唯見酒	肉 蛇 將 人 酒 肉 去 人 猶 見 酒 肉 在 人 唯 見 酒 
T35n1731_001:0010a25	肉而非兩酒肉。只是一酒肉。蛇將去人猶見。	肉 而 非 兩 酒 肉 只 是 一 酒 肉 蛇 將 去 人 猶 見 
T35n1731_001:0010a26	人將去蛇腹有業行。不可思議如此。故金雖	人 將 去 蛇 腹 有 業 行 不可思議 如 此 故 金 雖 
T35n1731_001:0010a27	無而猶見木。雖見木而非兩質也。次更舉一	無 而 猶 見 木 雖 見 木 而 非 兩 質 也 次 更 舉 一 
T35n1731_001:0010a28	事。只是一金質。福德人見金薄福人則見	事 只 是 一 金 質 福 德 人 見 金 薄 福 人 則 見 
T35n1731_001:0010a29	蛇。只是一金質兩人見異。雖見異只是一質	蛇 只 是 一 金 質 兩 人 見 異 雖 見 異 只 是 一 質 
T35n1731_001:0010b01	也。問。只是一質斷蛇即斷金斷金即斷蛇不。	也 問 只 是 一 質 斷 蛇 即 斷 金 斷 金 即 斷 蛇 不 
T35n1731_001:0010b02	直作此問。不知何答。今明雖得斷蛇則斷金	直 作 此 問 不 知 何 答 今 明 雖 得 斷 蛇 則 斷 金 
T35n1731_001:0010b03	不得斷金即斷蛇。言得斷蛇即斷金者。此是	不 得 斷 金 即 斷 蛇 言 得 斷 蛇 即 斷 金 者 此 是 
T35n1731_001:0010b04	大師所言語。何者如二人同從共行。見一挺	大 師 所 言 語 何 者 如 二 人 同 從 共 行 見 一 挺 
T35n1731_001:0010b05	金兩人相讓遂不取便棄之。後復一人來見	金 兩 人 相 讓 遂 不 取 便 棄 之 後 復 一 人 來 見 
T35n1731_001:0010b06	此挺金成一蛇。即斷之兩斷即去。故云二	此 挺 金 成 一 蛇 即 斷 之 兩 斷 即 去 故 云 二 
T35n1731_001:0010b07	人同心其類斷金故。斷蛇即斷金也。不得	人 同 心 其 類 斷 金 故 斷 蛇 即 斷 金 也 不 得 
T35n1731_001:0010b08	斷金即斷蛇者。彼本不見金故。不得斷金	斷 金 即 斷 蛇 者 彼 本 不 見 金 故 不 得 斷 金 
T35n1731_001:0010b09	即斷蛇也。問斷蛇即斷金者。亦應燒穢則	即 斷 蛇 也 問 斷 蛇 即 斷 金 者 亦 應 燒 穢 則 
T35n1731_001:0010b10	燒淨。解云。復為此義說。斷蛇即斷金。亦燒	燒 淨 解 云 復 為 此 義 說 斷 蛇 即 斷 金 亦 燒 
T35n1731_001:0010b11	穢即燒淨也。	穢 即 燒 淨 也 
T35n1731_001:0010b12	次將正果類例前依果諸四句。何者前云。土	次 將 正 果 類 例 前 依 果 諸 四 句 何 者 前 云 土 
T35n1731_001:0010b13	有二質一處。一質二處。一質一處。二質二	有 二 質 一 處 一 質 二 處 一 質 一 處 二 質 二 
T35n1731_001:0010b14	處。又云。二質一見。一質二見。一質一見。二	處 又 云 二 質 一 見 一 質 二 見 一 質 一 見 二 
T35n1731_001:0010b15	質二見。可得類正果二佛一處一佛二處等	質 二 見 可 得 類 正 果 二 佛 一 處 一 佛 二 處 等 
T35n1731_001:0010b16	四句。二佛一見一佛二見等四句。不解云。依	四 句 二 佛 一 見 一 佛 二 見 等 四 句 不 解 云 依 
T35n1731_001:0010b17	果既有此二種四句。類正果亦有此兩種四	果 既 有 此 二 種 四 句 類 正 果 亦 有 此 兩 種 四 
T35n1731_001:0010b18	句。此兩種四句。前四句大師作。後四句學士	句 此 兩 種 四 句 前 四 句 大 師 作 後 四 句 學 士 
T35n1731_001:0010b19	明。言二佛一見者。開本迹二。此是本迹此是	明 言 二 佛 一 見 者 開 本 迹 二 此 是 本 迹 此 是 
T35n1731_001:0010b20	迹本因緣本迹。若因緣本迹則非本迹。本迹	迹 本 因 緣 本 迹 若 因 緣 本 迹 則 非 本 迹 本 迹 
T35n1731_001:0010b21	二為二質。非本迹為一處。故云本迹雖殊不	二 為 二 質 非 本 迹 為 一 處 故 云 本 迹 雖 殊 不 
T35n1731_001:0010b22	思議一。不思議一是何物紹。隆哲法師竪義。	思 議 一 不 思 議 一 是 何 物 紹 隆 哲 法 師 竪 義 
T35n1731_001:0010b23	有人問。不思議一一名何物。則解云。一名正	有 人 問 不 思 議 一 一 名 何 物 則 解 云 一 名 正 
T35n1731_001:0010b24	性。大師云非解。正性是五性。是五性中。則	性 大 師 云 非 解 正 性 是 五 性 是 五 性 中 則 
T35n1731_001:0010b25	因與因因。果與果果。四性是緣性非果為正	因 與 因 因 果 與 果 果 四 性 是 緣 性 非 果 為 正 
T35n1731_001:0010b26	性。不思議一不得道是正性。師云。本迹二處	性 不 思 議 一 不 得 道 是 正 性 師 云 本 迹 二 處 
T35n1731_001:0010b27	舍那釋迦非本非迹名正法身。本迹雖殊不	舍 那 釋 迦 非 本 非 迹 名 正 法 身 本 迹 雖 殊 不 
T35n1731_001:0010b28	思議一為二佛一處也。一佛二處。正法非本	思 議 一 為 二 佛 一 處 也 一 佛 二 處 正 法 非 本 
T35n1731_001:0010b29	迹為一佛。非本迹為本迹為二處。此則本迹	迹 為 一 佛 非 本 迹 為 本 迹 為 二 處 此 則 本 迹 
T35n1731_001:0010c01	雖一不思議殊。前雖殊不思議一。一是不思	雖 一 不 思 議 殊 前 雖 殊 不 思 議 一 一 是 不 思 
T35n1731_001:0010c02	議一。今雖一不思議殊。殊是不思議殊。故云	議 一 今 雖 一 不 思 議 殊 殊 是 不 思 議 殊 故 云 
T35n1731_001:0010c03	一佛二處也。一佛一處者。非本迹佛在非本	一 佛 二 處 也 一 佛 一 處 者 非 本 迹 佛 在 非 本 
T35n1731_001:0010c04	迹處也。二佛二處。本迹二佛在本迹二處也。	迹 處 也 二 佛 二 處 本 迹 二 佛 在 本 迹 二 處 也 
T35n1731_001:0010c05	次明二佛一見等四句。且辨二佛一見者。本	次 明 二 佛 一 見 等 四 句 且 辨 二 佛 一 見 者 本 
T35n1731_001:0010c06	迹是因緣本迹。因緣本迹則不本迹。故前云	迹 是 因 緣 本 迹 因 緣 本 迹 則 不 本 迹 故 前 云 
T35n1731_001:0010c07	明無明因緣。智者即了不二。故二佛一見也。	明 無 明 因 緣 智 者 即 了 不 二 故 二 佛 一 見 也 
T35n1731_001:0010c08	一佛二見者。正法身非本非迹不二。何故二	一 佛 二 見 者 正 法 身 非 本 非 迹 不 二 何 故 二 
T35n1731_001:0010c09	緣見本迹二。法身未曾二緣見本迹。法身未	緣 見 本 迹 二 法 身 未 曾 二 緣 見 本 迹 法 身 未 
T35n1731_001:0010c10	曾本迹。故是一佛二見也。一佛一見者。法身	曾 本 迹 故 是 一 佛 二 見 也 一 佛 一 見 者 法 身 
T35n1731_001:0010c11	佛非本非迹。緣如法身而見。故是一佛一見	佛 非 本 非 迹 緣 如 法 身 而 見 故 是 一 佛 一 見 
T35n1731_001:0010c12	也。二佛二見者。法身非本迹本迹赴緣。既本	也 二 佛 二 見 者 法 身 非 本 迹 本 迹 赴 緣 既 本 
T35n1731_001:0010c13	迹赴緣緣則見本迹。本迹若不赴緣緣無由	迹 赴 緣 緣 則 見 本 迹 本 迹 若 不 赴 緣 緣 無 由 
T35n1731_001:0010c14	見本迹。良由本迹赴緣故。緣得見本迹故。二	見 本 迹 良 由 本 迹 赴 緣 故 緣 得 見 本 迹 故 二 
T35n1731_001:0010c15	佛二見。所以正果亦得有兩四句。	佛 二 見 所 以 正 果 亦 得 有 兩 四 句 
T35n1731_001:0010c16	次更兩種四句合明依正二果。且明一種四	次 更 兩 種 四 句 合 明 依 正 二 果 且 明 一 種 四 
T35n1731_001:0010c17	句。何者謂一佛多處。多佛一處。一佛一處。多	句 何 者 謂 一 佛 多 處 多 佛 一 處 一 佛 一 處 多 
T35n1731_001:0010c18	佛多處。一佛一處者。如涅槃經德王品中	佛 多 處 一 佛 一 處 者 如 涅 槃 經 德 王 品 中 
T35n1731_001:0010c19	明。釋迦有淨土。在西方名曰無勝。此則一釋	明 釋 迦 有 淨 土 在 西 方 名 曰 無 勝 此 則 一 釋 
T35n1731_001:0010c20	迦在淨穢等處。大智論云。釋迦有穢土亦有	迦 在 淨 穢 等 處 大 智 論 云 釋 迦 有 穢 土 亦 有 
T35n1731_001:0010c21	淨土。釋迦穢土既有淨土。彌陀淨土亦有穢	淨 土 釋 迦 穢 土 既 有 淨 土 彌 陀 淨 土 亦 有 穢 
T35n1731_001:0010c22	土。故云一佛在多處也。多佛在一處者。如法	土 故 云 一 佛 在 多 處 也 多 佛 在 一 處 者 如 法 
T35n1731_001:0010c23	華明。十方佛同在娑婆。亦如五佛共現信相	華 明 十 方 佛 同 在 娑 婆 亦 如 五 佛 共 現 信 相 
T35n1731_001:0010c24	之室也。一佛一處。釋迦有東方。彌陀居西	之 室 也 一 佛 一 處 釋 迦 有 東 方 彌 陀 居 西 
T35n1731_001:0010c25	土也。多佛多處者。十方諸佛在十方土處也。	土 也 多 佛 多 處 者 十方諸佛 在 十 方 土 處 也 
T35n1731_001:0010c26	次復有四句者。謂一佛二處。二佛一處。一佛	次 復 有 四 句 者 謂 一 佛 二 處 二 佛 一 處 一 佛 
T35n1731_001:0010c27	一處。二佛二處。一佛二處者。釋迦即舍那舍	一 處 二 佛 二 處 一 佛 二 處 者 釋 迦 即 舍 那 舍 
T35n1731_001:0010c28	那即釋迦為一佛。祇洹淨穢不同為二處。二	那 即 釋 迦 為 一 佛 祇 洹 淨 穢 不 同 為 二 處 二 
T35n1731_001:0010c29	佛一處者。釋迦舍那二佛。祇洹雖淨穢只	佛 一 處 者 釋 迦 舍 那 二 佛 祇 洹 雖 淨 穢 只 
T35n1731_001:0011a01	是一祇洹為一處。一佛一處。本迹一佛。淨	是 一 祇 洹 為 一 處 一 佛 一 處 本 迹 一 佛 淨 
T35n1731_001:0011a02	穢祇桓為一處。二佛二處。本迹二佛淨穢二	穢 祇 桓 為 一 處 二 佛 二 處 本 迹 二 佛 淨 穢 二 
T35n1731_001:0011a03	處也。然此四句難解。且作章門如此。至後第	處 也 然 此 四 句 難 解 且 作 章 門 如 此 至 後 第 
T35n1731_001:0011a04	八會中更當委釋。略明土義如此。今通問前	八 會 中 更 當 委 釋 略 明 土 義 如 此 今 通 問 前 
T35n1731_001:0011a05	四句。何者一家明因緣義。若非因緣明不成	四 句 何 者 一 家 明 因 緣 義 若 非 因 緣 明 不 成 
T35n1731_001:0011a06	義彈他自性。明今因緣既皆因緣。一二二一	義 彈 他 自 性 明 今 因 緣 既 皆 因 緣 一 二 二 一 
T35n1731_001:0011a07	可因緣。一一二二若為是因緣耶。如初彈他	可 因 緣 一 一 二 二 若 為 是 因 緣 耶 如 初 彈 他 
T35n1731_001:0011a08	有無。他有是自有。無是自無。自有則有故有。	有 無 他 有 是 自 有 無 是 自 無 自 有 則 有 故 有 
T35n1731_001:0011a09	自無則無故無。有有無無非因緣。汝今一一	自 無 則 無 故 無 有 有 無 無 非 因 緣 汝 今 一 一 
T35n1731_001:0011a10	二二若為是因緣耶。且釋明四句。因緣因緣	二 二 若 為 是 因 緣 耶 且 釋 明 四 句 因 緣 因 緣 
T35n1731_001:0011a11	四句。因緣四句。不四句四句。四句不四句。	四 句 因 緣 四 句 不 四 句 四 句 四 句 不 四 句 
T35n1731_001:0011a12	此四句皆是因緣。此是總釋。次別釋前總則	此 四 句 皆 是 因 緣 此 是 總 釋 次 別 釋 前 總 則 
T35n1731_001:0011a13	竪而密。今別則橫而疎。別明四句皆因緣	竪 而 密 今 別 則 橫 而 疎 別 明 四 句 皆 因 緣 
T35n1731_001:0011a14	者。由一二故二一。由二一故一二。一二二一	者 由 一 二 故 二 一 由 二 一 故 一 二 一 二 二 一 
T35n1731_001:0011a15	因緣若為一一二二因緣耶。解云。由二一故	因 緣 若 為 一 一 二 二 因 緣 耶 解 云 由 二 一 故 
T35n1731_001:0011a16	一二得起。何得有一一。由一二故二一則由	一 二 得 起 何 得 有 一 一 由 一 二 故 二 一 則 由 
T35n1731_001:0011a17	二一故一一。既由二一故一一。亦由一一故	二 一 故 一 一 既 由 二 一 故 一 一 亦 由 一 一 故 
T35n1731_001:0011a18	二一則一一因二二。一一因一一由一二有	二 一 則 一 一 因 二 二 一 一 因 一 一 由 一 二 有 
T35n1731_001:0011a19	二二。亦由二二故一二則二二因一二。一二	二 二 亦 由 二 二 故 一 二 則 二 二 因 一 二 一 二 
T35n1731_001:0011a20	因二二。此則四句皆因緣四句。因緣因緣四	因 二 二 此 則 四 句 皆 因 緣 四 句 因 緣 因 緣 四 
T35n1731_001:0011a21	句則非四句。非非四句非非不四句。畢竟清	句 則 非 四 句 非 非 四 句 非 非 不 四 句 畢 竟 清 
T35n1731_001:0011a22	淨。上雖明如此四句未曾有一家所說。大品	淨 上 雖 明 如 此 四 句 未 曾 有 一 家 所 說 大 品 
T35n1731_001:0011a23	云。須菩提告諸天子。我無所說無字可說。	云 須 菩 提 告 諸 天 子 我 無 所 說 無 字 可 說 
T35n1731_001:0011a24	此則論無所論。說無所說。今亦爾。無量四句	此 則 論 無 所 論 說 無 所 說 今 亦 爾 無 量 四 句 
T35n1731_001:0011a25	而未曾有四句而無量四句。無量一雖一而	而 未 曾 有 四 句 而 無 量 四 句 無 量 一 雖 一 而 
T35n1731_001:0011a26	無量。一無量雖無量而一。雖無所說而說。雖	無 量 一 無 量 雖 無 量 而 一 雖 無 所 說 而 說 雖 
T35n1731_001:0011a27	說而無所說。舒則遍盈法界。合則泯無所有。	說 而 無 所 說 舒 則 遍 盈 法 界 合 則 泯 無 所 有 
T35n1731_001:0011a28	雖卷而無所不有。只歷我如此。不得歷歷不	雖 卷 而 無 所 不 有 只 歷 我 如 此 不 得 歷 歷 不 
T35n1731_001:0011a29	得漫渾。歷歷則成有得。得漫渾則不可解。	得 漫 渾 歷 歷 則 成 有 得 得 漫 渾 則 不 可 解 
T35n1731_001:0011b01	今且歷歷而漫渾。漫渾而歷歷也。略明淨土	今 且 歷 歷 而 漫 渾 漫 渾 而 歷 歷 也 略 明 淨 土 
T35n1731_001:0011b02	義如此也。然四條義兩條義略竟。	義 如 此 也 然 四 條 義 兩 條 義 略 竟 
T35n1731_001:0011b03	今第三次明教門。前明化主化處則是依正	今 第 三 次 明 教 門 前 明 化 主 化 處 則 是 依 正 
T35n1731_001:0011b04	能所。有能化即有所化。有所化即有能化。斯	能 所 有 能 化 即 有 所 化 有 所 化 即 有 能 化 斯 
T35n1731_001:0011b05	則依正具足能所因緣。明此化主化處作何	則 依 正 具 足 能 所 因 緣 明 此 化 主 化 處 作 何 
T35n1731_001:0011b06	為。為欲化緣設教所以今第三明教門。就教	為 為 欲 化 緣 設 教 所 以 今 第 三 明 教 門 就 教 
T35n1731_001:0011b07	門中凡有三句。一者能所。二者因果。三者	門 中 凡 有 三 句 一 者 能 所 二 者 因 果 三 者 
T35n1731_001:0011b08	半滿常無常。師雖明此三種並綢格辨商略	半 滿 常 無 常 師 雖 明 此 三 種 並 綢 格 辨 商 略 
T35n1731_001:0011b09	存大意耳。大師云。能所義最長。因果處中。半	存 大 意 耳 大 師 云 能 所 義 最 長 因 果 處 中 半 
T35n1731_001:0011b10	滿常無常義最局。然中且明能所義。就此中	滿 常 無 常 義 最 局 然 中 且 明 能 所 義 就 此 中 
T35n1731_001:0011b11	更開四句。一者能而不所。常無常半滿義。	更 開 四 句 一 者 能 而 不 所 常 無 常 半 滿 義 
T35n1731_001:0011b12	涅槃經初別當廣釋。今提綱振領辨其大要	涅 槃 經 初 別 當 廣 釋 今 提 綱 振 領 辨 其 大 要 
T35n1731_001:0011b13	也。三句之而不所。二者所而不能。三者亦能	也 三 句 之 而 不 所 二 者 所 而 不 能 三 者 亦 能 
T35n1731_001:0011b14	亦所。四者非能非所。言能而不所者。加來設	亦 所 四 者 非 能 非 所 言 能 而 不 所 者 加 來 設 
T35n1731_001:0011b15	教無有得悟之緣。名為能而不所。所而不能	教 無 有 得 悟 之 緣 名 為 能 而 不 所 所 而 不 能 
T35n1731_001:0011b16	者。或有眾生見葉落而悟道。觀華彫而成聖。	者 或 有 眾 生 見 葉 落 而 悟 道 觀 華 彫 而 成 聖 
T35n1731_001:0011b17	如來不被其教名為所而不能也。亦能亦所	如 來 不 被 其 教 名 為 所 而 不 能 也 亦 能 亦 所 
T35n1731_001:0011b18	者。有能被之教有所被之緣。教是緣教緣是	者 有 能 被 之 教 有 所 被 之 緣 教 是 緣 教 緣 是 
T35n1731_001:0011b19	教緣。緣教相稱教稱緣。緣稱教緣教和會眾	教 緣 緣 教 相 稱 教 稱 緣 緣 稱 教 緣 教 和 會 眾 
T35n1731_001:0011b20	生得道。故名亦能亦所。不能不所者。無如來	生 得 道 故 名 亦 能 亦 所 不 能 不 所 者 無 如 來 
T35n1731_001:0011b21	能被教。無眾生所被緣。故稱不能不所也。	能 被 教 無 眾 生 所 被 緣 故 稱 不 能 不 所 也 
T35n1731_001:0011b22	問何故明此四句。解云。雖明此四句今辨教	問 何 故 明 此 四 句 解 云 雖 明 此 四 句 今 辨 教 
T35n1731_001:0011b23	門。正約亦能亦所句以辨之。何故明教明教	門 正 約 亦 能 亦 所 句 以 辨 之 何 故 明 教 明 教 
T35n1731_001:0011b24	為欲被緣。所以今約亦能亦所第二句辨。雖	為 欲 被 緣 所 以 今 約 亦 能 亦 所 第 二 句 辨 雖 
T35n1731_001:0011b25	亦能亦所且明能被教。後第四即是明所被	亦 能 亦 所 且 明 能 被 教 後 第 四 即 是 明 所 被 
T35n1731_001:0011b26	緣。今即明能被教也。問。釋迦舍那二佛施教	緣 今 即 明 能 被 教 也 問 釋 迦 舍 那 二 佛 施 教 
T35n1731_001:0011b27	若為同為異。解云。二佛施教是同。問二佛既	若 為 同 為 異 解 云 二 佛 施 教 是 同 問 二 佛 既 
