X62n1192_001:0481c06	 清珠集序	 清 珠 集 序 
X62n1192_001:0484c04	稍間斷夾雜。即大精進。不為他岐所惑。即大智慧。不	稍 間 斷 夾 雜 即 大 精 進 不 為 他 岐 所 惑 即 大 智 慧 不 
X62n1192_001:0484c05	復妄想馳逐。即大禪定。	復 妄 想 馳 逐 即 大 禪 定 
X62n1192_001:0484c06	一乘正因	一 乘 正 因 
X62n1192_001:0484c07	念佛者。惟求一乘佛果為期。不於餘乘妄有希冀。發	念 佛 者 惟 求 一 乘 佛 果 為 期 不 於 餘 乘 妄 有 希 冀 發 
X62n1192_001:0484c08	如是心。乃修淨土。是謂正因。苟為不然。雖勤念佛。因	如 是 心 乃 修 淨 土 是 謂 正 因 苟 為 不 然 雖 勤 念 佛 因 
X62n1192_001:0484c09	地不真。果招迃曲。	地 不 真 果 招 迃 曲 
X62n1192_001:0484c10	真空	真 空 
X62n1192_001:0484c11	前事過去空。今事眼前空。未來決定空。一切世緣佳	前 事 過 去 空 今 事 眼 前 空 未 來 決 定 空 一 切 世 緣 佳 
X62n1192_001:0484c12	者。如彩雲簇艶。惡者。如濁霧迷空。今人於順意則生	者 如 彩 雲 簇 艶 惡 者 如 濁 霧 迷 空 今 人 於 順 意 則 生 
X62n1192_001:0484c13	留戀。拂意則起憎嫌。徒增黑業。實相安在。惟時時以	留 戀 拂 意 則 起 憎 嫌 徒 增 黑 業 實 相 安 在 惟 時 時 以 
X62n1192_001:0484c14	空觀照之不可執。而為有自障吾心。經云。無我相。人	空 觀 照 之 不 可 執 而 為 有 自 障 吾 心 經 云 無 我 相 人 
X62n1192_001:0484c15	相。眾生相。壽者相。此之謂般若真空。出世喫緊第一	相 眾 生 相 壽 者 相 此 之 謂 般 若 真 空 出 世 喫 緊 第 一 
X62n1192_001:0484c16	著也。	著 也 
X62n1192_001:0484c17	正知見	正 知 見 
X62n1192_001:0484c18	修淨業人。期生淨土。雖由煉行而得。若不遇正知見	修 淨 業 人 期 生 淨 土 雖 由 煉 行 而 得 若 不 遇 正 知 見 
X62n1192_001:0484c19	人。說法開導。則不得其要旨。而或墮於邪倒。錯路修	人 說 法 開 導 則 不 得 其 要 旨 而 或 墮 於 邪 倒 錯 路 修 
X62n1192_001:0484c20	行。不可不謹。譬如畊稼農夫加功。扶疎益寡。時澤一	行 不 可 不 謹 譬 如 畊 稼 農 夫 加 功 扶 疎 益 寡 時 澤 一 
X62n1192_001:0484c21	降。華果敷榮。輪翼雙運。目足更資。則無盲跛之失。大	降 華 果 敷 榮 輪 翼 雙 運 目 足 更 資 則 無 盲 跛 之 失 大 
X62n1192_001:0484c22	抵道俗念佛多不明理。或被執空之人。橫生譏謗。則	抵 道 俗 念 佛 多 不 明 理 或 被 執 空 之 人 橫 生 譏 謗 則 
X62n1192_001:0484c23	心生疑惑。遂致退失。由不聞法故也。	心 生 疑 惑 遂 致 退 失 由 不 聞 法 故 也 
X62n1192_001:0484c24	有求即得	有 求 即 得 
X62n1192_001:0485a01	外身雖見而原無。譬如水上之泡。乍起還滅。內身不	外 身 雖 見 而 原 無 譬 如 水 上 之 泡 乍 起 還 滅 內 身 不 
X62n1192_001:0485a02	見而原有。譬如木中之火。有求即得。此等明確學人	見 而 原 有 譬 如 木 中 之 火 有 求 即 得 此 等 明 確 學 人 
X62n1192_001:0485a03	尚然。不知木中之火。求之如何。一心正念。	尚 然 不 知 木 中 之 火 求 之 如 何 一 心 正 念 
X62n1192_001:0485a04	貴賤	貴 賤 
X62n1192_001:0485a05	如云此是金玉。此是砂石。雖三尺孺子。亦必棄石而	如 云 此 是 金 玉 此 是 砂 石 雖 三 尺 孺 子 亦 必 棄 石 而 
X62n1192_001:0485a06	求金。不勸而自取。盖因識其貴賤。行者亦爾。既明識	求 金 不 勸 而 自 取 盖 因 識 其 貴 賤 行 者 亦 爾 既 明 識 
X62n1192_001:0485a07	此土是苦。彼土是樂。此是生死沉溺。彼是自在解脫。	此 土 是 苦 彼 土 是 樂 此 是 生 死 沉 溺 彼 是 自 在 解 脫 
X62n1192_001:0485a08	亦必捨穢求淨。自然念念不住。心心不息。如救頭然。	亦 必 捨 穢 求 淨 自 然 念 念 不 住 心 心 不 息 如 救 頭 然 
X62n1192_001:0485a09	聞教便行。	聞 教 便 行 
X62n1192_001:0485a10	一蹉百蹉	一 蹉 百 蹉 
X62n1192_001:0485a11	古人云。今生若不修。一蹉是百蹉。一之至百。何蹉之	古 人 云 今 生 若 不 修 一 蹉 是 百 蹉 一 之 至 百 何 蹉 之 
X62n1192_001:0485a12	多。直至於是。經言。離惡道得人身難。得人身逢佛法	多 直 至 於 是 經 言 離 惡 道 得 人 身 難 得 人 身 逢 佛 法 
X62n1192_001:0485a13	難。然而逢念佛法門。信受為尤難。如經所說。蟻子自	難 然 而 逢 念 佛 法 門 信 受 為 尤 難 如 經 所 說 蟻 子 自 
X62n1192_001:0485a14	七佛以來。未脫蟻身。安知何日得人身。又何日逢佛	七 佛 以 來 未 脫 蟻 身 安 知 何 日 得 人 身 又 何 日 逢 佛 
X62n1192_001:0485a15	法。何日逢念佛法門。而信受也。何止百蹉。盖千蹉萬	法 何 日 逢 念 佛 法 門 而 信 受 也 何 止 百 蹉 盖 千 蹉 萬 
X62n1192_001:0485a16	蹉而無窮也。傷哉。	蹉 而 無 窮 也 傷 哉 
X62n1192_001:0485a17	醉夢	醉 夢 
X62n1192_001:0485a18	世人大約富貴貧賤二種。貧賤者固朝忙夕忙。以營	世 人 大 約 富 貴 貧 賤 二 種 貧 賤 者 固 朝 忙 夕 忙 以 營 
X62n1192_001:0485a19	衣食。富貴者。亦朝忙夕忙。以享欲樂。受用不同。其忙	衣 食 富 貴 者 亦 朝 忙 夕 忙 以 享 欲 樂 受 用 不 同 其 忙 
X62n1192_001:0485a20	一也。忙至死而後已。而心未已也。齎此心以往。而復	一 也 忙 至 死 而 後 已 而 心 未 已 也 齎 此 心 以 往 而 復 
X62n1192_001:0485a21	生而復忙而復死。死生生死。昏昏蒙蒙。如醉如夢。經	生 而 復 忙 而 復 死 死 生 生 死 昏 昏 蒙 蒙 如 醉 如 夢 經 
X62n1192_001:0485a22	百千劫。曾無了期。惟生淨土。朗然獨醒。	百 千 劫 曾 無 了 期 惟 生 淨 土 朗 然 獨 醒 
X62n1192_001:0485a23	活計	活 計 
X62n1192_001:0485a24	此身蠢然一死物。其內潑潑地者為活物。莫於死物	此 身 蠢 然 一 死 物 其 內 潑 潑 地 者 為 活 物 莫 於 死 物 
X62n1192_001:0485b01	上作活計。宜於活物上作活計。凡貪外物。種種以奉	上 作 活 計 宜 於 活 物 上 作 活 計 凡 貪 外 物 種 種 以 奉 
X62n1192_001:0485b02	其身者。皆是死物上作活計也。世人雖未能免此。當	其 身 者 皆 是 死 物 上 作 活 計 也 世 人 雖 未 能 免 此 當 
X62n1192_001:0485b03	於營生奉身之中。挪頃刻之暇。迴光自照。以留心於	於 營 生 奉 身 之 中 挪 頃 刻 之 暇 迴 光 自 照 以 留 心 於 
X62n1192_001:0485b04	淨土。乃活物上作活計也。	淨 土 乃 活 物 上 作 活 計 也 
X62n1192_001:0485b05	竪橫	竪 橫 
X62n1192_001:0485b06	餘門學道。名竪出三界。念佛往生。名橫出三界。如蟲	餘 門 學 道 名 竪 出 三 界 念 佛 往 生 名 橫 出 三 界 如 蟲 
X62n1192_001:0485b07	在竹。竪則歷節難通。橫則一時透脫。最為直捷。最為	在 竹 竪 則 歷 節 難 通 橫 則 一 時 透 脫 最 為 直 捷 最 為 
X62n1192_001:0485b08	奇勝。故云。生死海中。念佛第一。人生百歲。不聞此言。	奇 勝 故 云 生 死 海 中 念 佛 第 一 人 生 百 歲 不 聞 此 言 
X62n1192_001:0485b09	不如孩童而得聞。讀書萬卷。不聞此言。不如愚人而	不 如 孩 童 而 得 聞 讀 書 萬 卷 不 聞 此 言 不 如 愚 人 而 
X62n1192_001:0485b10	得聞。已聞矣。又有信與不信。既信矣。或修或不修。即	得 聞 已 聞 矣 又 有 信 與 不 信 既 信 矣 或 修 或 不 修 即 
X62n1192_001:0485b11	修矣。或專或不專。斯皆前世之業障。故大心眾生。獨	修 矣 或 專 或 不 專 斯 皆 前 世 之 業 障 故 大 心 眾 生 獨 
X62n1192_001:0485b12	能奮然以了生死。	能 奮 然 以 了 生 死 
X62n1192_001:0485b13	覓安下處	覓 安 下 處 
X62n1192_001:0485b14	譬如人入大城中。必先覓安下處。却出幹事。抵暮昏	譬 如 人 入 大 城 中 必 先 覓 安 下 處 却 出 幹 事 抵 暮 昏 
X62n1192_001:0485b15	黑。則有投宿之地。先覓安下處者。修淨土之謂也。抵	黑 則 有 投 宿 之 地 先 覓 安 下 處 者 修 淨 土 之 謂 也 抵 
X62n1192_001:0485b16	暮昏黑者。大限到來之謂也。有投宿之地者。生蓮華	暮 昏 黑 者 大 限 到 來 之 謂 也 有 投 宿 之 地 者 生 蓮 華 
X62n1192_001:0485b17	中。不落惡趣之謂也。	中 不 落 惡 趣 之 謂 也 
X62n1192_001:0485b18	性情	性 情 
X62n1192_001:0485b19	知識是情。虗靈是性。虗靈能生知識。知識能迷虗靈。	知 識 是 情 虗 靈 是 性 虗 靈 能 生 知 識 知 識 能 迷 虗 靈 
X62n1192_001:0485b20	凡夫都把知識。迷了虗靈。所以隨知識生而復死。若	凡 夫 都 把 知 識 迷 了 虗 靈 所 以 隨 知 識 生 而 復 死 若 
X62n1192_001:0485b21	能一心念佛。知識淨盡。虗靈透露。與太虗同體。自離	能 一 心 念 佛 知 識 淨 盡 虗 靈 透 露 與 太 虗 同 體 自 離 
X62n1192_001:0485b22	生死。是即無生。是即淨土。是即極樂。	生 死 是 即 無 生 是 即 淨 土 是 即 極 樂 
X62n1192_001:0485b23	知苦出苦	知 苦 出 苦 
X62n1192_001:0485b24	欲入此門。先須知苦。既知苦已。須求出苦。一切眾生	欲 入 此 門 先 須 知 苦 既 知 苦 已 須 求 出 苦 一 切 眾 生 
X62n1192_001:0485c01	以苦為樂。不思此身自無量劫來暫在人天。驚同閃	以 苦 為 樂 不 思 此 身 自 無 量 劫 來 暫 在 人 天 驚 同 閃 
X62n1192_001:0485c02	電。俄而銅柱鐵床。魂遊地獄。俄而毛羣羽族。血染刀	電 俄 而 銅 柱 鐵 床 魂 遊 地 獄 俄 而 毛 羣 羽 族 血 染 刀 
X62n1192_001:0485c03	砧。皆由業識所牽。如牛拽磨。輪轉無窮。即今暫得此	砧 皆 由 業 識 所 牽 如 牛 拽 磨 輪 轉 無 窮 即 今 暫 得 此 
X62n1192_001:0485c04	身。老衰病死。疾于呼吸。惡露不淨。無異臭屍。若不發	身 老 衰 病 死 疾 于 呼 吸 惡 露 不 淨 無 異 臭 屍 若 不 發 
X62n1192_001:0485c05	決定心。起精進行。何由出離。	決 定 心 起 精 進 行 何 由 出 離 
X62n1192_001:0485c06	轉變是我	轉 變 是 我 
X62n1192_001:0485c07	佛身湛然常寂。無有去來。眾生識心。託佛本願功德	佛 身 湛 然 常 寂 無 有 去 來 眾 生 識 心 託 佛 本 願 功 德 
X62n1192_001:0485c08	勝力。自心變化。有來有去。是知淨業純熟。自覩佛身。	勝 力 自 心 變 化 有 來 有 去 是 知 淨 業 純 熟 自 覩 佛 身 
X62n1192_001:0485c09	惡果將成。心現地獄。如福德勝者。執礫成金。業貧之	惡 果 將 成 心 現 地 獄 如 福 德 勝 者 執 礫 成 金 業 貧 之 
X62n1192_001:0485c10	人。變金成礫。轉變是我。金礫何關。	人 變 金 成 礫 轉 變 是 我 金 礫 何 關 
X62n1192_001:0485c11	糊塗	糊 塗 
X62n1192_001:0485c12	世人念佛不真切。只是把生死二字看得。輕忽一生。	世 人 念 佛 不 真 切 只 是 把 生 死 二 字 看 得 輕 忽 一 生 
X62n1192_001:0485c13	忙忙碌碌。將性命撇在虗空。與己全無干涉。即或當	忙 忙 碌 碌 將 性 命 撇 在 虗 空 與 己 全 無 干 涉 即 或 當 
X62n1192_001:0485c14	場。嗟嘆片時。毛骨悚然。過後仍前醉夢。屠赤水云。世	場 嗟 嘆 片 時 毛 骨 悚 然 過 後 仍 前 醉 夢 屠 赤 水 云 世 
X62n1192_001:0485c15	智紛紛。名利場中。伶俐識神擾擾。死生路上糊塗。哀	智 紛 紛 名 利 場 中 伶 俐 識 神 擾 擾 死 生 路 上 糊 塗 哀 
X62n1192_001:0485c16	哉。誰曉四大非堅。無常甚速。三途八難。最辛極苦。肯	哉 誰 曉 四 大 非 堅 無 常 甚 速 三 途 八 難 最 辛 極 苦 肯 
X62n1192_001:0485c17	去要緊。真切念佛。百中希有一二也。	去 要 緊 真 切 念 佛 百 中 希 有 一 二 也 
X62n1192_001:0485c18	隨業	隨 業 
X62n1192_001:0485c19	世間晝必有夜。寒必有暑。人所共知。若生必有死。人	世 間 晝 必 有 夜 寒 必 有 暑 人 所 共 知 若 生 必 有 死 人 
X62n1192_001:0485c20	乃諱之。不肯說出。何太癡也。盖以神之來。託於此形。	乃 諱 之 不 肯 說 出 何 太 癡 也 盖 以 神 之 來 託 於 此 形 
X62n1192_001:0485c21	謂之生。以神之去。離於此形。謂之死。是神者我也。形	謂 之 生 以 神 之 去 離 於 此 形 謂 之 死 是 神 者 我 也 形 
X62n1192_001:0485c22	者我所舍也。我有去來。故舍有成壞。且神何自來哉。	者 我 所 舍 也 我 有 去 來 故 舍 有 成 壞 且 神 何 自 來 哉 
X62n1192_001:0485c23	隨業緣而來。神何自去哉。隨業緣而去。自無始以來。	隨 業 緣 而 來 神 何 自 去 哉 隨 業 緣 而 去 自 無 始 以 來 
X62n1192_001:0485c24	投胎易殻。不得久留於一所。盖以吾所造之業非久。	投 胎 易 殻 不 得 久 留 於 一 所 盖 以 吾 所 造 之 業 非 久 
X62n1192_001:0486a01	而不盡者。故神之舍於業也。業盡則形壞。形壞則神	而 不 盡 者 故 神 之 舍 於 業 也 業 盡 則 形 壞 形 壞 則 神 
X62n1192_001:0486a02	無所舍。又隨吾今世所造之業而往矣。然則吾所往	無 所 舍 又 隨 吾 今 世 所 造 之 業 而 往 矣 然 則 吾 所 往 
X62n1192_001:0486a03	處。可不預計哉。如人造宅必居。設饌乃享。故作如是	處 可 不 預 計 哉 如 人 造 宅 必 居 設 饌 乃 享 故 作 如 是 
X62n1192_001:0486a04	業。必受如是之報。現修業淨。決定往生。更何疑哉。	業 必 受 如 是 之 報 現 修 業 淨 決 定 往 生 更 何 疑 哉 
X62n1192_001:0486a05	好漢	好 漢 
X62n1192_001:0486a06	遍觀世間人。其知名當世者。亦是千百輩中好漢。然	遍觀世間 人 其 知 名 當 世 者 亦 是 千 百 輩 中 好 漢 然 
X62n1192_001:0486a07	却都將此世界。認做是我常住不去的世界。由明眼	却 都 將 此 世 界 認 做 是 我 常 住 不 去 的 世 界 由 明 眼 
X62n1192_001:0486a08	視之。色色過影。一彈指間。便去了許多。正如木偶登	視 之 色 色 過 影 一 彈 指 間 便 去 了 許 多 正 如 木 偶 登 
X62n1192_001:0486a09	場。暫時呼笑。被造物者將那線索。提掛壁柱頭上。嗟	場 暫 時 呼 笑 被 造 物 者 將 那 線 索 提 掛 壁 柱 頭 上 嗟 
X62n1192_001:0486a10	乎此圍木中間。尺五地方。豈是汝住頭之地乎。若能	乎 此 圍 木 中 間 尺 五 地 方 豈 是 汝 住 頭 之 地 乎 若 能 
X62n1192_001:0486a11	發願往生。清泰國中。住不退轉。證無生忍。乃名好漢。	發 願 往 生 清 泰 國 中 住不退轉 證 無 生 忍 乃 名 好 漢 
X62n1192_001:0486a12	生自心中	生 自 心 中 
X62n1192_001:0486a13	夫十方虗空。無量無邊心量。都能包攝恒沙世界。無	夫 十 方 虗 空 無量無邊 心 量 都 能 包 攝 恒 沙 世 界 無 
X62n1192_001:0486a14	量無數我心。一一周徧。如此看來。十萬億國。在我心	量 無 數 我 心 一 一 周 徧 如 此 看 來 十 萬 億 國 在 我 心 
X62n1192_001:0486a15	中。其實甚近。何遠之有。命終生時。生在自己心中。其	中 其 實 甚 近 何 遠 之 有 命 終 生 時 生 在 自 己 心 中 其 
X62n1192_001:0486a16	實甚易。何難之有。但使眾生淨土業成。臨終在定之	實 甚 易 何 難 之 有 但 使 眾 生 淨 土 業 成 臨 終 在 定 之 
X62n1192_001:0486a17	心。即是淨土受生之心。動念則一彈指頃。即得往生。	心 即 是 淨 土 受 生 之 心 動 念 則 一 彈 指 頃 即 得 往 生 
X62n1192_001:0486a18	實無去來	實 無 去 來 
X62n1192_001:0486a19	大願聖人。從淨土來。來實無來。深心凡夫往淨土去。	大 願 聖 人 從 淨 土 來 來 實 無 來 深 心 凡 夫 往 淨 土 去 
X62n1192_001:0486a20	去實無去。彼不來此。此不往彼。而其聖凡會遇。兩得	去 實 無 去 彼 不 來 此 此 不 往 彼 而 其 聖 凡 會 遇 兩 得 
X62n1192_001:0486a21	交際者何耶。彌陀光明如淨滿月。徧照十方。水清而	交 際 者 何 耶 彌 陀 光 明 如 淨 滿 月 徧 照 十 方 水 清 而 
X62n1192_001:0486a22	靜。則月現全體。月非取水而遽來。水濁而動。則月無	靜 則 月 現 全 體 月 非 取 水 而 遽 來 水 濁 而 動 則 月 無 
X62n1192_001:0486a23	定光。月非捨水遽去。在水則有清濁動靜。在月則無	定 光 月 非 捨 水 遽 去 在 水 則 有 清 濁 動 靜 在 月 則 無 
X62n1192_001:0486a24	取捨去來。	取 捨 去 來 
X62n1192_001:0486b01	無階級	無 階 級 
X62n1192_001:0486b02	一念精進。業化為因。一念退歉。緣化為業。火坑蓮臺	一 念 精 進 業 化 為 因 一 念 退 歉 緣 化 為 業 火 坑 蓮 臺 
X62n1192_001:0486b03	倐忽一轉念時。故彌陀恒與六道眾生。有地位而無	倐 忽 一 轉 念 時 故 彌 陀 恒 與 六 道 眾 生 有 地 位 而 無 
X62n1192_001:0486b04	階級。	階 級 
X62n1192_001:0486b05	大德大福	大 德 大 福 
X62n1192_001:0486b06	今人輕視西方。不肯念佛。是不知生西方。乃是大德	今 人 輕 視 西 方 不 肯 念 佛 是 不 知 生 西 方 乃 是 大 德 
X62n1192_001:0486b07	大福大智慧大聖賢的句。當轉娑婆成淨土。不同小	大 福 大 智 慧 大 聖 賢 的 句 當 轉 娑 婆 成 淨 土 不 同 小 
X62n1192_001:0486b08	可因緣。汝但看此城中。一日一夜死却多少人。不要	可 因 緣 汝 但 看 此 城 中 一 日 一 夜 死 却 多 少 人 不 要 
X62n1192_001:0486b09	說生西方即生天。千百人中尚無一箇。其有自負修	說 生 西 方 即 生 天 千 百 人 中 尚 無 一 箇 其 有 自 負 修 
X62n1192_001:0486b10	行者。祇是不失人身而已。	行 者 祇 是 不 失 人 身 而 已 
X62n1192_001:0486b11	酬宿報	酬 宿 報 
X62n1192_001:0486b12	三界火宅。業繫受身。壽命短長。皆酬宿報。前世有十	三 界 火 宅 業 繫 受 身 壽 命 短 長 皆 酬 宿 報 前 世 有 十 
X62n1192_001:0486b13	年分。今世受用十年。前世有二十年分。今世受用二	年 分 今 世 受 用 十 年 前 世 有 二 十 年 分 今 世 受 用 二 
X62n1192_001:0486b14	十年。人生百歲。七十者稀。大限到來。還他一死。只如	十 年 人 生 百 歲 七 十 者 稀 大 限 到 來 還 他 一 死 只 如 
X62n1192_001:0486b15	功名富貴之家。財寶如山。妻妾滿室。日夜歡樂。他豈	功 名 富 貴 之 家 財 寶 如 山 妻 妾 滿 室 日 夜 歡 樂 他 豈 
X62n1192_001:0486b16	不要長生在世。爭柰前程有限。暗裏相催。符到奉行。	不 要 長 生 在 世 爭 柰 前 程 有 限 暗 裏 相 催 符 到 奉 行 
X62n1192_001:0486b17	閻羅老子不順人情。無常鬼王有何面目。且據諸人	閻 羅 老 子 不 順 人 情 無 常 鬼 王 有 何 面 目 且 據 諸 人 
X62n1192_001:0486b18	眼裏親見。耳裏親聞。前街後巷。親情眷屬。朋友兄弟。	眼 裏 親 見 耳 裏 親 聞 前 街 後 巷 親 情 眷 屬 朋 友 兄 弟 
