T30n1569_001:0167c11	百論序	百 論 序 
T30n1569_001:0170a03	則生實智。實智生則得厭。得厭則離欲。離	則 生 實 智 實 智 生 則 得 厭 得 厭 則 離 欲 離 
T30n1569_001:0170a04	欲得解脫。解脫得涅槃。是名淨持戒。外曰。	欲 得 解 脫 解 脫 得 涅 槃 是 名 淨 持 戒 外 曰 
T30n1569_001:0170a05	若上智者。欝陀羅伽等為上(修妬路)。若行智人。	若 上 智 者 欝 陀 羅 伽 等 為 上 修 妬 路 若 行 智 人 
T30n1569_001:0170a06	是名上智。今欝陀羅伽。阿羅邏外道等。應	是 名 上 智 今 欝 陀 羅 伽 阿 羅 邏 外 道 等 應 
T30n1569_001:0170a07	為上智人。內曰。不然。何以故。智亦有二	為 上 智 人 內 曰 不 然 何 以 故 智 亦 有 二 
T30n1569_001:0170a08	種。一者不淨。二者淨。外曰。何等名不淨智。	種 一 者 不 淨 二 者 淨 外 曰 何 等 名 不 淨 智 
T30n1569_001:0170a09	內曰。為世界繫縛故不淨。如怨來親(修妬路)。	內 曰 為 世 界 繫 縛 故 不 淨 如 怨 來 親 修 妬 路 
T30n1569_001:0170a10	世界智能增長生死。所以者何。此智還繫縛	世 界 智 能 增 長 生 死 所以者何 此 智 還 繫 縛 
T30n1569_001:0170a11	故。譬如怨家。初詐親附。久則生害。世界智	故 譬 如 怨 家 初 詐 親 附 久 則 生 害 世 界 智 
T30n1569_001:0170a12	亦如是。外曰。但是智能增長生死。施戒亦	亦 如 是 外 曰 但 是 智 能 增 長 生 死 施 戒 亦 
T30n1569_001:0170a13	爾耶。內曰。取福捨惡是行法(修妬路)。福名福報。	爾 耶 內 曰 取 福 捨 惡 是 行 法 修 妬 路 福 名 福 報 
T30n1569_001:0170a14	外曰。若福名福報者。何以修妬路中但言	外 曰 若 福 名 福 報 者 何 以 修 妬 路 中 但 言 
T30n1569_001:0170a15	福。內曰。福名因。福報名果。或說因為果。	福 內 曰 福 名 因 福 報 名 果 或 說 因 為 果 
T30n1569_001:0170a16	或說果為因。此中說因為果。譬如食千兩	或 說 果 為 因 此 中 說 因 為 果 譬 如 食 千 兩 
T30n1569_001:0170a17	金。金不可食。因金得食。故名食金。又如	金 金 不 可 食 因 金 得 食 故 名 食 金 又 如 
T30n1569_001:0170a18	見畫言是好手。因手得畫故名好手。取名	見 畫 言 是 好 手 因 手 得 畫 故 名 好 手 取 名 
T30n1569_001:0170a19	著。著福報惡先已說。行名將人常行生	著 著 福 報 惡 先 已 說 行 名 將 人 常 行 生 
T30n1569_001:0170a20	死中。外曰。何等是不行法。內曰。俱捨(修妬路)俱	死 中 外 曰 何 等 是 不 行 法 內 曰 俱 捨 修 妬 路 俱 
T30n1569_001:0170a21	名福報罪報。捨名心不著。心不著福不	名 福 報 罪 報 捨 名 心 不 著 心 不 著 福 不 
T30n1569_001:0170a22	復往來五道。是名不行法。外曰。福不應捨。	復 往 來 五 道 是 名 不 行 法 外 曰 福 不 應 捨 
T30n1569_001:0170a23	以果報妙故。亦不說因緣故(修妬路)。諸福果報	以 果 報 妙 故 亦 不 說 因 緣 故 修 妬 路 諸 福 果 報 
T30n1569_001:0170a24	妙。一切眾生常求妙果。云何可捨。又如佛	妙 一 切 眾 生 常 求 妙 果 云 何 可 捨 又 如 佛 
T30n1569_001:0170a25	言。諸比丘。於福莫畏。汝今又不說因緣。是	言 諸 比 丘 於 福 莫 畏 汝 今 又 不 說 因 緣 是 
T30n1569_001:0170a26	故不應捨福。內曰。福滅時苦(修妬路)。福名福	故 不 應 捨 福 內 曰 福 滅 時 苦 修 妬 路 福 名 福 
T30n1569_001:0170a27	報。滅名失壞。福報滅時。離所樂事。生大憂	報 滅 名 失 壞 福 報 滅 時 離 所 樂 事 生 大 憂 
T30n1569_001:0170a28	苦。如佛說。樂受生時樂。住時樂。滅時苦。是	苦 如 佛 說 樂 受 生 時 樂 住 時 樂 滅 時 苦 是 
T30n1569_001:0170a29	故應捨福。又如佛言於福莫畏者。助道	故 應 捨 福 又 如 佛 言 於 福 莫 畏 者 助 道 
T30n1569_001:0170b01	應行故。如佛說。福尚應捨。何況罪。外曰。罪	應 行 故 如 佛 說 福 尚 應 捨 何 況 罪 外 曰 罪 
T30n1569_001:0170b02	福相違故。汝言福滅時苦者。罪生住時應	福 相 違 故 汝 言 福 滅 時 苦 者 罪 生 住 時 應 
T30n1569_001:0170b03	樂。內曰。罪住時苦(修妬路)。罪名罪報。罪報生	樂 內 曰 罪 住 時 苦 修 妬 路 罪 名 罪 報 罪 報 生 
T30n1569_001:0170b04	時苦。何況住時。如佛說。苦受生時苦。住時	時 苦 何 況 住 時 如 佛 說 苦 受 生 時 苦 住 時 
T30n1569_001:0170b05	苦。滅時樂。汝言罪福相違故。罪生時應樂	苦 滅 時 樂 汝 言 罪 福 相 違 故 罪 生 時 應 樂 
T30n1569_001:0170b06	者。今當答汝何不言福罪相違故。罪滅時	者 今 當 答 汝 何 不 言 福 罪 相 違 故 罪 滅 時 
T30n1569_001:0170b07	樂。生住時苦。外曰。常福無捨因緣故不應	樂 生 住 時 苦 外 曰 常 福 無 捨 因 緣 故 不 應 
T30n1569_001:0170b08	捨(修妬路)。汝說捨福因緣滅時苦。今常福報	捨 修 妬 路 汝 說 捨 福 因 緣 滅 時 苦 今 常 福 報 
T30n1569_001:0170b09	中。無滅苦故不應捨。如經說。能作馬祀。	中 無 滅 苦 故 不 應 捨 如 經 說 能 作 馬 祀 
T30n1569_001:0170b10	是人度衰老死。福報常生處常。是福不應	是 人 度 衰 老 死 福 報 常 生 處 常 是 福 不 應 
T30n1569_001:0170b11	捨。內曰。福應捨。二相故(修妬路)。是福有二相。	捨 內 曰 福 應 捨 二 相 故 修 妬 路 是 福 有 二 相 
T30n1569_001:0170b12	能與樂。能與苦。如雜毒飯食時。美欲消時	能 與 樂 能 與 苦 如 雜 毒 飯 食 時 美 欲 消 時 
T30n1569_001:0170b13	苦。福亦如是。復次有福報是樂因。多受則	苦 福 亦 如 是 復 次 有 福 報 是 樂 因 多 受 則 
T30n1569_001:0170b14	苦因。譬如近火。止寒則樂。轉近燒身則苦。	苦 因 譬 如 近 火 止 寒 則 樂 轉 近 燒 身 則 苦 
T30n1569_001:0170b15	是故福二相。二相故無常。是以應捨。又汝	是 故 福 二 相 二 相 故 無 常 是 以 應 捨 又 汝 
T30n1569_001:0170b16	言馬祀福報常者。但有言說。無因緣故	言 馬 祀 福 報 常 者 但有言說 無 因 緣 故 
T30n1569_001:0170b17	(修妬路)。馬祀福報實無常。何以故。馬祀業因緣	 修 妬 路 馬 祀 福 報 實 無 常 何 以 故 馬 祀 業 因 緣 
T30n1569_001:0170b18	有量故世間因若有量。果亦有量。如泥團	有 量 故 世 間 因 若 有 量 果 亦 有 量 如 泥 團 
T30n1569_001:0170b19	小。瓶亦小。是故馬祀業有量故無常。復次聞	小 瓶 亦 小 是 故 馬 祀 業 有 量 故 無 常 復 次 聞 
T30n1569_001:0170b20	汝天有瞋恚。共鬪相惱故不應常。又汝馬	汝 天 有 瞋 恚 共 鬪 相 惱 故 不 應 常 又 汝 馬 
T30n1569_001:0170b21	祀等業。從因緣生故皆無常。復次有漏淨福	祀 等 業 從因緣生 故 皆 無 常 復 次 有 漏 淨 福 
T30n1569_001:0170b22	無常故尚應捨。何況雜罪福(修妬路)。如馬祀業	無 常 故 尚 應 捨 何 況 雜 罪 福 修 妬 路 如 馬 祀 業 
T30n1569_001:0170b23	中。有殺等罪故。復次如僧佉經言。祀法不	中 有 殺 等 罪 故 復 次 如 僧 佉 經 言 祀 法 不 
T30n1569_001:0170b24	淨．無常．勝負相故。是以應捨。外曰。若捨福	淨 無 常 勝 負 相 故 是 以 應 捨 外 曰 若 捨 福 
T30n1569_001:0170b25	不應作(修妬路)。若福必捨。本不應作。何有智	不 應 作 修 妬 路 若 福 必 捨 本 不 應 作 何 有 智 
T30n1569_001:0170b26	人空為苦事。譬如陶家作器還破。內曰。生	人 空 為 苦 事 譬 如 陶 家 作 器 還 破 內 曰 生 
T30n1569_001:0170b27	道次第法。如垢衣浣染(修妬路)。如垢衣先浣	道 次 第 法 如 垢 衣 浣 染 修 妬 路 如 垢 衣 先 浣 
T30n1569_001:0170b28	後淨乃染浣淨不虛也。所以者何。染法次第	後 淨 乃 染 浣 淨 不 虛 也 所以者何 染 法 次 第 
T30n1569_001:0170b29	故。以垢衣不受染故。如是先除罪垢。次	故 以 垢 衣 不 受 染 故 如 是 先 除 罪 垢 次 
T30n1569_001:0170c01	以福德熏心。然後受涅槃道染。外曰。捨	以 福 德 熏 心 然 後 受 涅 槃 道 染 外 曰 捨 
T30n1569_001:0170c02	福依何等(修妬路)。依福捨惡。依何捨福。內	福 依 何 等 修 妬 路 依 福 捨 惡 依 何 捨 福 內 
T30n1569_001:0170c03	曰。無相最上(修妬路)。取福人天中生。取罪三惡	曰 無 相 最 上 修 妬 路 取 福 人 天 中 生 取 罪 三 惡 
T30n1569_001:0170c04	道生。是故無相智慧最第一。無相名一切相	道 生 是 故 無 相 智 慧 最 第 一 無 相 名 一 切 相 
T30n1569_001:0170c05	不憶念。離一切受。過去未來現在法心無所	不 憶 念 離 一 切 受 過去未來現在 法 心 無 所 
T30n1569_001:0170c06	著。一切法自性無故。則無所依。是名無相。	著 一 切 法 自 性 無 故 則 無 所 依 是 名 無 相 
T30n1569_001:0170c07	以是方便故能捨福。何以故。除三種解脫	以 是 方 便 故 能 捨 福 何 以 故 除 三 種 解 脫 
T30n1569_001:0170c08	門。第一利不可得。如佛語諸比丘。若有人	門 第 一 利 不 可 得 如 佛 語 諸 比 丘 若 有 人 
T30n1569_001:0170c09	言我不用空無相無作。欲得若知若見。無	言 我 不 用 空 無 相 無 作 欲 得 若 知 若 見 無 
T30n1569_001:0170c10	增上慢者。是人空言無實。	增上慢者 是 人 空 言 無 實 
T30n1569_001:0170c11	破神品第二	破 神 品 第 二 
T30n1569_001:0170c12	外曰。不應言一切法空無相。神等諸法有	外 曰 不 應 言 一切法空 無 相 神 等 諸 法 有 
T30n1569_001:0170c13	故(修妬路)。迦毘羅。優樓迦等言。神及諸法有。迦	故 修 妬 路 迦 毘 羅 優 樓 迦 等 言 神 及 諸 法 有 迦 
T30n1569_001:0170c14	毘羅言。從冥初生覺。從覺生我心。從我	毘 羅 言 從 冥 初 生 覺 從 覺 生 我 心 從 我 
T30n1569_001:0170c15	心。生五微塵。從五微塵生五大。從五大	心 生 五 微 塵 從 五 微 塵 生 五 大 從 五 大 
T30n1569_001:0170c16	生十一根。神為主常。覺相。處中。常住不壞	生 十 一 根 神 為 主 常 覺 相 處 中 常 住 不 壞 
T30n1569_001:0170c17	不敗。攝受諸法。能知此二十五諦。即得解	不 敗 攝 受 諸 法 能 知 此 二十五諦 即 得 解 
T30n1569_001:0170c18	脫。不知此者。不離生死。優樓迦言。實有	脫 不 知 此 者 不 離 生 死 優 樓 迦 言 實 有 
T30n1569_001:0170c19	神常。以出入息視眴壽命等相故。則知有	神 常 以 出 入 息 視 眴 壽 命 等 相 故 則 知 有 
T30n1569_001:0170c20	神。復次以欲恚苦樂智慧等所依處故。則	神 復 次 以 欲 恚 苦 樂 智 慧 等 所 依 處 故 則 
T30n1569_001:0170c21	知有神。是故神是實有。云何言無。若有而	知 有 神 是 故 神 是 實 有 云 何 言 無 若 有 而 
T30n1569_001:0170c22	言無。則為惡邪人。惡邪人無解脫。是故不	言 無 則 為 惡 邪 人 惡 邪 人 無 解 脫 是 故 不 
T30n1569_001:0170c23	應言一切法空無相。內曰。若有神而言無。	應 言 一切法空 無 相 內 曰 若 有 神 而 言 無 
T30n1569_001:0170c24	是為惡邪。若無而言無。此有何過。諦觀察	是 為 惡 邪 若 無 而 言 無 此 有 何 過 諦 觀 察 
T30n1569_001:0170c25	之。實無有神。外曰。實有神。如僧佉經中	之 實 無 有 神 外 曰 實 有 神 如 僧 佉 經 中 
T30n1569_001:0170c26	說。覺相是神。內曰。神覺為一耶。為異耶。	說 覺 相 是 神 內 曰 神 覺 為 一 耶 為 異 耶 
T30n1569_001:0170c27	外曰。神覺一也。內曰。覺若神相。神無常	外 曰 神 覺 一 也 內 曰 覺 若 神 相 神 無 常 
T30n1569_001:0170c28	(修妬路)。若覺是神相者。覺無常故。神應無常。譬	 修 妬 路 若 覺 是 神 相 者 覺 無 常 故 神 應 無 常 譬 
T30n1569_001:0170c29	如熱是火相。熱無常故。火亦無常。今覺實無	如 熱 是 火 相 熱 無 常 故 火 亦 無 常 今 覺 實 無 
T30n1569_001:0171a01	常。所以者何。相各異故。屬因緣故。本無今	常 所以者何 相 各 異 故 屬 因 緣 故 本 無 今 
T30n1569_001:0171a02	有故。已有還無故。外曰。不生故常(修妬路)。生相	有 故 已 有 還 無 故 外 曰 不 生 故 常 修 妬 路 生 相 
T30n1569_001:0171a03	法無常。神非生相故常。內曰。若爾覺非神	法 無 常 神 非 生 相 故 常 內 曰 若 爾 覺 非 神 
T30n1569_001:0171a04	相(修妬路)。覺是無常。汝說神常。神應與覺異。	相 修 妬 路 覺 是 無 常 汝 說 神 常 神 應 與 覺 異 
T30n1569_001:0171a05	若神覺不異者。覺無常故。神亦應無常。復	若 神 覺 不 異 者 覺 無 常 故 神 亦 應 無 常 復 
T30n1569_001:0171a06	次若覺是神相。無有是處。所以者何。覺行	次 若 覺 是 神 相 無 有 是 處 所以者何 覺 行 
T30n1569_001:0171a07	一處故(修妬路)。若覺是神相者。汝法中神遍一	一 處 故 修 妬 路 若 覺 是 神 相 者 汝 法 中 神 遍 一 
T30n1569_001:0171a08	切處。覺亦應一時遍行五道。而覺行一處	切 處 覺 亦 應 一 時 遍 行 五 道 而 覺 行 一 處 
T30n1569_001:0171a09	不能周遍。是故覺非神相。復次若爾神與	不 能 周 遍 是 故 覺 非 神 相 復 次 若 爾 神 與 
T30n1569_001:0171a10	覺等(修妬路)。汝以覺為神相者。神應與覺等。	覺 等 修 妬 路 汝 以 覺 為 神 相 者 神 應 與 覺 等 
T30n1569_001:0171a11	神則不遍。譬如火無熱不熱相。神亦如是。	神 則 不 遍 譬 如 火 無 熱 不 熱 相 神 亦 如 是 
T30n1569_001:0171a12	不應有遍不遍相。復次若以為遍。則有覺	不 應 有 遍 不 遍 相 復 次 若 以 為 遍 則 有 覺 
T30n1569_001:0171a13	不覺相(修妬路)。汝欲令神遍。神則二相。覺不覺	不 覺 相 修 妬 路 汝 欲 令 神 遍 神 則 二 相 覺 不 覺 
T30n1569_001:0171a14	相。何以故。覺不遍故。神若墮覺處是則覺。	相 何 以 故 覺 不 遍 故 神 若 墮 覺 處 是 則 覺 
T30n1569_001:0171a15	若墮不覺處是則不覺。外曰。力遍故無過	若 墮 不 覺 處 是 則 不 覺 外 曰 力 遍 故 無 過 
T30n1569_001:0171a16	(修妬路)。有處覺雖無用。此中亦有覺力。是故無	 修 妬 路 有 處 覺 雖 無 用 此 中 亦 有 覺 力 是 故 無 
T30n1569_001:0171a17	無覺過。內曰。不然。力有力不異故(修妬路)。若有	無 覺 過 內 曰 不 然 力 有 力 不 異 故 修 妬 路 若 有 
T30n1569_001:0171a18	覺力處是中覺應有用而無用。是故汝語	覺 力 處 是 中 覺 應 有 用 而 無 用 是 故 汝 語 
T30n1569_001:0171a19	非也。若如是說。覺無用處。亦有覺力者。但	非 也 若 如 是 說 覺 無 用 處 亦 有 覺 力 者 但 
T30n1569_001:0171a20	有是語。外曰。因緣合故。覺力有用(修妬路)。神雖	有 是 語 外 曰 因 緣 合 故 覺 力 有 用 修 妬 路 神 雖 
T30n1569_001:0171a21	有覺力。要待因緣合故。乃能有用。內曰。	有 覺 力 要 待 因 緣 合 故 乃 能 有 用 內 曰 
T30n1569_001:0171a22	墮生相故(修妬路)。若因緣合時覺有用者。是覺	墮 生 相 故 修 妬 路 若 因 緣 合 時 覺 有 用 者 是 覺 
T30n1569_001:0171a23	屬因緣故。則墮生相。若覺神不異。神亦	屬 因 緣 故 則 墮 生 相 若 覺 神 不 異 神 亦 
T30n1569_001:0171a24	是生相。外曰。如燈(修妬路)。譬如燈能照物不	是 生 相 外 曰 如 燈 修 妬 路 譬 如 燈 能 照 物 不 
T30n1569_001:0171a25	能作物。因緣亦如是。能令覺有用。不能	能 作 物 因 緣 亦 如 是 能 令 覺 有 用 不 能 
T30n1569_001:0171a26	生覺。內曰。不然。燈雖不照瓶等。而瓶等	生 覺 內 曰 不 然 燈 雖 不 照 瓶 等 而 瓶 等 
T30n1569_001:0171a27	可得。亦可持用。若因緣不合時。覺不可	可 得 亦 可 持 用 若 因 緣 不 合 時 覺 不 可 
T30n1569_001:0171a28	得。神亦不能覺苦樂。是故汝喻非也。外曰。	得 神 亦 不 能 覺 苦 樂 是 故 汝 喻 非 也 外 曰 
T30n1569_001:0171a29	如色(修妬路)。譬如色。雖先有燈。不照則不了。	如 色 修 妬 路 譬 如 色 雖 先 有 燈 不 照 則 不 了 
T30n1569_001:0171b01	如是覺雖先有。因緣未合故亦不了。內曰。	如 是 覺 雖 先 有 因 緣 未 合 故 亦 不 了 內 曰 
T30n1569_001:0171b02	不然。自相不了故(修妬路)。若未有照。人雖不	不 然 自 相 不 了 故 修 妬 路 若 未 有 照 人 雖 不 
T30n1569_001:0171b03	了色相自了。汝覺相自不了。是故汝喻非	了 色 相 自 了 汝 覺 相 自 不 了 是 故 汝 喻 非 
T30n1569_001:0171b04	也。復次以無相故。色相不以人知故為色	也 復 次 以 無 相 故 色 相 不 以 人 知 故 為 色 
T30n1569_001:0171b05	相。是故若不見時常有色。汝知是神相。不	相 是 故 若 不 見 時 常 有 色 汝 知 是 神 相 不 
T30n1569_001:0171b06	應以無知處為知。無知處為知。是事不	應 以 無 知 處 為 知 無 知 處 為 知 是 事 不 
T30n1569_001:0171b07	然。汝法中知覺一義。外曰。優樓迦弟子。誦	然 汝 法 中 知 覺 一 義 外 曰 優 樓 迦 弟 子 誦 
T30n1569_001:0171b08	衛世師經。言知與神異。是故神不墮無常	衛 世 師 經 言 知 與 神 異 是 故 神 不 墮 無 常 
T30n1569_001:0171b09	中。亦不無知。何以故。神知合故。如有牛	中 亦 不 無 知 何 以 故 神 知 合 故 如 有 牛 
T30n1569_001:0171b10	(修妬路)。譬如人與牛合故人名有牛。如是神情	 修 妬 路 譬 如 人 與 牛 合 故 人 名 有 牛 如 是 神 情 
T30n1569_001:0171b11	意塵合故。神有知生。以神合知故。神名有	意 塵 合 故 神 有 知 生 以 神 合 知 故 神 名 有 
