X62n1197_001:0577c05	蓮宗必讀	蓮 宗 必 讀 
X62n1197_001:0580a03	要解云。此經是無問自說。徹底大慈之所加持。能	要 解 云 此 經 是 無 問 自 說 徹 底 大 慈 之 所 加 持 能 
X62n1197_001:0580a04	分末法多障有情。依斯徑登不退。故當來經法滅	分 末 法 多 障 有 情 依 斯 徑 登 不 退 故 當 來 經 法 滅 
X62n1197_001:0580a05	盡。特留此經住世百年。廣度含識。阿伽陀藥。萬病	盡 特 留 此 經 住 世 百 年 廣 度 含 識 阿伽陀藥 萬 病 
X62n1197_001:0580a06	總持。絕待圓融。不可思議。華嚴奧藏。法華祕髓。一	總 持 絕 待 圓 融 不可思議 華 嚴 奧 藏 法 華 祕 髓 一 
X62n1197_001:0580a07	切諸佛之心要。菩薩萬行之司南。皆不出於此矣。	切 諸 佛 之 心 要 菩 薩 萬 行 之 司 南 皆 不 出 於 此 矣 
X62n1197_001:0580a08	佛說無量壽經(四十八願)	佛 說 無 量 壽 經 四 十 八 願 
X62n1197_001:0580a09	曹魏康僧鎧譯	曹 魏 康 僧 鎧 譯 
X62n1197_001:0580a10	佛告阿難。過去久遠無央數劫。世自在王佛。興出於	佛 告 阿 難 過去久遠 無央數劫 世 自 在 王 佛 興 出 於 
X62n1197_001:0580a11	世。時有國王。聞佛說法。心懷悅豫。尋發無上正真道	世 時 有 國 王 聞 佛 說 法 心 懷 悅 豫 尋 發 無 上 正 真 道 
X62n1197_001:0580a12	意。棄國捐王。行作沙門。號曰法藏。詣彼佛所。稽首禮	意 棄 國 捐 王 行 作 沙 門 號 曰 法 藏 詣 彼 佛 所 稽 首 禮 
X62n1197_001:0580a13	足。遶佛三帀。合掌而住。白佛言世尊。唯垂聽察。如我	足 遶 佛 三 帀 合 掌 而 住 白 佛 言 世 尊 唯垂聽察 如 我 
X62n1197_001:0580a14	所願。當具說之。第一願。設我得佛。國有地獄餓鬼畜	所 願 當 具 說 之 第 一 願 設 我 得 佛 國 有 地 獄 餓 鬼 畜 
X62n1197_001:0580a15	生者。不取正覺。第二願。設我得佛。國中天人。壽終之	生 者 不取正覺 第 二 願 設 我 得 佛 國 中 天 人 壽 終 之 
X62n1197_001:0580a16	後。復更三惡道者。不取正覺。第三願。設我得佛。國中	後 復 更 三 惡 道 者 不取正覺 第 三 願 設 我 得 佛 國 中 
X62n1197_001:0580a17	天人。不悉真金色者。不取正覺。第四願。設我得佛。國	天 人 不 悉 真 金 色 者 不取正覺 第 四 願 設 我 得 佛 國 
X62n1197_001:0580a18	中天人。形色不同有好醜者。不取正覺。第五願。設我	中 天 人 形色不同 有 好 醜 者 不取正覺 第 五 願 設 我 
X62n1197_001:0580a19	得佛。國中天人。不識宿命。下至知百千億那由他諸	得 佛 國 中 天 人 不 識 宿 命 下 至 知 百 千 億 那 由 他 諸 
X62n1197_001:0580a20	劫事者。不取正覺。第六願。設我得佛。國中天人。不得	劫 事 者 不取正覺 第 六 願 設 我 得 佛 國 中 天 人 不 得 
X62n1197_001:0580a21	天眼。下至見百千億那由他諸佛國者。不取正覺。第	天 眼 下 至 見 百 千 億 那 由 他 諸 佛 國 者 不取正覺 第 
X62n1197_001:0580a22	七願。設我得佛。國中天人。不得天耳。下至聞百千億	七 願 設 我 得 佛 國 中 天 人 不 得 天 耳 下 至 聞 百 千 億 
X62n1197_001:0580a23	那由他諸佛所說。不得受持者。不取正覺。第八願。設	那 由 他 諸佛所說 不 得 受 持 者 不取正覺 第 八 願 設 
X62n1197_001:0580a24	我得佛。國中天人。不得見他心智。下至知百千億那	我 得 佛 國 中 天 人 不 得 見 他 心 智 下 至 知 百 千 億 那 
X62n1197_001:0580b01	由他諸佛國中眾生心念者。不取正覺。第九願。設我	由 他 諸 佛 國 中 眾 生 心 念 者 不取正覺 第 九 願 設 我 
X62n1197_001:0580b02	得佛。國中天人。不得神足。於一念頃。下至不能超過	得 佛 國 中 天 人 不 得 神 足 於 一 念 頃 下 至 不能超過 
X62n1197_001:0580b03	百千億那由他諸佛國者。不取正覺。第十願。設我得	百 千 億 那 由 他 諸 佛 國 者 不取正覺 第 十 願 設 我 得 
X62n1197_001:0580b04	佛。國中天人。若起想念貪計身者。不取正覺。第十一	佛 國 中 天 人 若 起 想 念 貪 計 身 者 不取正覺 第 十 一 
X62n1197_001:0580b05	願。設我得佛。國中天人。不住定聚。必至滅度者。不取	願 設 我 得 佛 國 中 天 人 不 住 定 聚 必 至 滅 度 者 不 取 
X62n1197_001:0580b06	正覺。第十二願。設我得佛。光明有限量。下至不照百	正 覺 第 十 二 願 設 我 得 佛 光 明 有 限 量 下 至 不 照 百 
X62n1197_001:0580b07	千億那由他諸佛國者。不取正覺。第十三願。設我得	千 億 那 由 他 諸 佛 國 者 不取正覺 第 十 三 願 設 我 得 
X62n1197_001:0580b08	佛。壽命有限量。下至百千億那由他劫者。不取正覺。	佛 壽 命 有 限 量 下 至 百 千 億 那 由 他 劫 者 不取正覺 
X62n1197_001:0580b09	第十四願。設我得佛。國中聲聞。有能計量。乃至三千	第 十 四 願 設 我 得 佛 國 中 聲 聞 有 能 計 量 乃 至 三 千 
X62n1197_001:0580b10	大千世界眾生悉成緣覺。於百千劫。悉共計較。知其	大千世界 眾 生 悉 成 緣 覺 於 百 千 劫 悉 共 計 較 知 其 
X62n1197_001:0580b11	數者。不取正覺。第十五願。設我得佛。國中天人。壽命	數 者 不取正覺 第 十 五 願 設 我 得 佛 國 中 天 人 壽 命 
X62n1197_001:0580b12	無能限量。除其本願。修短自在。若不爾者。不取正覺。	無 能 限 量 除 其 本 願 修 短 自 在 若 不 爾 者 不取正覺 
X62n1197_001:0580b13	第十六願。設我得佛。國中天人。乃至聞有不善名者。	第 十 六 願 設 我 得 佛 國 中 天 人 乃 至 聞 有 不 善 名 者 
X62n1197_001:0580b14	不取正覺。第十七願。設我得佛。十方世界無量諸佛。	不取正覺 第 十 七 願 設 我 得 佛 十方世界 無 量 諸 佛 
X62n1197_001:0580b15	不悉咨嗟稱我名者。不取正覺。第十八願。設我得佛。	不 悉 咨 嗟 稱 我 名 者 不取正覺 第 十 八 願 設 我 得 佛 
X62n1197_001:0580b16	十方眾生。至心信樂。欲生我國。乃至十念。若不生者。	十 方 眾 生 至 心 信 樂 欲 生 我 國 乃 至 十 念 若 不 生 者 
X62n1197_001:0580b17	不取正覺。唯除五逆。誹謗正法。第十九願。設我得佛。	不取正覺 唯 除 五 逆 誹謗正法 第 十 九 願 設 我 得 佛 
X62n1197_001:0580b18	十方眾生。發菩提心。修諸功德。至心發願。欲生我國。	十 方 眾 生 發菩提心 修諸功德 至 心 發 願 欲 生 我 國 
X62n1197_001:0580b19	臨壽終時。假令不與大眾圍繞現其人前者。不取正	臨壽終時 假 令 不 與 大 眾 圍 繞 現其人前 者 不 取 正 
X62n1197_001:0580b20	覺。第二十願。設我得佛。十方眾生。聞我名號。繫念我	覺 第 二 十 願 設 我 得 佛 十 方 眾 生 聞 我 名 號 繫 念 我 
X62n1197_001:0580b21	國。植種德本。至心迴向。欲生我國。不果遂者。不取正	國 植 種 德 本 至 心 迴 向 欲 生 我 國 不 果 遂 者 不 取 正 
X62n1197_001:0580b22	覺。第二十一願。設我得佛。國中天人。不悉成滿三十	覺 第 二 十 一 願 設 我 得 佛 國 中 天 人 不 悉 成 滿 三 十 
X62n1197_001:0580b23	二大人相者。不取正覺。第二十二願。設我得佛。他方	二 大 人 相 者 不取正覺 第 二 十 二 願 設 我 得 佛 他 方 
X62n1197_001:0580b24	佛土。諸菩薩眾。來生我國。究竟必至一生補處。除其	佛 土 諸 菩 薩 眾 來 生 我 國 究 竟 必 至 一生補處 除 其 
X62n1197_001:0580c01	本願自在所化。為眾生故。被弘誓鎧。積累德本。度脫	本 願 自 在 所 化 為 眾 生 故 被弘誓鎧 積累德本 度 脫 
X62n1197_001:0580c02	一切。遊諸佛國。修菩薩行。供養十方諸佛如來。開化	一 切 遊 諸 佛 國 修菩薩行 供 養 十方諸佛 如 來 開 化 
X62n1197_001:0580c03	恒沙無量眾生。使立無上正真之道。超出常倫諸地	恒 沙 無 量 眾 生 使 立 無 上 正 真 之 道 超 出 常 倫 諸 地 
X62n1197_001:0580c04	之行。現前修習普賢之德。若不爾者。不取正覺。第二	之 行 現 前 修 習 普賢之德 若 不 爾 者 不取正覺 第 二 
X62n1197_001:0580c05	十三願。設我得佛。國中菩薩承佛神力。供養諸佛。一	十 三 願 設 我 得 佛 國 中 菩 薩 承佛神力 供 養 諸 佛 一 
X62n1197_001:0580c06	食之頃。不能遍至無數無量億那由他諸佛國者。不	食 之 頃 不 能 遍 至 無 數 無 量 億 那 由 他 諸 佛 國 者 不 
X62n1197_001:0580c07	取正覺。第二十四願。設我得佛。國中菩薩。在諸佛前	取 正 覺 第 二 十 四 願 設 我 得 佛 國 中 菩 薩 在 諸 佛 前 
X62n1197_001:0580c08	現其德本。諸所求欲供養之具。若不如意者。不取正	現 其 德 本 諸 所 求 欲 供養之具 若 不 如 意 者 不 取 正 
X62n1197_001:0580c09	覺。第二十五願。設我得佛。國中菩薩。不能演說一切	覺 第 二 十 五 願 設 我 得 佛 國 中 菩 薩 不 能 演 說 一 切 
X62n1197_001:0580c10	智者。不取正覺。第二十六願。設我得佛。國中菩薩。不	智 者 不取正覺 第 二 十 六 願 設 我 得 佛 國 中 菩 薩 不 
X62n1197_001:0580c11	得金剛那羅延身者。不取正覺。第二十七願。設我得	得 金 剛 那 羅 延 身 者 不取正覺 第 二 十 七 願 設 我 得 
X62n1197_001:0580c12	佛。國中天人。一切萬物。嚴淨光麗。形色殊特。窮微極	佛 國 中 天 人 一 切 萬 物 嚴 淨 光 麗 形 色 殊 特 窮 微 極 
X62n1197_001:0580c13	妙。無能稱量。其諸眾生乃至逮得天眼。有能明了辨	妙 無 能 稱 量 其 諸 眾 生 乃 至 逮 得 天 眼 有 能 明 了 辨 
X62n1197_001:0580c14	其名數者。不取正覺。第二十八願。設我得佛。國中菩	其 名 數 者 不取正覺 第 二 十 八 願 設 我 得 佛 國 中 菩 
X62n1197_001:0580c15	薩。乃至少功德者。不能知見其道場樹無量光色。高	薩 乃 至 少 功 德 者 不 能 知 見 其 道 場 樹 無 量 光 色 高 
X62n1197_001:0580c16	四百萬里者。不取正覺。第二十九願。設我得佛。國中	四 百 萬 里 者 不取正覺 第 二 十 九 願 設 我 得 佛 國 中 
X62n1197_001:0580c17	菩薩。若受讀經法。諷誦持說。而不得辯才智慧者。不	菩 薩 若 受 讀 經 法 諷 誦 持 說 而 不 得 辯 才 智 慧 者 不 
X62n1197_001:0580c18	取正覺。第三十願。設我得佛。國中菩薩。智慧辯才若	取 正 覺 第 三 十 願 設 我 得 佛 國 中 菩 薩 智 慧 辯 才 若 
X62n1197_001:0580c19	可限量者。不取正覺。第三十一願。設我得佛。國土清	可 限 量 者 不取正覺 第 三 十 一 願 設 我 得 佛 國 土 清 
X62n1197_001:0580c20	淨。皆悉照見十方一切無量無數不可思議諸佛世	淨 皆 悉 照 見 十 方 一 切 無量無數 不可思議 諸 佛 世 
X62n1197_001:0580c21	界。猶如明鏡覩其面像。若不爾者。不取正覺。第三十	界 猶 如 明 鏡 覩 其 面 像 若 不 爾 者 不取正覺 第 三 十 
X62n1197_001:0580c22	二願。設我得佛。自地以上至於虗空。宮殿樓觀。池流	二 願 設 我 得 佛 自 地 以 上 至 於 虗 空 宮 殿 樓 觀 池 流 
X62n1197_001:0580c23	華樹。國土所有一切萬物。皆以無量雜寶。百千種香。	華 樹 國 土 所有一切 萬 物 皆 以 無 量 雜 寶 百 千 種 香 
X62n1197_001:0580c24	而共合成。嚴飾奇妙。超諸天人。其香普熏十方世界。	而 共 合 成 嚴 飾 奇 妙 超 諸 天 人 其 香 普 熏 十方世界 
X62n1197_001:0581a01	菩薩聞者皆修佛行。若不如是。不取正覺。第三十三	菩 薩 聞 者 皆 修 佛 行 若 不 如 是 不取正覺 第 三 十 三 
X62n1197_001:0581a02	願。設我得佛。十方無量不可思議諸佛世界眾生之	願 設 我 得 佛 十 方 無 量 不可思議 諸 佛 世 界 眾 生 之 
X62n1197_001:0581a03	類。蒙我光明。觸其身者。身心柔輭。超過天人。若不爾	類 蒙 我 光 明 觸 其 身 者 身 心 柔 輭 超 過 天 人 若 不 爾 
X62n1197_001:0581a04	者。不取正覺。第三十四願。設我得佛。十方無量不可	者 不取正覺 第 三 十 四 願 設 我 得 佛 十 方 無 量 不 可 
X62n1197_001:0581a05	思議諸佛世界眾生之類。聞我名字。不得菩薩無生	思 議 諸 佛 世 界 眾 生 之 類 聞 我 名 字 不 得 菩 薩 無 生 
X62n1197_001:0581a06	法忍諸深總持者。不取正覺。第三十五願。設我得佛。	法 忍 諸 深 總 持 者 不取正覺 第 三 十 五 願 設 我 得 佛 
X62n1197_001:0581a07	十方無量不可思議諸佛世界。其有女人聞我名字。	十 方 無 量 不可思議 諸 佛 世 界 其 有 女 人 聞 我 名 字 
X62n1197_001:0581a08	歡喜信樂發菩提心。厭惡女身。壽終之後復為女像	歡 喜 信 樂 發菩提心 厭 惡 女 身 壽終之後 復 為 女 像 
X62n1197_001:0581a09	者。不取正覺。第三十六願。設我得佛。十方無量不可	者 不取正覺 第 三 十 六 願 設 我 得 佛 十 方 無 量 不 可 
X62n1197_001:0581a10	思議諸佛世界諸菩薩眾。聞我名字。壽終之後常修	思 議 諸 佛 世 界 諸 菩 薩 眾 聞 我 名 字 壽終之後 常 修 
X62n1197_001:0581a11	梵行。至成佛道。若不爾者。不取正覺。第三十七願。設	梵 行 至成佛道 若 不 爾 者 不取正覺 第 三 十 七 願 設 
X62n1197_001:0581a12	我得佛。十方無量不可思議諸佛世界諸天人民。聞	我 得 佛 十 方 無 量 不可思議 諸 佛 世 界 諸 天 人 民 聞 
X62n1197_001:0581a13	我名字。五體投地。稽首作禮。歡喜信樂。修菩薩行。諸	我 名 字 五體投地 稽 首 作 禮 歡 喜 信 樂 修菩薩行 諸 
X62n1197_001:0581a14	天世人。莫不致敬。若不爾者。不取正覺。第三十八願。	天 世 人 莫 不 致 敬 若 不 爾 者 不取正覺 第 三 十 八 願 
X62n1197_001:0581a15	設我得佛。國中天人。欲得衣服。隨念即至。如佛所讚	設 我 得 佛 國 中 天 人 欲 得 衣 服 隨 念 即 至 如 佛 所 讚 
X62n1197_001:0581a16	應法妙服。自然在身。有求裁縫擣染浣濯者。不取正	應 法 妙 服 自 然 在 身 有 求 裁 縫 擣 染 浣 濯 者 不 取 正 
X62n1197_001:0581a17	覺。第三十九願。設我得佛。國中天人。所受快樂。不如	覺 第 三 十 九 願 設 我 得 佛 國 中 天 人 所 受 快 樂 不 如 
X62n1197_001:0581a18	漏盡比丘者。不取正覺。第四十願。設我得佛。國中菩	漏 盡 比 丘 者 不取正覺 第 四 十 願 設 我 得 佛 國 中 菩 
X62n1197_001:0581a19	薩。隨意欲見十方無量嚴淨佛土。應時如願。於寶樹	薩 隨 意 欲 見 十 方 無 量 嚴淨佛土 應 時 如 願 於 寶 樹 
X62n1197_001:0581a20	中皆悉照見。猶如明鏡覩見其面像。若不爾者。不取	中 皆 悉 照 見 猶 如 明 鏡 覩 見 其 面 像 若 不 爾 者 不 取 
X62n1197_001:0581a21	正覺。第四十一願。設我得佛。他方國土諸菩薩眾。聞	正 覺 第 四 十 一 願 設 我 得 佛 他 方 國 土 諸 菩 薩 眾 聞 
X62n1197_001:0581a22	我名字。至於得佛。諸根缺陋不具足者。不取正覺。第	我 名 字 至 於 得 佛 諸 根 缺 陋 不具足者 不取正覺 第 
X62n1197_001:0581a23	四十二願。設我得佛。他方國土諸菩薩眾。聞我名字。	四 十 二 願 設 我 得 佛 他 方 國 土 諸 菩 薩 眾 聞 我 名 字 
X62n1197_001:0581a24	皆悉逮得清淨解脫三昧。住是三昧。一發意頃。供養	皆 悉 逮 得 清 淨 解 脫 三 昧 住 是 三 昧 一 發 意 頃 供 養 
X62n1197_001:0581b01	無量不可思議諸佛世尊。而不失定意。若不爾者。不	無 量 不可思議 諸佛世尊 而 不 失 定 意 若 不 爾 者 不 
X62n1197_001:0581b02	取正覺。第四十三願。設我得佛。他方國土諸菩薩眾。	取 正 覺 第 四 十 三 願 設 我 得 佛 他 方 國 土 諸 菩 薩 眾 
X62n1197_001:0581b03	聞我名字。壽終之後生尊貴家。若不爾者。不取正覺。	聞 我 名 字 壽終之後 生尊貴家 若 不 爾 者 不取正覺 
X62n1197_001:0581b04	第四十四願。設我得佛。他方國土諸菩薩眾。聞我名	第 四 十 四 願 設 我 得 佛 他 方 國 土 諸 菩 薩 眾 聞 我 名 
X62n1197_001:0581b05	字。歡喜踊躍。修菩薩行。具足德本。若不爾者。不取正	字 歡喜踊躍 修菩薩行 具 足 德 本 若 不 爾 者 不 取 正 
X62n1197_001:0581b06	覺。第四十五願。設我得佛。他方國土諸菩薩眾。聞我	覺 第 四 十 五 願 設 我 得 佛 他 方 國 土 諸 菩 薩 眾 聞 我 
X62n1197_001:0581b07	名字。皆悉逮得普等三昧。住是三昧。至於成佛。常見	名 字 皆 悉 逮 得 普等三昧 住 是 三 昧 至 於 成 佛 常 見 
X62n1197_001:0581b08	無量不可思議一切諸佛。若不爾者。不取正覺。第四	無 量 不可思議 一切諸佛 若 不 爾 者 不取正覺 第 四 
X62n1197_001:0581b09	十六願。設我得佛。國中菩薩。隨其志願。所欲聞法。自	十 六 願 設 我 得 佛 國 中 菩 薩 隨 其 志 願 所 欲 聞 法 自 
X62n1197_001:0581b10	然得聖。若不爾者。不取正覺。第四十七願。設我得佛。	然 得 聖 若 不 爾 者 不取正覺 第 四 十 七 願 設 我 得 佛 
X62n1197_001:0581b11	他方國土諸菩薩眾。聞我名字。不即得至不退轉者。	他 方 國 土 諸 菩 薩 眾 聞 我 名 字 不 即 得 至 不 退 轉 者 
X62n1197_001:0581b12	不取正覺。第四十八願。設我得佛。他方國土諸菩薩	不取正覺 第 四 十 八 願 設 我 得 佛 他 方 國 土 諸 菩 薩 
X62n1197_001:0581b13	眾。聞我名字。不即得至第一忍第二第三法忍。於諸	眾 聞 我 名 字 不 即 得 至 第 一 忍 第二第三 法 忍 於 諸 
X62n1197_001:0581b14	佛法。不能即得不退轉者。不取正覺。爾時法藏比丘。	佛 法 不 能 即 得不退轉 者 不取正覺 爾 時 法 藏 比 丘 
X62n1197_001:0581b15	說此願已。應時普地六種震動。天雨妙華。以散其上。	說 此 願 已 應 時 普 地 六種震動 天 雨 妙 華 以 散 其 上 
X62n1197_001:0581b16	空中讚言。決定必成無上正覺。	空 中 讚 言 決 定 必 成無上正覺 
X62n1197_001:0581b17	佛說觀無量壽佛經(九品觀章)	佛 說 觀 無 量 壽 佛 經 九 品 觀 章 
X62n1197_001:0581b18	劉宋西域三藏法師畺良耶舍譯	劉 宋 西 域 三藏法師 畺 良 耶 舍 譯 
X62n1197_001:0581b19	佛告阿難。及韋提希。若欲至心生西方者。先當觀於	佛 告 阿 難 及 韋 提 希 若 欲 至 心 生 西 方 者 先 當 觀 於 
