T85n2770_001:0355a08	維摩經疏	維 摩 經 疏 
T85n2770_001:0363b24	乘。求此之意名大乘心。有經亦言名菩提心。	乘 求 此 之 意 名 大 乘 心 有 經 亦 言 名 菩 提 心 
T85n2770_001:0363b25	皆得無傷。由是得土故名淨土得果。可知上	皆 得 無 傷 由 是 得 土 故 名 淨 土 得 果 可 知 上 
T85n2770_001:0363b26	來明其起行之心。	來 明 其 起 行 之 心 
T85n2770_001:0363b27	下次明其心所起行。於中有二。一明行體。二	下 次 明 其 心 所 起 行 於 中 有 二 一 明 行 體 二 
T85n2770_001:0363b28	三十七下行熟成道。前行體中。六度自利。四	三 十 七 下 行 熟 成 道 前 行 體 中 六 度 自 利 四 
T85n2770_001:0363b29	無量下明其利他。就自利中布施是菩薩淨	無 量 下 明 其 利 他 就 自 利 中 布 施 是 菩 薩 淨 
T85n2770_001:0363c01	土舉因。菩薩成佛時明因得果。一切能捨猶	土 舉 因 菩 薩 成 佛 時 明 因 得 果 一 切 能 捨 猶 
T85n2770_001:0363c02	是布施。由自施故感彼眾生來生其國。持戒	是 布 施 由 自 施 故 感 彼 眾 生 來 生 其 國 持 戒 
T85n2770_001:0363c03	舉因。菩薩成下明因得果。行十善道滿願眾	舉 因 菩 薩 成 下 明 因 得 果 行 十 善 道 滿 願 眾 
T85n2770_001:0363c04	生來生其國者。十善是戒行。十善道戒行具	生 來 生 其 國 者 十 善 是 戒 行 十 善 道 戒 行 具 
T85n2770_001:0363c05	也。言滿願者戒心極也。以自持戒故令十善	也 言 滿 願 者 戒 心 極 也 以 自 持 戒 故 令 十 善 
T85n2770_001:0363c06	道滿願。眾生來生其國。忍辱舉因。菩薩成	道 滿 願 眾 生 來 生 其 國 忍 辱 舉 因 菩 薩 成 
T85n2770_001:0363c07	下明因得果。經文不同。有經直言三十二相	下 明 因 得 果 經 文 不 同 有 經 直 言 三十二相 
T85n2770_001:0363c08	莊嚴眾生來生其國。此直舉果。是義云何。修	莊 嚴 眾 生 來 生 其 國 此 直 舉 果 是 義 云 何 修 
T85n2770_001:0363c09	忍離瞋得端政報。菩薩自修忍辱之行得相	忍 離 瞋 得 端 政 報 菩 薩 自 修 忍 辱 之 行 得 相 
T85n2770_001:0363c10	好果。未來還有修行忍辱得相眾生來生其	好 果 未 來 還 有 修 行 忍 辱 得 相 眾 生 來 生 其 
T85n2770_001:0363c11	國。有經說言。三十二相柔和眾生來生其	國 有 經 說 言 三十二相 柔 和 眾 生 來 生 其 
T85n2770_001:0363c12	國。此通因說。柔和猶是忍之別稱。菩薩自修	國 此 通 因 說 柔 和 猶 是 忍 之 別 稱 菩 薩 自 修 
T85n2770_001:0363c13	忍辱柔和得相好果。未來還有如是眾生來	忍 辱 柔 和 得 相 好 果 未 來 還 有 如 是 眾 生 來 
T85n2770_001:0363c14	生其國。三十二相如涅槃說。地持亦有。諸行	生 其 國 三十二相 如 涅 槃 說 地 持 亦 有 諸 行 
T85n2770_001:0363c15	皆得。且就忍論。精進舉因。菩薩成下明因得	皆 得 且 就 忍 論 精 進 舉 因 菩 薩 成 下 明 因 得 
T85n2770_001:0363c16	果。懃修一切猶是精進。禪定舉因。菩薩成	果 懃 修 一 切 猶 是 精 進 禪 定 舉 因 菩 薩 成 
T85n2770_001:0363c17	下明因得果。攝心不亂猶是禪定。智惠舉因。	下 明 因 得 果 攝 心 不 亂 猶 是 禪 定 智 惠 舉 因 
T85n2770_001:0363c18	菩薩成下明因得果。正定眾生來生國者。種	菩 薩 成 下 明 因 得 果 正 定 眾 生 來 生 國 者 種 
T85n2770_001:0363c19	性已上名正定聚。惠行成者住正定聚。住正	性 已 上 名 正 定 聚 惠 行 成 者 住 正 定 聚 住 正 
T85n2770_001:0363c20	定聚者惠行成就。由自修惠正定不退。還令	定 聚 者 惠 行 成 就 由 自 修 惠 正 定 不 退 還 令 
T85n2770_001:0363c21	如是眾生來生。下利他中。初四無量明利他	如 是 眾 生 來 生 下 利 他 中 初 四 無 量 明 利 他 
T85n2770_001:0363c22	心。第二四攝明利他行。第三方便明利他	心 第 二 四 攝 明 利 他 行 第 三 方 便 明 利 他 
T85n2770_001:0363c23	智。就利他心中四無量心是菩薩土。對果辨	智 就 利 他 心 中 四無量心 是 菩 薩 土 對 果 辨 
T85n2770_001:0363c24	因。慈悲喜捨是四無量義。如後釋。菩薩成下	因 慈 悲 喜 捨 是 四 無 量 義 如 後 釋 菩 薩 成 下 
T85n2770_001:0363c25	明因得果。愛憐名慈。惻愴曰悲。慶悅名喜。亡	明 因 得 果 愛 憐 名 慈 惻 愴 曰 悲 慶 悅 名 喜 亡 
T85n2770_001:0363c26	懷稱捨。心無存著故曰亡懷。利他行中四攝	懷 稱 捨 心 無 存 著 故 曰 亡 懷 利 他 行 中 四 攝 
T85n2770_001:0363c27	舉因。布施愛語利益同事是其四也。義如別	舉 因 布 施 愛 語 利 益 同 事 是 其 四 也 義 如 別 
T85n2770_001:0363c28	別章。此應具論。今且釋名。布施如上。因其	別 章 此 應 具 論 今 且 釋 名 布 施 如 上 因 其 
T85n2770_001:0363c29	布施錄物。初從道名布施攝。此與檀度有何	布 施 錄 物 初 從 道 名 布 施 攝 此 與 檀 度 有 何 
T85n2770_001:0364a01	差別。用同體義分。直爾與財名為檀度。因其	差 別 用 同 體 義 分 直 爾 與 財 名 為 檀 度 因 其 
T85n2770_001:0364a02	與則錄人從道名布施攝。美辭可翫名為愛	與 則 錄 人 從 道 名 布 施 攝 美 辭 可 翫 名 為 愛 
T85n2770_001:0364a03	語。因其愛言錄物從道名愛語攝。言利益者	語 因 其 愛 言 錄 物 從 道 名 愛 語 攝 言 利 益 者 
T85n2770_001:0364a04	經論之中亦名利行。通釋一物。於中別分。事	經 論 之 中 亦 名 利 行 通 釋 一 物 於 中 別 分 事 
T85n2770_001:0364a05	中饒潤名為利益。化之起道說為利行。因其	中 饒 潤 名 為 利 益 化 之 起 道 說 為 利 行 因 其 
T85n2770_001:0364a06	利行錄人道從名利益攝。言同事者。經論之	利 行 錄 人 道 從 名 利 益 攝 言 同 事 者 經 論 之 
T85n2770_001:0364a07	中亦名同事。亦名同行。亦名同利。通釋是	中 亦 名 同 事 亦 名 同 行 亦 名 同 利 通 釋 是 
T85n2770_001:0364a08	一。於中別分。事中共同名為同事。行中同修	一 於 中 別 分 事 中 共 同 名 為 同 事 行 中 同 修 
T85n2770_001:0364a09	名為同行。成德共同名為同利。初下次中第	名 為 同 行 成 德 共 同 名 為 同 利 初 下 次 中 第 
T85n2770_001:0364a10	三是上因同錄生名為事攝同行攝等。菩薩	三 是 上 因 同 錄 生 名 為 事 攝 同 行 攝 等 菩 薩 
T85n2770_001:0364a11	成下明因得果。解脫所攝眾生生者。自以四	成 下 明 因 得 果 解 脫 所 攝 眾 生 生 者 自 以 四 
T85n2770_001:0364a12	攝攝取眾生令解脫故。未來成時還有出世	攝 攝 取 眾 生 令 解 脫 故 未 來 成 時 還 有 出 世 
T85n2770_001:0364a13	解脫所攝眾生來生。利他智中。方便是菩薩	解 脫 所 攝 眾 生 來 生 利 他 智 中 方 便 是 菩 薩 
T85n2770_001:0364a14	舉因。化智善巧名為菩薩成方便。方便無量	舉 因 化 智 善 巧 名 為 菩 薩 成 方 便 方 便 無 量 
T85n2770_001:0364a15	此應宣說四無礙惠為方便矣。故下宣說於	此 應 宣 說 四 無 礙 惠 為 方 便 矣 故 下 宣 說 於 
T85n2770_001:0364a16	一切法無礙眾生來生其國。得果可知。上來	一 切 法 無 礙 眾 生 來 生 其 國 得 果 可 知 上 來 
T85n2770_001:0364a17	明行。下次明其道行成熟。虛通說為道矣。道	明 行 下 次 明 其 道 行 成 熟 虛 通 說 為 道 矣 道 
T85n2770_001:0364a18	行眾多今此略舉三十七品。三十七品淨土	行 眾 多 今 此 略 舉 三十七品 三十七品 淨 土 
T85n2770_001:0364a19	者是菩薩對果辨因。義如後釋。菩薩成下明	者 是 菩 薩 對 果 辨 因 義 如 後 釋 菩 薩 成 下 明 
T85n2770_001:0364a20	因得果。念處正懃神足根力覺道眾生來生	因 得 果 念 處 正 懃 神 足 根 力 覺 道 眾 生 來 生 
T85n2770_001:0364a21	國者。還是其道眾生來生。念謂四念。身受心	國 者 還 是 其 道 眾 生 來 生 念 謂 四 念 身 受 心 
T85n2770_001:0364a22	法是其四也。懃謂四懃。未生諸惡令其不生。	法 是 其 四 也 懃 謂 四 懃 未 生 諸 惡 令 其 不 生 
T85n2770_001:0364a23	已生令滅。未生諸善令其得生。已生令其廣。	已 生 令 滅 未 生 諸 善 令 其 得 生 已 生 令 其 廣 
T85n2770_001:0364a24	是其四也。言神足者。四如意足。欲定精進定	是 其 四 也 言 神 足 者 四如意足 欲 定 精 進 定 
T85n2770_001:0364a25	念定惠定是其四也。根謂五根。信進念定惠	念 定 惠 定 是 其 四 也 根 謂 五 根 信 進 念 定 惠 
T85n2770_001:0364a26	是其五也。力謂五力。名同五根。覺謂七覺。念	是 其 五 也 力 謂 五 力 名 同 五 根 覺 謂 七 覺 念 
T85n2770_001:0364a27	擇精進猗喜定捨是其七也。道謂八道。正見	擇 精 進 猗 喜 定 捨 是 其 七 也 道 謂 八 道 正 見 
T85n2770_001:0364a28	正思惟。正語正業正命正精進正念正定是	正 思 惟 正 語 正 業 正 命 正 精 進 正 念 正 定 是 
T85n2770_001:0364a29	其八也。以自修故令此眾生來生其國。上來	其 八 也 以 自 修 故 令 此 眾 生 來 生 其 國 上 來 
T85n2770_001:0364b01	明行下。明迴向轉行之心。以迴向力令前諸	明 行 下 明 迴 向 轉 行 之 心 以 迴 向 力 令 前 諸 
T85n2770_001:0364b02	行捨遠諸有趣向涅槃。故名轉行。迴向舉因。	行 捨 遠 諸 有 趣 向 涅 槃 故 名 轉 行 迴 向 舉 因 
T85n2770_001:0364b03	迴向用己善法有所趣向故名迴向。迴向有	迴 向 用 己 善 法 有 所 趣 向 故 名 迴 向 迴 向 有 
T85n2770_001:0364b04	三。一菩提迴向。用己善根成大菩提。二眾	三 一 菩 提 迴 向 用 己 善 根 成 大 菩 提 二 眾 
T85n2770_001:0364b05	生迴向。己善根迴施眾生。三實際迴向。用己	生 迴 向 己 善 根 迴 施 眾 生 三 實 際 迴 向 用 己 
T85n2770_001:0364b06	善根迴求實際。廣如別章。此應具論。菩薩成	善 根 迴 求 實 際 廣 如 別 章 此 應 具 論 菩 薩 成 
T85n2770_001:0364b07	時明因得果。亦得名為舉果顯因。言得具足	時 明 因 得 果 亦 得 名 為 舉 果 顯 因 言 得 具 足 
T85n2770_001:0364b08	功德國者。上來諸句明人莊嚴。故說善人來	功 德 國 者 上 來 諸 句 明 人 莊 嚴 故 說 善 人 來 
T85n2770_001:0364b09	生其國。此句明事及法莊嚴。故說具足功德	生 其 國 此 句 明 事 及 法 莊 嚴 故 說 具 足 功 德 
T85n2770_001:0364b10	國土。眾寶莊嚴及諸佛法名為具足功德因	國 土 眾 寶 莊 嚴 及 諸 佛 法 名 為 具 足 功 德 因 
T85n2770_001:0364b11	矣。上來修善起淨土行。	矣 上 來 修 善 起 淨 土 行 
T85n2770_001:0364b12	下明離過捨穢土行。所得國土無諸穢惡。於	下 明 離 過 捨 穢 土 行 所 得 國 土 無 諸 穢 惡 於 
T85n2770_001:0364b13	中三旬。初說除難教他離過。後二自離前教	中 三 旬 初 說 除 難 教 他 離 過 後 二 自 離 前 教 
T85n2770_001:0364b14	他中說除八難已下是淨土者對果辨因。教	他 中 說 除 八 難 已 下 是 淨 土 者 對 果 辨 因 教 
T85n2770_001:0364b15	他除難為土因矣。何者八難。三塗為三。人中	他 除 難 為 土 因 矣 何 者 八 難 三 塗 為 三 人 中 
T85n2770_001:0364b16	有四。一是生盲生聾等難。二是世智辨聰之	有 四 一 是 生 盲 生 聾 等 難 二 是 世 智 辨 聰 之 
T85n2770_001:0364b17	難。謂惡邪見。三是佛前佛後之難。無佛法時。	難 謂 惡 邪 見 三 是 佛前佛後 之 難 無 佛 法 時 
T85n2770_001:0364b18	四欝單越難。四中初一就苦說難。第二就惡。	四 欝 單 越 難 四 中 初 一 就 苦 說 難 第 二 就 惡 
T85n2770_001:0364b19	此二當體。第三就時。四□□□□□□八長	此 二 當 體 第 三 就 時 四 八 長 
T85n2770_001:0364b20	壽天難。謂色無色界在此無有初入聖□□	壽 天 難 謂 色無色界 在 此 無 有 初 入 聖 
T85n2770_001:0364b21	□□□□□□人修治捨離此難故名說除	 人 修 治 捨 離 此 難 故 名 說 除 
