X33n0629_001:0433a03	 製疏始末	 製 疏 始 末 
X33n0629_001:0453a43	二重提前喻(如彼)	二 重 提 前 喻 如 彼 
X33n0629_001:0453a44	二偈頌(二)	二 偈 頌 二 
X33n0629_001:0453a45	一頌正敘因緣(三)	一 頌 正 敘 因 緣 三 
X33n0629_001:0453a46	一頌結緣之由(二)	一 頌 結 緣 之 由 二 
X33n0629_001:0453a47	一頌智佛開權(四)	一 頌 智 佛 開 權 四 
X33n0629_001:0453a48	一頌智佛成道(大通)	一 頌 智 佛 成 道 大 通 
X33n0629_001:0453a49	二頌請轉法輪(二)	二 頌 請 轉 法 輪 二 
X33n0629_001:0453a50	一頌王子請法(彼佛)	一 頌 王 子 請 法 彼 佛 
X33n0629_001:0453a51	二頌梵王請法(二)	二 頌 梵 王 請 法 二 
X33n0629_001:0453a52	一頌智佛現瑞(世尊)	一 頌 智 佛 現 瑞 世 尊 
X33n0629_001:0453a53	二頌諸天來請(二)	二 頌 諸 天 來 請 二 
X33n0629_001:0453a54	一別頌東方(東方)	一 別 頌 東 方 東 方 
X33n0629_001:0453a55	二合頌九方(三方)	二 合 頌 九 方 三 方 
X33n0629_001:0453a56	三頌受請施權(無量)	三 頌 受 請 施 權 無 量 
X33n0629_001:0453a57	四頌聞法保證(宣暢)	四 頌 聞 法 保 證 宣 暢 
X33n0629_001:0453a58	二頌智佛顯實(二)	二 頌 智 佛 顯 實 二 
X33n0629_001:0453a59	一頌王子啟請(時十)	一 頌 王 子 啟 請 時 十 
X33n0629_001:0453a60	二頌時至顯實(佛知)	二 頌 時 至 顯 實 佛 知 
X33n0629_001:0453a61	二頌結緣之事(二)	二 頌 結 緣 之 事 二 
X33n0629_001:0453a62	一頌智佛入定(彼佛)	一 頌 智 佛 入 定 彼 佛 
X33n0629_001:0453a63	二頌王子覆講(是諸)	二 頌 王 子 覆 講 是 諸 
X33n0629_001:0453a64	三頌遠近得度(二)	三 頌 遠 近 得 度 二 
X33n0629_001:0453a65	一頌中間不盡(彼佛)	一 頌 中 間 不 盡 彼 佛 
X33n0629_001:0453a66	二頌至今得度(是十)	二 頌 至 今 得 度 是 十 
X33n0629_001:0453a67	二頌再明化儀(三)	二 頌 再 明 化 儀 三 
X33n0629_001:0453a68	一頌復宗引喻(我在)	一 頌 復 宗 引 喻 我 在 
X33n0629_001:0453a69	二頌正以喻明(二)	二 頌 正 以 喻 明 二 
X33n0629_001:0453a70	一頌眾生機感喻(譬如)	一 頌 眾 生 機 感 喻 譬 如 
X33n0629_001:0453a71	二頌如來化應喻(二)	二 頌 如 來 化 應 喻 二 
X33n0629_001:0453a72	一頌從實施權喻(二)	一 頌 從 實 施 權 喻 二 
X33n0629_001:0453a73	一頌從實不得喻(時有)	一 頌 從 實 不 得 喻 時 有 
X33n0629_001:0453a74	二頌隱實施權喻(導師)	二 頌 隱 實 施 權 喻 導 師 
X33n0629_001:0453a75	二頌會權歸實喻(導師)	二 頌 會 權 歸 實 喻 導 師 
X33n0629_001:0453a76	三頌以法貼合(二)	三 頌 以 法 貼 合 二 
X33n0629_001:0453a77	一頌從實施權(二)	一 頌 從 實 施 權 二 
X33n0629_001:0453a78	一頌從實不得(我亦)	一 頌 從 實 不 得 我 亦 
X33n0629_001:0453a79	二頌隱實施權(故以)	二 頌 隱 實 施 權 故 以 
X33n0629_001:0453a80	二頌會權歸實(既知)　佛說因緣已竟	二 頌 會 權 歸 實 既 知 佛 說 因 緣 已 竟 
X33n0629_001:0453a81	二下根獲益○	二 下 根 獲 益 
X33n0629_001:0453a83	妙法蓮華經卷第四科	妙法蓮華 經 卷 第 四 科 
X33n0629_001:0453a85	五百弟子受記品	五 百 弟 子 受 記 品 
X33n0629_001:0453a87	○二下根獲益(二)	 二 下 根 獲 益 二 
X33n0629_001:0453a88	一無學得記(二)	一 無 學 得 記 二 
X33n0629_001:0453a89	一先記滿慈(二)	一 先 記 滿 慈 二 
X33n0629_001:0453a90	一滿慈念請(爾時)	一 滿 慈 念 請 爾 時 
X33n0629_001:0453a91	二如來與記(二)	二 如 來 與 記 二 
X33n0629_001:0453a92	一長行(二)	一 長 行 二 
X33n0629_001:0453a93	一稱讚功德(爾時)	一 稱 讚 功 德 爾 時 
X33n0629_001:0453a94	二正與授記(三)	二 正 與 授 記 三 
X33n0629_001:0453a95	一行因得果(三)	一 行 因 得 果 三 
X33n0629_001:0453a96	一過去因深(汝等)	一 過 去 因 深 汝 等 
X33n0629_001:0453a97	二未來行滿(諸比)	二 未 來 行 滿 諸 比 
X33n0629_001:0453a98	三當得成佛(過無)	三 當 得 成 佛 過 無 
X33n0629_001:0453a99	二依正莊嚴(二)	二 依 正 莊 嚴 二 
X33n0629_001:0454a01	一依報莊嚴(其佛)	一 依 報 莊 嚴 其 佛 
X33n0629_001:0454a02	二正報莊嚴(無諸)	二 正 報 莊 嚴 無 諸 
X33n0629_001:0454a03	三總結功德(其佛)	三 總 結 功 德 其 佛 
X33n0629_001:0454a04	二偈頌(二)	二 偈 頌 二 
X33n0629_001:0454a05	一頌稱讚功德(諸比)	一 頌 稱 讚 功 德 諸 比 
X33n0629_001:0454a06	二頌正與授記(三)	二 頌 正 與 授 記 三 
X33n0629_001:0454a07	一頌行因得果(三)	一 頌 行 因 得 果 三 
X33n0629_001:0454a08	一頌過去因深(今此)	一 頌 過 去 因 深 今 此 
X33n0629_001:0454a09	二頌未來行滿(未來)	二 頌 未 來 行 滿 未 來 
X33n0629_001:0454a10	三頌當得成佛(供養)	三 頌 當 得 成 佛 供 養 
X33n0629_001:0454a11	二頌依正莊嚴(二)	二 頌 依 正 莊 嚴 二 
X33n0629_001:0454a12	一頌依報莊嚴(其國)	一 頌 依 報 莊 嚴 其 國 
X33n0629_001:0454a13	二頌正報莊嚴(菩薩)	二 頌 正 報 莊 嚴 菩 薩 
X33n0629_001:0454a14	三頌總結功德(富樓)	三 頌 總 結 功 德 富 樓 
X33n0629_001:0454a15	二次記千二(三)	二 次 記 千 二 三 
X33n0629_001:0454a16	一千二念請(爾時)	一 千 二 念 請 爾 時 
X33n0629_001:0454a17	二如來與記(三)	二 如 來 與 記 三 
X33n0629_001:0454a18	一總許千二(佛知)	一 總 許 千 二 佛 知 
X33n0629_001:0454a19	二親記五百(二)	二 親 記 五 百 二 
X33n0629_001:0454a20	一長行(二)	一 長 行 二 
X33n0629_001:0454a21	一陳那先得(於此)	一 陳 那 先 得 於 此 
X33n0629_001:0454a22	二餘依次成(其五)	二 餘 依 次 成 其 五 
X33n0629_001:0454a23	二偈頌(二)	二 偈 頌 二 
X33n0629_001:0454a24	一頌陳那先得(二)	一 頌 陳 那 先 得 二 
X33n0629_001:0454a25	一正頌長行(憍陳)	一 正 頌 長 行 憍 陳 
X33n0629_001:0454a26	二補頌依正(其國)	二 補 頌 依 正 其 國 
X33n0629_001:0454a27	二頌餘依次成(佛壽)	二 頌 餘 依 次 成 佛 壽 
X33n0629_001:0454a28	三勅記餘眾(迦葉)	三 勅 記 餘 眾 迦 葉 
X33n0629_001:0454a29	三領記慶責(二)	三 領 記 慶 責 二 
X33n0629_001:0454a30	一長行(三)	一 長 行 三 
X33n0629_001:0454a31	一慶幸自責(爾時)	一 慶 幸 自 責 爾 時 
X33n0629_001:0454a32	二說喻發明(二)	二 說 喻 發 明 二 
X33n0629_001:0454a33	一喻昔證小果(世尊)	一 喻 昔 證 小 果 世 尊 
X33n0629_001:0454a34	二喻今得大益(於後)	二 喻 今 得 大 益 於 後 
X33n0629_001:0454a35	三以法貼合(二)	三 以 法 貼 合 二 
X33n0629_001:0454a36	一昔證小果(佛亦)	一 昔 證 小 果 佛 亦 
X33n0629_001:0454a37	二今得大益(今者)	二 今 得 大 益 今 者 
X33n0629_001:0454a38	二偈頌(三)	二 偈 頌 三 
X33n0629_001:0454a39	一頌慶幸自責(我等)	一 頌 慶 幸 自 責 我 等 
X33n0629_001:0454a40	二頌說喻發明(二)	二 頌 說 喻 發 明 二 
X33n0629_001:0454a41	一頌昔證小果喻(譬如)	一 頌 昔 證 小 果 喻 譬 如 
X33n0629_001:0454a42	二頌今得大益喻(與珠)	二 頌 今 得 大 益 喻 與 珠 
X33n0629_001:0454a43	三頌以法貼合(二)	三 頌 以 法 貼 合 二 
X33n0629_001:0454a44	一頌昔證小果(我等)	一 頌 昔 證 小 果 我 等 
X33n0629_001:0454a45	二頌今得大益(今佛)	二 頌 今 得 大 益 今 佛 
X33n0629_001:0454a46	二有學得記(二)　授學無學人記品	二 有 學 得 記 二 授 學 無 學 人 記 品 
X33n0629_001:0454a47	一有學請記(二)	一 有 學 請 記 二 
X33n0629_001:0454a48	一二子請記(爾時)	一 二 子 請 記 爾 時 
X33n0629_001:0454a49	二二千請記(爾時)	二 二 千 請 記 爾 時 
X33n0629_001:0454a50	二如來與記(三)	二 如 來 與 記 三 
X33n0629_001:0454a51	一授阿難記(二)	一 授 阿 難 記 二 
X33n0629_001:0454a52	一正與授記(二)	一 正 與 授 記 二 
X33n0629_001:0454a53	一長行(四)	一 長 行 四 
X33n0629_001:0454a54	一得果時節(爾時)	一 得 果 時 節 爾 時 
X33n0629_001:0454a55	二依正莊嚴(教化)	二 依 正 莊 嚴 教 化 
X33n0629_001:0454a56	三佛法壽量(其佛)	三 佛 法 壽 量 其 佛 
X33n0629_001:0454a57	四果上名聞(阿難)	四 果 上 名 聞 阿 難 
X33n0629_001:0454a58	二偈頌(四)	二 偈 頌 四 
X33n0629_001:0454a59	一頌得果時節(我今)	一 頌 得 果 時 節 我 今 
X33n0629_001:0454a60	二頌依正莊嚴(其國)	二 頌 依 正 莊 嚴 其 國 
X33n0629_001:0454a61	三頌果上名聞(佛有)	三 頌 果 上 名 聞 佛 有 
X33n0629_001:0455a01	四頌佛法壽量(壽命)	四 頌 佛 法 壽 量 壽 命 
X33n0629_001:0455a02	二顯本釋疑(三)	二 顯 本 釋 疑 三 
X33n0629_001:0455a03	一初心菩薩懷疑(爾時)	一 初 心 菩 薩 懷 疑 爾 時 
X33n0629_001:0455a04	二如來顯本證釋(爾時)	二 如 來 顯 本 證 釋 爾 時 
X33n0629_001:0455a05	三阿難自識本因(阿難)	三 阿 難 自 識 本 因 阿 難 
X33n0629_001:0455a06	二授羅云記(二)	二 授 羅 云 記 二 
X33n0629_001:0455a07	一長行授記(二)	一 長 行 授 記 二 
X33n0629_001:0455a08	一果號因行(爾時)	一 果 號 因 行 爾 時 
X33n0629_001:0455a09	二依正佛法(是蹈)	二 依 正 佛 法 是 蹈 
X33n0629_001:0455a10	二約義重頌(爾時)	二 約 義 重 頌 爾 時 
X33n0629_001:0455a11	三授二千記(三)	三 授 二 千 記 三 
X33n0629_001:0455a12	一審定機宜(爾時)	一 審 定 機 宜 爾 時 
X33n0629_001:0455a13	二正與授記(二)	二 正 與 授 記 二 
X33n0629_001:0455a14	一長行(阿難)	一 長 行 阿 難 
X33n0629_001:0455a15	二偈頌(爾時)	二 偈 頌 爾 時 
X33n0629_001:0455a16	三得記歡喜(爾時)　廣明權實以斷疑生信竟	三 得 記 歡 喜 爾 時 廣 明 權 實 以 斷 疑 生 信 竟 
X33n0629_001:0455a18	法師品	法 師 品 
X33n0629_001:0455a20	○三極顯經功以借人弘法(三)	 三 極 顯 經 功 以 借 人 弘 法 三 
X33n0629_001:0455a21	一顯勝募人(二)	一 顯 勝 募 人 二 
X33n0629_001:0455a22	一顯勝明益(二)	一 顯 勝 明 益 二 
X33n0629_001:0455a23	一約人顯勝(二)	一 約 人 顯 勝 二 
X33n0629_001:0455a24	一結前起後(爾時)	一 結 前 起 後 爾 時 
X33n0629_001:0455a25	二正顯殊勝(二)	二 正 顯 殊 勝 二 
X33n0629_001:0455a26	一長行(三)	一 長 行 三 
X33n0629_001:0455a27	一况顯殊勝(二)	一 况 顯 殊 勝 二 
X33n0629_001:0455a28	一况顯廣持人勝(二)	一 况 顯 廣 持 人 勝 二 
X33n0629_001:0455a29	一舉廣持人(若復)	一 舉 廣 持 人 若 復 
X33n0629_001:0455a30	二以少况顯(何以)	二 以 少 况 顯 何 以 
X33n0629_001:0455a31	二况顯廣說人勝(二)	二 况 顯 廣 說 人 勝 二 
X33n0629_001:0455a32	一舉廣說人(藥王)	一 舉 廣 說 人 藥 王 
X33n0629_001:0455a33	二以少况顯(若是)	二 以 少 况 顯 若 是 
X33n0629_001:0455a34	二較量殊勝(藥王)	二 較 量 殊 勝 藥 王 
X33n0629_001:0455a35	三勸供持人(藥王)	三 勸 供 持 人 藥 王 
X33n0629_001:0455a36	二偈頌(三)	二 偈 頌 三 
X33n0629_001:0455a37	一頌勸供持人(若欲)	一 頌 勸 供 持 人 若 欲 
X33n0629_001:0455a38	二頌况顯殊勝(二)	二 頌 况 顯 殊 勝 二 
X33n0629_001:0455a39	一頌况顯廣持人勝(若有)	一 頌 况 顯 廣 持 人 勝 若 有 
X33n0629_001:0455a40	二頌况顯廣說人勝(二)	二 頌 况 顯 廣 說 人 勝 二 
X33n0629_001:0455a41	一頌舉廣說人(當知)	一 頌 舉 廣 說 人 當 知 
X33n0629_001:0455a42	二頌以少况顯(吾滅)	二 頌 以 少 况 顯 吾 滅 
X33n0629_001:0455a43	三頌較量殊勝(二)	三 頌 較 量 殊 勝 二 
X33n0629_001:0455a44	一正頌長行(若於)	一 正 頌 長 行 若 於 
X33n0629_001:0455a45	二補頌二義(有人)	二 補 頌 二 義 有 人 
X33n0629_001:0455a46	二約法顯勝(二)	二 約 法 顯 勝 二 
X33n0629_001:0455a47	一結前起後(藥王)	一 結 前 起 後 藥 王 
X33n0629_001:0455a48	二正顯殊勝(二)	二 正 顯 殊 勝 二 
X33n0629_001:0455a49	一長行(三)	一 長 行 三 
X33n0629_001:0455a50	一曲顯殊勝(三)	一 曲 顯 殊 勝 三 
X33n0629_001:0455a51	一信難(爾時)	一 信 難 爾 時 
X33n0629_001:0455a52	二人尊(藥王)	二 人 尊 藥 王 
X33n0629_001:0455a53	三處貴(藥王)	三 處 貴 藥 王 
X33n0629_001:0455a54	二喻明殊勝(四)	二 喻 明 殊 勝 四 
X33n0629_001:0455a55	一標立宗旨(藥王)	一 標 立 宗 旨 藥 王 
X33n0629_001:0455a56	二說喻發明(藥王)	二 說 喻 發 明 藥 王 
X33n0629_001:0455a57	三以法貼合(菩薩)	三 以 法 貼 合 菩 薩 
X33n0629_001:0455a58	四二門敦信(二)	四 二 門 敦 信 二 
X33n0629_001:0455a59	一讚經明機(是法)	一 讚 經 明 機 是 法 
X33n0629_001:0456a01	二出揀過非(藥王)	二 出 揀 過 非 藥 王 
X33n0629_001:0456a02	三許護行法(二)	三 許 護 行 法 二 
X33n0629_001:0456a03	一示以方軌(藥王)	一 示 以 方 軌 藥 王 
X33n0629_001:0456a04	二許以護持(藥王)	二 許 以 護 持 藥 王 
X33n0629_001:0456a05	二偈頌(三)	二 偈 頌 三 
X33n0629_001:0456a06	一頌曲顯殊勝(欲捨)	一 頌 曲 顯 殊 勝 欲 捨 
X33n0629_001:0456a07	二頌喻明殊勝(二)	二 頌 喻 明 殊 勝 二 
X33n0629_001:0456a08	一頌說喻發明(如人)	一 頌 說 喻 發 明 如 人 
X33n0629_001:0456a09	二頌以法貼合(藥王)	二 頌 以 法 貼 合 藥 王 
X33n0629_001:0456a10	三頌許護行法(二)	三 頌 許 護 行 法 二 
X33n0629_001:0456a11	一頌示以方軌(若人)	一 頌 示 以 方 軌 若 人 
X33n0629_001:0456a12	二頌許以護持(二)	二 頌 許 以 護 持 二 
X33n0629_001:0456a13	一正頌長行(若我)	一 正 頌 長 行 若 我 
X33n0629_001:0456a14	二顯益結勸(是人)	二 顯 益 結 勸 是 人 
X33n0629_001:0456a15	二募人弘經(三)　見寶塔品	二 募 人 弘 經 三 見 寶 塔 品 
X33n0629_001:0456a16	一多寶證明(三)	一 多 寶 證 明 三 
X33n0629_001:0456a17	一寶塔涌現(爾時)	一 寶 塔 涌 現 爾 時 
X33n0629_001:0456a18	二發聲證明(爾時)	二 發 聲 證 明 爾 時 
X33n0629_001:0456a19	三問答其由(三)	三 問 答 其 由 三 
X33n0629_001:0456a20	一四眾慶怪(爾時)	一 四 眾 慶 怪 爾 時 
X33n0629_001:0456a21	二樂說請問(爾時)	二 樂 說 請 問 爾 時 
X33n0629_001:0456a22	三如來垂答(三)	三 如 來 垂 答 三 
X33n0629_001:0456a23	一因中願力(爾時)	一 因 中 願 力 爾 時 
X33n0629_001:0456a24	二果後遺囑(彼佛)	二 果 後 遺 囑 彼 佛 
X33n0629_001:0456a25	三呼名結答(大樂)	三 呼 名 結 答 大 樂 
X33n0629_001:0456a26	二分身雲集(三)	二 分 身 雲 集 三 
X33n0629_001:0456a27	一雲集之由(二)	一 雲 集 之 由 二 
X33n0629_001:0456a28	一釋迦酧樂說願(是時)	一 釋 迦 酧 樂 說 願 是 時 
X33n0629_001:0456a29	二分身酧釋迦請(大樂)	二 分 身 酧 釋 迦 請 大 樂 
X33n0629_001:0456a30	二正明雲集(二)	二 正 明 雲 集 二 
X33n0629_001:0456a31	一略集(三)	一 略 集 三 
X33n0629_001:0456a32	一略變一土(時娑)	一 略 變 一 土 時 娑 
X33n0629_001:0456a33	二諸佛略集(是時)	二 諸 佛 略 集 是 時 
X33n0629_001:0456a34	三結略不盡(如是)	三 結 略 不 盡 如 是 
X33n0629_001:0456a35	二廣集(三)	二 廣 集 三 
X33n0629_001:0456a36	一廣變八方(二)	一 廣 變 八 方 二 
X33n0629_001:0456a37	一更變八方(時釋)	一 更 變 八 方 時 釋 
X33n0629_001:0456a38	二方外更變(釋迦)	二 方 外 更 變 釋 迦 
X33n0629_001:0456a39	二諸佛廣集(爾時)	二 諸 佛 廣 集 爾 時 
X33n0629_001:0456a40	三結廣徧滿(爾時)	三 結 廣 徧 滿 爾 時 
X33n0629_001:0456a41	三遣使說欲(是時)	三 遣 使 說 欲 是 時 
X33n0629_001:0456a42	三入塔募人(三)	三 入 塔 募 人 三 
X33n0629_001:0456a43	一開塔就座(四)	一 開 塔 就 座 四 
X33n0629_001:0456a44	一世尊開塔(爾時)	一 世 尊 開 塔 爾 時 
X33n0629_001:0456a45	二四眾興供(即時)	二 四 眾 興 供 即 時 
X33n0629_001:0456a46	三多寶分座(爾時)	三 多 寶 分 座 爾 時 
X33n0629_001:0456a47	四釋迦就座(即時)	四 釋 迦 就 座 即 時 
X33n0629_001:0456a48	二接眾在空(爾時)	二 接 眾 在 空 爾 時 
X33n0629_001:0456a49	三祈通募人(二)	三 祈 通 募 人 二 
X33n0629_001:0456a50	一長行(以大)	一 長 行 以 大 
X33n0629_001:0456a51	二偈頌(三)	二 偈 頌 三 
X33n0629_001:0456a52	一舉佛勸持(二)	一 舉 佛 勸 持 二 
X33n0629_001:0456a53	一舉三佛同為(三)	一 舉 三 佛 同 為 三 
X33n0629_001:0456a54	一多寶願力(聖主)	一 多 寶 願 力 聖 主 
X33n0629_001:0456a55	二分身遠來(又我)	二 分 身 遠 來 又 我 
X33n0629_001:0456a56	三自用方便(為坐)	三 自 用 方 便 為 坐 
X33n0629_001:0456a57	二勸發願護持(若諸)	二 勸 發 願 護 持 若 諸 
X33n0629_001:0457a01	二稱功較難(二)	二 稱 功 較 難 二 
X33n0629_001:0457a02	一稱持功德(多寶)	一 稱 持 功 德 多 寶 
X33n0629_001:0457a03	二較法難持(二)	二 較 法 難 持 二 
X33n0629_001:0457a04	一總標難持(諸善)	一 總 標 難 持 諸 善 
X33n0629_001:0457a05	二別以較量(四)	二 別 以 較 量 四 
X33n0629_001:0457a06	一較量演說難(諸餘)	一 較 量 演 說 難 諸 餘 
X33n0629_001:0457a07	二較量書讀難(假使)	二 較 量 書 讀 難 假 使 
X33n0629_001:0457a08	三較量說聽難(假使)	三 較 量 說 聽 難 假 使 
X33n0629_001:0457a09	四較量奉持難(若人)	四 較 量 奉 持 難 若 人 
X33n0629_001:0457a10	三讚教揚機(二)	三 讚 教 揚 機 二 
X33n0629_001:0457a11	一讚教超羣(我為)	一 讚 教 超 羣 我 為 
X33n0629_001:0457a12	二揚機殊勝(諸善)　顯勝募人已竟	二 揚 機 殊 勝 諸 善 顯 勝 募 人 已 竟 
X33n0629_001:0457a13	二證益發願○	二 證 益 發 願 
X33n0629_001:0457a14	三請示方軌○	三 請 示 方 軌 
X33n0629_001:0457a16	提婆達多品	提 婆 達 多 品 
X33n0629_001:0457a18	○二證益發願(二)	 二 證 益 發 願 二 
X33n0629_001:0457a19	一示相證益(二)	一 示 相 證 益 二 
X33n0629_001:0457a20	一約達多通經以證漸益(三)	一 約 達 多 通 經 以 證 漸 益 三 
X33n0629_001:0457a21	一遠舉本因(二)	一 遠 舉 本 因 二 
X33n0629_001:0457a22	一長行(三)	一 長 行 三 
X33n0629_001:0457a23	一國王棄國求法(爾時)	一 國 王 棄 國 求 法 爾 時 
X33n0629_001:0457a24	二仙人索願為說(時有)	二 仙 人 索 願 為 說 時 有 
X33n0629_001:0457a25	三國王為法隨侍(王聞)	三 國 王 為 法 隨 侍 王 聞 
X33n0629_001:0457a26	二偈頌(二)	二 偈 頌 二 
X33n0629_001:0457a27	一義頌長行(三)	一 義 頌 長 行 三 
X33n0629_001:0457a28	一頌國王棄國求法(我念)	一 頌 國 王 棄 國 求 法 我 念 
X33n0629_001:0457a29	二頌仙人索願為說(時有)	二 頌 仙 人 索 願 為 說 時 有 
X33n0629_001:0457a30	三頌國王為法隨侍(時王)	三 頌 國 王 為 法 隨 侍 時 王 
X33n0629_001:0457a31	二結證寓勸(普為)	二 結 證 寓 勸 普 為 
X33n0629_001:0457a32	二結會證益(二)	二 結 會 證 益 二 
X33n0629_001:0457a33	一結會古今(佛告)	一 結 會 古 今 佛 告 
X33n0629_001:0457a34	二證成漸益(二)	二 證 成 漸 益 二 
X33n0629_001:0457a35	一釋迦成道(由提)	一 釋 迦 成 道 由 提 
X33n0629_001:0457a36	二達多得記(三)	二 達 多 得 記 三 
X33n0629_001:0457a37	一佛號界名(告諸)	一 佛 號 界 名 告 諸 
X33n0629_001:0457a38	二住世教化(時天)	二 住 世 教 化 時 天 
X33n0629_001:0457a39	三滅後利益(時天)	三 滅 後 利 益 時 天 
X33n0629_001:0457a40	三聞信功德(佛告)	三 聞 信 功 德 佛 告 
X33n0629_001:0457a41	二約文殊弘法以證頓益(三)	二 約 文 殊 弘 法 以 證 頓 益 三 
X33n0629_001:0457a42	一二土相見(於時)	一 二 土 相 見 於 時 
X33n0629_001:0457a43	二問答證益(二)	二 問 答 證 益 二 
X33n0629_001:0457a44	一三番問答(三)	一 三 番 問 答 三 
X33n0629_001:0457a45	一問答所化數目(智積)	一 問 答 所 化 數 目 智 積 
X33n0629_001:0457a46	二問答所說法義(爾時)	二 問 答 所 說 法 義 爾 時 
X33n0629_001:0457a47	三問答頓證有無(智積)	三 問 答 頓 證 有 無 智 積 
X33n0629_001:0457a48	二證成頓益(二)	二 證 成 頓 益 二 
X33n0629_001:0457a49	一說偈證益(二)	一 說 偈 證 益 二 
X33n0629_001:0457a50	一智積懷疑(智積)	一 智 積 懷 疑 智 積 
X33n0629_001:0457a51	二龍女說偈(言論)	二 龍 女 說 偈 言 論 
X33n0629_001:0457a52	二現身證益(二)	二 現 身 證 益 二 
X33n0629_001:0457a53	一身子不信(時舍)	一 身 子 不 信 時 舍 
X33n0629_001:0457a54	二龍女現身(二)	二 龍 女 現 身 二 
X33n0629_001:0457a55	一獻珠表顯(爾時)	一 獻 珠 表 顯 爾 時 
X33n0629_001:0457a56	二現身成佛(當時)	二 現 身 成 佛 當 時 
X33n0629_001:0457a57	三會眾信受(爾時)	三 會 眾 信 受 爾 時 
X33n0629_001:0457a58	二承當發願(四)　持品	二 承 當 發 願 四 持 品 
X33n0629_001:0457a59	一菩薩發顧(爾時)	一 菩 薩 發 顧 爾 時 
X33n0629_001:0457a60	二聲聞發願(二)	二 聲 聞 發 願 二 
X33n0629_001:0457a61	一無學發願(爾時)	一 無 學 發 願 爾 時 
X33n0629_001:0457a62	二有學發願(復有)	二 有 學 發 願 復 有 
X33n0629_001:0458a01	三尼眾發願(三)	三 尼 眾 發 願 三 
X33n0629_001:0458a02	一愛道增記(爾時)	一 愛 道 增 記 爾 時 
X33n0629_001:0458a03	二耶輸增記(爾時)	二 耶 輸 增 記 爾 時 
X33n0629_001:0458a04	三歡喜發願(爾時)	三 歡 喜 發 願 爾 時 
X33n0629_001:0458a05	四不退發願(三)	四 不 退 發 願 三 
X33n0629_001:0458a06	一如來目視(爾時)	一 如 來 目 視 爾 時 
X33n0629_001:0458a07	二不退作念(是諸)	二 不 退 作 念 是 諸 
X33n0629_001:0458a08	三發願護持(二)	三 發 願 護 持 二 
X33n0629_001:0458a09	一發願祈護(時諸)	一 發 願 祈 護 時 諸 
X33n0629_001:0458a10	二說偈陳情(三)	二 說 偈 陳 情 三 
X33n0629_001:0458a11	一弘經自任(惟願)	一 弘 經 自 任 惟 願 
X33n0629_001:0458a12	二諸難自忍(二)	二 諸 難 自 忍 二 
X33n0629_001:0458a13	一忍罵害毀輕(有諸)	一 忍 罵 害 毀 輕 有 諸 
X33n0629_001:0458a14	二忍恐怖擯斥(濁劫)	二 忍 恐 怖 擯 斥 濁 劫 
X33n0629_001:0458a15	三請佛安住(諸聚)　證益發願已竟	三 請 佛 安 住 諸 聚 證 益 發 願 已 竟 
X33n0629_001:0458a17	妙法蓮華經卷第五科	妙法蓮華 經 卷 第 五 科 
X33n0629_001:0458a19	安樂行品	安樂行品 
X33n0629_001:0458a21	○三請示方軌(二)	 三 請 示 方 軌 二 
X33n0629_001:0458a22	一文殊請方(爾時)	一 文 殊 請 方 爾 時 
X33n0629_001:0458a23	二如來示軌(三)	二 如 來 示 軌 三 
X33n0629_001:0458a24	一總標(佛告)	一 總 標 佛 告 
X33n0629_001:0458a25	二別示(四)	二 別 示 四 
X33n0629_001:0458a26	一持身(二)	一 持 身 二 
X33n0629_001:0458a27	一長行(二)	一 長 行 二 
X33n0629_001:0458a28	一總標二處(一者)	一 總 標 二 處 一 者 
X33n0629_001:0458a29	二別釋行近(二)	二 別 釋 行 近 二 
X33n0629_001:0458a30	一先釋行處(二)	一 先 釋 行 處 二 
X33n0629_001:0458a31	一行處事行(文殊)	一 行 處 事 行 文 殊 
X33n0629_001:0458a32	二行處理行(又復)	二 行 處 理 行 又 復 
X33n0629_001:0458a33	二次釋近處(二)	二 次 釋 近 處 二 
X33n0629_001:0458a34	一近處事行(四)	一 近 處 事 行 四 
X33n0629_001:0458a35	一不近妨正之緣(云何)	一 不 近 妨 正 之 緣 云 何 
X33n0629_001:0458a36	二不近非器之眾(又不)	二 不 近 非 器 之 眾 又 不 
X33n0629_001:0458a37	三不近致嫌之因(不獨)	三 不 近 致 嫌 之 因 不 獨 
X33n0629_001:0458a38	四常近攝心之境(常好)	四 常 近 攝 心 之 境 常 好 
X33n0629_001:0458a39	二近處理行(復次)	二 近 處 理 行 復 次 
X33n0629_001:0458a40	二偈頌(二)	二 偈 頌 二 
X33n0629_001:0458a41	一正頌長行(二)	一 正 頌 長 行 二 
X33n0629_001:0458a42	一頌總標二處(若有)	一 頌 總 標 二 處 若 有 
X33n0629_001:0458a43	二頌別釋行近(二)	二 頌 別 釋 行 近 二 
X33n0629_001:0458a44	一合頌二處事行(三)	一 合 頌 二 處 事 行 三 
X33n0629_001:0458a45	一頌不近妨正之緣(常離)	一 頌 不 近 妨 正 之 緣 常 離 
X33n0629_001:0458a46	二頌不近非器之眾(亦不)	二 頌 不 近 非 器 之 眾 亦 不 
X33n0629_001:0458a47	三頌不近致嫌之因(亦莫)	三 頌 不 近 致 嫌 之 因 亦 莫 
X33n0629_001:0458a48	二合頌二處理行(二)	二 合 頌 二 處 理 行 二 
