X60n1129_001:0678a03	 歸戒序	 歸 戒 序 
X60n1129_001:0680a19	心。難遇善友。雖遇善友。難得自在。雖得自在。諸法無	心 難 遇 善 友 雖 遇 善 友 難 得 自 在 雖 得 自 在 諸 法 無 
X60n1129_001:0680a20	常。我今若造惡業。因是惡業。獲得二世身心惡報。以	常 我 今 若 造 惡 業 因 是 惡 業 獲 得 二 世 身 心 惡 報 以 
X60n1129_001:0680a21	是因緣。身口意。即是我怨。設三惡業。不得惡報。現在	是 因 緣 身 口 意 即 是 我 怨 設 三 惡 業 不 得 惡 報 現 在 
X60n1129_001:0680a22	之惡。亦不應作。是三惡業。現在能生弊惡色等。死時	之 惡 亦 不 應 作 是 三 惡 業 現 在 能 生 弊 惡 色 等 死 時 
X60n1129_001:0680a23	生悔。以是因緣。我受三歸。及八齋法。遠離一切惡不	生 悔 以是因緣 我 受 三 歸 及 八 齋 法 遠 離 一 切 惡 不 
X60n1129_001:0680a24	善業。智者當觀。戒有二種。一者世戒。二者第一義戒。	善 業 智 者 當 觀 戒 有 二 種 一 者 世 戒 二 者 第 一 義 戒 
X60n1129_001:0680b01	若不依於三寶受戒。是名世戒。是戒不堅。如彩色無	若 不 依 於 三 寶 受 戒 是 名 世 戒 是 戒 不 堅 如 彩 色 無 
X60n1129_001:0680b02	膠。是故我先歸依三寶。然後受戒。若終身受。若一日	膠 是 故 我 先 歸 依 三 寶 然 後 受 戒 若 終 身 受 若 一 日 
X60n1129_001:0680b03	一夜。所謂優婆塞戒。八戒齋法。夫世戒者。不能破壞	一 夜 所 謂 優婆塞戒 八 戒 齋 法 夫 世 戒 者 不 能 破 壞 
X60n1129_001:0680b04	先諸惡業。受三歸戒。則能破之。何以故。戒力勢故。大	先 諸 惡 業 受 三 歸 戒 則 能 破 之 何 以 故 戒 力 勢 故 大 
X60n1129_001:0680b05	方便經問云。為歸依釋迦文佛。為歸依三世佛耶。答	方 便 經 問 云 為 歸 依 釋 迦 文 佛 為 歸 依 三 世 佛 耶 答 
X60n1129_001:0680b06	曰。歸依三世佛。以佛法身同故。歸依一佛。即是三世	曰 歸 依 三 世 佛 以 佛 法 身 同 故 歸 依 一 佛 即 是 三 世 
X60n1129_001:0680b07	諸佛。以佛無異故。問曰。為歸色身。為歸依法身耶。答	諸 佛 以 佛 無 異 故 問 曰 為 歸 色 身 為 歸 依 法 身 耶 答 
X60n1129_001:0680b08	曰。歸依法身。不歸色身。不以色身為佛故。問曰。若色	曰 歸 依 法 身 不 歸 色 身 不 以 色 身 為 佛 故 問 曰 若 色 
X60n1129_001:0680b09	身非佛。何以出佛身血。而得逆罪。答曰。色身是法身	身 非 佛 何 以 出佛身血 而 得 逆 罪 答 曰 色 身 是 法 身 
X60n1129_001:0680b10	器故。法身所依故。若害色身。則得逆罪。不以色身是	器 故 法 身 所 依 故 若 害 色 身 則 得 逆 罪 不 以 色 身 是 
X60n1129_001:0680b11	佛故得逆罪。故薩婆多論云。歸依佛者。歸於法身。謂	佛 故 得 逆 罪 故 薩 婆 多 論 云 歸 依 佛 者 歸 於 法 身 謂 
X60n1129_001:0680b12	一切智。無學功德。五分所成。歸依法者。歸於自他盡	一 切 智 無 學 功 德 五 分 所 成 歸 依 法 者 歸 於 自 他 盡 
X60n1129_001:0680b13	處。謂斷欲無欲。滅諦涅槃(謂自他惑滅。所無之處。故云盡處)。歸依僧	處 謂 斷 欲 無 欲 滅 諦 涅 槃 謂 自 他 惑 滅 所 無 之 處 故 云 盡 處 歸 依 僧 
X60n1129_001:0680b14	者。歸依第一義諦僧。謂良祜福田。聲聞學無學功德	者 歸 依 第一義諦 僧 謂 良 祜 福 田 聲 聞 學 無 學 功 德 
X60n1129_001:0680b15	也。報恩經問曰。若歸依第一義諦僧者。佛與提謂波	也 報 恩 經 問 曰 若 歸 依 第一義諦 僧 者 佛 與 提 謂 波 
X60n1129_001:0680b16	利受三歸。不應言未來有僧。汝應歸依。第一義諦僧。	利 受 三 歸 不 應 言 未 來 有 僧 汝 應 歸 依 第一義諦 僧 
X60n1129_001:0680b17	常在世間。答曰。以俗諦僧。是第一義諦僧所依。故言	常 在 世 間 答 曰 以 俗 諦 僧 是 第一義諦 僧 所 依 故 言 
X60n1129_001:0680b18	未來有僧。汝應歸依。又欲尊重俗諦。故作如是說。佛	未 來 有 僧 汝 應 歸 依 又 欲 尊 重 俗 諦 故 作如是說 佛 
X60n1129_001:0680b19	自說一切諸眾中。佛眾第一。若有眾僧集在。是中四	自 說 一 切 諸 眾 中 佛 眾 第 一 若 有 眾 僧 集 在 是 中 四 
X60n1129_001:0680b20	向四得無上福田。於一切九十六種眾中。最尊最上。	向 四 得 無 上 福 田 於 一 切 九 十 六 種 眾 中 最 尊 最 上 
X60n1129_001:0680b21	無能及者。故言未來有僧。汝應歸依。不傷正義。台教	無能及者 故 言 未 來 有 僧 汝 應 歸 依 不 傷 正 義 台 教 
X60n1129_001:0680b22	明二種三寶。一住持。二一體。言住持三寶者。佛在世	明 二 種 三 寶 一 住 持 二 一 體 言 住 持 三 寶 者 佛 在 世 
X60n1129_001:0680b23	時。樹下成道。為佛寶。說四諦法。為法寶。度五比丘。為	時 樹 下 成 道 為 佛 寶 說 四 諦 法 為 法 寶 度 五 比 丘 為 
X60n1129_001:0680b24	僧寶。佛滅度後。範金合土。繪畵丹青。為佛寶。紙書貝	僧 寶 佛 滅 度 後 範 金 合 土 繪 畵 丹 青 為 佛 寶 紙 書 貝 
X60n1129_001:0680c01	葉。三藏聖教。為法寶。剃髮染衣。紹隆佛化。為僧寶。此	葉 三 藏 聖 教 為 法 寶 剃 髮 染 衣 紹 隆 佛 化 為 僧 寶 此 
X60n1129_001:0680c02	三住持不絕。故曰住持三寶。然一切像。即是真身。經	三 住 持 不 絕 故 曰 住 持 三 寶 然 一 切 像 即 是 真 身 經 
X60n1129_001:0680c03	典所在。是佛舍利。今時凡僧。亦能荷負正法。為世福	典 所 在 是 佛 舍 利 今 時 凡 僧 亦 能 荷 負 正 法 為 世 福 
X60n1129_001:0680c04	田。皆應禮敬。言一體三寶者。即是一心。自性不歸。無	田 皆 應 禮 敬 言 一 體 三 寶 者 即 是 一 心 自 性 不 歸 無 
X60n1129_001:0680c05	所歸處。若以實相慧。覺了諸法。非空非有。亦空亦有。	所 歸 處 若 以 實 相 慧 覺 了 諸 法 非 空 非 有 亦 空 亦 有 
X60n1129_001:0680c06	雙忘雙照。三智圓覺。名為佛寶。所覺法性之理。三諦	雙 忘 雙 照 三 智 圓 覺 名 為 佛 寶 所 覺 法 性 之 理 三 諦 
X60n1129_001:0680c07	具足。名為法寶。如此覺慧。與理事和合。名為僧寶。欲	具 足 名 為 法 寶 如 此 覺 慧 與 理 事 和 合 名 為 僧 寶 欲 
X60n1129_001:0680c08	行禮敬者。不於一體之外。而有住持。亦不離住持之	行 禮 敬 者 不 於 一 體 之 外 而 有 住 持 亦 不 離 住 持 之 
X60n1129_001:0680c09	相。而言一體。若昧一體之理。而行禮敬。但得事善。不	相 而 言 一 體 若 昧 一 體 之 理 而 行 禮 敬 但 得 事 善 不 
X60n1129_001:0680c10	名真禮。若離住持之相。而談一體。墮斷滅空。不名達	名 真 禮 若 離 住 持 之 相 而 談 一 體 墮 斷 滅 空 不 名 達 
X60n1129_001:0680c11	理。以理居事外。未知全事即理。又豈悟能所性空。感	理 以 理 居 事 外 未 知 全 事 即 理 又 豈 悟 能 所 性 空 感 
X60n1129_001:0680c12	應道交者乎。由此三寶常住於世。不為世法之所陵	應 道 交 者 乎 由 此 三 寶 常 住 於 世 不 為 世 法 之 所 陵 
X60n1129_001:0680c13	慢。故稱寶也。如世珍寶。為眾生所重。今此三寶。為諸	慢 故 稱 寶 也 如 世 珍 寶 為 眾 生 所 重 今 此 三 寶 為 諸 
X60n1129_001:0680c14	群生。三乘七眾之所歸仰。故名三歸也。寶性論云。三	群 生 三 乘 七 眾 之 所 歸 仰 故 名 三 歸 也 寶 性 論 云 三 
X60n1129_001:0680c15	寶有六義。故須敬也。一者希有義。如世寶物。貧窮之	寶 有 六 義 故 須 敬 也 一 者 希 有 義 如 世 寶 物 貧 窮 之 
X60n1129_001:0680c16	人所不能得。三寶如是。薄福眾生。百千萬世不能值	人 所 不 能 得 三 寶 如 是 薄 福 眾 生 百 千 萬 世 不 能 值 
X60n1129_001:0680c17	遇。所名為寶。二者離垢義。如世真寶。體無瑕穢。三寶	遇 所 名 為 寶 二 者 離 垢 義 如 世 真 寶 體 無 瑕 穢 三 寶 
X60n1129_001:0680c18	如是。絕離諸漏。故名為寶。三者勢力義。如世珍寶。除	如 是 絕 離 諸 漏 故 名 為 寶 三 者 勢 力 義 如 世 珍 寶 除 
X60n1129_001:0680c19	貧除毒。有大勢力。三寶如是。具不思議六神通力。故	貧 除 毒 有大勢力 三 寶 如 是 具 不 思 議 六 神 通 力 故 
X60n1129_001:0680c20	說為寶。四者莊嚴義。如世珍寶。能嚴身首。令身姝好。	說 為 寶 四 者 莊 嚴 義 如 世 珍 寶 能 嚴 身 首 令 身 姝 好 
X60n1129_001:0680c21	三寶如是。能嚴行人。清淨身故。故說為寶。五者最勝	三 寶 如 是 能 嚴 行 人 清 淨 身 故 故 說 為 寶 五 者 最 勝 
X60n1129_001:0680c22	義。如世珍寶。諸物中勝。三寶如是。一切世中。最為殊	義 如 世 珍 寶 諸 物 中 勝 三 寶 如 是 一 切 世 中 最 為 殊 
X60n1129_001:0680c23	勝。故名為寶。六者不改義。如世真金。燒打磨煉。不能	勝 故 名 為 寶 六 者 不 改 義 如 世 真 金 燒 打 磨 煉 不 能 
X60n1129_001:0680c24	變改。三寶如是。不為世間八法所改。故名為寶。故經	變 改 三 寶 如 是 不 為 世間八法 所 改 故 名 為 寶 故 經 
X60n1129_001:0681a01	云。三歸功力最大。不得不受。昔者天帝釋。五德離身。	云 三 歸 功 力 最 大 不 得 不 受 昔 者 天 帝 釋 五 德 離 身 
X60n1129_001:0681a02	自知命盡。當下生世間。在陶作家受驢胎。甚大愁憂	自 知 命 盡 當 下 生 世 間 在 陶 作 家 受 驢 胎 甚 大 愁 憂 
X60n1129_001:0681a03	自念三界之中。濟人苦厄。唯有佛耳。於是馳往佛所。	自 念 三 界 之 中 濟 人 苦 厄 唯 有 佛 耳 於 是 馳 往 佛 所 
X60n1129_001:0681a04	稽首作禮。伏地至心。三自歸命佛法僧。未起之間。其	稽 首 作 禮 伏 地 至 心 三 自 歸 命 佛 法 僧 未 起 之 間 其 
X60n1129_001:0681a05	命忽出。便至陶家。驢母腹中作子。時驢自解。走瓦坏	命 忽 出 便 至 陶 家 驢 母 腹 中 作 子 時 驢 自 解 走 瓦 坏 
X60n1129_001:0681a06	間。破壞坏器。其主打之。尋時傷胎。其神即還入故身	間 破 壞 坏 器 其 主 打 之 尋 時 傷 胎 其 神 即 還 入 故 身 
X60n1129_001:0681a07	中。五德福還。復為天帝。佛從定覺。讚言善哉。天帝。能	中 五 德 福 還 復 為 天 帝 佛 從 定 覺 讚 言 善 哉 天 帝 能 
X60n1129_001:0681a08	於殞命之際。歸命三寶。罪對已畢。不更勤苦。佛為說	於 殞 命 之 際 歸 命 三 寶 罪 對 已 畢 不 更 勤 苦 佛 為 說 
X60n1129_001:0681a09	法。天帝歡喜奉受。得須陀洹道。折伏羅漢經云。昔忉	法 天 帝 歡 喜 奉 受 得 須陀洹道 折 伏 羅 漢 經 云 昔 忉 
X60n1129_001:0681a10	利天子。壽命垂盡。五衰相現。自觀終後。下生維耶離	利 天 子 壽 命 垂 盡 五 衰 相 現 自 觀 終 後 下 生 維 耶 離 
X60n1129_001:0681a11	國。疥癩母猪腹中作子。愁憂不樂。有天語云。唯佛能	國 疥 癩 母 猪 腹 中 作 子 愁 憂 不 樂 有 天 語 云 唯 佛 能 
X60n1129_001:0681a12	脫卿罪。即到佛所。作禮。未問。佛告天子。一切萬物皆	脫 卿 罪 即 到 佛 所 作 禮 未 問 佛 告 天 子 一 切 萬 物 皆 
X60n1129_001:0681a13	歸無常。汝素所知。何為憂愁。天白佛言。雖知天福不	歸 無 常 汝 素 所 知 何 為 憂 愁 天 白 佛 言 雖 知 天 福 不 
X60n1129_001:0681a14	能得久。恨離此座。常為猪胎。以是為毒。人趣受身不	能 得 久 恨 離 此 座 常 為 猪 胎 以 是 為 毒 人 趣 受 身 不 
X60n1129_001:0681a15	為恐也。佛言。欲脫猪身。當誦三歸。即從佛教。晨夜自	為 恐 也 佛 言 欲 脫 猪 身 當 誦 三 歸 即 從 佛 教 晨 夜 自 
X60n1129_001:0681a16	歸。七日壽盡。下生維耶離國。作長者子。在母胞胎。日	歸 七 日 壽 盡 下 生 維 耶 離 國 作 長 者 子 在 母 胞 胎 日 
X60n1129_001:0681a17	三自歸。始生墮地。亦跪自歸。舉家深怪。謂之熒惑。意	三 自 歸 始 生 墮 地 亦 跪 自 歸 舉 家 深 怪 謂 之 熒 惑 意 
X60n1129_001:0681a18	欲殺之。唯父識之。曰。此兒非凡。人生百歲。尚不曉歸	欲 殺 之 唯 父 識 之 曰 此 兒 非 凡 人 生 百 歲 尚 不 曉 歸 
X60n1129_001:0681a19	三寶。況初墮地。能自稱佛。好養視之。兒年七歲。路逢	三 寶 況 初 墮 地 能 自 稱 佛 好 養 視 之 兒 年 七 歲 路 逢 
X60n1129_001:0681a20	舍利弗。目犍連。兒便作禮。眾咸驚怪。兒言。道人不識	舍 利 弗 目 犍 連 兒 便 作 禮 眾 咸 驚 怪 兒 言 道 人 不 識 
X60n1129_001:0681a21	我耶。我在天上。應生惡道。佛授自歸。故得為人。願以	我 耶 我 在 天 上 應 生 惡 道 佛 授 自 歸 故 得 為 人 願 以 
X60n1129_001:0681a22	我言。請佛及僧。兒歸以白父母。願辦供養。父母異其	我 言 請 佛 及 僧 兒 歸 以 白 父 母 願 辦 供 養 父 母 異 其 
X60n1129_001:0681a23	年幼。能發大心。喜而營之。佛及眾僧。神足來應。因為	年 幼 能 發 大 心 喜 而 營 之 佛 及 眾 僧 神 足 來 應 因 為 
X60n1129_001:0681a24	說法。兒及父母。內外親屬。皆得阿惟越致。乃三自歸	說 法 兒 及 父 母 內 外 親 屬 皆 得 阿惟越致 乃 三 自 歸 
X60n1129_001:0681b01	之福也。賢愚經云。阿難白佛言。世尊。不審此重姓比	之 福 也 賢 愚 經 云 阿 難 白 佛 言 世 尊 不 審 此 重 姓 比 
X60n1129_001:0681b02	丘。本作何行。種何善根。而今出世。墮水魚吞不死。佛	丘 本 作 何 行 種 何 善 根 而 今 出 世 墮 水 魚 吞 不 死 佛 
X60n1129_001:0681b03	告阿難。過去久遠。有佛出世。號毗婆尸。為眾說法。時	告 阿 難 過去久遠 有 佛 出 世 號 毗 婆 尸 為 眾 說 法 時 
X60n1129_001:0681b04	有長者子。來至會中。聞佛說布施持戒之福。歡喜信	有 長 者 子 來 至 會 中 聞 佛 說 布 施 持 戒 之 福 歡 喜 信 
X60n1129_001:0681b05	心。即從佛受三自歸。及不殺戒。復以一錢布施彼佛。	心 即 從 佛 受 三 自 歸 及 不 殺 戒 復 以 一 錢 布 施 彼 佛 
X60n1129_001:0681b06	由是之故。世世受福。財寶自恣。無有乏短。爾時長者	由 是 之 故 世 世 受 福 財 寶 自 恣 無 有 乏 短 爾 時 長 者 
X60n1129_001:0681b07	子者。今重姓比丘是。由其布施一錢。九十一劫。恒富	子 者 今 重 姓 比 丘 是 由 其 布 施 一 錢 九 十 一 劫 恒 富 
X60n1129_001:0681b08	錢財。至於今世。二家父母。供給所須。受不殺戒故。墮	錢 財 至 於 今 世 二 家 父 母 供給所須 受 不 殺 戒 故 墮 
X60n1129_001:0681b09	水魚吞不死。受三自歸故。今值於我。得羅漢道。正法	水 魚 吞 不 死 受 三 自 歸 故 今 值 於 我 得 羅 漢 道 正 法 
X60n1129_001:0681b10	經云。昔有人受人所鬻。斷命祭天。既被持縛。無所能	經 云 昔 有 人 受 人 所 鬻 斷 命 祭 天 既 被 持 縛 無 所 能 
X60n1129_001:0681b11	避。唯念諸佛。一稱是言。南無佛陀耶。言已命終。生三	避 唯 念 諸 佛 一 稱 是 言 南 無 佛 陀 耶 言 已 命 終 生 三 
X60n1129_001:0681b12	十三天。六十劫中。受勝玅樂。藥王軍菩薩。白佛言。此	十 三 天 六 十 劫 中 受 勝 玅 樂 藥 王 軍 菩 薩 白 佛 言 此 
X60n1129_001:0681b13	人何緣生彼。佛言。臨終純善相應。發淨信心。歸依如	人 何 緣 生 彼 佛 言 臨 終 純 善 相 應 發 淨 信 心 歸 依 如 
X60n1129_001:0681b14	來。一稱南無佛故。是人即為深種善根。又復於八十	來 一 稱 南 無 佛 故 是 人 即 為 深 種 善 根 又 復 於 八 十 
X60n1129_001:0681b15	劫中。得宿命智。在在生處。離諸煩惱。息一切苦。大悲	劫 中 得 宿 命 智 在在生處 離諸煩惱 息 一 切 苦 大 悲 
X60n1129_001:0681b16	經云。一稱南無佛者。以是善根。入涅槃界。不可盡也。	經 云 一 稱 南 無 佛 者 以 是 善 根 入 涅 槃 界 不 可 盡 也 
X60n1129_001:0681b17	正法念經云。若有眾生修善。以清淨心。歸佛法僧。一	正 法 念 經 云 若 有 眾 生 修 善 以 清 淨 心 歸 佛 法 僧 一 
X60n1129_001:0681b18	彈指頃。不生餘心。命終生白摩尼天。五欲恣情。心意	彈 指 頃 不 生 餘 心 命 終 生 白 摩 尼 天 五 欲 恣 情 心 意 
X60n1129_001:0681b19	悅樂。三歸功德。乃至報盡。於未來世。得至涅槃。優婆	悅 樂 三 歸 功 德 乃 至 報 盡 於未來世 得 至 涅 槃 優 婆 
X60n1129_001:0681b20	塞戒經云。若在家。若出家。若三歸。若八齋。若五戒。若	塞 戒 經 云 若 在 家 若 出 家 若 三 歸 若 八 齋 若 五 戒 若 
X60n1129_001:0681b21	具足。若不具足。若一日。一夜。若一時。一念。若盡形壽。	具 足 若 不 具 足 若 一 日 一 夜 若 一 時 一 念 若 盡 形 壽 
X60n1129_001:0681b22	至心受持。當知是人得大福德。賢愚經云。持戒之人。	至 心 受 持 當 知 是 人 得 大 福 德 賢 愚 經 云 持 戒 之 人 
X60n1129_001:0681b23	寧捨身命。終不毀犯。何以故。戒為道之初基。盡漏之	寧 捨 身 命 終 不 毀 犯 何 以 故 戒 為 道 之 初 基 盡 漏 之 
X60n1129_001:0681b24	妙趣。涅槃安樂之平塗。若持淨戒。計其功德。無量無	妙 趣 涅 槃 安 樂 之 平 塗 若 持 淨 戒 計 其 功 德 無 量 無 
X60n1129_001:0681c01	邊。譬如大海。多有阿修羅。黿龜水性。摩竭魚等。大眾	邊 譬 如 大 海 多 有 阿 修 羅 黿 龜 水 性 摩 竭 魚 等 大 眾 
X60n1129_001:0681c02	生居。戒海亦爾。多有三乘大眾生居。譬如大海多諸	生 居 戒 海 亦 爾 多 有 三 乘 大 眾 生 居 譬 如 大 海 多 諸 
