X86n1605_001:0495a07	 繼燈錄序	 繼 燈 錄 序 
X86n1605_001:0498c13	　金山開禪師法嗣	 金 山 開 禪 師 法 嗣 
X86n1605_001:0498c14	　　徑山心月禪師	 徑 山 心 月 禪 師 
X86n1605_001:0498c15	　徑山冲禪師法嗣	 徑 山 冲 禪 師 法 嗣 
X86n1605_001:0498c16	　　淨慈敬禪師　北山隆禪師	 淨 慈 敬 禪 師 北 山 隆 禪 師 
X86n1605_001:0498c17	　天竺有禪師法嗣	 天 竺 有 禪 師 法 嗣 
X86n1605_001:0498c18	　　天池信禪師(無錄)	 天 池 信 禪 師 無 錄 
X86n1605_001:0498c19	　鼓山凝禪師法嗣	 鼓 山 凝 禪 師 法 嗣 
X86n1605_001:0498c20	　　蒙山異禪師	 蒙 山 異 禪 師 
X86n1605_001:0498c21	　金牛真禪師法嗣	 金 牛 真 禪 師 法 嗣 
X86n1605_001:0498c22	　　太湖寬禪師(無錄)	 太 湖 寬 禪 師 無 錄 
X86n1605_001:0498c23	　真翁圓禪師法嗣	 真 翁 圓 禪 師 法 嗣 
X86n1605_001:0498c24	　　無能教禪師(無錄)	 無 能 教 禪 師 無 錄 
X86n1605_001:0499a01	　慶壽璋禪師法嗣	 慶 壽 璋 禪 師 法 嗣 
X86n1605_001:0499a02	　　慶壽印簡禪師	 慶 壽 印 簡 禪 師 
X86n1605_001:0499a03	卷第四	卷 第 四 
X86n1605_001:0499a04	　　　臨濟宗	 臨 濟 宗 
X86n1605_001:0499a05	　南嶽下二十一世	 南 嶽 下 二 十 一 世 
X86n1605_001:0499a06	　靈隱明禪師法嗣	 靈 隱 明 禪 師 法 嗣 
X86n1605_001:0499a07	　　雙林誾禪師(無錄)	 雙 林 誾 禪 師 無 錄 
X86n1605_001:0499a08	　萬壽仁禪師法嗣	 萬 壽 仁 禪 師 法 嗣 
X86n1605_001:0499a09	　　徑山文琇禪師	 徑 山 文 琇 禪 師 
X86n1605_001:0499a10	　徑山銘禪師法嗣	 徑 山 銘 禪 師 法 嗣 
X86n1605_001:0499a11	　　天寧力金禪師	 天 寧 力 金 禪 師 
X86n1605_001:0499a12	　龍翔訢禪師法嗣	 龍 翔 訢 禪 師 法 嗣 
X86n1605_001:0499a13	　　天界慧曇禪師　天界宗泐禪師	 天 界 慧 曇 禪 師 天 界 宗 泐 禪 師 
X86n1605_001:0499a14	　　圓通崇裕禪師　靈隱輔良禪師	 圓 通 崇 裕 禪 師 靈 隱 輔 良 禪 師 
X86n1605_001:0499a15	　　靈隱懷渭禪師	 靈 隱 懷 渭 禪 師 
X86n1605_001:0499a16	　保寧倫禪師法嗣	 保 寧 倫 禪 師 法 嗣 
X86n1605_001:0499a17	　　物先義禪師(無錄)	 物 先 義 禪 師 無 錄 
X86n1605_001:0499a18	　竺田霖禪師法嗣	 竺 田 霖 禪 師 法 嗣 
X86n1605_001:0499a19	　　道場明德禪師	 道 場 明 德 禪 師 
X86n1605_001:0499a20	　仰山欽禪師法嗣	 仰 山 欽 禪 師 法 嗣 
X86n1605_001:0499a21	　　高峰原妙禪師　靈雲持定禪師	 高 峰 原 妙 禪 師 靈 雲 持 定 禪 師 
X86n1605_001:0499a22	　　徑山希陵禪師　道場信禪師(無錄)	 徑 山 希 陵 禪 師 道 場 信 禪 師 無 錄 
X86n1605_001:0499a23	　　匡山源禪師(無錄)	 匡 山 源 禪 師 無 錄 
X86n1605_001:0499a24	　淨慈倫禪師法嗣	 淨 慈 倫 禪 師 法 嗣 
X86n1605_001:0499b01	　　瑞巖寶禪師(無錄)　絕象鑑禪師	 瑞 巖 寶 禪 師 無 錄 絕 象 鑑 禪 師 
X86n1605_001:0499b02	　　竹屋簡禪師	 竹 屋 簡 禪 師 
X86n1605_001:0499b03	　無學元禪師法嗣	 無 學 元 禪 師 法 嗣 
X86n1605_001:0499b04	　　月庭忠禪師　高峰日禪師(無錄)	 月 庭 忠 禪 師 高 峰 日 禪 師 無 錄 
X86n1605_001:0499b05	　雪峰湘禪師法嗣	 雪 峰 湘 禪 師 法 嗣 
X86n1605_001:0499b06	　　開元妙恩禪師　開元契祖禪師	 開 元 妙 恩 禪 師 開 元 契 祖 禪 師 
X86n1605_001:0499b07	　育王珙禪師法嗣	 育 王 珙 禪 師 法 嗣 
X86n1605_001:0499b08	　　紫籜道禪師(無錄)　保寧清茂禪師	 紫 籜 道 禪 師 無 錄 保 寧 清 茂 禪 師 
X86n1605_001:0499b09	　淨慈鞏禪師法嗣	 淨 慈 鞏 禪 師 法 嗣 
X86n1605_001:0499b10	　　靈隱德海禪師　天寧景曇禪師	 靈 隱 德 海 禪 師 天 寧 景 曇 禪 師 
X86n1605_001:0499b11	　徑山度禪師法嗣	 徑 山 度 禪 師 法 嗣 
X86n1605_001:0499b12	　　玉山德珍禪師(無錄)　徑山淨伏禪師	 玉 山 德 珍 禪 師 無 錄 徑 山 淨 伏 禪 師 
X86n1605_001:0499b13	　　天童坦禪師(無錄)	 天 童 坦 禪 師 無 錄 
X86n1605_001:0499b14	　徑山愚禪師法嗣	 徑 山 愚 禪 師 法 嗣 
X86n1605_001:0499b15	　　寶葉源禪師　閑極雲禪師	 寶 葉 源 禪 師 閑 極 雲 禪 師 
X86n1605_001:0499b16	　徑山月禪師法嗣	 徑 山 月 禪 師 法 嗣 
X86n1605_001:0499b17	　　南叟茙禪師	 南 叟 茙 禪 師 
X86n1605_001:0499b18	　天池信禪師法嗣	 天 池 信 禪 師 法 嗣 
X86n1605_001:0499b19	　　大慈成禪師(無錄)　天寶法樞禪師	 大 慈 成 禪 師 無 錄 天 寶 法 樞 禪 師 
X86n1605_001:0499b20	　蒙山異禪師法嗣	 蒙 山 異 禪 師 法 嗣 
X86n1605_001:0499b21	　　鐵山瓊禪師	 鐵 山 瓊 禪 師 
X86n1605_001:0499b22	　太湖寬禪師法嗣	 太 湖 寬 禪 師 法 嗣 
X86n1605_001:0499b23	　　縉雲真禪師(無錄)　龍池永寧禪師	 縉 雲 真 禪 師 無 錄 龍 池 永 寧 禪 師 
X86n1605_001:0499b24	　無能教禪師法嗣	 無 能 教 禪 師 法 嗣 
X86n1605_001:0499c01	　　妙果水盛禪師	 妙 果 水 盛 禪 師 
X86n1605_001:0499c02	卷第五	卷 第 五 
X86n1605_001:0499c03	　　　臨濟宗	 臨 濟 宗 
X86n1605_001:0499c04	　南嶽下二十二世	 南 嶽 下 二 十 二 世 
X86n1605_001:0499c05	　雙林誾禪師法嗣	 雙 林 誾 禪 師 法 嗣 
X86n1605_001:0499c06	　　徑山宗淨禪師	 徑 山 宗 淨 禪 師 
X86n1605_001:0499c07	　天界曇禪師法嗣	 天 界 曇 禪 師 法 嗣 
X86n1605_001:0499c08	　　靈谷淨戒禪師	 靈 谷 淨 戒 禪 師 
X86n1605_001:0499c09	　物先義禪師法嗣	 物 先 義 禪 師 法 嗣 
X86n1605_001:0499c10	　　淨慈聯禪師(無錄)	 淨 慈 聯 禪 師 無 錄 
X86n1605_001:0499c11	　高峰妙禪師法嗣	 高 峰 妙 禪 師 法 嗣 
X86n1605_001:0499c12	　　中峯明本禪師　正宗了義禪師	 中 峯 明 本 禪 師 正 宗 了 義 禪 師 
X86n1605_001:0499c13	　　大覺祖雍禪師　白雲以假禪師	 大 覺 祖 雍 禪 師 白 雲 以 假 禪 師 
X86n1605_001:0499c14	　靈雲定禪師法嗣	 靈 雲 定 禪 師 法 嗣 
X86n1605_001:0499c15	　　般若世誠禪師	 般 若 世 誠 禪 師 
X86n1605_001:0499c16	　徑山陵禪師法嗣	 徑 山 陵 禪 師 法 嗣 
X86n1605_001:0499c17	　　寶林紹大禪師　徑山正源禪師	 寶 林 紹 大 禪 師 徑 山 正 源 禪 師 
X86n1605_001:0499c18	　　智者義禪師(無錄)	 智 者 義 禪 師 無 錄 
X86n1605_001:0499c19	　道場信禪師法嗣	 道 場 信 禪 師 法 嗣 
X86n1605_001:0499c20	　　福源清珙禪師	 福 源 清 珙 禪 師 
X86n1605_001:0499c21	　匡山源禪師法嗣	 匡 山 源 禪 師 法 嗣 
X86n1605_001:0499c22	　　海門惟則禪師	 海 門 惟 則 禪 師 
X86n1605_001:0499c23	　瑞巖寶禪師法嗣	 瑞 巖 寶 禪 師 法 嗣 
X86n1605_001:0499c24	　　華頂先覩禪師	 華 頂 先 覩 禪 師 
X86n1605_001:0500a01	　高峯日禪師法嗣	 高 峯 日 禪 師 法 嗣 
X86n1605_001:0500a02	　　日本踈石國師	 日 本 踈 石 國 師 
X86n1605_001:0500a03	　開元祖禪師法嗣	 開 元 祖 禪 師 法 嗣 
X86n1605_001:0500a04	　　開元如炤禪師	 開 元 如 炤 禪 師 
X86n1605_001:0500a05	　紫籜道禪師法嗣	 紫 籜 道 禪 師 法 嗣 
X86n1605_001:0500a06	　　瑞巖無慍禪師　別源源禪師(無錄)	 瑞 巖 無 慍 禪 師 別 源 源 禪 師 無 錄 
X86n1605_001:0500a07	　　天童一禪師	 天 童 一 禪 師 
X86n1605_001:0500a08	　保寧茂禪師法嗣	 保 寧 茂 禪 師 法 嗣 
X86n1605_001:0500a09	　　本覺清欲禪師　瑞雲茂禪師	 本 覺 清 欲 禪 師 瑞 雲 茂 禪 師 
X86n1605_001:0500a10	　靈隱海禪師法嗣	 靈 隱 海 禪 師 法 嗣 
X86n1605_001:0500a11	　　徑山顏禪師　斗峯正璋禪師	 徑 山 顏 禪 師 斗 峯 正 璋 禪 師 
X86n1605_001:0500a12	　　育王慧炤禪師　育王悟光禪師	 育 王 慧 炤 禪 師 育 王 悟 光 禪 師 
X86n1605_001:0500a13	　天寧曇禪師法嗣	 天 寧 曇 禪 師 法 嗣 
X86n1605_001:0500a14	　　三空居士	 三 空 居 士 
X86n1605_001:0500a15	　玉山珍禪師法嗣	 玉 山 珍 禪 師 法 嗣 
X86n1605_001:0500a16	　　龍翔忠禪師	 龍 翔 忠 禪 師 
X86n1605_001:0500a17	　徑山伏禪師法嗣	 徑 山 伏 禪 師 法 嗣 
X86n1605_001:0500a18	　　徑山悅禪師　靈隱明禪師(無錄)	 徑 山 悅 禪 師 靈 隱 明 禪 師 無 錄 
X86n1605_001:0500a19	　天童坦禪師法嗣	 天 童 坦 禪 師 法 嗣 
X86n1605_001:0500a20	　　天界懷信禪師	 天 界 懷 信 禪 師 
X86n1605_001:0500a21	　大慈成禪師法嗣	 大 慈 成 禪 師 法 嗣 
X86n1605_001:0500a22	　　烏石世愚禪師	 烏 石 世 愚 禪 師 
X86n1605_001:0500a23	　天寶樞禪師法嗣	 天 寶 樞 禪 師 法 嗣 
X86n1605_001:0500a24	　　雪峯智順禪師	 雪 峯 智 順 禪 師 
X86n1605_001:0500b01	　鐵山瓊禪師法嗣	 鐵 山 瓊 禪 師 法 嗣 
X86n1605_001:0500b02	　　香山聰禪師	 香 山 聰 禪 師 
X86n1605_001:0500b03	　縉雲真禪師法嗣	 縉 雲 真 禪 師 法 嗣 
X86n1605_001:0500b04	　　靈鷲寶金禪師	 靈 鷲 寶 金 禪 師 
X86n1605_001:0500b05	　南嶽下二十三世	 南 嶽 下 二 十 三 世 
X86n1605_001:0500b06	　淨慈聯禪師法嗣	 淨 慈 聯 禪 師 法 嗣 
X86n1605_001:0500b07	　　慈光成禪師	 慈 光 成 禪 師 
X86n1605_001:0500b08	　中峰本禪師法嗣	 中 峰 本 禪 師 法 嗣 
X86n1605_001:0500b09	　　伏龍元長禪師　獅林惟則禪師	 伏 龍 元 長 禪 師 獅 林 惟 則 禪 師 
X86n1605_001:0500b10	　　日本印原禪師	 日 本 印 原 禪 師 
X86n1605_001:0500b11	　般若誠禪師法嗣	 般 若 誠 禪 師 法 嗣 
X86n1605_001:0500b12	　　仰山正[又/又]禪師	 仰 山 正 [又又] 禪 師 
X86n1605_001:0500b13	　智者義禪師法嗣	 智 者 義 禪 師 法 嗣 
X86n1605_001:0500b14	　　淨慈普仁禪師	 淨 慈 普 仁 禪 師 
X86n1605_001:0500b15	　海門則禪師法嗣	 海 門 則 禪 師 法 嗣 
X86n1605_001:0500b16	　　白蓮智安禪師	 白 蓮 智 安 禪 師 
X86n1605_001:0500b17	　華頂覩禪師法嗣	 華 頂 覩 禪 師 法 嗣 
X86n1605_001:0500b18	　　福林智度禪師	 福 林 智 度 禪 師 
X86n1605_001:0500b19	　開元炤禪師法嗣	 開 元 炤 禪 師 法 嗣 
X86n1605_001:0500b20	　　開元大圭禪師	 開 元 大 圭 禪 師 
X86n1605_001:0500b21	　別源源禪師法嗣	 別 源 源 禪 師 法 嗣 
X86n1605_001:0500b22	　　天童原良禪師	 天 童 原 良 禪 師 
X86n1605_001:0500b23	　天童一禪師法嗣	 天 童 一 禪 師 法 嗣 
X86n1605_001:0500b24	　　雲居普莊禪師	 雲 居 普 莊 禪 師 
X86n1605_001:0500c01	　徑山悅禪師法嗣	 徑 山 悅 禪 師 法 嗣 
X86n1605_001:0500c02	　　靈隱來復禪師	 靈 隱 來 復 禪 師 
X86n1605_001:0500c03	　靈隱明禪師法嗣	 靈 隱 明 禪 師 法 嗣 
X86n1605_001:0500c04	　　淨慈可授禪師	 淨 慈 可 授 禪 師 
X86n1605_001:0500c05	　烏石愚禪師法嗣	 烏 石 愚 禪 師 法 嗣 
X86n1605_001:0500c06	　　靈谷非幻禪師　三峰啟原禪師	 靈 谷 非 幻 禪 師 三 峰 啟 原 禪 師 
X86n1605_001:0500c07	卷第六	卷 第 六 
X86n1605_001:0500c08	　　　臨濟宗	 臨 濟 宗 
X86n1605_001:0500c09	　南嶽下二十四世	 南 嶽 下 二 十 四 世 
X86n1605_001:0500c10	　伏龍長禪師法嗣	 伏 龍 長 禪 師 法 嗣 
X86n1605_001:0500c11	　　鄧蔚時蔚禪師　天龍守貴禪師	 鄧 蔚 時 蔚 禪 師 天 龍 守 貴 禪 師 
X86n1605_001:0500c12	　　松隱德然禪師	 松 隱 德 然 禪 師 
X86n1605_001:0500c13	　仰山友禪師法嗣	 仰 山 友 禪 師 法 嗣 
X86n1605_001:0500c14	　　慈舟濟禪師(無錄)	 慈 舟 濟 禪 師 無 錄 
X86n1605_001:0500c15	　白蓮安禪師法嗣	 白 蓮 安 禪 師 法 嗣 
X86n1605_001:0500c16	　　正傳景隆禪師	 正 傳 景 隆 禪 師 
X86n1605_001:0500c17	　福林度禪師法嗣	 福 林 度 禪 師 法 嗣 
X86n1605_001:0500c18	　　繁昌俊禪師(無錄)　太守密菴何公(無錄)	 繁 昌 俊 禪 師 無 錄 太 守 密 菴 何 公 無 錄 
X86n1605_001:0500c19	　南嶽下二十五世	 南 嶽 下 二 十 五 世 
X86n1605_001:0500c20	　鄧蔚蔚禪師法嗣	 鄧 蔚 蔚 禪 師 法 嗣 
X86n1605_001:0500c21	　　鄧蔚普持禪師(無錄)　九峰勝學禪師	 鄧 蔚 普 持 禪 師 無 錄 九 峰 勝 學 禪 師 
X86n1605_001:0500c22	　慈舟濟禪師法嗣	 慈 舟 濟 禪 師 法 嗣 
X86n1605_001:0500c23	　　壽昌本來禪師	 壽 昌 本 來 禪 師 
X86n1605_001:0500c24	　繁昌俊禪師法嗣	 繁 昌 俊 禪 師 法 嗣 
X86n1605_001:0501a01	　　東林悟禪師	 東 林 悟 禪 師 
X86n1605_001:0501a02	　何密菴居士法嗣	 何 密 菴 居 士 法 嗣 
X86n1605_001:0501a03	　　素菴田大士	 素 菴 田 大 士 
X86n1605_001:0501a04	　南嶽下二十六世	 南 嶽 下 二 十 六 世 
X86n1605_001:0501a05	　鄧蔚持禪師法嗣	 鄧 蔚 持 禪 師 法 嗣 
X86n1605_001:0501a06	　　東明慧旵禪師	 東 明 慧 旵 禪 師 
X86n1605_001:0501a07	　東林悟禪師法嗣	 東 林 悟 禪 師 法 嗣 
X86n1605_001:0501a08	　　天成紹琦禪師　廣善潭禪師(無錄)	 天 成 紹 琦 禪 師 廣 善 潭 禪 師 無 錄 
X86n1605_001:0501a09	　　太崗澄禪師(無錄)　伏牛圓信禪師	 太 崗 澄 禪 師 無 錄 伏 牛 圓 信 禪 師 
X86n1605_001:0501a10	　　西禪瑞禪師　古庭善堅禪師	 西 禪 瑞 禪 師 古 庭 善 堅 禪 師 
X86n1605_001:0501a11	　素菴田大士法嗣	 素 菴 田 大 士 法 嗣 
X86n1605_001:0501a12	　　佛跡真禪師	 佛 跡 真 禪 師 
X86n1605_001:0501a13	　南嶽下二十七世	 南 嶽 下 二 十 七 世 
X86n1605_001:0501a14	　東明旵禪師法嗣	 東 明 旵 禪 師 法 嗣 
X86n1605_001:0501a15	　　東明普慈禪師	 東 明 普 慈 禪 師 
X86n1605_001:0501a16	　廣善潭禪師法嗣	 廣 善 潭 禪 師 法 嗣 
X86n1605_001:0501a17	　　崇福覺華禪師	 崇 福 覺 華 禪 師 
X86n1605_001:0501a18	　太崗澄禪師法嗣	 太 崗 澄 禪 師 法 嗣 
X86n1605_001:0501a19	　　天真本善禪師　普濟淨澄禪師	 天 真 本 善 禪 師 普 濟 淨 澄 禪 師 
X86n1605_001:0501a20	　未詳法嗣	 未 詳 法 嗣 
X86n1605_001:0501a21	　　溈山太初禪師　中觀沼禪師	 溈 山 太 初 禪 師 中 觀 沼 禪 師 
X86n1605_001:0501a22	　　雪峰悟逸禪師　通玄圓通禪師	 雪 峰 悟 逸 禪 師 通 玄 圓 通 禪 師 
X86n1605_001:0501a23	　　天台祖燈禪師　徑山莊禪師	 天 台 祖 燈 禪 師 徑 山 莊 禪 師 
X86n1605_001:0501a24	　　少林悟頓禪師	 少 林 悟 頓 禪 師 
X86n1605_001:0501b01	繼燈錄目錄(終)	繼 燈 錄 目 錄 終 
X86n1605_001:0501b06	繼燈錄卷第一	繼 燈 錄 卷 第 一 
X86n1605_001:0501b08	鼓山嗣祖沙門　元賢　輯	鼓 山 嗣 祖 沙 門 元 賢 輯 
X86n1605_001:0501b09	曹洞宗	曹 洞 宗 
X86n1605_001:0501b10	青原下十六世	青 原 下 十 六 世 
X86n1605_001:0501b11	雪竇鑑禪師法嗣	雪 竇 鑑 禪 師 法 嗣 
X86n1605_001:0501b12	明州天童長翁如淨禪師生而岐嶷。不髏常童。長學	明 州 天 童 長 翁 如 淨 禪 師 生 而 岐 嶷 不 髏 常 童 長 學 
X86n1605_001:0501b13	出世法。參足菴於雪竇。看庭前栢樹子話有省。呈頌	出 世 法 參 足 菴 於 雪 竇 看 庭 前 栢 樹 子 話 有 省 呈 頌 
X86n1605_001:0501b14	曰。西來祖意庭前栢。鼻孔寥寥對眼睛。落地枯枝纔	曰 西 來 祖 意 庭 前 栢 鼻 孔 寥 寥 對 眼 睛 落 地 枯 枝 纔 
X86n1605_001:0501b15	[跳兆+孛]跳。松蘿亮鬲笑掀騰。菴頷之。出世屢遷名剎。後主	[跳兆孛] 跳 松 蘿 亮 鬲 笑 掀 騰 菴 頷 之 出 世 屢 遷 名 剎 後 主 
X86n1605_001:0501b16	淨慈。陞天童。開爐上堂。召大眾打圓相云。個是天童	淨 慈 陞 天 童 開 爐 上 堂 召 大 眾 打 圓 相 云 個 是 天 童 
X86n1605_001:0501b17	火爐。近前則燒殺。退後則凍殺。忽有個漢出來道。合	火 爐 近 前 則 燒 殺 退 後 則 凍 殺 忽 有 個 漢 出 來 道 合 
X86n1605_001:0501b18	作麼生。[囗@力]火爐動也。上堂。霜風號肅殺。霜葉墜蕭[颱台+(癸天+虫)]。	作 麼 生 [囗力]火爐動也上堂霜風號肅殺霜葉墜蕭[颱台癸天虫] 
X86n1605_001:0501b19	舉拂子曰。看。唯有玲瓏崔嵬望轉高。所謂天童滯貨	舉 拂 子 曰 看 唯 有 玲 瓏 崔 嵬 望 轉 高 所 謂 天 童 滯 貨 
X86n1605_001:0501b20	今朝短販。一遭莫有酧價底麼。下座巡堂。上堂。外不	今 朝 短 販 一 遭 莫 有 酧 價 底 麼 下 座 巡 堂 上 堂 外 不 
X86n1605_001:0501b21	放入。內不放出。痛下一槌。萬事了畢。且道如何。太白	放 入 內 不 放 出 痛 下 一 槌 萬 事 了 畢 且 道 如 何 太 白 
X86n1605_001:0501b22	峰前令斬新。內外紀綱俱委悉。上堂。天童鉄臭老拳	峰 前 令 斬 新 內 外 紀 綱 俱 委 悉 上 堂 天 童 鉄 臭 老 拳 
X86n1605_001:0501b23	頭。打殺江湖水牯牛。夜深忽然生個卵。天明推出大	頭 打 殺 江 湖 水 牯 牛 夜 深 忽 然 生 個 卵 天 明 推 出 大 
X86n1605_001:0501b24	日頭。且道如何。晒[日*良]諸人烝濕處。免教行步滑如油。	日 頭 且 道 如 何 晒 [日良] 諸 人 烝 濕 處 免 教 行 步 滑 如 油 
X86n1605_001:0501c01	上堂。靈雲見處桃花開。天童見處桃花落。桃花開。春	上 堂 靈 雲 見 處 桃 花 開 天 童 見 處 桃 花 落 桃 花 開 春 
X86n1605_001:0501c02	風催。桃花落。春風惡。靈雲且置。莫有與天童相見底	風 催 桃 花 落 春 風 惡 靈 雲 且 置 莫 有 與 天 童 相 見 底 
X86n1605_001:0501c03	麼。春風惡桃花。躍浪生頭角。新起妙嚴慶懺上堂。推	麼 春 風 惡 桃 花 躍 浪 生 頭 角 新 起 妙 嚴 慶 懺 上 堂 推 
X86n1605_001:0501c04	倒多生老鼠窠。掃空平地笑呵呵。從空架起生頭角。	倒 多 生 老 鼠 窠 掃 空 平 地 笑 呵 呵 從 空 架 起 生 頭 角 
X86n1605_001:0501c05	葢覆驢牛不厭多。今朝成就大緣千古。發揮大事。且	葢 覆 驢 牛 不 厭 多 今 朝 成 就 大 緣 千 古 發 揮 大 事 且 
X86n1605_001:0501c06	道如何。斫額任他門外客。到家還我個中人。復舉文	道 如 何 斫 額 任 他 門 外 客 到 家 還 我 個 中 人 復 舉 文 
X86n1605_001:0501c07	殊問無著近離甚麼處。著云南方。殊云南方佛法如	殊 問 無 著 近 離 甚 麼 處 著 云 南 方 殊 云 南 方 佛 法 如 
X86n1605_001:0501c08	何住持。著云末法比丘少奉戒律。殊云多少眾。著云	何 住 持 著 云 末 法 比 丘 少 奉 戒 律 殊 云 多 少 眾 著 云 
X86n1605_001:0501c09	或三百或五百。師云。春風勾引鷓鴣啼。著問文殊此	或 三 百 或 五 百 師 云 春 風 勾 引 鷓 鴣 啼 著 問 文 殊 此 
X86n1605_001:0501c10	間佛法如何住持。殊云凡聖同居龍蛇混雜。著云多	間 佛 法 如 何 住 持 殊 云 凡 聖 同 居 龍 蛇 混 雜 著 云 多 
X86n1605_001:0501c11	少眾。殊云前三三與後三三。師曰。平地波瀾鈎鐵船。	少 眾 殊 云 前 三 三 與 後 三 三 師 曰 平 地 波 瀾 鈎 鐵 船 
X86n1605_001:0501c12	這兩轉語要與諸方眉毛撕結。更有兩轉語要與諸	這 兩 轉 語 要 與 諸 方 眉 毛 撕 結 更 有 兩 轉 語 要 與 諸 
X86n1605_001:0501c13	方點眼。或三百或五百。銅錢鐵錢省數足陌。前三三	方 點 眼 或 三 百 或 五 百 銅 錢 鐵 錢 省 數 足 陌 前 三 三 
X86n1605_001:0501c14	與後三三。蘿蔔芋嬭淺貯滿擔。諸方忽然眼開。決定	與 後 三 三 蘿 蔔 芋 嬭 淺 貯 滿 擔 諸 方 忽 然 眼 開 決 定 
X86n1605_001:0501c15	拍手大笑。笑個甚麼。不笑巴叉便笑杜撰。雖然笑者	拍 手 大 笑 笑 個 甚 麼 不 笑 巴 叉 便 笑 杜 撰 雖 然 笑 者 
X86n1605_001:0501c16	還稀。忽有人問天童多少眾。便向他道。新起妙嚴誇	還 稀 忽 有 人 問 天 童 多 少 眾 便 向 他 道 新 起 妙 嚴 誇 
X86n1605_001:0501c17	第一。一齊都在畫圖中。師六坐道場未說稟承。眾有	第 一 一 齊 都 在 畫 圖 中 師 六 坐 道 場 未 說 稟 承 眾 有 
X86n1605_001:0501c18	是請。師曰我待涅槃堂裏拈出。果臨終拈香曰。如淨	是 請 師 曰 我 待 涅 槃 堂 裏 拈 出 果 臨 終 拈 香 曰 如 淨 
X86n1605_001:0501c19	行脚四十餘年。首到乳峰失脚墮於陷穽。此香今不	行 脚 四 十 餘 年 首 到 乳 峰 失 脚 墮 於 陷 穽 此 香 今 不 
