X69n1352_001:0303c06	 白雲禪錄	 白 雲 禪 錄 
X69n1352_001:0306a11	和子。一箇箇出來。氣宇如王。問著辯瀉懸河。有甚奈	和 子 一 箇 箇 出 來 氣 宇 如 王 問 著 辯 瀉 懸 河 有 甚 奈 
X69n1352_001:0306a12	何處。忽若解按下雲頭。聽承天說些將有如無話。往	何 處 忽 若 解 按 下 雲 頭 聽 承 天 說 些 將 有 如 無 話 往 
X69n1352_001:0306a13	往方知道。打皷弄琵琶。須逢兩會家。然雖如是。禹力	往 方 知 道 打 皷 弄 琵 琶 須 逢 兩 會 家 然 雖 如 是 禹 力 
X69n1352_001:0306a14	不到處。河聲流向西。	不 到 處 河 聲 流 向 西 
X69n1352_001:0306a15	上堂云。一月普現一切水。一切水月一月攝。拈起拄	上 堂 云 一 月 普 現 一 切 水 一 切 水 月 一 月 攝 拈 起 拄 
X69n1352_001:0306a16	杖云。東弗于代。西瞿耶尼。南瞻部洲。北鬱單越。新羅	杖 云 東 弗 于 代 西 瞿 耶 尼 南 瞻 部 洲 北 鬱 單 越 新 羅 
X69n1352_001:0306a17	渤海。如今眾裏稍稍參學者。盡知道。在拄杖頭上。及	渤 海 如 今 眾 裏 稍 稍 參 學 者 盡 知 道 在 拄 杖 頭 上 及 
X69n1352_001:0306a18	乎問著人家杓柄長短。鍋子大小。管取十有九不知。	乎 問 著 人 家 杓 柄 長 短 鍋 子 大 小 管 取 十 有 九 不 知 
X69n1352_001:0306a19	所以道。夜深方見把針人。若未然者。滿船明月一竿	所 以 道 夜 深 方 見 把 針 人 若 未 然 者 滿 船 明 月 一 竿 
X69n1352_001:0306a20	竹。家住五湖歸去來。卓拄杖一下。	竹 家 住 五 湖 歸 去 來 卓 拄 杖 一 下 
X69n1352_001:0306a21	上堂云。不曾迷。莫求悟。為什麼從上來。却有師承祖	上 堂 云 不 曾 迷 莫 求 悟 為 什 麼 從 上 來 却 有 師 承 祖 
X69n1352_001:0306a22	嗣。若也會得。入鄉隨俗。若也不會。餓死首陽山。然雖	嗣 若 也 會 得 入 鄉 隨 俗 若 也 不 會 餓 死 首 陽 山 然 雖 
X69n1352_001:0306a23	如是。入水見長人。	如 是 入 水 見 長 人 
X69n1352_001:0306a24	上堂。拈起拄杖云。若向者裏會得。雪上加霜。若也未	上 堂 拈 起 拄 杖 云 若 向 者 裏 會 得 雪 上 加 霜 若 也 未 
X69n1352_001:0306b01	然。但得雪消去。自然春到來。卓拄杖一下。	然 但 得 雪 消 去 自 然 春 到 來 卓 拄 杖 一 下 
X69n1352_001:0306b02	上堂云。古者道。有佛處不得住。無佛處急走過。所以	上 堂 云 古 者 道 有 佛 處 不 得 住 無 佛 處 急 走 過 所 以 
X69n1352_001:0306b03	承天有時口似木[木*突]。有時言如劈竹。有時褒貶天下	承 天 有 時 口 似 木 [木突] 有 時 言 如 劈 竹 有 時 褒 貶 天 下 
X69n1352_001:0306b04	人。有時一任天下人褒貶。然雖如是。大眾。三千里外。	人 有 時 一 任 天 下 人 褒 貶 然 雖 如 是 大 眾 三 千 里 外 
X69n1352_001:0306b05	逢人不得錯舉。	逢 人 不 得 錯 舉 
X69n1352_001:0306b06	上堂云。可中學道。似地擎山。不知山之孤峻。如石含	上 堂 云 可 中 學 道 似 地 擎 山 不 知 山 之 孤 峻 如 石 含 
X69n1352_001:0306b07	玉。不知玉之無瑕。若能如是。是真出家。大眾。既是不	玉 不 知 玉 之 無 瑕 若 能 如 是 是 真 出 家 大 眾 既 是 不 
X69n1352_001:0306b08	知山之孤峻。又不知玉之無瑕。且道是誰與麼道。乃	知 山 之 孤 峻 又 不 知 玉 之 無 瑕 且 道 是 誰 與 麼 道 乃 
X69n1352_001:0306b09	拍禪牀一下云。牙根不歷水。未免順人情。	拍 禪 牀 一 下 云 牙 根 不 歷 水 未 免 順 人 情 
X69n1352_001:0306b10	上堂。舉雲門頌云。不露風骨句。未語先分付。進步口	上 堂 舉 雲 門 頌 云 不 露 風 骨 句 未 語 先 分 付 進 步 口 
X69n1352_001:0306b11	喃喃。知君大罔錯。大眾。雲門老人。只解無佛處稱尊。	喃 喃 知 君 大 罔 錯 大 眾 雲 門 老 人 只 解 無 佛 處 稱 尊 
X69n1352_001:0306b12	且不解移風易俗。承天也揑一箇。呈似大眾。不露風	且 不 解 移 風 易 俗 承 天 也 揑 一 箇 呈 似 大 眾 不 露 風 
X69n1352_001:0306b13	骨句。有鹽兼有醋。憑君子細看。九曲珠難度。便下座。	骨 句 有 鹽 兼 有 醋 憑 君 子 細 看 九 曲 珠 難 度 便 下 座 
X69n1352_001:0306b14	上堂云。大象不遊於兔徑。大悟不拘於小節。是何言	上 堂 云 大 象 不 遊 於 兔 徑 大 悟 不 拘 於 小 節 是 何 言 
X69n1352_001:0306b15	歟。承天道。針眼裏躍出獰龍。藕絲中開張世界。何謂	歟 承 天 道 針 眼 裏 躍 出 獰 龍 藕 絲 中 開 張 世 界 何 謂 
X69n1352_001:0306b16	如此。功多業熟。水到渠成。參。	如 此 功 多 業 熟 水 到 渠 成 參 
X69n1352_001:0306b17	上堂云。光非照境。境亦非存。拈起拄杖云。者拄杖子。	上 堂 云 光 非 照 境 境 亦 非 存 拈 起 拄 杖 云 者 拄 杖 子 
X69n1352_001:0306b18	遇貴則賤。遇賤則貴。何謂如此。誰知冷灰裏。九轉透	遇 貴 則 賤 遇 賤 則 貴 何 謂 如 此 誰 知 冷 灰 裏 九 轉 透 
X69n1352_001:0306b19	瓶香。卓拄杖下座。	瓶 香 卓 拄 杖 下 座 
X69n1352_001:0306b20	上堂云。今日至節。一陽生於此日。遂拈起拄杖云。大	上 堂 云 今 日 至 節 一 陽 生 於 此 日 遂 拈 起 拄 杖 云 大 
X69n1352_001:0306b21	眾且道。者箇作麼生。便恁麼搆得。且恁麼應時納祐。	眾 且 道 者 箇 作 麼 生 便 恁 麼 搆 得 且 恁 麼 應 時 納 祐 
X69n1352_001:0306b22	若數至大年朝。前頭大有雪在。所以承天尋常十度	若 數 至 大 年 朝 前 頭 大 有 雪 在 所 以 承 天 尋 常 十 度 
X69n1352_001:0306b23	發言九度休。何謂如此。當門不用栽荊棘。後代兒孫	發 言 九 度 休 何 謂 如 此 當 門 不 用 栽 荊 棘 後 代 兒 孫 
X69n1352_001:0306b24	惹著衣。然雖如是。三十年後。太公釣魚。參。	惹 著 衣 然 雖 如 是 三 十 年 後 太 公 釣 魚 參 
X69n1352_001:0306c01	上堂。云黑荳未生芽處會得。自古自今。寡不敵眾。若	上 堂 云 黑 荳 未 生 芽 處 會 得 自 古 自 今 寡 不 敵 眾 若 
X69n1352_001:0306c02	說臂長衫袖短。脚瘦艸鞋寬。一任天下人。笑承天不	說 臂 長 衫 袖 短 脚 瘦 艸 鞋 寬 一 任 天 下 人 笑 承 天 不 
X69n1352_001:0306c03	唧[口*留]。然雖如是。有利無利。不離行市。	唧 [口留] 然 雖 如 是 有 利 無 利 不 離 行 市 
X69n1352_001:0306c04	上堂云。若常似今日。承天謾得諸上座。若不似今日。	上 堂 云 若 常 似 今 日 承 天 謾 得 諸 上 座 若 不 似 今 日 
X69n1352_001:0306c05	承天謾諸上座不得。何謂如此。黨理不黨親。參。	承 天 謾 諸 上 座 不 得 何 謂 如 此 黨 理 不 黨 親 參 
X69n1352_001:0306c06	上堂。眾集定。乃云。大眾會麼。以拄杖卓一下云。珊瑚	上 堂 眾 集 定 乃 云 大 眾 會 麼 以 拄 杖 卓 一 下 云 珊 瑚 
X69n1352_001:0306c07	枕上兩行淚。半是思君半恨君。下座。	枕 上 兩 行 淚 半 是 思 君 半 恨 君 下 座 
X69n1352_001:0306c08	江州圓通崇勝禪院語錄	江 州 圓 通 崇 勝 禪 院 語 錄 
X69n1352_001:0306c09	參學小師　海譚　錄	參 學 小 師 海 譚 錄 
X69n1352_001:0306c10	師受請日。陞座。顧視大眾云。昔日三聖道。我遇人即	師 受 請 日 陞 座 顧 視 大 眾 云 昔 日 三 聖 道 我 遇 人 即 
X69n1352_001:0306c11	出。出即不為人。興化聞得云。我則不然。我遇人則不	出 出 即 不 為 人 興 化 聞 得 云 我 則 不 然 我 遇 人 則 不 
X69n1352_001:0306c12	出。出則便為人。大眾。此二尊宿。各有一處打得著。且	出 出 則 便 為 人 大 眾 此 二 尊 宿 各 有 一 處 打 得 著 且 
X69n1352_001:0306c13	道那箇在前。那箇在後。還有人。向者裏定當得麼。良	道 那 箇 在 前 那 箇 在 後 還 有 人 向 者 裏 定 當 得 麼 良 
X69n1352_001:0306c14	久云。妙舞莫誇迴雪手。三臺須是大家催。下座。	久 云 妙 舞 莫 誇 迴 雪 手 三 臺 須 是 大 家 催 下 座 
X69n1352_001:0306c15	上堂云。入林不動艸。入水不動波。入鳥不亂行。大眾。	上 堂 云 入 林 不 動 艸 入 水 不 動 波 入 鳥 不 亂 行 大 眾 
X69n1352_001:0306c16	者箇是把纜放船底手脚。且道衲僧家合作麼生。以	者 箇 是 把 纜 放 船 底 手 脚 且 道 衲 僧 家 合 作 麼 生 以 
X69n1352_001:0306c17	手拍禪床一下云。掀翻海嶽求知己。撥動乾坤見太	手 拍 禪 床 一 下 云 掀 翻 海 嶽 求 知 己 撥 動 乾 坤 見 太 
X69n1352_001:0306c18	平。	平 
X69n1352_001:0306c19	上堂。拈起拄杖。卓一卓云。一漚生波瀾始。又卓一卓	上 堂 拈 起 拄 杖 卓 一 卓 云 一 漚 生 波 瀾 始 又 卓 一 卓 
X69n1352_001:0306c20	云。一漚生文殊起。又連卓三下云。者箇又作麼生。良	云 一 漚 生 文 殊 起 又 連 卓 三 下 云 者 箇 又 作 麼 生 良 
X69n1352_001:0306c21	久云。誰知遠烟浪。別有好思量。參。	久 云 誰 知 遠 烟 浪 別 有 好 思 量 參 
X69n1352_001:0306c22	上堂云。古者道。將此深心奉塵剎。是則名為報佛恩。	上 堂 云 古 者 道 將 此 深 心 奉 塵 剎 是 則 名 為 報 佛 恩 
X69n1352_001:0306c23	圓通即不然。時挑野菜和根煑。旋採山柴帶葉燒。參。	圓 通 即 不 然 時 挑 野 菜 和 根 煑 旋 採 山 柴 帶 葉 燒 參 
X69n1352_001:0306c24	上堂云。佛身無為。不墮諸數。且道。六入。十二緣。十八	上 堂 云 佛 身 無 為 不 墮 諸 數 且 道 六 入 十 二 緣 十 八 
X69n1352_001:0307a01	界。乃至八萬四千法門。從甚處來。以手拍禪牀一下	界 乃 至 八萬四千法門 從 甚 處 來 以 手 拍 禪 牀 一 下 
X69n1352_001:0307a02	云。好女不著嫁時衣。參。	云 好 女 不 著 嫁 時 衣 參 
X69n1352_001:0307a03	上堂云。泥佛不度水。木佛不度火。金佛不度鑪。大眾。	上 堂 云 泥 佛 不 度 水 木 佛 不 度 火 金 佛 不 度 鑪 大 眾 
X69n1352_001:0307a04	趙州老子。十二劑骨頭。八萬四千毛孔。一時拋向諸	趙 州 老 子 十 二 劑 骨 頭 八萬四千 毛 孔 一 時 拋 向 諸 
X69n1352_001:0307a05	人懷裏了也。圓通今日。路見不平。為古人出氣。以手	人 懷 裏 了 也 圓 通 今 日 路 見 不 平 為 古 人 出 氣 以 手 
X69n1352_001:0307a06	拍禪牀一下云。須知海嶽歸明主。未信乾坤陷吉人。	拍 禪 牀 一 下 云 須 知 海 嶽 歸 明 主 未 信 乾 坤 陷 吉 人 
X69n1352_001:0307a07	參。	參 
X69n1352_001:0307a08	上堂云。本自無瘡。勿傷之也。然雖如是。不因一事。不	上 堂 云 本 自 無 瘡 勿 傷 之 也 然 雖 如 是 不 因 一 事 不 
X69n1352_001:0307a09	長一智。參。	長 一 智 參 
X69n1352_001:0307a10	上堂。拈拄杖。橫按膝上云。春生夏長。放下拄杖云。雨	上 堂 拈 拄 杖 橫 按 膝 上 云 春 生 夏 長 放 下 拄 杖 云 雨 
X69n1352_001:0307a11	順風調。下座。	順 風 調 下 座 
X69n1352_001:0307a12	受紫衣日上堂云。古者道。牽牛向水東去也。不免官	受 紫 衣 日 上 堂 云 古 者 道 牽 牛 向 水 東 去 也 不 免 官 
X69n1352_001:0307a13	家王徭。牽牛向水西去也。不免官家王徭。不如隨分	家 王 徭 牽 牛 向 水 西 去 也 不 免 官 家 王 徭 不 如 隨 分 
X69n1352_001:0307a14	納取些些好。大眾且道。阿那箇是些些底。乃拈起袈	納 取 些 些 好 大 眾 且 道 阿 那 箇 是 些 些 底 乃 拈 起 袈 
X69n1352_001:0307a15	裟角云。者箇豈不是些些底。然雖如是。若以色見我。	裟 角 云 者 箇 豈 不 是 些 些 底 然 雖 如 是 若 以 色 見 我 
X69n1352_001:0307a16	以音聲求我。是人行邪道。不能見如來。遂放下云。且	以 音 聲 求 我 是 人 行 邪 道 不 能 見 如 來 遂 放 下 云 且 
X69n1352_001:0307a17	喜天下太平。參。	喜 天 下 太 平 參 
X69n1352_001:0307a18	上堂。舉雲門拈三平頌云。即此見聞非見聞。更無聲	上 堂 舉 雲 門 拈 三 平 頌 云 即 此 見 聞 非 見 聞 更 無 聲 
X69n1352_001:0307a19	色可呈君。有什麼口頭聲色。箇中若了無餘事。體用	色 可 呈 君 有 什 麼 口 頭 聲 色 箇 中 若 了 無 餘 事 體 用 
X69n1352_001:0307a20	無妨分不分。乃拈拄杖云。拄杖是體。却指燈籠云。燈	無 妨 分 不 分 乃 拈 拄 杖 云 拄 杖 是 體 却 指 燈 籠 云 燈 
X69n1352_001:0307a21	籠是用。作麼生不分。大眾。雲門只解依樣畵蛾眉。圓	籠 是 用 作 麼 生 不 分 大 眾 雲 門 只 解 依 樣 畵 蛾 眉 圓 
X69n1352_001:0307a22	通則不然。即此見聞非見聞。更無聲色可呈君。眼是	通 則 不 然 即 此 見 聞 非 見 聞 更 無 聲 色 可 呈 君 眼 是 
X69n1352_001:0307a23	眼耳是耳。箇中若了無餘事。體用無妨分不分。四五	眼 耳 是 耳 箇 中 若 了 無 餘 事 體 用 無 妨 分 不 分 四 五 
X69n1352_001:0307a24	百條花柳巷。二三千處管絃樓。參。	百 條 花 柳 巷 二 三 千 處 管 絃 樓 參 
X69n1352_001:0307b01	上堂。舉僧問投子。不斷煩惱。而入涅槃時如何。投子	上 堂 舉 僧 問 投 子 不 斷 煩 惱 而 入 涅 槃 時 如 何 投 子 
X69n1352_001:0307b02	作色云。者箇師僧。好發業殺人。西堂別云。家家觀世	作 色 云 者 箇 師 僧 好 發 業 殺 人 西 堂 別 云 家 家 觀 世 
X69n1352_001:0307b03	音。大眾。投子可謂善解量才。西堂可謂善解補職。如	音 大 眾 投 子 可 謂 善 解 量 才 西 堂 可 謂 善 解 補 職 如 
X69n1352_001:0307b04	今忽有人。問圓通。不斷煩惱。而入涅槃時如何。即向	今 忽 有 人 問 圓 通 不 斷 煩 惱 而 入 涅 槃 時 如 何 即 向 
X69n1352_001:0307b05	伊道。青山綠水。短棹孤舟。	伊 道 青 山 綠 水 短 棹 孤 舟 
X69n1352_001:0307b06	上堂。舉王常侍到臨際問。堂中僧。每日看經麼。臨際	上 堂 舉 王 常 侍 到 臨 際 問 堂 中 僧 每 日 看 經 麼 臨 際 
X69n1352_001:0307b07	云。不看經。又問習禪麼。臨際云不習禪。云畢竟作箇	云 不 看 經 又 問 習 禪 麼 臨 際 云 不 習 禪 云 畢 竟 作 箇 
X69n1352_001:0307b08	什麼。臨際云總教成佛作祖去。常侍云。金屑雖貴。落	什 麼 臨 際 云 總 教 成 佛 作 祖 去 常 侍 云 金 屑 雖 貴 落 
X69n1352_001:0307b09	眼成翳。又作麼生。臨際云。我將謂你是箇俗漢。大眾。	眼 成 翳 又 作 麼 生 臨 際 云 我 將 謂 你 是 箇 俗 漢 大 眾 
X69n1352_001:0307b10	臨際端的。只具一隻眼。若是圓通即不然。金屑雖貴。	臨 際 端 的 只 具 一 隻 眼 若 是 圓 通 即 不 然 金 屑 雖 貴 
X69n1352_001:0307b11	落眼成翳。又作麼生。我將謂你是箇俗漢。大眾試斷	落 眼 成 翳 又 作 麼 生 我 將 謂 你 是 箇 俗 漢 大 眾 試 斷 
X69n1352_001:0307b12	看。下座。	看 下 座 
X69n1352_001:0307b13	上堂。舉僧問洞山。寒暑到來如何迴避。洞山云。何不	上 堂 舉 僧 問 洞 山 寒 暑 到 來 如 何 迴 避 洞 山 云 何 不 
X69n1352_001:0307b14	向無寒暑處去。僧云如何是無寒暑處。洞山云。寒時	向 無 寒 暑 處 去 僧 云 如 何 是 無 寒 暑 處 洞 山 云 寒 時 
X69n1352_001:0307b15	寒殺闍梨。熱時熱殺闍梨。洞山百味具足。後來又合	寒 殺 闍 梨 熱 時 熱 殺 闍 梨 洞 山 百 味 具 足 後 來 又 合 
X69n1352_001:0307b16	如何。忽有人問圓通。如何是無寒暑處。劈脊便棒。參。	如 何 忽 有 人 問 圓 通 如 何 是 無 寒 暑 處 劈 脊 便 棒 參 
X69n1352_001:0307b17	上堂云。未得箇入頭處。須得箇入頭處。既得箇入頭	上 堂 云 未 得 箇 入 頭 處 須 得 箇 入 頭 處 既 得 箇 入 頭 
X69n1352_001:0307b18	處。不得辜負老僧。大眾。睦州老兒。可謂經事多矣。要	處 不 得 辜 負 老 僧 大 眾 睦 州 老 兒 可 謂 經 事 多 矣 要 
X69n1352_001:0307b19	坐便坐。要行便行。然雖如是。天無全功。	坐 便 坐 要 行 便 行 然 雖 如 是 天 無 全 功 
X69n1352_001:0307b20	上堂。僧問。如何是奪人不奪境。師云退身三步。如何	上 堂 僧 問 如 何 是 奪 人 不 奪 境 師 云 退 身 三 步 如 何 
X69n1352_001:0307b21	是奪境不奪人。師云一朝權在手。看取令行時。如何	是 奪 境 不 奪 人 師 云 一 朝 權 在 手 看 取 令 行 時 如 何 
X69n1352_001:0307b22	是人境兩俱奪。師云拄杖頭折。如何是人境俱不奪。	是 人 境 兩 俱 奪 師 云 拄 杖 頭 折 如 何 是 人 境 俱 不 奪 
X69n1352_001:0307b23	師云家家觀世音。	師 云 家 家 觀 世 音 
X69n1352_001:0307b24	僧問。牛頭未見四祖時。為什麼百鳥銜花献。師云世	僧 問 牛 頭 未 見 四 祖 時 為 什 麼 百 鳥 銜 花 献 師 云 世 
X69n1352_001:0307c01	情看冷暖。僧云見後為什麼百鳥不銜花献。師云人	情 看 冷 暖 僧 云 見 後 為 什 麼 百 鳥 不 銜 花 献 師 云 人 
X69n1352_001:0307c02	面逐高低　乃云。若立一塵。家國興盛。野老嚬蹙。若	面 逐 高 低 乃 云 若 立 一 塵 家 國 興 盛 野 老 嚬 蹙 若 
X69n1352_001:0307c03	不立一塵。家國喪亡。野老安貼。大眾。且道。立即是。不	不 立 一 塵 家 國 喪 亡 野 老 安 貼 大 眾 且 道 立 即 是 不 
X69n1352_001:0307c04	立即是。良久云。心不負人。面無慚色。以手拍禪床一	立 即 是 良 久 云 心 不 負 人 面 無 慚 色 以 手 拍 禪 床 一 
X69n1352_001:0307c05	下云。參。下座。	下 云 參 下 座 
X69n1352_001:0307c06	上堂云。心隨萬境轉。轉處實能幽。大眾。山河大地。在	上 堂 云 心 隨 萬 境 轉 轉 處 實 能 幽 大 眾 山 河 大 地 在 
X69n1352_001:0307c07	你諸人眉毛上打筋斗。若也不見。被他熱謾。若也見	你 諸 人 眉 毛 上 打 筋 斗 若 也 不 見 被 他 熱 謾 若 也 見 
X69n1352_001:0307c08	得去。他便伏聽處分。乃驀拈拄杖。喚大眾。各歸堂去。	得 去 他 便 伏 聽 處 分 乃 驀 拈 拄 杖 喚 大 眾 各 歸 堂 去 
X69n1352_001:0307c09	擲下拄杖。下座。	擲 下 拄 杖 下 座 
X69n1352_001:0307c10	上堂。良久。却顧視大眾云。只者箇。能有幾人跳得出。	上 堂 良 久 却 顧 視 大 眾 云 只 者 箇 能 有 幾 人 跳 得 出 
