T42n1827_001:0232a03	百論序疏	百 論 序 疏 
T42n1827_001:0234a13	不留。生死涅槃真妄等皆例也。就文為二。初	不 留 生死涅槃 真 妄 等 皆 例 也 就 文 為 二 初 
T42n1827_001:0234a14	明邪興。二破邪造論。問邪障於正。云何能感	明 邪 興 二 破 邪 造 論 問 邪 障 於 正 云 何 能 感 
T42n1827_001:0234a15	提婆。答此等外道凡有三時。一過去本習大	提 婆 答 此 等 外 道 凡 有 三 時 一 過 去 本 習 大 
T42n1827_001:0234a16	乘正道。二中途忘正學邪。今第三捨邪從正	乘 正 道 二 中 途 忘 正 學 邪 今 第 三 捨 邪 從 正 
T42n1827_001:0234a17	時。以此邪將傾正觀將發故感提婆出世。以	時 以 此 邪 將 傾 正 觀 將 發 故 感 提 婆 出 世 以 
T42n1827_001:0234a18	大乘法破彼邪見。令迴邪悟入大道。若非此	大 乘 法 破 彼 邪 見 令 迴 邪 悟 入 大 道 若 非 此 
T42n1827_001:0234a19	邪不感正。惡感佛亦爾。具此三義也。邪辯逼	邪 不 感 正 惡 感 佛 亦 爾 具 此 三 義 也 邪 辯 逼 
T42n1827_001:0234a20	真者二義。一逼斥真道。二逼似之逼。故下文	真 者 二 義 一 逼 斥 真 道 二 逼 似 之 逼 故 下 文 
T42n1827_001:0234a21	云。殆亂正法。如精石亂於白玉好鍮似於黃	云 殆 亂 正 法 如 精 石 亂 於 白 玉 好 鍮 似 於 黃 
T42n1827_001:0234a22	金。故外道立三寶。內教亦然。外道立二十五	金 故 外 道 立 三 寶 內 教 亦 然 外 道 立 二 十 五 
T42n1827_001:0234a23	諦六七諦十六諦。內法亦然也。乃仰慨下第	諦 六 七 諦 十 六 諦 內 法 亦 然 也 乃 仰 慨 下 第 
T42n1827_001:0234a24	二提婆出世破邪顯正。前敘內壞。次以外吐	二 提 婆 出 世 破 邪 顯 正 前 敘 內 壞 次 以 外 吐 
T42n1827_001:0234a25	言造論。慕上曰仰。臨下為府。言縱惑者。外道	言 造 論 慕 上 曰 仰 臨 下 為 府 言 縱 惑 者 外 道 
T42n1827_001:0234a26	內無正觀以制邪心。外闕善師以遮其惡。故	內 無 正 觀 以 制 邪 心 外 闕 善 師 以 遮 其 惡 故 
T42n1827_001:0234a27	縱起此邪惑之心也。遠極沈淪者第二吐言	縱 起 此 邪 惑 之 心 也 遠 極 沈 淪 者 第 二 吐 言 
T42n1827_001:0234a28	作論。論主運懷曠遠。極救外道沈沒苦海迴	作 論 論 主 運 懷 曠 遠 極 救 外 道 沈 沒 苦 海 迴 
T42n1827_001:0234a29	流惡趣也。所以防正閑邪者。防正者護正法	流 惡 趣 也 所 以 防 正 閑 邪 者 防 正 者 護 正 法 
T42n1827_001:0234b01	也。閑邪者閑或訓解。今用訓靜。令外道紛然	也 閑 邪 者 閑 或 訓 解 今 用 訓 靜 令 外 道 紛 然 
T42n1827_001:0234b02	悉靜息也。是以正化以之隆。隆興也。邪道以	悉 靜 息 也 是 以 正 化 以 之 隆 隆 興 也 邪 道 以 
T42n1827_001:0234b03	之而替。替廢也。非夫領括眾妙者。結歎論主	之 而 替 替 廢 也 非 夫 領 括 眾 妙 者 結 歎 論 主 
T42n1827_001:0234b04	也。老子云。玄之又玄眾妙之門。今借此語歎	也 老 子 云 玄 之 又 玄 眾 妙 之 門 今 借 此 語 歎 
T42n1827_001:0234b05	論主體悟重玄妙道。故能顯正摧邪也。論有	論 主 體 悟 重 玄 妙 道 故 能 顯 正 摧 邪 也 論 有 
T42n1827_001:0234b06	百偈第五釋論名也。為三。初釋名。次歎理。三	百 偈 第 五 釋 論 名 也 為 三 初 釋 名 次 歎 理 三 
T42n1827_001:0234b07	歎文。偈有二。一通偈即首盧偈。有三十二字。	歎 文 偈 有 二 一 通 偈 即 首 盧 偈 有 三 十 二 字 
T42n1827_001:0234b08	釋道安云。胡人數經法也。莫問長行偈但令	釋 道 安 云 胡 人 數 經 法 也 莫 問 長 行 偈 但 令 
T42n1827_001:0234b09	三十二字滿。便是一偈。龍樹傳亦爾。故云。龍	三 十 二 字 滿 便 是 一 偈 龍 樹 傳 亦 爾 故 云 龍 
T42n1827_001:0234b10	樹乳哺之中誦四違陀。四違陀十萬偈。偈有	樹 乳 哺 之 中 誦 四 違 陀 四 違 陀 十 萬 偈 偈 有 
T42n1827_001:0234b11	三十二字。智度論云。摩訶波若十萬偈。三百	三 十 二 字 智 度 論 云 摩 訶 波 若 十 萬 偈 三 百 
T42n1827_001:0234b12	二十萬言。故知定三十二字為一偈也。今從	二 十 萬 言 故 知 定 三 十 二 字 為 一 偈 也 今 從 
T42n1827_001:0234b13	百偈得名者。正言由此百偈無邪不摧無正	百 偈 得 名 者 正 言 由 此 百 偈 無 邪 不 摧 無 正 
T42n1827_001:0234b14	不顯。故以偈數為目也。理致下第二歎理。淵	不 顯 故 以 偈 數 為 目 也 理 致 下 第 二 歎 理 淵 
T42n1827_001:0234b15	玄深也。統群籍之要。要者大也。可謂窮深極	玄 深 也 統 群 籍 之 要 要 者 大 也 可 謂 窮 深 極 
T42n1827_001:0234b16	大也。攝一切理盡也。文旨下第三歎文。此論	大 也 攝 一 切 理 盡 也 文 旨 下 第 三 歎 文 此 論 
T42n1827_001:0234b17	或一字論義。二字三字乃至十字或默然論	或 一 字 論 義 二 字 三 字 乃 至 十 字 或 默 然 論 
T42n1827_001:0234b18	義。或動眼論義。或閉眼論義。或舉手論義。或	義 或 動 眼 論 義 或 閉 眼 論 義 或 舉 手 論 義 或 
T42n1827_001:0234b19	鳥眼疾轉。或師子反擲。巧難萬端妙通千勢。	鳥 眼 疾 轉 或 師 子 反 擲 巧 難 萬 端 妙 通 千 勢 
T42n1827_001:0234b20	非可逆陳。至文當現。故言窮制作之美也。然	非 可 逆 陳 至 文 當 現 故 言 窮 制 作 之 美 也 然 
T42n1827_001:0234b21	至趣幽簡下第六述注論人也。前發起稱歎。	至 趣 幽 簡 下 第 六 述 注 論 人 也 前 發 起 稱 歎 
T42n1827_001:0234b22	次正明注人。至趣者謂理也。幽深也。簡略也。	次 正 明 注 人 至 趣 者 謂 理 也 幽 深 也 簡 略 也 
T42n1827_001:0234b23	其理窮深其文極略。故尠得其門戶。尠即小	其 理 窮 深 其 文 極 略 故 尠 得 其 門 戶 尠 即 小 
T42n1827_001:0234b24	也。古疏傳云。注百論眾人非一。合集論之有	也 古 疏 傳 云 注 百 論 眾 人 非 一 合 集 論 之 有 
T42n1827_001:0234b25	十餘家也。有二人注最行於世。一波數。二僧	十 餘 家 也 有 二 人 注 最 行 於 世 一 波 數 二 僧 
T42n1827_001:0234b26	佉斯那次天親也。有婆藪下第二正出注人。	佉 斯 那 次 天 親 也 有 婆 藪 下 第 二 正 出 注 人 
T42n1827_001:0234b27	外國亦名和順。付法藏經云。婆數槃陀善解	外 國 亦 名 和 順 付 法 藏 經 云 婆 數 槃 陀 善 解 
T42n1827_001:0234b28	一切修多羅義。婆數云天親。天親者本是天	一 切 修 多 羅 義 婆 數 云 天 親 天 親 者 本 是 天 
T42n1827_001:0234b29	帝弟。遣其生閻浮提伏修羅也。其是割那舍	帝 弟 遣 其 生 閻 浮 提 伏 修 羅 也 其 是 割 那 舍 
T42n1827_001:0234c01	闍人。云丈夫國也。開士者。天親本小乘學造	闍 人 云 丈 夫 國 也 開 士 者 天 親 本 小 乘 學 造 
T42n1827_001:0234c02	五百部小乘論。方等遂沒翳而不傳。兄阿僧	五 百 部 小 乘 論 方 等 遂 沒 翳 而 不 傳 兄 阿 僧 
T42n1827_001:0234c03	伽是大乘人。見弟盛弘小乘。恐覆障大道欲	伽 是 大 乘 人 見 弟 盛 弘 小 乘 恐 覆 障 大 道 欲 
T42n1827_001:0234c04	引誘化之。故為之現病。弟聞兄有病來參慰	引 誘 化 之 故 為 之 現 病 弟 聞 兄 有 病 來 參 慰 
T42n1827_001:0234c05	之。弟問兄曰。何故病哉。答云。為汝故病。弟	之 弟 問 兄 曰 何 故 病 哉 答 云 為 汝 故 病 弟 
T42n1827_001:0234c06	問曰。何故爾耶。答汝弘小乘障覆大道。罪過	問 曰 何 故 爾 耶 答 汝 弘 小 乘 障 覆 大 道 罪 過 
T42n1827_001:0234c07	深重故為汝病也。弟曰。若爾此是舌過。當斷	深 重 故 為 汝 病 也 弟 曰 若 爾 此 是 舌 過 當 斷 
T42n1827_001:0234c08	其舌。兄曰。不須。汝可更造大乘論令大道宣	其 舌 兄 曰 不 須 汝 可 更 造 大 乘 論 令 大 道 宣 
T42n1827_001:0234c09	流。於是造大乘五百部論。時人呼為千部論	流 於 是 造 大 乘 五 百 部 論 時 人 呼 為 千 部 論 
T42n1827_001:0234c10	主。開士之稱從後時得名也。彰於徽翰者。古	主 開 士 之 稱 從 後 時 得 名 也 彰 於 徽 翰 者 古 
T42n1827_001:0234c11	人以鷄毛為笔故稱翰也。其為論也言而無	人 以 鷄 毛 為 笔 故 稱 翰 也 其 為 論 也 言 而 無 
T42n1827_001:0234c12	當破而不執下第七敘論大宗。問何故至此	當 破 而 不 執 下 第 七 敘 論 大 宗 問 何 故 至 此 
T42n1827_001:0234c13	方敘大宗。答天親未注。論宗未顯。訓釋既竟	方 敘 大 宗 答 天 親 未 注 論 宗 未 顯 訓 釋 既 竟 
T42n1827_001:0234c14	論宗始彰。故就此而釋也。就文為二。初明論	論 宗 始 彰 故 就 此 而 釋 也 就 文 為 二 初 明 論 
T42n1827_001:0234c15	宗。次辨利益。初中二句。可就二義釋之。一	宗 次 辨 利 益 初 中 二 句 可 就 二 義 釋 之 一 
T42n1827_001:0234c16	者初句明論主申教意異餘論之申。次句明	者 初 句 明 論 主 申 教 意 異 餘 論 之 申 次 句 明 
T42n1827_001:0234c17	論主破病異餘論之破。二者初明學此論者	論 主 破 病 異 餘 論 之 破 二 者 初 明 學 此 論 者 
T42n1827_001:0234c18	能無難而不通。次明學此論者能無通而不	能 無 難 而 不 通 次 明 學 此 論 者 能 無 通 而 不 
T42n1827_001:0234c19	難。斯之兩對雖是一章之方言。實為天下之	難 斯 之 兩 對 雖 是 一 章 之 方 言 實 為 天 下 之 
T42n1827_001:0234c20	要用也。言而無當者。明此論之中異餘論申	要 用 也 言 而 無 當 者 明 此 論 之 中 異 餘 論 申 
T42n1827_001:0234c21	教也。論主言教也。無當者是無住。無著之異	教 也 論 主 言 教 也 無 當 者 是 無 住 無 著 之 異 
T42n1827_001:0234c22	名。無依無得之別秤也。問云何是言而無當	名 無 依 無 得 之 別 秤 也 問 云 何 是 言 而 無 當 
T42n1827_001:0234c23	異餘論耶。答今略舉眾家義釋之。一者外道	異 餘 論 耶 答 今 略 舉 眾 家 義 釋 之 一 者 外 道 
T42n1827_001:0234c24	略論四宗。廣九十六術。皆是言有所當。為論	略 論 四 宗 廣 九 十 六 術 皆 是 言 有 所 當 為 論 
T42n1827_001:0234c25	主所屈不能通論主之難。略四宗者。僧佉當	主 所 屈 不 能 通 論 主 之 難 略 四 宗 者 僧 佉 當 
T42n1827_001:0234c26	一。世師當異。勒沙婆當亦一亦異。若提子當	一 世 師 當 異 勒 沙 婆 當 亦 一 亦 異 若 提 子 當 
T42n1827_001:0234c27	非一非異。以定住一解也。就一中便難破之。	非一非異 以 定 住 一 解 也 就 一 中 便 難 破 之 
T42n1827_001:0234c28	彼不能答。餘三例爾。四宗既爾。九十六術亦	彼 不 能 答 餘 三 例 爾 四 宗 既 爾 九 十 六 術 亦 
T42n1827_001:0234c29	然也。二就小乘略明數論。廣五百部。數論者。	然 也 二 就 小 乘 略 明 數 論 廣 五 百 部 數 論 者 
T42n1827_001:0235a01	毘曇定見有得道。成實覩空成聖。並定住空	毘 曇 定 見 有 得 道 成 實 覩 空 成 聖 並 定 住 空 
T42n1827_001:0235a02	有不能通他難也。問云何定住空有。答毘曇	有 不 能 通 他 難 也 問 云 何 定 住 空 有 答 毘 曇 
T42n1827_001:0235a03	決不信人法並空。成實定無見有得道。即定	決 不 信 人 法 並 空 成 實 定 無 見 有 得 道 即 定 
T42n1827_001:0235a04	住也。廣五百部者。智度論云。佛滅度後有五	住 也 廣 五 百 部 者 智 度 論 云 佛 滅 度 後 有 五 
T42n1827_001:0235a05	百部。各執諸法有決定相。不知佛意為解脫	百 部 各 執 諸 法 有 決 定 相 不 知 佛 意 為 解 脫 
T42n1827_001:0235a06	故。聞大乘法說畢竟空如刀傷心。即是言有	故 聞 大 乘 法 說 畢 竟 空 如 刀 傷 心 即 是 言 有 
T42n1827_001:0235a07	所當。三就南方大乘義略明佛果內外。廣例	所 當 三 就 南 方 大 乘 義 略 明 佛 果 內 外 廣 例 
T42n1827_001:0235a08	一切相違。略明佛果內外者。開善師佛果定	一 切 相 違 略 明 佛 果 內 外 者 開 善 師 佛 果 定 
T42n1827_001:0235a09	為二諦攝定不得出外。莊嚴定二諦外不得	為 二 諦 攝 定 不 得 出 外 莊 嚴 定 二 諦 外 不 得 
T42n1827_001:0235a10	在內。即言有所當也。廣一切相違者。莊嚴假	在 內 即 言 有 所 當 也 廣 一 切 相 違 者 莊 嚴 假 
T42n1827_001:0235a11	有體。開善假無體。開善無礙定伏。莊嚴定斷。	有 體 開 善 假 無 體 開 善 無 礙 定 伏 莊 嚴 定 斷 
T42n1827_001:0235a12	一切相違義。皆是言有當也。四北土略論當	一 切 相 違 義 皆 是 言 有 當 也 四 北 土 略 論 當 
T42n1827_001:0235a13	現二常。廣論滅不滅等。略論二常者。一云定	現 二 常 廣 論 滅 不 滅 等 略 論 二 常 者 一 云 定 
T42n1827_001:0235a14	現常。一云定當常。廣論滅不滅者。一云聞薰	現 常 一 云 定 當 常 廣 論 滅 不 滅 者 一 云 聞 薰 
T42n1827_001:0235a15	習滅。一云定不滅。等如此皆言有當也。問佛	習 滅 一 云 定 不 滅 等 如 此 皆 言 有 當 也 問 佛 
T42n1827_001:0235a16	果內外當現兩常言有當有何過耶。答略明	果 內 外 當 現 兩 常 言 有 當 有 何 過 耶 答 略 明 
T42n1827_001:0235a17	二過。一進不冥乎實相。二退失無方之用。傷	二 過 一 進 不 冥 乎 實 相 二 退 失 無 方 之 用 傷 
T42n1827_001:0235a18	此體用二義也。問此事云何。答實相何曾當	此 體 用 二 義 也 問 此 事 云 何 答 實 相 何 曾 當 
T42n1827_001:0235a19	現亦當亦現非當非現四句耶。內外等亦爾。	現 亦 當 亦 現 非 當 非 現 四 句 耶 內 外 等 亦 爾 
T42n1827_001:0235a20	退失無方者。諸大乘論皆明一切諸法無決	退 失 無 方 者 諸 大 乘 論 皆 明 一切諸法 無 決 
T42n1827_001:0235a21	定相。佛有無量方便或說一切實一切不實	定 相 佛 有 無量方便 或 說 一 切 實 一 切 不 實 
T42n1827_001:0235a22	亦實亦不實非實非不實。適緣利物。豈可秉	亦 實 亦 不 實 非實非不實 適 緣 利 物 豈 可 秉 
T42n1827_001:0235a23	執規矩以局大方耶。次言破而不執明論主	執 規 矩 以 局 大 方 耶 次 言 破 而 不 執 明 論 主 
T42n1827_001:0235a24	破異餘破者。還例前內外大小。餘有所得內	破 異 餘 破 者 還 例 前 內 外 大 小 餘 有 所 得 內 
T42n1827_001:0235a25	外大小破他義自立義。如僧佉破他異自立	外 大 小 破 他 義 自 立 義 如 僧 佉 破 他 異 自 立 
T42n1827_001:0235a26	一。謂破有所執。成實破他有自立空。乃至大	一 謂 破 有 所 執 成 實 破 他 有 自 立 空 乃 至 大 
T42n1827_001:0235a27	乘破他佛果二諦攝自立云出二諦外。皆是	乘 破 他 佛 果 二 諦 攝 自 立 云 出 二 諦 外 皆 是 
T42n1827_001:0235a28	破有所執也。問自執破他有何過。答中論五	破 有 所 執 也 問 自 執 破 他 有 何 過 答 中 論 五 
T42n1827_001:0235a29	陰品出此過。明內道執瓶無常破外道常。外	陰 品 出 此 過 明 內 道 執 瓶 無 常 破 外 道 常 外 
T42n1827_001:0235b01	道反難內無常。若執瓶無常有二種過。一者	道 反 難 內 無 常 若 執 瓶 無 常 有 二 種 過 一 者 
T42n1827_001:0235b02	泥既滅前。誰生瓶果。則失因果。二者眼既無	泥 既 滅 前 誰 生 瓶 果 則 失 因 果 二 者 眼 既 無 
T42n1827_001:0235b03	常。誰能見色。色念念滅。云何為眼所見。故反	常 誰 能 見 色 色 念 念 滅 云 何 為 眼 所 見 故 反 
T42n1827_001:0235b04	著外道難也。餘空有內外當現滅不滅亦反	著 外 道 難 也 餘 空 有 內 外 當 現 滅 不 滅 亦 反 
T42n1827_001:0235b05	著他破。又大小內外有所得人破他立而反	著 他 破 又 大 小 內 外 有 所 得 人 破 他 立 而 反 
T42n1827_001:0235b06	存有破。今且寄長爪梵志一人論之。長爪至	存 有 破 今 且 寄 長 爪 梵 志 一 人 論 之 長 爪 至 
T42n1827_001:0235b07	佛所云。一切語可破。一切執可轉。故云一切	佛 所 云 一 切 語 可 破 一 切 執 可 轉 故 云 一 切 
T42n1827_001:0235b08	不忍。佛反質之。汝言一切不忍者。是見忍不。	不 忍 佛 反 質 之 汝 言 一 切 不 忍 者 是 見 忍 不 
T42n1827_001:0235b09	此凡有麁細兩負。言麁負者。若一切不忍遂	此 凡 有 麁 細 兩 負 言 麁 負 者 若 一 切 不 忍 遂 
T42n1827_001:0235b10	有不忍之見。則違一切不忍之言也。違理負	有 不 忍 之 見 則 違 一 切 不 忍 之 言 也 違 理 負 
T42n1827_001:0235b11	者。若一切不忍是見亦不忍。為細負。細負者。	者 若 一 切 不 忍 是 見 亦 不 忍 為 細 負 細 負 者 
T42n1827_001:0235b12	一切法不忍一切被破。是見亦不忍則不忍	一 切 法 不 忍 一 切 被 破 是 見 亦 不 忍 則 不 忍 
T42n1827_001:0235b13	之見亦被破。一切被破則眾人被破。不忍之	之 見 亦 被 破 一 切 被 破 則 眾 人 被 破 不 忍 之 
T42n1827_001:0235b14	智亦被破。則長爪亦被破。又不忍之智既被	智 亦 被 破 則 長 爪 亦 被 破 又 不 忍 之 智 既 被 
T42n1827_001:0235b15	破則無長爪智。以何故破他便受屈也。提婆	破 則 無 長 爪 智 以 何 故 破 他 便 受 屈 也 提 婆 
T42n1827_001:0235b16	則不爾。所破既除能破亦捨。故言破如可破。	則 不 爾 所 破 既 除 能 破 亦 捨 故 言 破 如 可 破 
