X15n0301_001:0218a04	 釋教總論	 釋 教 總 論 
X15n0301_001:0220a22	坦迦又迦沙野同叔離。白也。訖里瑟拏黑。又迦	坦 迦 又 迦 沙 野 同 叔 離 白 也 訖 里 瑟 拏 黑 又 迦 
X15n0301_001:0220a23	茶里也。健陀羅黃也。羅差紫也。氷伽羅蒼也。	茶 里 也 健 陀 羅 黃 也 羅 差 紫 也 氷 伽 羅 蒼 也 
X15n0301_001:0220a24	修多羅又素怛纜。經也。毗柰耶善治也。又為毗	修 多 羅 又 素 怛 纜 經 也 毗 柰 耶 善 治 也 又 為 毗 
X15n0301_001:0220b01	尼。減也。律也。阿毗曇無比法也。又奢薩怛羅。論也。	尼 減 也 律 也 阿 毗 曇 無 比 法 也 又 奢 薩 怛 羅 論 也 
X15n0301_001:0220b02	俱舍藏也。祇夜重頌也。和伽那授記也。尼	俱 舍 藏 也 祇 夜 重 頌 也 和 伽 那 授 記 也 尼 
X15n0301_001:0220b03	陀那因緣也。阿波陀那譬喻也。伊帝目多伽本	陀 那 因 緣 也 阿波陀那 譬 喻 也 伊帝目多伽 本 
X15n0301_001:0220b04	事也。闍陀伽本生也。毗佛略方廣也。阿浮達	事 也 闍 陀 伽 本 生 也 毗 佛 略 方 廣 也 阿 浮 達 
X15n0301_001:0220b05	摩未曾有也。阿含本阿笈多。教也。又法歸也。首	摩 未 曾 有 也 阿 含 本 阿 笈 多 教 也 又 法 歸 也 首 
X15n0301_001:0220b06	楞嚴健樹也。楞伽本[王*夌]沙。不可往也。薩達磨芬	楞 嚴 健 樹 也 楞 伽 本 [王夌] 沙 不 可 往 也 薩 達 磨 芬 
X15n0301_001:0220b07	陀利妙法蓮花也。般舟佛立也。摩訶袒持大秘	陀 利 妙 法 蓮 花 也 般 舟 佛 立 也 摩 訶 袒 持 大 秘 
X15n0301_001:0220b08	要也。盂蘭倒懸也。本名烏藍婆拏。救倒懸也。脩	要 也 盂 蘭 倒 懸 也 本 名 烏 藍 婆 拏 救 倒 懸 也 脩 
X15n0301_001:0220b09	跋拏婆頗婆鬱多摩金光明也。曇無德本曇摩毱	跋 拏 婆 頗 婆 鬱 多 摩 金 光 明 也 曇 無 德 本 曇 摩 毱 
X15n0301_001:0220b10	多。法密隱覆。又法藏也。薩婆多一切有也。摩訶	多 法 密 隱 覆 又 法 藏 也 薩 婆 多 一 切 有 也 摩 訶 
X15n0301_001:0220b11	僧祇大眾也。犍度本婆犍圖。法聚也。瑜伽師地	僧 祇 大 眾 也 犍 度 本 婆 犍 圖 法 聚 也 瑜伽師地 
X15n0301_001:0220b12	相應也。毗婆沙廣解也。鼻婆沙種種說也。毗	相 應 也 毗 婆 沙 廣 解 也 鼻 婆 沙 種 種 說 也 毗 
X15n0301_001:0220b13	勒篋藏也。毗婆闍婆提分別論也。波羅密木叉	勒 篋 藏 也 毗 婆 闍 婆 提 分 別 論 也 波 羅 密 木 叉 
X15n0301_001:0220b14	解脫也。三昧調直定也。又正定也。正受也。末底	解 脫 也 三 昧 調 直 定 也 又 正 定 也 正 受 也 末 底 
X15n0301_001:0220b15	慧也。檀那布施也。尸羅清涼也。羼提安忍也。	慧 也 檀 那 布 施 也 尸 羅 清 涼 也 羼 提 安 忍 也 
X15n0301_001:0220b16	又忍辱也。毗梨耶精進也。禪那精進也。般若	又 忍 辱 也 毗 梨 耶 精 進 也 禪 那 精 進 也 般 若 
X15n0301_001:0220b17	智慧也。阿羅密遠離也。波羅密度彼岸也。波	智 慧 也 阿 羅 密 遠 離 也 波 羅 密 度 彼 岸 也 波 
X15n0301_001:0220b18	羅伽同豆佉。苦也。三牟提耶集也。尼樓陀滅也。	羅 伽 同 豆 佉 苦 也 三 牟 提 耶 集 也 尼 樓 陀 滅 也 
X15n0301_001:0220b19	末伽道也。奢摩它止也。毗婆舍那觀也。憂	末 伽 道 也 奢 摩 它 止 也 毗 婆 舍 那 觀 也 憂 
X15n0301_001:0220b20	畢叉平等也。毗跋耶斯四念處也。摩奴是若如	畢 叉 平 等 也 毗 跋 耶 斯 四 念 處 也 摩 奴 是 若 如 
X15n0301_001:0220b21	意也。娑羅力也。尼坻願也。薩婆迦摩樂欲也。	意 也 娑 羅 力 也 尼 坻 願 也 薩 婆 迦 摩 樂 欲 也 
X15n0301_001:0220b22	浮曇未至誠也。懺摩本叉摩。忍也。地底迦有	浮 曇 未 至 誠 也 懺 摩 本 叉 摩 忍 也 地 底 迦 有 
X15n0301_001:0220b23	媿也。波娑提伽即梵摩。清淨也。羯摩業也。又事	媿 也 波 娑 提 伽 即 梵 摩 清 淨 也 羯 摩 業 也 又 事 
X15n0301_001:0220b24	也。布薩淨住也。鉢剌婆剌拏隨意也。唄匿止	也 布 薩 淨 住 也 鉢 剌 婆 剌 拏 隨 意 也 唄 匿 止 
X15n0301_001:0220c01	也。又梵唄梵音。(音敗)讚嘆也。婆闍尼娑婆啉聲音也。	也 又 梵 唄 梵 音 音 敗 讚 嘆 也 婆 闍 尼 娑 婆 啉 聲 音 也 
X15n0301_001:0220c02	鉢底婆辨才也。槃那寐訛曰和南。我禮也。那	鉢 底 婆 辨 才 也 槃 那 寐 訛 曰 和 南 我 禮 也 那 
X15n0301_001:0220c03	謨悉羯羅禮拜也。南無或那謨。或南摩。歸命也。又	謨 悉 羯 羅 禮 拜 也 南 無 或 那 謨 或 南 摩 歸 命 也 又 
X15n0301_001:0220c04	恭敬也。歸命覺也。信從也。彌羅慈也。迦樓那	恭 敬 也 歸 命 覺 也 信 從 也 彌 羅 慈 也 迦 樓 那 
X15n0301_001:0220c05	悲也。阿檀或阿捺摩無我也。阿蘭那無諍也。又寂	悲 也 阿 檀 或 阿 捺 摩 無 我 也 阿 蘭 那 無 諍 也 又 寂 
X15n0301_001:0220c06	淨也。馱那演那靜慮也。毗怛迦尋也。毗遮羅	淨 也 馱 那 演 那 靜 慮 也 毗 怛 迦 尋 也 毗 遮 羅 
X15n0301_001:0220c07	伺也。三跋羅護也。三跋致發趣也。達嚫財施	伺 也 三 跋 羅 護 也 三 跋 致 發 趣 也 達 嚫 財 施 
X15n0301_001:0220c08	也。摩訶般涅槃那大滅度也。又圖寂也。涅言不生。	也 摩訶般涅槃 那 大 滅 度 也 又 圖 寂 也 涅 言 不 生 
X15n0301_001:0220c09	槃言不滅。阿耨多羅三藐三菩提阿無也。耨多羅	槃 言 不 滅 阿耨多羅三藐三菩提 阿 無 也 耨 多 羅 
X15n0301_001:0220c10	上也。三藐正徧也。等也。菩提覺也。又道也。阿婆磨	上 也 三 藐 正 徧 也 等 也 菩 提 覺 也 又 道 也 阿 婆 磨 
X15n0301_001:0220c11	無等等也。目帝羅解脫也。阿鞞跋致不退轉也。	無 等 等 也 目 帝 羅 解 脫 也 阿鞞跋致 不 退 轉 也 
X15n0301_001:0220c12	膩地依也。陀羅尼能持也。又遮持也。薩怛多	膩 地 依 也 陀 羅 尼 能 持 也 又 遮 持 也 薩 怛 多 
X15n0301_001:0220c13	般怛羅白傘盖也。蘇盧都訶決定也。胡蘇多除	般 怛 羅 白 傘 盖 也 蘇 盧 都 訶 決 定 也 胡 蘇 多 除 
X15n0301_001:0220c14	一切鬱蒸熱惱也。密奢兜金鼓也。呾你也他所	一 切 鬱 蒸 熱 惱 也 密 奢 兜 金 鼓 也 呾你也他 所 
X15n0301_001:0220c15	謂也。娑婆訶善說也。又解去也。爾焰所知也。	謂 也 娑 婆 訶 善 說 也 又 解 去 也 爾 焰 所 知 也 
X15n0301_001:0220c16	多伽稍根智也。漚和俱舍羅方便也。阿提初也。	多 伽 稍 根 智 也 漚 和 俱 舍 羅 方 便 也 阿 提 初 也 
X15n0301_001:0220c17	阿耨波陀不生也。羅闍垢也。波羅末陀第一	阿 耨 波 陀 不 生 也 羅 闍 垢 也 波 羅 末 陀 第 一 
X15n0301_001:0220c18	義也。遮梨夜行也。那不也。邏求輕也。陀摩善	義 也 遮 梨 夜 行 也 那 不 也 邏 求 輕 也 陀 摩 善 
X15n0301_001:0220c19	也。婆陀縛也。茶闍它不熱也。沙六也。和波	也 婆 陀 縛 也 茶 闍 它 不 熱 也 沙 六 也 和 波 
X15n0301_001:0220c20	陀語言也。多它如也。夜他跋實也。吒婆障碍	陀 語 言 也 多 它 如 也 夜 他 跋 實 也 吒 婆 障 碍 
X15n0301_001:0220c21	也。迦邏作者也。娑娑一切也。磨磨迦羅我所	也 迦 邏 作 者 也 娑 娑 一 切 也 磨 磨 迦 羅 我 所 
X15n0301_001:0220c22	也。迦陀底也。闍提闍羅生也。馱摩法性也。	也 迦 陀 底 也 闍提闍羅 生 也 馱 摩 法 性 也 
X15n0301_001:0220c23	賒多寂滅也。叉耶盡也。若那智也。阿施義也。	賒 多 寂 滅 也 叉 耶 盡 也 若 那 智 也 阿 施 義 也 
X15n0301_001:0220c24	婆伽破也。伽車提去也。火夜喚來也。未嗟	婆 伽 破 也 伽 車 提 去 也 火 夜 喚 來 也 未 嗟 
X15n0301_001:0221a01	羅慳也。伽那厚也。歌大眾也。遮羅地動也。	羅 慳 也 伽 那 厚 也 歌 大 眾 也 遮 羅 地 動 也 
X15n0301_001:0221a02	彼茶必也。便善那文身也。那摩名也。波陀句	彼 茶 必 也 便 善 那 文 身 也 那 摩 名 也 波 陀 句 
X15n0301_001:0221a03	也。跋渠品也。都羅喜也。摩訶羅無知也。喝	也 跋 渠 品 也 都 羅 喜 也 摩 訶 羅 無 知 也 喝 
X15n0301_001:0221a04	薩訛也。娑度善哉也。阿呼奇哉也。闍維本茶	薩 訛 也 娑 度 善 哉 也 阿 呼 奇 哉 也 闍 維 本 茶 
X15n0301_001:0221a05	毗。焚燒也。陀阿燒也。僧柯慄多弭有為也。般	毗 焚 燒 也 陀 阿 燒 也 僧柯慄多弭 有 為 也 般 
X15n0301_001:0221a06	遮于瑟五年一大會也(似以三字釋五。而以一字貫三四義)。四毗舍	遮 于 瑟 五 年 一 大 會 也 似 以 三 字 釋 五 而 以 一 字 貫 三 四 義 四 毗 舍 
X15n0301_001:0221a07	羅無慳義也。麗[怡台+制]毗細滑也。烏瑟膩沙佛頂也。	羅 無 慳 義 也 麗 [怡台制] 毗 細 滑 也 烏 瑟 膩 沙 佛 頂 也 
X15n0301_001:0221a08	母陀羅結印手也。迦私光也。舍利骨身也。	母 陀 羅 結 印 手 也 迦 私 光 也 舍 利 骨 身 也 
X15n0301_001:0221a09	頻娑帳者身影也。離佉書也。毗伽羅也。攝拖	頻 娑 帳 者 身 影 也 離 佉 書 也 毗 伽 羅 也 攝 拖 
X15n0301_001:0221a10	苾馱聲明也。韋陀智論也。僧佉論本僧企耶。數	苾 馱 聲 明 也 韋 陀 智 論 也 僧 佉 論 本 僧 企 耶 數 
X15n0301_001:0221a11	術也。鞞崽無勝也。勒沙婆苦行也。路伽耶順	術 也 鞞 崽 無 勝 也 勒 沙 婆 苦 行 也 路 伽 耶 順 
X15n0301_001:0221a12	世也。又善論也。逆路伽耶陀左世也。又惡論也。	世 也 又 善 論 也 逆 路 伽 耶 陀 左 世 也 又 惡 論 也 
X15n0301_001:0221a13	殺三摩娑離合也。達梨舍那見也。尼延底深入	殺三摩娑 離 合 也 達 梨 舍 那 見 也 尼 延 底 深 入 
X15n0301_001:0221a14	也。羯吒斯愛也。參何癡也。何耆毗伽邪命也。	也 羯 吒 斯 愛 也 參 何 癡 也 何 耆 毗 伽 邪 命 也 
X15n0301_001:0221a15	阿羅伽欲也。奢陀謟曲也。質多耶心也。污	阿 羅 伽 欲 也 奢 陀 謟 曲 也 質 多 耶 心 也 污 
X15n0301_001:0221a16	栗馱草木心也。紇利陀耶肉團心也。末那意也。	栗 馱 草 木 心 也 紇 利 陀 耶 肉 團 心 也 末 那 意 也 
X15n0301_001:0221a17	阿陀那執持也。菴摩羅清淨識也。乾栗陀耶	阿 陀 那 執 持 也 菴 摩 羅 清 淨 識 也 乾 栗 陀 耶 
X15n0301_001:0221a18	真實心也。塞健陀蘊也。鉢羅味奢入也。馱都	真 實 心 也 塞 健 陀 蘊 也 鉢 羅 味 奢 入 也 馱 都 
X15n0301_001:0221a19	界也。歌羅邏凝滑也。頞部曇胞也。蔽尸凝結	界 也 歌 羅 邏 凝 滑 也 頞 部 曇 胞 也 蔽 尸 凝 結 
X15n0301_001:0221a20	也。健男凝厚也。鉢羅奢佉形位也。娑路多羅	也 健 男 凝 厚 也 鉢羅奢佉 形 位 也 娑 路 多 羅 
X15n0301_001:0221a21	戌縷多能聞也。迦羅尼羯羅拏能嗅也。砥若時	戌 縷 多 能 聞 也 迦 羅 尼 羯 羅 拏 能 嗅 也 砥 若 時 
X15n0301_001:0221a22	吃縛能甞也。鼻鼓迦種也。攝提假也。優陀那	吃 縛 能 甞 也 鼻 鼓 迦 種 也 攝 提 假 也 優 陀 那 
X15n0301_001:0221a23	丹田也。阿那遣來也。入息。般那遣去也。出息。	丹 田 也 阿 那 遣 來 也 入 息 般 那 遣 去 也 出 息 
X15n0301_001:0221a24	烏波有也。薩迦耶薩無常也。作那生也。末剌	烏 波 有 也 薩 迦 耶 薩 無 常 也 作 那 生 也 末 剌 
X15n0301_001:0221b01	諵生死也。生死總名。又曰闍提。闍迦摩羅黃病也。	諵 生 死 也 生 死 總 名 又 曰 闍 提 闍 迦 摩 羅 黃 病 也 
X15n0301_001:0221b02	阿薩闍不可治病也。珊若娑癈風病也。剎摩	阿 薩 闍 不 可 治 病 也 珊 若 娑 癈 風 病 也 剎 摩 
X15n0301_001:0221b03	本掣多羅。丈田也。剌瑟胝竿也。即幡柱也。羅摩	本 掣 多 羅 丈 田 也 剌 瑟 胝 竿 也 即 幡 柱 也 羅 摩 
X15n0301_001:0221b04	院也。招提本名招鬪提奢。四方僧物也。訛為招提。	院 也 招 提 本 名 招 鬪 提 奢 四 方 僧 物 也 訛 為 招 提 
X15n0301_001:0221b05	翻作別房施。又對而施。阿蘭若遠離處也。一作閑	翻 作 別 房 施 又 對 而 施 阿 蘭 若 遠 離 處 也 一 作 閑 
X15n0301_001:0221b06	靜處。僧伽藍眾園也。那爛陀施無厭也。林微	靜 處 僧 伽 藍 眾 園 也 那 爛 陀 施 無 厭 也 林 微 
X15n0301_001:0221b07	尼解脫處也。阿奢理貳奇時也。窣堵波方項也。	尼 解 脫 處 也 阿 奢 理 貳 奇 時 也 窣 堵 波 方 項 也 
X15n0301_001:0221b08	又員塚。又高顯也。梵名塔婆發。訛為浮圖。浮圖者聚	又 員 塚 又 高 顯 也 梵 名 塔 婆 發 訛 為 浮 圖 浮 圖 者 聚 
X15n0301_001:0221b09	相也。支提可供養處也。舍磨奢那塚也。健陀	相 也 支 提 可 供 養 處 也 舍 磨 奢 那 塚 也 健 陀 
X15n0301_001:0221b10	俱胝香室也。滿茶邏壇也。脫闍幢也。拘吒迦	俱 胝 香 室 也 滿 茶 邏 壇 也 脫 闍 幢 也 拘 吒 迦 
X15n0301_001:0221b11	小舍也。揵推磬也。又鐘也。舍羅籌也。隙棄羅	小 舍 也 揵 推 磬 也 又 鐘 也 舍 羅 籌 也 隙 棄 羅 
X15n0301_001:0221b12	錫杖也。軍持瓶也。本名捃稚迦。甆瓦淨用。銅鐵觸	錫 杖 也 軍 持 瓶 也 本 名 捃 稚 迦 甆 瓦 淨 用 銅 鐵 觸 
X15n0301_001:0221b13	用。鉢里薩羅伐拏濾水羅也。鈴塞莫數珠也。	用 鉢 里 薩 羅 伐 拏 濾 水 羅 也 鈴 塞 莫 數 珠 也 
X15n0301_001:0221b14	鉢多羅應器也。即鉢也。徤[金*咨]淺鐵鉢也。俱夜	鉢 多 羅 應 器 也 即 鉢 也 徤 [金咨] 淺 鐵 鉢 也 俱 夜 
X15n0301_001:0221b15	羅隨鉢器也。震越衣服也。袈裟去穢也。一云不	羅 隨 鉢 器 也 震 越 衣 服 也 袈 裟 去 穢 也 一 云 不 
X15n0301_001:0221b16	正色。一云離染服。僧伽梨合也。重也。又重複衣。	正 色 一 云 離 染 服 僧 伽 梨 合 也 重 也 又 重 複 衣 
X15n0301_001:0221b17	鬱多羅僧上著衣也。即七條。安陀會中宿衣也。	鬱 多 羅 僧 上 著 衣 也 即 七 條 安 陀 會 中 宿 衣 也 
X15n0301_001:0221b18	鉢吒縵條也。一幅褥成。尼師壇坐具也。僧祇支掩	鉢 吒 縵 條 也 一 幅 褥 成 尼 師 壇 坐 具 也 僧 祇 支 掩 
X15n0301_001:0221b19	掖也。泥縛些那裙也。舍勒內衣也。迦絺那功	掖 也 泥 縛 些 那 裙 也 舍 勒 內 衣 也 迦 絺 那 功 
X15n0301_001:0221b20	德衣也。憍奢耶蠱衣也(蠶所成)。屈眴大細布也	德 衣 也 憍 奢 耶 蠱 衣 也 蠶 所 成 屈 眴 大 細 布 也 
X15n0301_001:0221b21	睒婆。木綿也。迦波羅劫貝也。即木綿。迦隣陀衣	睒 婆 木 綿 也 迦 波 羅 劫 貝 也 即 木 綿 迦 隣 陀 衣 
X15n0301_001:0221b22	細綿衣也。兜羅綿細香也。一翻楊華。欽跋羅毛	細 綿 衣 也 兜 羅 綿 細 香 也 一 翻 楊 華 欽 跋 羅 毛 
X15n0301_001:0221b23	也。頭鳩羅細布也。芻摩麻衣也。那波吒絹也。	也 頭 鳩 羅 細 布 也 芻 摩 麻 衣 也 那 波 吒 絹 也 
X15n0301_001:0221b24	摩羅蔓也。逋沙他齋也。烏[目*甫]沙它受齋也。	摩 羅 蔓 也 逋 沙 他 齋 也 烏 [目甫] 沙 它 受 齋 也 
X15n0301_001:0221c01	蒲闍尼正食也。佉闍尼不正食也。半者蒲善尾	蒲 闍 尼 正 食 也 佉 闍 尼 不 正 食 也 半 者 蒲 善 尾 
X15n0301_001:0221c02	五噉食也。半者珂但尼五爵食也。佉陀尼可食	五 噉 食 也 半者珂但尼 五 爵 食 也 佉 陀 尼 可 食 
X15n0301_001:0221c03	物也。鉢和羅自恣食也。分衛乞食也。但鉢那	物 也 鉢 和 羅 自 恣 食 也 分 衛 乞 食 也 但 鉢 那 
X15n0301_001:0221c04	[麩夫+少]也。迦師錯麥也。	[麩夫少] 也 迦 師 錯 麥 也 
X15n0301_001:0221c10	新刻三續玄言釋經精解評林卷之一	新 刻 三 續 玄 言 釋 經 精 解 評 林 卷 之 一 
X15n0301_001:0221c11	　恕集	 恕 集 
X15n0301_001:0221c12	太史　漪園　焦竑　弱侯父　纂	太 史 漪 園 焦 竑 弱 侯 父 纂 
X15n0301_001:0221c13	太史　如岡　陳懿典　孟常父　校	太 史 如 岡 陳 懿 典 孟 常 父 校 
X15n0301_001:0221c14	大佛頂如來密因修證了義諸菩薩萬行首楞嚴經	大 佛 頂 如 來 密 因 修 證 了 義 諸 菩 薩 萬 行 首 楞 嚴 經 
X15n0301_001:0221c15	　第一	 第 一 
X15n0301_001:0221c16	(補註曰。梵語。首楞嚴。乃大定之總名也。此翻一切事	 補 註 曰 梵 語 首 楞 嚴 乃 大 定 之 總 名 也 此 翻 一 切 事 
X15n0301_001:0221c17	究竟堅固)。	究 竟 堅 固 
X15n0301_001:0221c18	溫陵曰。如來果體。其體本然。何假密因。菩薩道用。	溫 陵 曰 如 來 果 體 其 體 本 然 何 假 密 因 菩 薩 道 用 
X15n0301_001:0221c19	其用無作。孰為萬行。無因無行。無修無證。無了不	其 用 無 作 孰 為 萬 行 無 因 無 行 無 修 無 證 無 了 不 
X15n0301_001:0221c20	了。大小名相。一切不立。此真首楞嚴畢竟堅固者	了 大 小 名 相 一 切 不 立 此 真 首 楞 嚴 畢 竟 堅 固 者 
X15n0301_001:0221c21	也。特以眾生如來。隱於藏心。非密因不顯。眾生菩	也 特 以 眾 生 如 來 隱 於 藏 心 非 密 因 不 顯 眾 生 菩 
X15n0301_001:0221c22	薩。淪於七趣。非萬行不脩。覺皇於是。示之以大法。	薩 淪 於 七 趣 非 萬 行 不 脩 覺 皇 於 是 示 之 以 大 法 
X15n0301_001:0221c23	使不迷於小道。而默得乎無外之體。喻之以佛頂。	使 不 迷 於 小 道 而 默 得 乎 無 外 之 體 喻 之 以 佛 頂 
X15n0301_001:0221c24	使不滯於相見。而妙極乎無上之致。指如來密因。	使 不 滯 於 相 見 而 妙 極 乎 無 上 之 致 指 如 來 密 因 
X15n0301_001:0222a01	使明本妙心。知三世諸佛。皆依此為初。因明修證	使 明 本 妙 心 知 三世諸佛 皆 依 此 為 初 因 明 修 證 
X15n0301_001:0222a02	了義。使悟究竟法。知一切聖人皆依此而證果。乃	了 義 使 悟 究 竟 法 知 一切聖人 皆 依 此 而 證 果 乃 
X15n0301_001:0222a03	至具足菩薩清淨萬行。一切事法無不究竟。至於	至 具 足 菩 薩 清 淨 萬 行 一 切 事 法 無 不 究 竟 至 於 
X15n0301_001:0222a04	實相堅固不壞。故名大佛頂如來密因修證了義	實 相 堅 固 不 壞 故 名 大 佛 頂 如 來 密 因 修 證 了 義 
X15n0301_001:0222a05	諸菩薩萬行首楞嚴經。即能詮之文而已。詮猶筌	諸 菩 薩 萬 行 首 楞 嚴 經 即 能 詮 之 文 而 已 詮 猶 筌 
X15n0301_001:0222a06	也。知經為筌。則從而釋之者皆筌也。非魚也。學者	也 知 經 為 筌 則 從 而 釋 之 者 皆 筌 也 非 魚 也 學 者 
X15n0301_001:0222a07	慎勿執筌鳥魚。然後首楞真經可得矣。	慎 勿 執 筌 鳥 魚 然 後 首 楞 真 經 可 得 矣 
X15n0301_001:0222a08	(古師云。未脩此定。一切事法宛爾差殊。為法所縛。得	 古 師 云 未 脩 此 定 一 切 事 法 宛 爾 差 殊 為 法 所 縛 得 
X15n0301_001:0222a09	此定時。山河大地。明暗色空。一切事法當處寂滅。即	此 定 時 山 河 大 地 明 暗 色 空 一 切 事 法 當 處 寂 滅 即 
X15n0301_001:0222a10	時常住心。故云究竟堅固。韶國師云。心外無法。滿自	時 常 住 心 故 云 究 竟 堅 固 韶 國 師 云 心 外 無 法 滿 自 
X15n0301_001:0222a11	青山。亦此義也)。	青 山 亦 此 義 也 
X15n0301_001:0222a12	如是我聞(至)與大比丘眾千二百五十人俱。	如是我聞 至 與 大 比 丘 眾 千二百五十 人 俱 
X15n0301_001:0222a13	(溫陵曰。室羅筏。或云舍衛。新翻豐德。以國豐四德。一	 溫 陵 曰 室 羅 筏 或 云 舍 衛 新 翻 豐 德 以 國 豐 四 德 一 
X15n0301_001:0222a14	貨財。二欲境。三多聞。四解脫)。	貨 財 二 欲 境 三 多 聞 四 解 脫 
X15n0301_001:0222a15	孤山曰。如是之法我從佛聞。室羅筏乃舍衛也。祇	孤 山 曰 如 是 之 法 我 從 佛 聞 室 羅 筏 乃 舍 衛 也 祇 
X15n0301_001:0222a16	云祇陀。華言戰勝。乃太子生時。與外國戰勝。因以	云 祇 陀 華 言 戰 勝 乃 太 子 生 時 與 外 國 戰 勝 因 以 
X15n0301_001:0222a17	立名。桓。即林也。精舍。即須達買園造立精舍以施	立 名 桓 即 林 也 精 舍 即 須 達 買 園 造 立 精 舍 以 施 
