T45n1852_001:0001a03	三論玄義	三 論 玄 義 
T45n1852_001:0009c08	子。舍利弗釋佛九分毘曇名法相毘曇。羅	子 舍 利 弗 釋 佛 九 分 毘 曇 名 法 相 毘 曇 羅 
T45n1852_001:0009c09	睺羅弘舍利弗毘曇。可住子弘羅睺羅所說。	睺 羅 弘 舍 利 弗 毘 曇 可 住 子 弘 羅 睺 羅 所 說 
T45n1852_001:0009c10	此部復弘可住子所說也。次三百年中從可	此 部 復 弘 可 住 子 所 說 也 次 三 百 年 中 從 可 
T45n1852_001:0009c11	住子部復出四部。以嫌舍利弗毘曇不足。	住 子 部 復 出 四 部 以 嫌 舍 利 弗 毘 曇 不 足 
T45n1852_001:0009c12	更各各造論取經中義足之。所執異故。故	更 各 各 造 論 取 經 中 義 足 之 所 執 異 故 故 
T45n1852_001:0009c13	成四部。一法尚部。即舊曇無德部也。二賢乘	成 四 部 一 法 尚 部 即 舊 曇 無 德 部 也 二 賢 乘 
T45n1852_001:0009c14	部。三正量弟子部。有大正量羅漢。其是弟子。	部 三 正 量 弟 子 部 有 大 正 量 羅 漢 其 是 弟 子 
T45n1852_001:0009c15	故名正量弟子部。此三從人作名。四名密	故 名 正 量 弟 子 部 此 三 從 人 作 名 四 名 密 
T45n1852_001:0009c16	林部。從住處作名也。三百年從薩婆多部	林 部 從 住 處 作 名 也 三 百 年 從 薩 婆 多 部 
T45n1852_001:0009c17	復出一部。名正地部。有婆羅門。是國師名。	復 出 一 部 名 正 地 部 有婆羅門 是 國 師 名 
T45n1852_001:0009c18	正地部善解四韋陀。出家得羅漢。取四韋	正 地 部 善 解 四 韋 陀 出 家 得 羅 漢 取 四 韋 
T45n1852_001:0009c19	陀好語莊嚴佛經。執義又異。時人有信其	陀 好 語 莊 嚴 佛 經 執 義 又 異 時 人 有 信 其 
T45n1852_001:0009c20	所說。故別為一部。三百年中從正地部又	所 說 故 別 為 一 部 三 百 年 中 從 正 地 部 又 
T45n1852_001:0009c21	出一部。名法護部。其本是目連弟子。得羅	出 一 部 名 法 護 部 其 本 是 目 連 弟 子 得 羅 
T45n1852_001:0009c22	漢恒隨目連往色界中。有所說法皆能誦	漢 恒 隨 目 連 往 色 界 中 有 所 說 法 皆 能 誦 
T45n1852_001:0009c23	持。自撰為五藏。三藏如常。四呪藏。五菩薩	持 自 撰 為 五 藏 三 藏 如 常 四 呪 藏 五 菩 薩 
T45n1852_001:0009c24	藏。有信其所說者。故別成一部也。三百年	藏 有 信 其 所 說 者 故 別 成 一 部 也 三 百 年 
T45n1852_001:0009c25	中從薩婆多部又出一部。名善歲部。迦留	中 從 薩 婆 多 部 又 出 一 部 名 善 歲 部 迦 留 
T45n1852_001:0009c26	陀夷是其父。及多比丘尼是母。七歲得羅漢。	陀 夷 是 其 父 及 多 比 丘 尼 是 母 七 歲 得 羅 漢 
T45n1852_001:0009c27	值佛聞法皆能誦持。撰集佛語次第相對。	值 佛 聞 法 皆 能 誦 持 撰 集 佛 語 次 第 相 對 
T45n1852_001:0009c28	破外道為一類。對治眾生煩惱復為一類。	破 外 道 為 一 類 對 治 眾 生 煩 惱 復 為 一 類 
T45n1852_001:0009c29	時人有信其所說者。故別為一部也。三百	時 人 有 信 其 所 說 者 故 別 為 一 部 也 三 百 
T45n1852_001:0010a01	年中從薩婆多部又出一部。名說度部。謂	年 中 從 薩 婆 多 部 又 出 一 部 名 說 度 部 謂 
T45n1852_001:0010a02	五陰從此世度至後世。得治道乃滅。亦名	五 陰 從 此 世 度 至 後 世 得 治 道 乃 滅 亦 名 
T45n1852_001:0010a03	說經部。謂唯經藏為正。餘二皆成經耳。從	說 經 部 謂 唯 經 藏 為 正 餘 二 皆 成 經 耳 從 
T45n1852_001:0010a04	上座部都合有十一部。大眾部有七部。合	上 座 部 都 合 有 十 一 部 大 眾 部 有 七 部 合 
T45n1852_001:0010a05	成十八部。足根本二部為二十部。而羅婆	成 十 八 部 足 根 本 二 部 為 二 十 部 而 羅 婆 
T45n1852_001:0010a06	多傳有異世五師。有同世五師。異世五師	多 傳 有 異 世 五 師 有 同 世 五 師 異 世 五 師 
T45n1852_001:0010a07	者。一迦葉。二阿難。三末田地。四舍那婆斯。	者 一 迦 葉 二 阿 難 三 末 田 地 四 舍 那 婆 斯 
T45n1852_001:0010a08	五優婆掘多。此五人持佛法藏各得二十餘	五 優 婆 掘 多 此 五 人 持 佛 法 藏 各 得 二 十 餘 
T45n1852_001:0010a09	年更相付屬。名異世也。同世五師者。於優	年 更 相 付 屬 名 異 世 也 同 世 五 師 者 於 優 
T45n1852_001:0010a10	婆掘多世即分成五部。一時並起。名同世	婆 掘 多 世 即 分 成 五 部 一 時 並 起 名 同 世 
T45n1852_001:0010a11	五師。一曇無德。二摩訶僧祇。三彌沙塞。四迦	五 師 一 曇 無 德 二 摩 訶 僧 祇 三 彌 沙 塞 四 迦 
T45n1852_001:0010a12	葉維。五犢子部。又大集經亦明五部。而文殊	葉 維 五 犢 子 部 又 大 集 經 亦 明 五 部 而 文 殊 
T45n1852_001:0010a13	師利經部執論及羅什分別部論。此三皆明	師 利 經 部 執 論 及 羅 什 分 別 部 論 此 三 皆 明 
T45n1852_001:0010a14	二十部。所以有五部復有二十部不同者。	二 十 部 所 以 有 五 部 復 有 二 十 部 不 同 者 
T45n1852_001:0010a15	取其始終異執故有二十。取其當世盛行	取 其 始 終 異 執 故 有 二 十 取 其 當 世 盛 行 
T45n1852_001:0010a16	故但說五部。而言五部一時起者。則與上	故 但 說 五 部 而 言 五 部 一 時 起 者 則 與 上 
T45n1852_001:0010a17	二十部義相違。或可見聞各異故也。所言五	二 十 部 義 相 違 或 可 見 聞 各 異 故 也 所 言 五 
T45n1852_001:0010a18	百部者。智度論釋般若信毀品云。佛滅度後	百 部 者 智 度 論 釋 般 若 信 毀 品 云 佛 滅 度 後 
T45n1852_001:0010a19	五百歲後。有五百部。不知佛意為解脫故。	五 百 歲 後 有 五 百 部 不 知 佛 意 為 解 脫 故 
T45n1852_001:0010a20	執諸法有決定相。聞畢竟空如刀傷心。	執 諸 法 有 決 定 相 聞 畢 竟 空 如 刀 傷 心 
T45n1852_001:0010a21	龍樹提婆為諸部異執失佛教意故。造論	龍 樹 提 婆 為 諸 部 異 執 失 佛 教 意 故 造 論 
T45n1852_001:0010a22	破迷也。問論主為並破諸部。亦有不破耶。	破 迷 也 問 論 主 為 並 破 諸 部 亦 有 不 破 耶 
T45n1852_001:0010a23	答凡有四句。一破而不取。若是諸部所說	答 凡 有 四 句 一 破 而 不 取 若 是 諸 部 所 說 
T45n1852_001:0010a24	乖大小乘經自立義者。則破而不取。故	乖 大 小 乘 經 自 立 義 者 則 破 而 不 取 故 
T45n1852_001:0010a25	智度論呵迦旃延弟子云。三藏無此說。摩	智 度 論 呵 迦 旃 延 弟 子 云 三 藏 無 此 說 摩 
T45n1852_001:0010a26	訶衍中亦無此說。蓋是諸論義師自作是說。	訶 衍 中 亦 無 此 說 蓋 是 諸 論 義 師 自 作 是 說 
T45n1852_001:0010a27	即是其事。二取而不破。如文殊問經云。十	即 是 其 事 二 取 而 不 破 如 文 殊 問 經 云 十 
T45n1852_001:0010a28	八及本二皆從大乘出。無是亦無非。我說	八 及 本 二 皆 從 大 乘 出 無 是 亦 無 非 我 說 
T45n1852_001:0010a29	未來起。三亦破亦取。破諸部能迷執情。收	未 來 起 三 亦 破 亦 取 破 諸 部 能 迷 執 情 收 
T45n1852_001:0010b01	取諸部所迷之教。四不破不取。就正道門。	取 諸 部 所 迷 之 教 四 不 破 不 取 就 正 道 門 
T45n1852_001:0010b02	未曾有破。亦無所取也。	未 曾 有 破 亦 無 所 取 也 
T45n1852_001:0010b03	次明諸部通別義。論有二種。一者通論。二	次 明 諸 部 通 別 義 論 有 二 種 一 者 通 論 二 
T45n1852_001:0010b04	者別論。若通破大小二迷。通申大小兩教。	者 別 論 若 通 破 大 小 二 迷 通 申 大 小 兩 教 
T45n1852_001:0010b05	名為通論。即中論是也。故前二十五品破大	名 為 通 論 即 中 論 是 也 故 前 二 十 五 品 破 大 
T45n1852_001:0010b06	迷申大教。後兩品破小迷申小教。二者別	迷 申 大 教 後 兩 品 破 小 迷 申 小 教 二 者 別 
T45n1852_001:0010b07	論。別破大小迷。別申大小教。名為別論。如	論 別 破 大 小 迷 別 申 大 小 教 名 為 別 論 如 
T45n1852_001:0010b08	攝大乘論地持論等。謂大乘通論。十地論智	攝 大 乘 論 地 持 論 等 謂 大 乘 通 論 十 地 論 智 
T45n1852_001:0010b09	度論等。大乘別論。如成實論等。通申三藏。	度 論 等 大 乘 別 論 如 成 實 論 等 通 申 三 藏 
T45n1852_001:0010b10	謂小乘通論。馬鳴菩薩師名脇比丘。造四阿	謂 小 乘 通 論 馬 鳴 菩 薩 師 名 脇 比 丘 造 四 阿 
T45n1852_001:0010b11	含優婆提舍。別釋修多羅藏。善見毘婆沙別	含 優 婆 提 舍 別 釋 修 多 羅 藏 善 見 毘 婆 沙 別 
T45n1852_001:0010b12	釋毘尼藏。智度論云。八十部律八十部毘婆	釋 毘 尼 藏 智 度 論 云 八 十 部 律 八 十 部 毘 婆 
T45n1852_001:0010b13	沙釋之。善見律別釋師子國要。用十誦律。	沙 釋 之 善 見 律 別 釋 師 子 國 要 用 十 誦 律 
T45n1852_001:0010b14	舍利弗別釋佛九分毘曇。如此別釋三藏	舍 利 弗 別 釋 佛 九 分 毘 曇 如 此 別 釋 三 藏 
T45n1852_001:0010b15	故。是小乘別論。就三藏中復有通別。若具	故 是 小 乘 別 論 就 三 藏 中 復 有 通 別 若 具 
T45n1852_001:0010b16	釋一藏名為通論。別釋一藏中一部名為	釋 一 藏 名 為 通 論 別 釋 一 藏 中 一 部 名 為 
T45n1852_001:0010b17	別論也。問中論既通釋大小。應名大小通	別 論 也 問 中 論 既 通 釋 大 小 應 名 大 小 通 
T45n1852_001:0010b18	論。不得名為大乘論也。答雖釋大小。但	論 不 得 名 為 大 乘 論 也 答 雖 釋 大 小 但 
T45n1852_001:0010b19	為顯大故是大乘論。所以然者。以初分明	為 顯 大 故 是 大 乘 論 所 以 然 者 以 初 分 明 
T45n1852_001:0010b20	大乘。中分明小乘。後分還明大乘故。以是	大 乘 中 分 明 小 乘 後 分 還 明 大 乘 故 以 是 
T45n1852_001:0010b21	義故名大乘論耳。問十二門論是何論耶。	義 故 名 大 乘 論 耳 問 十 二 門 論 是 何 論 耶 
T45n1852_001:0010b22	答是大乘通論。以始終破於大迷。通申大	答 是 大 乘 通 論 以 始 終 破 於 大 迷 通 申 大 
T45n1852_001:0010b23	教。無破小迷別申於小教故。是大乘通論	教 無 破 小 迷 別 申 於 小 教 故 是 大 乘 通 論 
T45n1852_001:0010b24	也。問百論復云何。答百論通破障大小之	也 問 百 論 復 云 何 答 百 論 通 破 障 大 小 之 
T45n1852_001:0010b25	邪。通申如來大小兩正。故是大小通論。但始	邪 通 申 如 來 大 小 兩 正 故 是 大 小 通 論 但 始 
T45n1852_001:0010b26	終為明大乘故。屬大乘通論耳。	終 為 明 大 乘 故 屬 大 乘 通 論 耳 
T45n1852_001:0010b27	次明眾論立名不同門。眾論立名凡有三	次 明 眾 論 立 名 不 同 門 眾 論 立 名 凡 有 三 
T45n1852_001:0010b28	種。一從法為名。如成實論等。實謂四諦之	種 一 從 法 為 名 如 成 實 論 等 實 謂 四 諦 之 
T45n1852_001:0010b29	理。成謂能成之文。故云為成是法故造斯	理 成 謂 能 成 之 文 故 云 為 成 是 法 故 造 斯 
T45n1852_001:0010c01	論。謂從法立名也。二從人立名。如舍利弗	論 謂 從 法 立 名 也 二 從 人 立 名 如 舍 利 弗 
T45n1852_001:0010c02	阿毘曇等。智度論云。犢子道人受持此毘曇。	阿 毘 曇 等 智 度 論 云 犢 子 道 人 受 持 此 毘 曇 
T45n1852_001:0010c03	亦名犢子毘曇也。三從喻立名。如甘露味	亦 名 犢 子 毘 曇 也 三 從 喻 立 名 如 甘 露 味 
T45n1852_001:0010c04	毘曇等。亦如訶梨跋摩師鳩摩羅陀造日出	毘 曇 等 亦 如 訶 梨 跋 摩 師 鳩 摩 羅 陀 造 日 出 
T45n1852_001:0010c05	論等也。四論立名。並是從法。非人非喻。就	論 等 也 四 論 立 名 並 是 從 法 非 人 非 喻 就 
T45n1852_001:0010c06	中自開四種。大智度論從所釋之經立名。	中 自 開 四 種 大 智 度 論 從 所 釋 之 經 立 名 
T45n1852_001:0010c07	大謂摩訶。智謂般若。度謂波羅蜜。論釋經	大 謂 摩 訶 智 謂 般 若 度 謂 波 羅 蜜 論 釋 經 
T45n1852_001:0010c08	題。故從所釋為名。中論從理實立名。十	題 故 從 所 釋 為 名 中 論 從 理 實 立 名 十 
T45n1852_001:0010c09	二門從言教為目。百論從偈句為稱也。若	二 門 從 言 教 為 目 百 論 從 偈 句 為 稱 也 若 
T45n1852_001:0010c10	通而為言。四論通顯中道理實。並得就理	通 而 為 言 四 論 通 顯 中 道 理 實 並 得 就 理 
T45n1852_001:0010c11	立名。四論同有言教開通理實。並得以教	立 名 四 論 同 有 言 教 開 通 理 實 並 得 以 教 
T45n1852_001:0010c12	為稱。同有偈句。通得從偈立名。今欲互	為 稱 同 有 偈 句 通 得 從 偈 立 名 今 欲 互 
T45n1852_001:0010c13	相開避。故有四部差別。所以立名不同也。	相 開 避 故 有 四 部 差 別 所 以 立 名 不 同 也 
T45n1852_001:0010c14	次明眾論旨歸門。通論大小乘經。同明一	次 明 眾 論 旨 歸 門 通 論 大 小 乘 經 同 明 一 
T45n1852_001:0010c15	道。故以無得正觀為宗。但小乘教者正觀	道 故 以 無 得 正 觀 為 宗 但 小 乘 教 者 正 觀 
T45n1852_001:0010c16	猶遠。故就四諦教為宗。大乘正明正觀。故	猶 遠 故 就 四 諦 教 為 宗 大 乘 正 明 正 觀 故 
T45n1852_001:0010c17	諸大乘經同以不二正觀為宗。但約方便	諸 大 乘 經 同 以 不 二 正 觀 為 宗 但 約 方 便 
T45n1852_001:0010c18	用異故有諸部差別。如明應說不應說。今	用 異 故 有 諸 部 差 別 如 明 應 說 不 應 說 今 
T45n1852_001:0010c19	昔開會名為法華。破斥八倒辨常無常用	昔 開 會 名 為 法 華 破 斥 八 倒 辨 常 無 常 用 
T45n1852_001:0010c20	名為涅槃。至論不二正道更無別異。在經	名 為 涅 槃 至 論 不 二 正 道 更 無 別 異 在 經 
T45n1852_001:0010c21	既爾。在論亦然。雖諸部有異。同用不二正	既 爾 在 論 亦 然 雖 諸 部 有 異 同 用 不 二 正 
T45n1852_001:0010c22	觀為宗。又經論同宗。佛說正觀為經。論	觀 為 宗 又 經 論 同 宗 佛 說 正 觀 為 經 論 
T45n1852_001:0010c23	申正觀為論。經論用異正觀無別。故無量	申 正 觀 為 論 經 論 用 異 正 觀 無 別 故 無 量 
T45n1852_001:0010c24	義經云。如水洗穢義同。約井池為異。自	義 經 云 如 水 洗 穢 義 同 約 井 池 為 異 自 
T45n1852_001:0010c25	昔及今。一切諸教。同治斷常之病。同開正	昔 及 今 一 切 諸 教 同 治 斷 常 之 病 同 開 正 
T45n1852_001:0010c26	道。但約今昔教用異耳。今四論約用不同	道 但 約 今 昔 教 用 異 耳 今 四 論 約 用 不 同 
T45n1852_001:0010c27	故辨四宗差別。智度論正釋大品。而龍樹	故 辨 四 宗 差 別 智 度 論 正 釋 大 品 而 龍 樹 
T45n1852_001:0010c28	開大品為二道。前明般若道。次明方便道。	開 大 品 為 二 道 前 明 般 若 道 次 明 方 便 道 
T45n1852_001:0010c29	此之二道即是法身父母。故大品以實慧方	此 之 二 道 即 是 法 身 父 母 故 大 品 以 實 慧 方 
T45n1852_001:0011a01	便慧為宗。論申經二慧。還以二慧為宗。	便 慧 為 宗 論 申 經 二 慧 還 以 二 慧 為 宗 
T45n1852_001:0011a02	如中論申二諦。還以二諦為宗也。問大品	如 中 論 申 二 諦 還 以 二 諦 為 宗 也 問 大 品 
T45n1852_001:0011a03	何故前明般若。後明方便耶。答般若方便	何 故 前 明 般 若 後 明 方 便 耶 答 般 若 方 便 
T45n1852_001:0011a04	實無前後。而作前後說者般若為體。方便	實 無 前 後 而 作 前 後 說 者 般 若 為 體 方 便 
T45n1852_001:0011a05	為用。故智度論云。譬如金為體。金上精	為 用 故 智 度 論 云 譬 如 金 為 體 金 上 精 
T45n1852_001:0011a06	巧為用。故前明其體。後辨其用也。又非凡	巧 為 用 故 前 明 其 體 後 辨 其 用 也 又 非 凡 
T45n1852_001:0011a07	夫行。非賢聖行。是菩薩行。般若超凡。方便	夫 行 非 賢 聖 行 是 菩 薩 行 般 若 超 凡 方 便 
T45n1852_001:0011a08	越聖。要前超凡後方越聖。故前明般若後	越 聖 要 前 超 凡 後 方 越 聖 故 前 明 般 若 後 
T45n1852_001:0011a09	辨方便。又眾生起見凡有二種。一者有見。	辨 方 便 又 眾 生 起 見 凡 有 二 種 一 者 有 見 
T45n1852_001:0011a10	二者無見。般若破其有見。方便斥其無見。	二 者 無 見 般 若 破 其 有 見 方 便 斥 其 無 見 
T45n1852_001:0011a11	故前明般若後辨方便。若明次第者。三藏	故 前 明 般 若 後 辨 方 便 若 明 次 第 者 三 藏 
T45n1852_001:0011a12	多說有教以破外道。而封執三藏之有故。	多 說 有 教 以 破 外 道 而 封 執 三 藏 之 有 故 
T45n1852_001:0011a13	般若次說空。惑者著般若之空故。次說方	般 若 次 說 空 惑 者 著 般 若 之 空 故 次 說 方 
T45n1852_001:0011a14	便令其離空。故智度論序云。知邪病之自	便 令 其 離 空 故 智 度 論 序 云 知 邪 病 之 自 
T45n1852_001:0011a15	起故。阿含為之作。以滯有之為患故。般若	起 故 阿 含 為 之 作 以 滯 有 之 為 患 故 般 若 
T45n1852_001:0011a16	為之照。即斯意也。若約位而言。般若配於	為 之 照 即 斯 意 也 若 約 位 而 言 般 若 配 於 
T45n1852_001:0011a17	六地。故前明之。方便在於七地。故後說也。	六 地 故 前 明 之 方 便 在 於 七 地 故 後 說 也 
T45n1852_001:0011a18	問舊亦明大品二慧為宗。與今何異。答今	問 舊 亦 明 大 品 二 慧 為 宗 與 今 何 異 答 今 
T45n1852_001:0011a19	明。聖心未曾二。為眾生故無二說二。欲令	明 聖 心 未 曾 二 為 眾 生 故 無 二 說 二 欲 令 
T45n1852_001:0011a20	因二悟於不二。故與舊不同。又雖明二	因 二 悟 於 不 二 故 與 舊 不 同 又 雖 明 二 
T45n1852_001:0011a21	慧。與舊亦異。舊義實慧但照空不達有。漚	慧 與 舊 亦 異 舊 義 實 慧 但 照 空 不 達 有 漚 
T45n1852_001:0011a22	和但照有不達空。蓋是限局聖心便成二	和 但 照 有 不 達 空 蓋 是 限 局 聖 心 便 成 二 
T45n1852_001:0011a23	見。今明。至人體無礙之道故有無礙之用。	見 今 明 至 人 體 無 礙 之 道 故 有 無 礙 之 用 
T45n1852_001:0011a24	般若既照空即能鑒有。方便既涉有即能	般 若 既 照 空 即 能 鑒 有 方 便 既 涉 有 即 能 
T45n1852_001:0011a25	鑒空。具如二智中說。次明中論以二諦	鑒 空 具 如 二 智 中 說 次 明 中 論 以 二 諦 
T45n1852_001:0011a26	為宗。所以用二諦為宗者。二諦是佛法	為 宗 所 以 用 二 諦 為 宗 者 二 諦 是 佛 法 
T45n1852_001:0011a27	根本。如來自行化他皆由二諦。自行由二	根 本 如 來 自 行 化 他 皆 由 二 諦 自 行 由 二 
T45n1852_001:0011a28	諦者。如瓔珞經佛母品。明二諦能生佛故。	諦 者 如 瓔 珞 經 佛 母 品 明 二 諦 能 生 佛 故 
T45n1852_001:0011a29	二諦是佛母。蓋取二智為佛。二諦能生二	二 諦 是 佛 母 蓋 取 二 智 為 佛 二 諦 能 生 二 
T45n1852_001:0011b01	智。故以二諦為母。即是如來自德圓滿由	智 故 以 二 諦 為 母 即 是 如 來 自 德 圓 滿 由 
T45n1852_001:0011b02	於二諦。化他德由二諦者。如來有所說法	於 二 諦 化 他 德 由 二 諦 者 如 來 有 所 說 法 
T45n1852_001:0011b03	教化眾生常依二諦。故中論云。諸佛依二	教 化 眾 生 常 依 二 諦 故 中 論 云 諸 佛 依 二 
T45n1852_001:0011b04	諦為眾生。說法也。問何以知自他兩德並	諦 為 眾 生 說 法 也 問 何 以 知 自 他 兩 德 並 
T45n1852_001:0011b05	由二諦耶。答十二門論云。以識二諦故。即	由 二 諦 耶 答 十 二 門 論 云 以 識 二 諦 故 即 
T45n1852_001:0011b06	得自利他利及以共利。即其事也。以二諦是	得 自 利 他 利 及 以 共 利 即 其 事 也 以 二 諦 是 
T45n1852_001:0011b07	自行化他之本故。申明二諦以為論宗。即	自 行 化 他 之 本 故 申 明 二 諦 以 為 論 宗 即 
T45n1852_001:0011b08	令一切眾生具得自他二利也。問何人迷	令 一 切 眾 生 具 得 自 他 二 利 也 問 何 人 迷 
T45n1852_001:0011b09	二諦。論主破迷申二諦耶。答有三種人	二 諦 論 主 破 迷 申 二 諦 耶 答 有 三 種 人 
T45n1852_001:0011b10	迷於二諦。一者小乘五百部。各執諸法有	迷 於 二 諦 一 者 小 乘 五 百 部 各 執 諸 法 有 
T45n1852_001:0011b11	決定性。聞畢竟空如刀傷心。此人失第一	決 定 性 聞 畢 竟 空 如 刀 傷 心 此 人 失 第 一 
T45n1852_001:0011b12	義諦。然既失第一義諦亦失世諦。所以然	義 諦 然 既 失 第一義諦 亦 失 世 諦 所 以 然 
T45n1852_001:0011b13	者。空宛然而有。故有名空有。方是世諦。彼	者 空 宛 然 而 有 故 有 名 空 有 方 是 世 諦 彼 
T45n1852_001:0011b14	既失空。亦是迷有。故失世諦。故五百部執	既 失 空 亦 是 迷 有 故 失 世 諦 故 五 百 部 執 
T45n1852_001:0011b15	出如來二諦之外。二者方廣道人。謂一切諸	出 如 來 二 諦 之 外 二 者 方 廣 道 人 謂 一 切 諸 
T45n1852_001:0011b16	法如龜毛兔角。無罪福報應。此人失於世	法 如 龜 毛 兔 角 無 罪 福 報 應 此 人 失 於 世 
T45n1852_001:0011b17	諦。然有宛然而空。故空名有空。既失空有。	諦 然 有 宛 然 而 空 故 空 名 有 空 既 失 空 有 
T45n1852_001:0011b18	亦失有空。如斯之人亦失二諦。又諸外道	亦 失 有 空 如 斯 之 人 亦 失 二 諦 又 諸 外 道 
T45n1852_001:0011b19	亦失二諦。如有見外道迷於真諦。空見外	亦 失 二 諦 如 有 見 外 道 迷 於 真 諦 空 見 外 
T45n1852_001:0011b20	道迷於世諦。又凡夫著有故迷真諦。二乘	道 迷 於 世 諦 又 凡 夫 著 有 故 迷 真 諦 二 乘 
T45n1852_001:0011b21	滯空迷世諦也。第三人得二諦名而失二	滯 空 迷 世 諦 也 第 三 人 得 二 諦 名 而 失 二 
T45n1852_001:0011b22	諦旨。斯執甚多。今略出二種。或言二諦一	諦 旨 斯 執 甚 多 今 略 出 二 種 或 言 二 諦 一 
T45n1852_001:0011b23	體。或言二諦異體。並不成二諦之義。具如	體 或 言 二 諦 異 體 並 不 成 二 諦 之 義 具 如 
T45n1852_001:0011b24	疏初序之。今破此之失申明二諦。故用二	疏 初 序 之 今 破 此 之 失 申 明 二 諦 故 用 二 
T45n1852_001:0011b25	諦為宗也。問何以得知此論用二諦為宗	諦 為 宗 也 問 何 以 得 知 此 論 用 二 諦 為 宗 
T45n1852_001:0011b26	耶。答略有三種。一者瓔珞經佛母品明二諦	耶 答 略 有 三 種 一 者 瓔 珞 經 佛 母 品 明 二 諦 
T45n1852_001:0011b27	不生不滅乃至不來不去。今論正明八不。故	不生不滅 乃 至 不來不去 今 論 正 明 八 不 故 
T45n1852_001:0011b28	知即是辨於二諦。故以二諦為宗。二者青	知 即 是 辨 於 二 諦 故 以 二 諦 為 宗 二 者 青 
T45n1852_001:0011b29	目序論意。明外人失二諦。龍樹菩薩為是	目 序 論 意 明 外 人 失 二 諦 龍 樹 菩 薩 為 是 
T45n1852_001:0011c01	等故造此中論。即知破外迷失申明二諦。	等 故 造 此 中 論 即 知 破 外 迷 失 申 明 二 諦 
T45n1852_001:0011c02	故以二諦為宗也。三者關內曇影中論序	故 以 二 諦 為 宗 也 三 者 關 內 曇 影 中 論 序 
T45n1852_001:0011c03	云。此論雖無理不窮。無言不盡。統其要	云 此 論 雖 無 理 不 窮 無 言 不 盡 統 其 要 
T45n1852_001:0011c04	歸。會通二諦。今還述舊釋。故知二諦為宗	歸 會 通 二 諦 今 還 述 舊 釋 故 知 二 諦 為 宗 
T45n1852_001:0011c05	也。問既名中論。何故不用中道為宗。乃	也 問 既 名 中 論 何 故 不 用 中 道 為 宗 乃 
T45n1852_001:0011c06	以二諦為宗耶。答即二諦是中道。既以二	以 二 諦 為 宗 耶 答 即 二 諦 是 中 道 既 以 二 
T45n1852_001:0011c07	諦為宗。即是中道為宗。所以然者。還就	諦 為 宗 即 是 中 道 為 宗 所 以 然 者 還 就 
T45n1852_001:0011c08	二諦以明中道故。有世諦中道。真諦中道。	二 諦 以 明 中 道 故 有 世 諦 中 道 真 諦 中 道 
T45n1852_001:0011c09	非真非俗中道。但今欲名宗兩舉故。中諦互	非 真 非 俗 中 道 但 今 欲 名 宗 兩 舉 故 中 諦 互 
T45n1852_001:0011c10	說。故宗舉其諦名題其中。若以中道為	說 故 宗 舉 其 諦 名 題 其 中 若 以 中 道 為 
T45n1852_001:0011c11	名。復以中道為宗者。但得不二義失其	名 復 以 中 道 為 宗 者 但 得 不 二 義 失 其 
T45n1852_001:0011c12	二義故也。問經何故立二諦耶。答此有兩	二 義 故 也 問 經 何 故 立 二 諦 耶 答 此 有 兩 
T45n1852_001:0011c13	義。一者欲示佛法是中道故。以有世諦。是	義 一 者 欲 示 佛 法 是 中 道 故 以 有 世 諦 是 
T45n1852_001:0011c14	故不斷。以第一義。是故不常。所以立於二	故 不 斷 以 第 一 義 是 故 不 常 所 以 立 於 二 
T45n1852_001:0011c15	諦。又二慧是三世佛法身父母。以有第一	諦 又 二 慧 是 三 世 佛 法 身 父 母 以 有 第 一 
T45n1852_001:0011c16	義故生般若。以有世諦故生方便。具實	義 故 生 般 若 以 有 世 諦 故 生 方 便 具 實 
T45n1852_001:0011c17	慧方便慧。有十方三世佛。是故立二諦。又	慧 方 便 慧 有 十 方 三 世 佛 是 故 立 二 諦 又 
T45n1852_001:0011c18	知第一義是自利。知世諦故能利他。具知	知 第 一 義 是 自 利 知 世 諦 故 能 利 他 具 知 
T45n1852_001:0011c19	二諦即得共利。故立二諦。又有二諦故	二 諦 即 得 共 利 故 立 二 諦 又 有 二 諦 故 
T45n1852_001:0011c20	佛語皆實。以世諦故說有是實。第一義故	佛 語 皆 實 以 世 諦 故 說 有 是 實 第 一 義 故 
T45n1852_001:0011c21	說空是實。又佛法漸深。先說世諦因果教	說 空 是 實 又 佛 法 漸 深 先 說 世 諦 因 果 教 
T45n1852_001:0011c22	化。後為說第一義。又成就得道智者說第	化 後 為 說 第 一 義 又 成 就 得 道 智 者 說 第 
T45n1852_001:0011c23	一義。無有說世諦。又若不先說世諦因果。	一 義 無 有 說 世 諦 又 若 不 先 說 世 諦 因 果 
T45n1852_001:0011c24	直說第一義。則生斷見。是故具明二諦也。	直 說 第 一 義 則 生 斷 見 是 故 具 明 二 諦 也 
T45n1852_001:0011c25	次明百論宗者。百論破邪申明二諦。具如	次 明 百 論 宗 者 百 論 破 邪 申 明 二 諦 具 如 
T45n1852_001:0011c26	空品末說。亦應以二諦為宗。但今欲與中	空 品 末 說 亦 應 以 二 諦 為 宗 但 今 欲 與 中 
T45n1852_001:0011c27	論互相開避。中論以二諦為宗。百論用二	論 互 相 開 避 中 論 以 二 諦 為 宗 百 論 用 二 
T45n1852_001:0011c28	智為宗。即欲明諦智互相成也。問百論何	智 為 宗 即 欲 明 諦 智 互 相 成 也 問 百 論 何 
