X60n1112_001:0080a03	蓬折箴	蓬 折 箴 
X60n1112_001:0089a11	心亦屬妄想故事鈔云如是發心尚是邪想戒行成	心 亦 屬 妄 想 故 事 鈔 云 如 是 發 心 尚 是 邪 想 戒 行 成 
X60n1112_001:0089a12	功業非不起方發定慧初心修觀定慧未曾梵語三	功 業 非 不 起 方 發 定 慧 初 心 修 觀 定 慧 未 曾 梵 語 三 
X60n1112_001:0089a13	昧翻調直定須以三昧調停進行散則止之昏則照	昧 翻 調 直 定 須 以 三 昧 調 停 進 行 散 則 止 之 昏 則 照 
X60n1112_001:0089a14	之止觀漸熟定慧旋明止觀二法即定慧者此約法	之 止 觀 漸 熟 定 慧 旋 明 止 觀 二 法 即 定 慧 者 此 約 法 
X60n1112_001:0089a15	體修成言之便是觀成進入後位亦須因觀重發定	體 修 成 言 之 便 是 觀 成 進 入 後 位 亦 須 因 觀 重 發 定 
X60n1112_001:0089a16	慧次第進入所謂禪定乃有多途諸天所修世間味	慧 次 第 進 入 所 謂 禪 定 乃 有 多 途 諸 天 所 修 世 間 味 
X60n1112_001:0089a17	禪佛弟子修世間淨禪不出皆是四禪四空諸天修	禪 佛 弟 子 修 世 間 淨 禪 不 出 皆 是 四 禪 四 空 諸 天 修 
X60n1112_001:0089a18	者用六行觀厭下苦麤障攀上勝妙出地修居之發	者 用 六 行 觀 厭 下 苦 麤 障 攀 上 勝 妙 出 地 修 居 之 發 
X60n1112_001:0089a19	未到定生夜摩等能屈於空至於他化發得初禪脫	未 到 定 生 夜 摩 等 能 屈 於 空 至 於 他 化 發 得 初 禪 脫 
X60n1112_001:0089a20	於欲籠得生色界次第修進至非非想皆是六行觀	於 欲 籠 得 生 色 界 次 第 修 進 至 非 非 想 皆 是 六 行 觀 
X60n1112_001:0089a21	中修發名世間味禪若佛子用無漏心修八勝行名	中 修 發 名 世 間 味 禪 若 佛 子 用 無 漏 心 修 八 勝 行 名 
X60n1112_001:0089a22	世間淨禪若出世間及出世間上上十種禪皆用無	世 間 淨 禪 若 出 世間及出世間 上 上 十 種 禪 皆 用 無 
X60n1112_001:0089a23	漏智次第修發故攝論云唯識通四位修所謂慧者	漏 智 次 第 修 發 故 攝 論 云 唯 識 通 四 位 修 所 謂 慧 者 
X60n1112_001:0089a24	歸敬儀云無分別智念念利鈍五十余豈非用觀次	歸 敬 儀 云 無分別智 念 念 利 鈍 五 十 余 豈 非 用 觀 次 
X60n1112_001:0089b01	第修發觀行能發禪定智慧信不誣矣。	第 修 發 觀 行 能 發 禪 定 智 慧 信 不 誣 矣 
X60n1112_001:0089b02	折蓬謂余彼引祖師圓宗一節至於若據諸文戒但	折 蓬 謂 余 彼 引 祖 師 圓 宗 一 節 至 於 若 據 諸 文 戒 但 
X60n1112_001:0089b03	止業此文敘戒而云返妄彼之不曉便謂成佛功唯	止 業 此 文 敘 戒 而 云 返 妄 彼 之 不 曉 便 謂 成 佛 功 唯 
X60n1112_001:0089b04	在戒我若不說祖乘何顯今異敘之莫為顯異當知	在 戒 我 若 不 說 祖 乘 何 顯 今 異 敘 之 莫 為 顯 異 當 知 
X60n1112_001:0089b05	圓宗言戒即一佛乘一乘妙戒全體離染全體證凝	圓 宗 言 戒 即 一 佛 乘 一 乘 妙 戒 全 體 離 染 全 體 證 凝 
X60n1112_001:0089b06	全體照用三一互融體絕思議乃至考彼前後之文	全 體 照 用 三 一 互 融 體 絕 思 議 乃 至 考 彼 前 後 之 文 
X60n1112_001:0089b07	妄意若此(彼文)余切觀彼一節之文猶如醉醒又若顛	妄 意 若 此 彼 文 余 切 觀 彼 一 節 之 文 猶 如 醉 醒 又 若 顛 
X60n1112_001:0089b08	狂全無尺寸一味胡來祖師記主皆約圓宗一乘妙	狂 全 無 尺 寸 一 味 胡 來 祖 師 記 主 皆 約 圓 宗 一 乘 妙 
X60n1112_001:0089b09	戒始終詮辨汝乃每云若不用觀行屬有為戒成凡	戒 始 終 詮 辨 汝 乃 每 云 若 不 用 觀 行 屬 有 為 戒 成 凡 
X60n1112_001:0089b10	福忽於此中言圓宗戒有許多玄妙若醉醒畢竟見	福 忽 於 此 中 言 圓 宗 戒 有 許 多 玄 妙 若 醉 醒 畢 竟 見 
X60n1112_001:0089b11	何誑妄自稱我若不說祖乘何顯此誰驚張非狂何	何 誑 妄 自 稱 我 若 不 說 祖 乘 何 顯 此 誰 驚 張 非 狂 何 
X60n1112_001:0089b12	耶。	耶 
X60n1112_001:0089b13	問鐵翁此圓宗妙戒為是吾祖所以為非吾祖所弘	問 鐵 翁 此 圓 宗 妙 戒 為 是 吾 祖 所 以 為 非 吾 祖 所 弘 
X60n1112_001:0089b14	若謂吾祖所弘吾祖弘律以妙觀為本若不用觀行	若 謂 吾 祖 所 弘 吾 祖 弘 律 以 妙 觀 為 本 若 不 用 觀 行 
X60n1112_001:0089b15	屬有為戒成凡福正屬諸文止業之戒豈是返妄圓	屬 有 為 戒 成 凡 福 正 屬 諸 文 止 業 之 戒 豈 是 返 妄 圓 
X60n1112_001:0089b16	宗一乘若也非是吾祖所弘今此圓宗是誰建立令	宗 一 乘 若 也 非 是 吾 祖 所 弘 今 此 圓 宗 是 誰 建 立 令 
X60n1112_001:0089b17	誰弘闡若云即此便是律本妙觀文中自云於本藏	誰 弘 闡 若 云 即 此 便 是 律 本 妙 觀 文 中 自 云 於 本 藏 
X60n1112_001:0089b18	識成善種子此戒體也何曾言觀惑謂當體即是觀	識 成 善 種 子 此 戒 體 也 何 曾 言 觀 惑 謂 當 體 即 是 觀 
X60n1112_001:0089b19	者既言當體即戒體也能具澄凝照用之德何推妙觀	者 既 言 當 體 即 戒 體 也 能 具 澄 凝 照 用 之 德 何 推 妙 觀 
X60n1112_001:0089b20	若言唯在業疏明體章中有此妙戒却見疏鈔餘文	若 言 唯 在 業 疏 明 體 章 中 有 此 妙 戒 却 見 疏 鈔 餘 文 
X60n1112_001:0089b21	祖師記主說圓融處盡屬閑話皆是長語是汝深迷	祖 師 記 主 說 圓 融 處 盡 屬 閑 話 皆 是 長 語 是 汝 深 迷 
X60n1112_001:0089b22	却云說顯胡滿矯詐誰能信受所言諸文皆心業戒	却 云 說 顯 胡 滿 矯 詐 誰 能 信 受 所 言 諸 文 皆 心 業 戒 
X60n1112_001:0089b23	何故圓宗文中亦云欲了妄情須知妄業餘文心業	何 故 圓 宗 文 中 亦 云 欲 了 妄 情 須 知 妄 業 餘 文 心 業 
X60n1112_001:0089b24	圓宗返妄又見吾祖戒分兩樣當今行受令受何耶	圓 宗 返 妄 又 見 吾 祖 戒 分 兩 樣 當 今 行 受 令 受 何 耶 
X60n1112_001:0089c01	任戒集業執則成障但在機情若據佛祖無非為道	任 戒 集 業 執 則 成 障 但 在 機 情 若 據 佛 祖 無 非 為 道 
X60n1112_001:0089c02	誰言成佛獨推戒功誰言戒德非成佛本全不曾究	誰 言 成 佛 獨 推 戒 功 誰 言 戒 德 非 成 佛 本 全 不 曾 究 
X60n1112_001:0089c03	聖師建立一乘戒觀部文用與始終歸趣只欲顯己	聖 師 建 立 一 乘 戒 觀 部 文 用 與 始 終 歸 趣 只 欲 顯 己 
X60n1112_001:0089c04	有過人處返將祖乘矯異穿鑿迷沒正意却言我若	有 過 人 處 返 將 祖 乘 矯 異 穿 鑿 迷 沒 正 意 却 言 我 若 
X60n1112_001:0089c05	不說祖乘何顯顛倒若此實見汝心說玄說妙無規	不 說 祖 乘 何 顯 顛 倒 若 此 實 見 汝 心 說 玄 說 妙 無 規 
X60n1112_001:0089c06	無矩取誚傍觀同受斯耻凡為學者議論發乘無非	無 矩 取 誚 傍 觀 同 受 斯 耻 凡 為 學 者 議 論 發 乘 無 非 
X60n1112_001:0089c07	為開自他迷昧令成正見且如祖師於部文中破古	為 開 自 他 迷 昧 令 成 正 見 且 如 祖 師 於 部 文 中 破 古 
X60n1112_001:0089c08	之處皆以慈悲之心真實之言詮辨邪正開示後學	之 處 皆 以 慈 悲 之 心 真 實 之 言 詮 辨 邪 正 開 示 後 學 
X60n1112_001:0089c09	豈全折蓬以強勝心陳自制撰聾瞽無知莊彼之失	豈 全 折 蓬 以 強 勝 心 陳 自 制 撰 聾 瞽 無 知 莊 彼 之 失 
X60n1112_001:0089c10	掩己之非蘊慘毒之懷出不遜之語恣我好高之氣	掩 己 之 非 蘊 慘 毒 之 懷 出 不 遜 之 語 恣 我 好 高 之 氣 
X60n1112_001:0089c11	緘他不忍之讎便不知如來所化用三學齊功余何	緘 他 不 忍 之 讎 便 不 知 如 來 所 化 用 三 學 齊 功 余 何 
X60n1112_001:0089c12	甞言成佛菩提功唯在戒但為見汝不有律宗獨推	甞 言 成 佛 菩 提 功 唯 在 戒 但 為 見 汝 不 有 律 宗 獨 推 
X60n1112_001:0089c13	觀行凡見祖乘所立法門盡用修觀方成道業不知	觀 行 凡 見 祖 乘 所 立 法 門 盡 用 修 觀 方 成 道 業 不 知 
X60n1112_001:0089c14	入道通於餘行故曰修觀以戒為緣菩提以戒為本	入 道 通 於 餘 行 故 曰 修 觀 以 戒 為 緣 菩 提 以 戒 為 本 
X60n1112_001:0089c15	見佛性證涅槃深心持戒如來之身以受戒為本勝	見 佛 性 證 涅 槃 深 心 持 戒 如來之身 以 受 戒 為 本 勝 
X60n1112_001:0089c16	鬘智論即大乘學皆是祖師引證戒謂我不識唯汝	鬘 智 論 即 大 乘 學 皆 是 祖 師 引 證 戒 謂 我 不 識 唯 汝 
X60n1112_001:0089c17	知之但執成佛菩提唯在修觀更無餘法此寶見聚	知 之 但 執 成 佛 菩 提 唯 在 修 觀 更 無 餘 法 此 寶 見 聚 
X60n1112_001:0089c18	返謗於我謂唯在戒若能識彼無公心之論欲莊人	返 謗 於 我 謂 唯 在 戒 若 能 識 彼 無 公 心 之 論 欲 莊 人 
X60n1112_001:0089c19	失此七自隨任運無得蓬余曰吾祖三觀用之有處	失 此 七 自 隨 任 運 無 得 蓬 余 曰 吾 祖 三 觀 用 之 有 處 
X60n1112_001:0089c20	(取以如前)只緣如迷不識解行盡將解慧而為觀行故為	 取 以 如 前 只 緣 如 迷 不 識 解 行 盡 將 解 慧 而 為 觀 行 故 為 
X60n1112_001:0089c21	不局通乎諸文鈔受戒萹三品發心記對三觀蓋是	不 局 通 乎 諸 文 鈔 受 戒 萹 三 品 發 心 記 對 三 觀 蓋 是 
X60n1112_001:0089c22	祖乘所論戒觀文義主對解行相當各有三種豈是	祖 乘 所 論 戒 觀 文 義 主 對 解 行 相 當 各 有 三 種 豈 是 
X60n1112_001:0089c23	令修三觀為三品發心記云初祖護今不令得脫即	令 修 三 觀 為 三 品 發 心 記 云 初 祖 護 今 不 令 得 脫 即 
X60n1112_001:0089c24	二乘心正據小果中品所修以法開解自他兩利度	二 乘 心 正 據 小 果 中 品 所 修 以 法 開 解 自 他 兩 利 度 
X60n1112_001:0090a01	非究竟即小菩薩雖期佛果行處中間上品引導令	非 究 竟 即 小 菩 薩 雖 期 佛 果 行 處 中 間 上 品 引 導 令 
X60n1112_001:0090a02	至涅槃同歸佛道即大菩薩上釋受戒下乃准顯准	至 涅 槃 同 歸 佛 道 即 大 菩 薩 上 釋 受 戒 下 乃 准 顯 准 
X60n1112_001:0090a03	沙彌萹三位配之恰然苻合學者至此宜明辨行果	沙 彌 萹 三 位 配 之 恰 然 苻 合 學 者 至 此 宜 明 辨 行 果 
X60n1112_001:0090a04	分齊學者至乃囑發心受戒期向行果淺深要知遠	分 齊 學 者 至 乃 囑 發 心 受 戒 期 向 行 果 淺 深 要 知 遠 
X60n1112_001:0090a05	大豈令修觀安居萹中令修觀者九旬之內通明所	大 豈 令 修 觀 安 居 萹 中 令 修 觀 者 九 旬 之 內 通 明 所 
X60n1112_001:0090a06	行無過事理記因釋鈔靜處思微故曰微之一字兼	行 無 過 事 理 記 因 釋 鈔 靜 處 思 微 故 曰 微 之 一 字 兼 
X60n1112_001:0090a07	合事理則憶本受體即戒學也理則達妄冥真即定	合 事 理 則 憶 本 受 體 即 戒 學 也 理 則 達 妄 冥 真 即 定 
X60n1112_001:0090a08	慧也即沙彌萹三觀二空即空為理唯識即識為理	慧 也 即 沙 彌 萹 三 觀 二 空 即 空 為 理 唯 識 即 識 為 理 
X60n1112_001:0090a09	此釋思微一夏用心無宜偏局思微是道既兼事理	此 釋 思 微 一 夏 用 心 無 宜 偏 局 思 微 是 道 既 兼 事 理 
X60n1112_001:0090a10	戒亦有分乃是安居修觀豈是用觀安居福粮餘味	戒 亦 有 分 乃 是 安 居 修 觀 豈 是 用 觀 安 居 福 粮 餘 味 
X60n1112_001:0090a11	才士常談取唋祖乘何求所出恐牧童不曉何疑學	才 士 常 談 取 唋 祖 乘 何 求 所 出 恐 牧 童 不 曉 何 疑 學 
X60n1112_001:0090a12	子未聞所謂通宵路者資持因釋上品納戒云攬無	子 未 聞 所 謂 通 宵 路 者 資 持 因 釋 上 品 納 戒 云 攬 無 
X60n1112_001:0090a13	邊戒法歸無盡識藏成種子作聖道基翻無始惡緣	邊 戒 法 歸 無 盡 識 藏 成 種 子 作 聖 道 基 翻 無 始 惡 緣 
X60n1112_001:0090a14	俱為成善變有漏苦報即成佛身我等云何不自珍	俱 為 成 善 變 有 漏 苦 報 即 成 佛 身 我 等 云 何 不 自 珍 
X60n1112_001:0090a15	敬佛恩深重粉骨難酬苦海導師朽宅慈父得出火	敬 佛 恩 深 重 粉 骨 難 酬 苦 海 導 師 朽 宅 慈 父 得 出 火 
X60n1112_001:0090a16	宅得誰苦海何止通宵可喻其疏圓宗言戒既制心	宅 得 誰 苦 海 何 止 通 宵 可 喻 其 疏 圓 宗 言 戒 既 制 心 
X60n1112_001:0090a17	毒此貪瞋癡在惑即是見思無明在業則有前七後	毒 此 貪 瞋 癡 在 惑 即 是 見 思 無 明 在 業 則 有 前 七 後 
X60n1112_001:0090a18	三故文云譬夫伐樹始必利拔豈唯種果無依亦使根	三 故 文 云 譬 夫 伐 樹 始 必 利 拔 豈 唯 種 果 無 依 亦 使 根 
X60n1112_001:0090a19	株漸朽戒禁業非三毒既輕進侵惑果須知圓發三	株 漸 朽 戒 禁 業 非 三 毒 既 輕 進 侵 惑 果 須 知 圓 發 三 
X60n1112_001:0090a20	惑一體皆貪瞋而為其本惑業分位煩惱重輕只由	惑 一 體 皆 貪 瞋 而 為 其 本 惑 業 分 位 煩 惱 重 輕 只 由 
X60n1112_001:0090a21	妄智誰疎故使惑落前後今宗圓戒會同律儀為稟	妄 智 誰 疎 故 使 惑 落 前 後 今 宗 圓 戒 會 同 律 儀 為 稟 
X60n1112_001:0090a22	大先容故瓔珞經云律儀禁惡結業煩惱究竟斷故	大 先 容 故 瓔 珞 經 云 律 儀 禁 惡 結 業 煩 惱 究 竟 斷 故 
X60n1112_001:0090a23	況復三聚任運互具成佛有餘稱美之謂汝之局執	況 復 三 聚 任 運 互 具 成 佛 有 餘 稱 美 之 謂 汝 之 局 執 
X60n1112_001:0090a24	凡見祖文稍涉理慧使作觀解封後信讀正是老兄	凡 見 祖 文 稍 涉 理 慧 使 作 觀 解 封 後 信 讀 正 是 老 兄 
X60n1112_001:0090b01	且淨心戒觀序云諸部則以發開解斯文乃以觀示	且 淨 心 戒 觀 序 云 諸 部 則 以 發 開 解 斯 文 乃 以 觀 示 
X60n1112_001:0090b02	修若汝偏見必言諸部只是開解斯文只是示修佛	修 若 汝 偏 見 必 言 諸 部 只 是 開 解 斯 文 只 是 示 修 佛 
X60n1112_001:0090b03	祖發門當求大意片言隻字豈宜妄執觀之不已為	祖 發 門 當 求 大 意 片 言 隻 字 豈 宜 妄 執 觀 之 不 已 為 
X60n1112_001:0090b04	觀行之不已為行觀行二字豈易承當記主如難故	觀 行 之 不 已 為 行 觀 行 二 字 豈 易 承 當 記 主 如 難 故 
X60n1112_001:0090b05	有斯讓余云沙彌篇大小比決盖汝不知沙彌建立	有 斯 讓 余 云 沙 彌 篇 大 小 比 決 盖 汝 不 知 沙 彌 建 立 
X60n1112_001:0090b06	入道初心出家學本始終期向律觀各立佛祖正宗	入 道 初 心 出 家 學 本 始 終 期 向 律 觀 各 立 佛 祖 正 宗 
X60n1112_001:0090b07	律觀相須汝不知處待至下文更與細辨余云懺篇	律 觀 相 須 汝 不 知 處 待 至 下 文 更 與 細 辨 余 云 懺 篇 
X60n1112_001:0090b08	所用亦有意焉乃引祖文顯相須之意。	所 用 亦 有 意 焉 乃 引 祖 文 顯 相 須 之 意 
X60n1112_001:0090b09	彼云乳兒之見意謂高了若其然者聖師記主皆乳	彼 云 乳 兒 之 見 意 謂 高 了 若 其 然 者 聖 師 記 主 皆 乳 
X60n1112_001:0090b10	兒耶資持有人問曰題云懺六聚法耶出事理懺乎	兒 耶 資 持 有 人 問 曰 題 云 懺 六 聚 法 耶 出 事 理 懺 乎 
X60n1112_001:0090b11	是故答云不曉化行二發罪懺相須唯依化懺則制	是 故 答 云 不 曉 化 行 二 發 罪 懺 相 須 唯 依 化 懺 則 制 
X60n1112_001:0090b12	罪不壬若專據制科則業道全在故當化行齊用則	罪 不 壬 若 專 據 制 科 則 業 道 全 在 故 當 化 行 齊 用 則 
X60n1112_001:0090b13	業制俱深故鈔云五眾犯罪事理而緣則順教無違	業 制 俱 深 故 鈔 云 五 眾 犯 罪 事 理 而 緣 則 順 教 無 違 
X60n1112_001:0090b14	唯識理則達妄外塵本無又云篇聚依教自滅業道	唯 識 理 則 達 妄 外 塵 本 無 又 云 篇 聚 依 教 自 滅 業 道 
X60n1112_001:0090b15	任自靜思此明五眾犯懺不可事理偏用以事懺制	任 自 靜 思 此 明 五 眾 犯 懺 不 可 事 理 偏 用 以 事 懺 制 
X60n1112_001:0090b16	以理懺化但緣折蓬不曉無違唯識一句便將此為	以 理 懺 化 但 緣 折 蓬 不 曉 無 違 唯 識 一 句 便 將 此 為 
X60n1112_001:0090b17	理觀非獨論懺凡見部文才涉理慧便自差排以觀	理 觀 非 獨 論 懺 凡 見 部 文 才 涉 理 慧 便 自 差 排 以 觀 
X60n1112_001:0090b18	受戒及一切法門須用修觀妄源在此事則順教無	受 戒 及 一切法門 須 用 修 觀 妄 源 在 此 事 則 順 教 無 
X60n1112_001:0090b19	違唯識鈔中既判為事即是依發自滅正屬行懺專	違 唯 識 鈔 中 既 判 為 事 即 是 依 發 自 滅 正 屬 行 懺 專 
X60n1112_001:0090b20	據制科下云理則達妄外塵本無即屬業道靜思方	據 制 科 下 云 理 則 達 妄 外 塵 本 無 即 屬 業 道 靜 思 方 
X60n1112_001:0090b21	是化懺唯識妙觀若也事懺便用妙觀下立理懺又	是 化 懺 唯 識 妙 觀 若 也 事 懺 便 用 妙 觀 下 立 理 懺 又 
X60n1112_001:0090b22	復何為豈名化行相須不成事理双用今之懺法既	復 何 為 豈 名 化 行 相 須 不 成 事 理 双 用 今 之 懺 法 既 
X60n1112_001:0090b23	云化行相須其實事理無混方見聖師戒觀不濫下	云 化 行 相 須 其 實 事 理 無 混 方 見 聖 師 戒 觀 不 濫 下 
X60n1112_001:0090b24	引攝論證上事理論云唯識義不告不無能取所取	引 攝 論 證 上 事 理 論 云 唯 識 義 不 告 不 無 能取所取 
X60n1112_001:0090c01	上句證上化理下句下制事所以記主廣斥遇迷彼	上 句 證 上 化 理 下 句 下 制 事 所 以 記 主 廣 斥 遇 迷 彼 
X60n1112_001:0090c02	則妄著邪空以致撥因撥果汝乃強執玄妙翻成無	則 妄 著 邪 空 以 致 撥 因 撥 果 汝 乃 強 執 玄 妙 翻 成 無 
X60n1112_001:0090c03	別無分須知理則法法圓融事須一一分齊既殊趣	別 無 分 須 知 理 則 法 法 圓 融 事 須 一 一 分 齊 既 殊 趣 
X60n1112_001:0090c04	向豈合用途是汝貪深非全學淺既知觀是即事之	向 豈 合 用 途 是 汝 貪 深 非 全 學 淺 既 知 觀 是 即 事 之 
X60n1112_001:0090c05	理何不曉戒為即理之事在戒則戒正觀傍在觀則	理 何 不 曉 戒 為 即 理 之 事 在 戒 則 戒 正 觀 傍 在 觀 則 
X60n1112_001:0090c06	戒傍觀正隨經之律隨律之經斯之謂也須知今宗	戒 傍 觀 正 隨 經 之 律 隨 律 之 經 斯 之 謂 也 須 知 今 宗 
X60n1112_001:0090c07	論戒定慧齊肩各自當家不曾借本祖師記主句句	論 戒 定 慧 齊 肩 各 自 當 家 不 曾 借 本 祖 師 記 主 句 句 
X60n1112_001:0090c08	從容鐵翁間生言言局執想因書論忽醒張仍是太	從 容 鐵 翁 間 生 言 言 局 執 想 因 書 論 忽 醒 張 仍 是 太 
X60n1112_001:0090c09	圓不分戒觀信之玄妙不易可談。	圓 不 分 戒 觀 信 之 玄 妙 不 易 可 談 
X60n1112_001:0090c10	余云凡論修觀須具境乘(有十境十乘)又云所引之旨是	余 云 凡 論 修 觀 須 具 境 乘 有 十 境 十 乘 又 云 所 引 之 旨 是 
X60n1112_001:0090c11	理境又解慧未見疏記而作觀誚鉄翁大災余則慧	理 境 又 解 慧 未 見 疏 記 而 作 觀 誚 鉄 翁 大 災 余 則 慧 
X60n1112_001:0090c12	差只此斥文連改三字一書之內改轍甚多境乘改	差 只 此 斥 文 連 改 三 字 一 書 之 內 改 轍 甚 多 境 乘 改 
X60n1112_001:0090c13	作境觀理境改作理觀疏記改作餘記然丈夫凡有	作 境 觀 理 境 改 作 理 觀 疏 記 改 作 餘 記 然 丈 夫 凡 有 
X60n1112_001:0090c14	破斥須論實事豈應改他字義且欲成我笑端若使	破 斥 須 論 實 事 豈 應 改 他 字 義 且 欲 成 我 笑 端 若 使 
X60n1112_001:0090c15	使知而故改即是小兒知見不知悞寫元有長書在	使 知 而 故 改 即 是 小 兒 知 見 不 知 悞 寫 元 有 長 書 在 
X60n1112_001:0090c16	汝几案既將開版何不細看以義定之如此草章知	汝 几 案 既 將 開 版 何 不 細 看 以 義 定 之 如 此 草 章 知 
X60n1112_001:0090c17	汝所聞亦可見也余云今家所立三觀齊用祖文自	汝 所 聞 亦 可 見 也 余 云 今 家 所 立 三 觀 齊 用 祖 文 自 
X60n1112_001:0090c18	云任智強弱隨事淺深非齊用耶佛祖設化理當如	云 任 智 強 弱 隨 事 淺 深 非 齊 用 耶 佛 祖 設 化 理 當 如 
X60n1112_001:0090c19	此唯在一乘推佛本懷祖師弘闡故須盡善三種意	此 唯 在 一 乘 推 佛 本 懷 祖 師 弘 闡 故 須 盡 善 三 種 意 
X60n1112_001:0090c20	語汝但學言不知正佛祖所用若據吾祖深鑒當機	語 汝 但 學 言 不 知 正 佛 祖 所 用 若 據 吾 祖 深 鑒 當 機 
X60n1112_001:0090c21	合用隨他意語故淨心誡觀云於汝見行諸部過患	合 用 隨 他 意 語 故 淨 心 誡 觀 云 於 汝 見 行 諸 部 過 患 
X60n1112_001:0090c22	發修對治四十二地空宗真理唯可知開影像麤相	發 修 對 治 四 十 二 地 空 宗 真 理 唯 可 知 開 影 像 麤 相 
X60n1112_001:0090c23	力所未及今唯使汝淨除業障客塵脛等推此文意	力 所 未 及 今 唯 使 汝 淨 除 業 障 客 塵 脛 等 推 此 文 意 
X60n1112_001:0090c24	急於戒學專權律範聖意可知余云三諦三觀非祖	急 於 戒 學 專 權 律 範 聖 意 可 知 余 云 三 諦 三 觀 非 祖 
X60n1112_001:0091a01	師所立豈妄傳持鐵翁意言妄自差排諸祖立觀各	師 所 立 豈 妄 傳 持 鐵 翁 意 言 妄 自 差 排 諸 祖 立 觀 各 
X60n1112_001:0091a02	有所宗豈將一字半句便為今取準承凡汝立法輕	有 所 宗 豈 將 一 字 半 句 便 為 今 取 準 承 凡 汝 立 法 輕 
X60n1112_001:0091a03	狂若此吾祖三觀諸篇取用真俗並觀即以自行而	狂 若 此 吾 祖 三 觀 諸 篇 取 用 真 俗 並 觀 即 以 自 行 而 
X60n1112_001:0091a04	為化他。	為 化 他 
X60n1112_001:0091a05	蓬問唯識空假中耶余即答云唯識觀也乃隨問依	蓬 問 唯 識 空 假 中 耶 余 即 答 云 唯 識 觀 也 乃 隨 問 依 
X60n1112_001:0091a06	名而答豈是傍若無人汝將修觀能所始終返難問	名 而 答 豈 是 傍 若 無 人 汝 將 修 觀 能 所 始 終 返 難 問 
X60n1112_001:0091a07	者傍若無人也余前書中列汝所立汝謂理為戒體	者 傍 若 無 人 也 余 前 書 中 列 汝 所 立 汝 謂 理 為 戒 體 
X60n1112_001:0091a08	乃出祖文蓋為不識法界有事理故謂余戒觀各有	乃 出 祖 文 蓋 為 不 識 法 界 有 事 理 故 謂 余 戒 觀 各 有 
X60n1112_001:0091a09	四意戒中四意是汝傍言惑為迷文觀中四意其理	四 意 戒 中 四 意 是 汝 傍 言 惑 為 迷 文 觀 中 四 意 其 理 
X60n1112_001:0091a10	當然請諸學者子細辨明須知祖乘有旨趣有關節	當 然 請 諸 學 者 子 細 辨 明 須 知 祖 乘 有 旨 趣 有 關 節 
X60n1112_001:0091a11	所謂旨趣者能詮只是色聞律儀所詮無非比丘戒	所 謂 旨 趣 者 能 詮 只 是 色 聞 律 儀 所 詮 無 非 比 丘 戒 
X60n1112_001:0091a12	敷之則包含一佛大化収之則唯歸四分假宗所以	敷 之 則 包 含 一 佛 大 化 収 之 則 唯 歸 四 分 假 宗 所 以 
X60n1112_001:0091a13	疏鈔兩文皆列多論凡欲受戒必先請師開導緣慈	疏 鈔 兩 文 皆 列 多 論 凡 欲 受 戒 必 先 請 師 開 導 緣 慈 
X60n1112_001:0091a14	為正發量是故疏釋發心趣向云此之戒法出家本	為 正 發 量 是 故 疏 釋 發 心 趣 向 云 此 之 戒 法 出 家 本 
X60n1112_001:0091a15	務業非懷大定難容納如善戒經菩薩戒本七眾所	務 業 非 懷 大 定 難 容 納 如 善 戒 經 菩 薩 戒 本 七 眾 所 
X60n1112_001:0091a16	受者是向不緣慈如何容大意在後也中間示體文	受 者 是 向 不 緣 慈 如 何 容 大 意 在 後 也 中 間 示 體 文 
X60n1112_001:0091a17	云智知境緣本是心作欲了妄情須知妄業故作法	云 智 知 境 緣 本 是 心 作 欲 了 妄 情 須 知 妄 業 故 作 法 
X60n1112_001:0091a18	受還薰妄心於本藏識成善種子此戒體也後明隨	受 還 薰 妄 心 於 本 藏 識 成 善 種 子 此 戒 體 也 後 明 隨 
X60n1112_001:0091a19	行云常思此行即是三聚大小俱心律儀不異事鈔	行 云 常 思 此 行 即 是 三 聚 大 小 俱 心 律 儀 不 異 事 鈔 
X60n1112_001:0091a20	明受戒云我今發心受戒為成三聚戒故乃至令至	明 受 戒 云 我 今 發 心 受 戒 為 成 三 聚 戒 故 乃 至 令 至 
X60n1112_001:0091a21	涅槃前論戒體云以此要期之與彼妙法相應於彼	涅 槃 前 論 戒 體 云 以 此 要 期 之 與 彼 妙 法 相 應 於 彼 
X60n1112_001:0091a22	法上有緣起義領納在心名為戒體後示行相云知	法 上 有 緣 起 義 領 納 在 心 名 為 戒 體 後 示 行 相 云 知 
X60n1112_001:0091a23	自身心懷佩聖法下為六道福田上則三乘因種濟	自 身 心 懷 佩 聖 法 下 為 六 道 福 田 上 則 三 乘 因 種 濟 
X60n1112_001:0091a24	緣約六種三法一一互具明圓體圓行引華嚴涅槃	緣 約 六 種 三 法 一 一 互 具 明 圓 體 圓 行 引 華 嚴 涅 槃 
X60n1112_001:0091b01	勝鬘智論成圓戒資持問分通之義出何人答如來	勝 鬘 智 論 成 圓 戒 資 持 問 分 通 之 義 出 何 人 答 如 來 
X60n1112_001:0091b02	立發彼此機緣部主深知還符佛意別立成宗是以	立 發 彼 此 機 緣 部 主 深 知 還 符 佛 意 別 立 成 宗 是 以 
X60n1112_001:0091b03	前後律序法正所安多伸此意豈不明乎又以三種	前 後 律 序 法 正 所 安 多 伸 此 意 豈 不 明 乎 又 以 三 種 
