T52n2113_001:0573a04	北山錄序	北 山 錄 序 
T52n2113_001:0574c10	如夫宿命(宿住通。憶過去無量劫事)。有此洞鑒。而不盡天下	如 夫 宿 命 宿 住 通 憶 過 去 無 量 劫 事 有 此 洞 鑒 而 不 盡 天 下 
T52n2113_001:0574c11	者無之矣。故覆燾之所不及日月之所不照	者 無 之 矣 故 覆 燾 之 所 不 及 日 月 之 所 不 照 
T52n2113_001:0574c12	(如有頂無間等也)。霜露之所不墜(四時不遷也)。舟車之所不載	 如 有 頂 無 間 等 也 霜 露 之 所 不 墜 四 時 不 遷 也 舟 車 之 所 不 載 
T52n2113_001:0574c13	(自然所獲。如諸佛之界等)。尚達之於心目(目則了之。心則達之)。而況一	 自 然 所 獲 如 諸 佛 之 界 等 尚 達 之 於 心 目 目 則 了 之 心 則 達 之 而 況 一 
T52n2113_001:0574c14	區之蝸角乎(昔魏[勞力+正]與田侯謀約。田侯背之。魏瑩怒將伐之。惠子聞之而見戴人。戴人梁賢	區 之 蝸 角 乎 昔 魏 [勞力正] 與 田 侯 謀 約 田 侯 背 之 魏 瑩 怒 將 伐 之 惠 子 聞 之 而 見 戴 人 戴 人 梁 賢 
T52n2113_001:0574c15	人也。曰有所謂蝸角者君知乎。然有國於蝸角之左者曰觸氏。有國於蝸角之右者曰蠻氏。時與相爭地而戰。伏尸	人 也 曰 有 所 謂 蝸 角 者 君 知 乎 然 有 國 於 蝸 角 之 左 者 曰 觸 氏 有 國 於 蝸 角 之 右 者 曰 蠻 氏 時 與 相 爭 地 而 戰 伏 尸 
T52n2113_001:0574c16	數萬。逐北旬有五日而復返。君曰噫其言虛。曰臣請為君實之在四方上下有窮乎。曰無窮。曰知遊於無窮而返於	數 萬 逐 北 旬 有 五 日 而 復 返 君 曰 噫 其 言 虛 曰 臣 請 為 君 實 之 在 四 方 上 下 有 窮 乎 曰 無 窮 曰 知 遊 於 無 窮 而 返 於 
T52n2113_001:0574c17	通達之國謂往來也。如一芥之在太山。如一毛之附馬體。何用爭之也)。哀余生乎此中。	通 達 之 國 謂 往 來 也 如 一 芥 之 在 太 山 如 一 毛 之 附 馬 體 何 用 爭 之 也 哀 余 生 乎 此 中 
T52n2113_001:0574c18	為醯雞乎(醋上小虫也)。為蟪蛄乎(一名仙蛄。一名螻蛄。一名石鼠也)。夫	為 醯 雞 乎 醋 上 小 虫 也 為 蟪 蛄 乎 一 名 仙 蛄 一 名 螻 蛄 一 名 石 鼠 也 夫 
T52n2113_001:0574c19	何能知宇宙之遼廓。年劫之悠永但諒誠於	何 能 知 宇 宙 之 遼 廓 年 劫 之 悠 永 但 諒 誠 於 
T52n2113_001:0574c20	聖人也(嗟己同於微昧。何知天地之闊遠。但誠信聖人之所說也)。夫積年以為	聖 人 也 嗟 己 同 於 微 昧 何 知 天 地 之 闊 遠 但 誠 信 聖 人 之 所 說 也 夫 積 年 以 為 
T52n2113_001:0574c21	億。安得億年不為劫乎。積土以為邦域。安得	億 安 得 億 年 不 為 劫 乎 積 土 以 為 邦 域 安 得 
T52n2113_001:0574c22	邦域不為世界乎。湯問革日。上下八方有極	邦 域 不 為 世 界 乎 湯 問 革 日 上 下 八 方 有 極 
T52n2113_001:0574c23	乎。革曰。無極之外復無極也(語在莊子。意問世界有窮盡乎。答云	乎 革 曰 無 極 之 外 復 無 極 也 語 在 莊 子 意 問 世 界 有 窮 盡 乎 答 云 
T52n2113_001:0574c24	世界十方無窮盡也。世界之外更有世界也。與列子少異)。冉有問仲尼曰。未有天	世 界 十 方 無 窮 盡 也 世 界 之 外 更 有 世 界 也 與 列 子 少 異 冉 有 問 仲 尼 曰 未 有 天 
T52n2113_001:0574c25	地可知乎。仲尼曰。古猶今也(冉求意謂問造立之前也。答云天	地 可 知 乎 仲 尼 曰 古 猶 今 也 冉 求 意 謂 問 造 立 之 前 也 答 云 天 
T52n2113_001:0574c26	地壞而更成減而再興也)。是知古先哲王洎先儒非不有知	地 壞 而 更 成 減 而 再 興 也 是 知 古 先 哲 王 洎 先 儒 非 不 有 知 
T52n2113_001:0575a01	者。但默昭而已矣。夫登蒙山而小魯(蒙山魯邑東也)。	者 但 默 昭 而 已 矣 夫 登 蒙 山 而 小 魯 蒙 山 魯 邑 東 也 
T52n2113_001:0575a02	登太山而小天下。況有高於太山者乎(太山東岳	登 太 山 而 小 天 下 況 有 高 於 太 山 者 乎 太 山 東 岳 
T52n2113_001:0575a03	登之可以望天下也。知天下之不大也。況更高者。故四海九州如毫末之附馬體)。誠不虛矣。古	登 之 可 以 望 天 下 也 知 天 下 之 不 大 也 況 更 高 者 故 四 海 九 州 如 毫 末 之 附 馬 體 誠 不 虛 矣 古 
T52n2113_001:0575a04	者黃帝(帝鴻氏也)晝寢。夢遊華胥氏之國(有國名華胥。在弇	者 黃 帝 帝 鴻 氏 也 晝 寢 夢 遊 華 胥 氏 之 國 有 國 名 華 胥 在 弇 
T52n2113_001:0575a05	州之西台州之北)。不知斯齊國幾千萬里(斯離也。齊中也)。蓋非舟	州 之 西 台 州 之 北 不 知 斯 齊 國 幾 千 萬 里 斯 離 也 齊 中 也 蓋 非 舟 
T52n2113_001:0575a06	車足力之所及。其國無師長。自然而智。無惡	車 足 力 之 所 及 其 國 無 師 長 自 然 而 智 無 惡 
T52n2113_001:0575a07	死無夭殤。不知親已。不知疏物。故無愛憎。	死 無 夭 殤 不 知 親 已 不 知 疏 物 故 無 愛 憎 
T52n2113_001:0575a08	不知背逆。不知向順。故無利害。都無所愛惜。	不 知 背 逆 不 知 向 順 故 無 利 害 都 無 所 愛 惜 
T52n2113_001:0575a09	都無所畏忌(此皆華胥國風化之事也)。洎黃帝寢寤。怡然有	都 無 所 畏 忌 此 皆 華 胥 國 風 化 之 事 也 洎 黃 帝 寢 寤 怡 然 有 
T52n2113_001:0575a10	得(夢中神遊。及寤若有所得)。吾考思其國。若北欝之天下	得 夢 中 神 遊 及 寤 若 有 所 得 吾 考 思 其 國 若 北 欝 之 天 下 
T52n2113_001:0575a11	也(即北俱盧洲也。立世阿毘曇云。彼國無師範。自然衣食。定壽千歲不嫁他。女亦不娶妻。若有欲心。諦瞻	也 即 北 俱 盧 洲 也 立 世 阿 毘 曇 云 彼 國 無 師 範 自 然 衣 食 定 壽 千 歲 不 嫁 他 女 亦 不 娶 妻 若 有 欲 心 諦 瞻 
T52n2113_001:0575a12	彼女。女若見男視之隨到別處曼殊沙樹即便覆蔽。欲事即成。若不覆蔽。知是親屬即不敢犯。生兒不乳放四衢	彼 女 女 若 見 男 視 之 隨 到 別 處 曼 殊 沙 樹 即 便 覆 蔽 欲 事 即 成 若 不 覆 蔽 知 是 親 屬 即 不 敢 犯 生 兒 不 乳 放 四 衢 
T52n2113_001:0575a13	道。行人以指內口嗍之。七日成人。無憎無愛任運而化也。神清考其所夢。似是比北洲也)。居九圍	道 行 人 以 指 內 口 嗍 之 七 日 成 人 無 憎 無 愛 任 運 而 化 也 神 清 考 其 所 夢 似 是 比 北 洲 也 居 九 圍 
T52n2113_001:0575a14	之外(人間九州)。在瀛海之中(居須彌北面大海之中也)。非天老力牧	之 外 人 間 九 州 在 瀛 海 之 中 居 須 彌 北 面 大 海 之 中 也 非 天 老 力 牧 
T52n2113_001:0575a15	太山稽所知也(三人皆黃帝之臣也)。帝鴻氏齊心服形。	太 山 稽 所 知 也 三 人 皆 黃 帝 之 臣 也 帝 鴻 氏 齊 心 服 形 
T52n2113_001:0575a16	求養身理物之道。故神所遊焉。非北洲則不	求 養 身 理 物 之 道 故 神 所 遊 焉 非 北 洲 則 不 
T52n2113_001:0575a17	如所夢也。故吾教小聖(謂中小乘人也)。前劫後劫各	如 所 夢 也 故 吾 教 小 聖 謂 中 小 乘 人 也 前 劫 後 劫 各 
T52n2113_001:0575a18	八萬。見聞二千界(天眼見二千界事。天耳聞二千界聲等也)。中聖能	八 萬 見 聞 二 千 界 天 眼 見 二 千 界 事 天 耳 聞 二 千 界 聲 等 也 中 聖 能 
T52n2113_001:0575a19	知三千(謂菩薩乘也)。大覺則既矣(既盡也。無所不知無所不見)。日月	知 三 千 謂 菩 薩 乘 也 大 覺 則 既 矣 既 盡 也 無 所 不 知 無 所 不 見 日 月 
T52n2113_001:0575a20	星辰麗乎中虛(麗明也。中虛空界也)。日月無興亡(常在於天。但	星 辰 麗 乎 中 虛 麗 明 也 中 虛 空 界 也 日 月 無 興 亡 常 在 於 天 但 
T52n2113_001:0575a21	運轉四世界。為須彌隔之故有晦明也)。星辰無虧盈。一晝一夜。照四	運 轉 四 世 界 為 須 彌 隔 之 故 有 晦 明 也 星 辰 無 虧 盈 一 晝 一 夜 照 四 
T52n2113_001:0575a22	大洲(日月長照二洲。且如南洲日初出東洲正午北洲黃昏西洲半夜也。南洲日午東洲黃昏北洲半夜而洲	大 洲 日 月 長 照 二 洲 且 如 南 洲 日 初 出 東 洲 正 午 北 洲 黃 昏 西 洲 半 夜 也 南 洲 日 午 東 洲 黃 昏 北 洲 半 夜 而 洲 
T52n2113_001:0575a23	日出。南洲日入東洲半夜西洲日午北洲天曉也。餘洲倣此也)。向南北以分寒暑	日 出 南 洲 日 入 東 洲 半 夜 西 洲 日 午 北 洲 天 曉 也 餘 洲 倣 此 也 向 南 北 以 分 寒 暑 
T52n2113_001:0575a24	(夏則日近北而月近南。冬則月近北而日近南。春秋平也)。風力所持。不停不墮	 夏 則 日 近 北 而 月 近 南 冬 則 月 近 北 而 日 近 南 春 秋 平 也 風 力 所 持 不 停 不 墮 
T52n2113_001:0575a25	(皆為旋嵐風空中任持運轉而不墮也。在須彌之半下)。上有諸天居焉。其宵旦	 皆 為 旋 嵐 風 空 中 任 持 運 轉 而 不 墮 也 在 須 彌 之 半 下 上 有 諸 天 居 焉 其 宵 旦 
T52n2113_001:0575a26	短長。頗與此方分至啟閉晷漏同也(此西國俱舍成實等	短 長 頗 與 此 方 分 至 啟 閉 晷 漏 同 也 此 西 國 俱 舍 成 實 等 
T52n2113_001:0575b01	論所明也。分春秋分也。至冬夏至立春名啟。立冬名閉)。日五十一由旬。月五	論 所 明 也 分 春 秋 分 也 至 冬 夏 至 立 春 名 啟 立 冬 名 閉 日 五 十 一 由 旬 月 五 
T52n2113_001:0575b02	十由旬。星巨一由旬。微則一俱盧舍(由旬。或云踰	十 由 旬 星 巨 一 由 旬 微 則 一 俱 盧 舍 由 旬 或 云 踰 
T52n2113_001:0575b03	善那。此云應聖王一日應行之程。或三十里或四十。俱盧舍。此云一牛吼地。二里也。小乘一由旬。十六里也。微小	善 那 此 云 應 聖 王 一 日 應 行 之 程 或 三 十 里 或 四 十 俱 盧 舍 此 云 一 牛 吼 地 二 里 也 小 乘 一 由 旬 十 六 里 也 微 小 
T52n2113_001:0575b04	也)下面庸乎火珠水珠(庸用也。火珠日也。水珠月也)。而在魯之	也 下 面 庸 乎 火 珠 水 珠 庸 用 也 火 珠 日 也 水 珠 月 也 而 在 魯 之 
T52n2113_001:0575b05	年星隕如雨(魯莊七年四月五日如雨也)。在宋之都隕石數五	年 星 隕 如 雨 魯 莊 七 年 四 月 五 日 如 雨 也 在 宋 之 都 隕 石 數 五 
T52n2113_001:0575b06	(左傳。魯僖公六年正月。隕石于宋五。蓋皆云是星隕也)。蓋忽焉祥異矣。儒說東	 左 傳 魯 僖 公 六 年 正 月 隕 石 于 宋 五 蓋 皆 云 是 星 隕 也 蓋 忽 焉 祥 異 矣 儒 說 東 
T52n2113_001:0575b07	南海之外(淮南子稽聖賦等也)。大荒之中甘泉之間有羲和	南 海 之 外 淮 南 子 稽 聖 賦 等 也 大 荒 之 中 甘 泉 之 間 有 羲 和 
T52n2113_001:0575b08	國。有女名羲和。生於十日常浴日於甘泉。	國 有 女 名 羲 和 生 於 十 日 常 浴 日 於 甘 泉 
T52n2113_001:0575b09	堯之世十日並出。命羿射之(羿古射官名)。九禽斃于	堯 之 世 十 日 並 出 命 羿 射 之 羿 古 射 官 名 九 禽 斃 于 
T52n2113_001:0575b10	地(日中之烏也)。至德之萌。日月若合璧。五星如連	地 日 中 之 烏 也 至 德 之 萌 日 月 若 合 璧 五 星 如 連 
T52n2113_001:0575b11	珠(五星歲也。熒惑也。太白也。辰也。鎮也。有至德之君。日月如合璧)。群星從東而	珠 五 星 歲 也 熒 惑 也 太 白 也 辰 也 鎮 也 有 至 德 之 君 日 月 如 合 璧 群 星 從 東 而 
T52n2113_001:0575b12	西。日月違天而東(群星與天盤右轉。從東而西也。日月逆天盤。從西而東也)。太	西 日 月 違 天 而 東 群 星 與 天 盤 右 轉 從 東 而 西 也 日 月 逆 天 盤 從 西 而 東 也 太 
T52n2113_001:0575b13	昊畫八卦(伏犧氏也)。通神明為書契代結繩。女媧	昊 畫 八 卦 伏 犧 氏 也 通 神 明 為 書 契 代 結 繩 女 媧 
T52n2113_001:0575b14	補天立極。共工顓頊競為帝。共工頭觸不周	補 天 立 極 共 工 顓 頊 競 為 帝 共 工 頭 觸 不 周 
T52n2113_001:0575b15	之山。天柱折地維絕。故天傾西北日月星辰	之 山 天 柱 折 地 維 絕 故 天 傾 西 北 日 月 星 辰 
T52n2113_001:0575b16	就焉。地不滿東南百川水潦歸焉(百川皆歸於巽)。揚	就 焉 地 不 滿 東 南 百 川 水 潦 歸 焉 百 川 皆 歸 於 巽 揚 
T52n2113_001:0575b17	珠云。太古之事滅矣孰誌之哉(誌記也。其磨滅無所志記也)。	珠 云 太 古 之 事 滅 矣 孰 誌 之 哉 誌 記 也 其 磨 滅 無 所 志 記 也 
T52n2113_001:0575b18	三皇之事。若有若亡。五帝之事。若覺若夢。三	三 皇 之 事 若 有 若 亡 五 帝 之 事 若 覺 若 夢 三 
T52n2113_001:0575b19	王之事。或隱或顯(未必周備)。夫如揚子之辨(辨別也)。則	王 之 事 或 隱 或 顯 未 必 周 備 夫 如 揚 子 之 辨 辨 別 也 則 
T52n2113_001:0575b20	吾從何質焉(質信也)。仲尼云。五帝用說。三王用	吾 從 何 質 焉 質 信 也 仲 尼 云 五 帝 用 說 三 王 用 
T52n2113_001:0575b21	度。言遠則但由言說。邇則修法度(事既已往。但可以言說	度 言 遠 則 但 由 言 說 邇 則 修 法 度 事 既 已 往 但 可 以 言 說 
T52n2113_001:0575b22	而知。虛實無質。三王近古依其法度或當或否也)。中國以天下之峻極者。曾	而 知 虛 實 無 質 三 王 近 古 依 其 法 度 或 當 或 否 也 中 國 以 天 下 之 峻 極 者 曾 
T52n2113_001:0575b23	莫大於崑崙之丘焉(崑崙山者。按山海經云。河水所出也。漢書張騫尋而莫見)。	莫 大 於 崑 崙 之 丘 焉 崑 崙 山 者 按 山 海 經 云 河 水 所 出 也 漢 書 張 騫 尋 而 莫 見 
T52n2113_001:0575b24	上有五方之霞。下有五色之波。非大人靈仙	上 有 五 方 之 霞 下 有 五 色 之 波 非 大 人 靈 仙 
T52n2113_001:0575b25	莫往莫來。故黃帝登之南望而旋(軒轅也)穆王讌	莫 往 莫 來 故 黃 帝 登 之 南 望 而 旋 軒 轅 也 穆 王 讌 
T52n2113_001:0575b26	王母于瑤池(瑤池在崑山。周穆王與王母會燕于此。王母戴王勝豹尾虎齒主人間疫癘之鬼也)。	王 母 于 瑤 池 瑤 池 在 崑 山 周 穆 王 與 王 母 會 燕 于 此 王 母 戴 王 勝 豹 尾 虎 齒 主 人 間 疫 癘 之 鬼 也 
T52n2113_001:0575c01	乃自彼降巍巍乎窮造化之力矣(此崑崙之山也)。而釋	乃 自 彼 降 巍 巍 乎 窮 造 化 之 力 矣 此 崑 崙 之 山 也 而 釋 
T52n2113_001:0575c02	氏特以須彌聞其大也。其山出海水八萬由	氏 特 以 須 彌 聞 其 大 也 其 山 出 海 水 八 萬 由 
T52n2113_001:0575c03	旬。崇袤相均四寶所成(崇高也。袤廣也。四寶東黃金。南吠琉璃。西白銀。北頗	旬 崇 袤 相 均 四 寶 所 成 崇 高 也 袤 廣 也 四 寶 東 黃 金 南 吠 琉 璃 西 白 銀 北 頗 
T52n2113_001:0575c04	胝迦寶)。其下四方有層級。彼最上者有四大天	胝 迦 寶 其 下 四 方 有 層 級 彼 最 上 者 有 四 大 天 
T52n2113_001:0575c05	王宮室焉(下有堅首。持鬘。恒憍三天)。為帝釋之外蕃。作捍于	王 宮 室 焉 下 有 堅 首 持 鬘 恒 憍 三 天 為 帝 釋 之 外 蕃 作 捍 于 
T52n2113_001:0575c06	修羅。迹盧之頂方乎八萬(其上廣八萬由旬)。其平如砥。	修 羅 迹 盧 之 頂 方 乎 八 萬 其 上 廣 八 萬 由 旬 其 平 如 砥 
T52n2113_001:0575c07	其路如纊(砥磨石也。纊綿也)。帝釋所都之地。方各八天	其 路 如 纊 砥 磨 石 也 纊 綿 也 帝 釋 所 都 之 地 方 各 八 天 
T52n2113_001:0575c08	朝于中宮。是曰三十三天焉(須彌山四面各有八天。中有善法堂。帝	朝 于 中 宮 是 曰 三十三天 焉 須 彌 山 四 面 各 有 八 天 中 有 善 法 堂 帝 
T52n2113_001:0575c09	釋所居。諸天朝之。共有三十三天。皆是忉利一天所攝)。海上諸山。多地居天。	釋 所 居 諸 天 朝 之 共 有 三十三天 皆 是 忉 利 一 天 所 攝 海 上 諸 山 多 地 居 天 
T52n2113_001:0575c10	蓋四天王之所都邑也。故若方丈蓬萊(居海中鼇	蓋 四 天 王 之 所 都 邑 也 故 若 方 丈 蓬 萊 居 海 中 鼇 
T52n2113_001:0575c11	魚負之行也)年長貌美。光碧紫翠以為房閣。其務仙	魚 負 之 行 也 年 長 貌 美 光 碧 紫 翠 以 為 房 閣 其 務 仙 
T52n2113_001:0575c12	道者。咸神仙遊集之鄉也。願言羽翼而棲息	道 者 咸 神 仙 遊 集 之 鄉 也 願 言 羽 翼 而 棲 息 
T52n2113_001:0575c13	之。其天帝釋股肱輔衛。有嚴有翼。統彼諸天。	之 其 天 帝 釋 股 肱 輔 衛 有 嚴 有 翼 統 彼 諸 天 
T52n2113_001:0575c14	照冒下土。御千輪殿。網以珠綴。煥乎其間。	照 冒 下 土 御 千 輪 殿 網 以 珠 綴 煥 乎 其 間 
T52n2113_001:0575c15	有所顯焉。故群黎罪福死生遐促吉凶期會	有 所 顯 焉 故 群 黎 罪 福 死 生 遐 促 吉 凶 期 會 
T52n2113_001:0575c16	其欲不見于珠中不可得矣(罪福之事。事皆見帝釋珠網中也)是	其 欲 不 見 于 珠 中 不 可 得 矣 罪 福 之 事 事 皆 見 帝 釋 珠 網 中 也 是 
T52n2113_001:0575c17	以。上流有罪。天執其罰(故云天命極之也)下民之罪。	以 上 流 有 罪 天 執 其 罰 故 云 天 命 極 之 也 下 民 之 罪 
T52n2113_001:0575c18	天假其罰(天生蒸民樹之司牧)於善者福亦如之矣。而君	天 假 其 罰 天 生 蒸 民 樹 之 司 牧 於 善 者 福 亦 如 之 矣 而 君 
T52n2113_001:0575c19	子稱禍福顯乎天命。言簡在帝心也。又曰。吉	子 稱 禍 福 顯 乎 天 命 言 簡 在 帝 心 也 又 曰 吉 
T52n2113_001:0575c20	凶不僭(僭濫也差也)言乾道正也。故神農后稷在人	凶 不 僭 僭 濫 也 差 也 言 乾 道 正 也 故 神 農 后 稷 在 人 
T52n2113_001:0575c21	(周祖皆播種。百穀以勸民)代天之養也。臯陶(堯時治獄官也)甫刑(周穆王以	 周 祖 皆 播 種 百 穀 以 勸 民 代 天 之 養 也 臯 陶 堯 時 治 獄 官 也 甫 刑 周 穆 王 以 
T52n2113_001:0575c22	齊侯呂伋為司寇。使定五刑。故曰呂刑。呂侯後為甫侯。故曰甫刑。官也)代天之刑也。	齊 侯 呂 伋 為 司 寇 使 定 五 刑 故 曰 呂 刑 呂 侯 後 為 甫 侯 故 曰 甫 刑 官 也 代 天 之 刑 也 
T52n2113_001:0575c23	成湯周發(成湯伐桀。武王伐紂)代天之討也。傅說(殷高宗之相)邵	成 湯 周 發 成 湯 伐 桀 武 王 伐 紂 代 天 之 討 也 傅 說 殷 高 宗 之 相 邵 
