X24n0459_001:0517a07	 金剛般若波羅蜜經序	 金 剛 般若波羅蜜經 序 
X24n0459_002:0527b15	涅槃也。	涅 槃 也 
X24n0459_002:0527b16	須菩提。若善男子．善女人。於後末世。有受持讀誦此	須 菩 提 若 善 男 子 善 女 人 於 後 末 世 有 受持讀誦 此 
X24n0459_002:0527b17	經。所得功德。我若具說者。或有人聞。心即狂亂。狐疑	經 所得功德 我 若 具 說 者 或 有 人 聞 心 即 狂 亂 狐 疑 
X24n0459_002:0527b18	不信。	不 信 
X24n0459_002:0527b19	佛言末法眾生。德薄垢重。嫉妬彌深。邪見熾盛。於	佛 言 末 法 眾 生 德 薄 垢 重 嫉 妬 彌 深 邪 見 熾 盛 於 
X24n0459_002:0527b20	此時中。如有善男子善女人。受持讀誦此經。圓成	此 時 中 如 有 善 男 子 善 女 人 受持讀誦 此 經 圓 成 
X24n0459_002:0527b21	法相。了無所得。念念常行慈悲喜捨。謙下柔和。究	法 相 了 無 所 得 念 念 常 行 慈 悲 喜 捨 謙 下 柔 和 究 
X24n0459_002:0527b22	竟成就無上菩提。或有人不知如來正法。常在不	竟 成 就 無上菩提 或 有 人 不 知 如 來 正 法 常 在 不 
X24n0459_002:0527b23	滅。聞說如來滅後。後五百歲。有人能成就無相心。	滅 聞 說 如來滅後 後 五 百 歲 有 人 能 成 就 無 相 心 
X24n0459_002:0527b24	行無相行。得阿耨多羅三藐三菩提。則必心生驚	行 無 相 行 得阿耨多羅三藐三菩提 則 必 心 生 驚 
X24n0459_002:0527c01	怖。狐疑不信。	怖 狐 疑 不 信 
X24n0459_002:0527c02	須菩提。當知是經義不可思議。果報亦不可思議。	須 菩 提 當 知 是 經 義 不可思議 果 報 亦 不可思議 
X24n0459_002:0527c03	是經義者。即無著無相行也。云不可思議者。讚歎	是 經 義 者 即 無 著 無 相 行 也 云 不可思議 者 讚 歎 
X24n0459_002:0527c04	無著無相行。能成就阿耨多羅三藐三菩提。	無 著 無 相 行 能 成 就 阿耨多羅三藐三菩提 
X24n0459_002:0527c05	○究竟無我分第十七	 究 竟 無 我 分 第 十 七 
X24n0459_002:0527c06	爾時須菩提白佛言。世尊。善男子．善女人。發阿耨多	爾 時 須 菩 提 白 佛 言 世 尊 善 男 子 善 女 人 發 阿 耨 多 
X24n0459_002:0527c07	羅三藐三菩提心。云何應住。云何降伏其心。佛告須	羅 三藐三菩提 心 云 何 應 住 云 何 降 伏 其 心 佛 告 須 
X24n0459_002:0527c08	菩提。善男子．善女人。發阿耨多羅三藐三菩提心者。	菩 提 善 男 子 善 女 人 發 阿耨多羅三藐三菩提 心 者 
X24n0459_002:0527c09	當生如是心。我應滅度一切眾生。滅度一切眾生已。	當 生如是心 我 應 滅 度 一 切 眾 生 滅 度 一 切 眾 生 已 
X24n0459_002:0527c10	而無有一眾生實滅度者。	而 無 有 一 眾 生 實 滅 度 者 
X24n0459_002:0527c11	須菩提問佛。如來滅後後五百歲。若有人發阿耨	須 菩 提 問 佛 如來滅後 後 五 百 歲 若 有 人 發 阿 耨 
X24n0459_002:0527c12	多羅三藐三菩提心。依何法而住。如何降伏其心。	多 羅 三藐三菩提 心 依 何 法 而 住 如 何 降 伏 其 心 
X24n0459_002:0527c13	佛言當發度脫一切眾生心。度脫一切眾生。盡得	佛 言 當 發 度 脫 一 切 眾 生 心 度 脫 一 切 眾 生 盡 得 
X24n0459_002:0527c14	成佛已。不得見有一眾生是我滅度者。何以故。為	成 佛 已 不 得 見 有 一 眾 生 是 我 滅 度 者 何 以 故 為 
X24n0459_002:0527c15	除能所心也。除有眾生心也。亦除我見心也。	除 能 所 心 也 除 有 眾 生 心 也 亦 除 我 見 心 也 
X24n0459_002:0527c16	何以故。須菩提。若菩薩有我相．人相．眾生相．壽者相。	何 以 故 須 菩 提 若 菩 薩 有 我 相 人 相 眾 生 相 壽 者 相 
X24n0459_002:0527c17	則非菩薩。	則 非 菩 薩 
X24n0459_002:0527c18	菩薩若見有眾生可度者。即是我相。有能度眾生	菩 薩 若 見 有 眾 生 可 度 者 即 是 我 相 有 能 度 眾 生 
X24n0459_002:0527c19	心。即是人相。謂涅槃可求。即是眾生相。見有涅槃	心 即 是 人 相 謂 涅 槃 可 求 即 是 眾 生 相 見 有 涅 槃 
X24n0459_002:0527c20	可證。即是壽者相。有此四相。即非菩薩。	可 證 即 是 壽 者 相 有 此 四 相 即 非 菩 薩 
X24n0459_002:0527c21	所以者何。須菩提。實無有法發阿耨多羅三藐三菩	所以者何 須 菩 提 實 無 有 法 發 阿 耨 多 羅 三 藐 三 菩 
X24n0459_002:0527c22	提心者。	提 心 者 
X24n0459_002:0527c23	有法者。我人等四法是也。不除四法。終不得菩提。	有 法 者 我 人 等 四 法 是 也 不 除 四 法 終 不 得 菩 提 
X24n0459_002:0527c24	若言我發菩提心者。亦是人我等法。人我等法。是	若 言 我 發菩提心 者 亦 是 人 我 等 法 人 我 等 法 是 
X24n0459_002:0528a01	煩惱根本。	煩惱根本 
X24n0459_002:0528a02	須菩提。於意云何。如來於然燈佛所。有法得阿耨多	須 菩 提 於意云何 如 來 於 然 燈 佛 所 有 法 得 阿 耨 多 
X24n0459_002:0528a03	羅三藐三菩提不。不也。世尊。如我解佛所說義。佛於	羅 三藐三菩提 不 不 也 世 尊 如 我 解 佛 所 說 義 佛 於 
X24n0459_002:0528a04	然燈佛所。無有法得阿耨多羅三藐三菩提。佛言。如	然 燈 佛 所 無 有 法 得阿耨多羅三藐三菩提 佛 言 如 
X24n0459_002:0528a05	是如是。	是 如 是 
X24n0459_002:0528a06	佛告須菩提。我於師處。不除四相。得受記不。須菩	佛 告 須 菩 提 我 於 師 處 不 除 四 相 得 受 記 不 須 菩 
X24n0459_002:0528a07	提深解無相之理。故言不也。善契佛意。故佛言。如	提 深 解 無 相 之 理 故 言 不 也 善 契 佛 意 故 佛 言 如 
X24n0459_002:0528a08	是如是。言是。印可之辭。	是 如 是 言 是 印 可 之 辭 
X24n0459_002:0528a09	須菩提。實無有法如來得阿耨多羅三藐三菩提。須	須 菩 提 實 無 有 法 如 來 得阿耨多羅三藐三菩提 須 
X24n0459_002:0528a10	菩提。若有法如來得阿耨多羅三藐三菩提者。然燈	菩 提 若 有 法 如 來 得阿耨多羅三藐三菩提 者 然 燈 
X24n0459_002:0528a11	佛即不與我受記。汝於來世。當得作佛。號釋迦牟尼。	佛 即 不 與 我 受 記 汝 於 來 世 當 得 作 佛 號 釋 迦 牟 尼 
X24n0459_002:0528a12	以實無有法得阿耨多羅三藐三菩提。是故然燈佛	以 實 無 有 法 得阿耨多羅三藐三菩提 是 故 然 燈 佛 
X24n0459_002:0528a13	與我受記。作是言。汝於來世。當得作佛。號釋迦牟尼。	與 我 受 記 作 是 言 汝 於 來 世 當 得 作 佛 號 釋 迦 牟 尼 
X24n0459_002:0528a14	何以故。如來者。即諸法如義。	何 以 故 如 來 者 即 諸 法 如 義 
X24n0459_002:0528a15	佛言實無我人眾生壽者。始得受菩提記。我若有	佛 言 實 無 我 人 眾 生 壽 者 始 得 受 菩 提 記 我 若 有 
X24n0459_002:0528a16	發菩提心。然燈佛即不與我受記。以實無所得。然	發菩提心 然 燈 佛 即 不 與 我 受 記 以 實 無 所 得 然 
X24n0459_002:0528a17	燈佛始與我受記。此一段乃。總成須菩提無我義。佛	燈 佛 始 與 我 受 記 此 一 段 乃 總 成 須 菩 提 無 我 義 佛 
X24n0459_002:0528a18	言諸法如義者。諸法即是色聲香味觸法。於此六	言 諸 法 如 義 者 諸 法 即 是 色聲香味觸 法 於 此 六 
X24n0459_002:0528a19	塵中。善能分別。而本體湛然。不染不著。曾無變異。	塵 中 善 能 分 別 而 本 體 湛 然 不 染 不 著 曾 無 變 異 
X24n0459_002:0528a20	如空不動。圓通瑩徹歷劫常存。是名諸法如義。菩	如 空 不 動 圓 通 瑩 徹 歷 劫 常 存 是 名 諸 法 如 義 菩 
X24n0459_002:0528a21	薩瓔珞經云。毀譽不動。是如來行。入佛境界經云。	薩 瓔 珞 經 云 毀 譽 不 動 是 如 來 行 入 佛 境 界 經 云 
X24n0459_002:0528a22	諸欲不染故。敬禮無所觀。	諸 欲 不 染 故 敬 禮 無 所 觀 
X24n0459_002:0528a23	若有人言。如來得阿耨多羅三藐三菩提。須菩提。實	若 有 人 言 如 來 得阿耨多羅三藐三菩提 須 菩 提 實 
X24n0459_002:0528a24	無有法佛得阿耨多羅三藐三菩提。須菩提。如來所	無 有 法 佛 得阿耨多羅三藐三菩提 須 菩 提 如 來 所 
X24n0459_002:0528b01	得阿耨多羅三藐三菩提。於是中無實無虗。	得阿耨多羅三藐三菩提 於 是 中 無 實 無 虗 
X24n0459_002:0528b02	佛言實無所得心。而得菩提。以所得心不生。是故	佛 言 實 無 所 得 心 而 得 菩 提 以 所 得 心 不 生 是 故 
X24n0459_002:0528b03	得菩提。離此心外。更無菩提可得。故言無實也。所	得 菩 提 離 此 心 外 更 無 菩 提 可 得 故 言 無 實 也 所 
X24n0459_002:0528b04	得心寂滅。一切智本有。萬行悉圓備。恒沙德性。用	得 心 寂 滅 一 切 智 本 有 萬 行 悉 圓 備 恒 沙 德 性 用 
X24n0459_002:0528b05	無乏少。故言無虗也。	無 乏 少 故 言 無 虗 也 
X24n0459_002:0528b06	是故如來說一切法。皆是佛法。須菩提。所言一切法	是 故 如 來 說 一 切 法 皆 是 佛 法 須 菩 提 所 言 一 切 法 
X24n0459_002:0528b07	者即非一切法。是故名一切法。	者 即 非 一 切 法 是 故 名 一 切 法 
X24n0459_002:0528b08	能於諸法。心無取舍。亦無能所。熾然建立一切法。	能 於 諸 法 心 無 取 舍 亦 無 能 所 熾 然 建 立 一 切 法 
X24n0459_002:0528b09	而心常空寂。故知一切法皆是佛法。恐迷者貪著。	而 心 常 空 寂 故 知一切法 皆 是 佛 法 恐 迷 者 貪 著 
X24n0459_002:0528b10	一切法以為佛法。為遣此病。故言即非一切法。心	一 切 法 以 為 佛 法 為 遣 此 病 故 言 即 非 一 切 法 心 
X24n0459_002:0528b11	無能所。寂而常照。定慧齊行。體用一致。是故名一	無 能 所 寂 而 常 照 定 慧 齊 行 體 用 一 致 是 故 名 一 
X24n0459_002:0528b12	切法。	切 法 
X24n0459_002:0528b13	須菩提。譬如人身長大。須菩提言。世尊。如來說人身	須 菩 提 譬 如 人 身 長 大 須 菩 提 言 世 尊 如 來 說 人 身 
X24n0459_002:0528b14	長大則為非大身。是名大身。	長 大 則 為 非 大 身 是 名 大 身 
X24n0459_002:0528b15	如來說人身長大。則為非大身者。以顯一切眾生。	如 來 說 人 身 長 大 則 為 非 大 身 者 以 顯 一 切 眾 生 
X24n0459_002:0528b16	法身不二。無有限量。是名大身。法身本無處所。故	法 身 不 二 無 有 限 量 是 名 大 身 法 身 本 無 處 所 故 
X24n0459_002:0528b17	言則非大身。又以色身雖大。內無智慧。即非大身。	言 則 非 大 身 又 以 色 身 雖 大 內 無 智 慧 即 非 大 身 
X24n0459_002:0528b18	色身雖小。內有智慧。得名大身。雖有智慧。不能依	色 身 雖 小 內 有 智 慧 得 名 大 身 雖 有 智 慧 不 能 依 
X24n0459_002:0528b19	行。即非大身。依教修行。悟入諸佛無上智見。心無	行 即 非 大 身 依 教 修 行 悟 入 諸 佛 無 上 智 見 心 無 
X24n0459_002:0528b20	能所限量。是名大身也。	能 所 限 量 是 名 大 身 也 
X24n0459_002:0528b21	須菩提。菩薩亦如是。若作是言。我當滅度無量眾生。	須 菩 提 菩 薩 亦 如 是 若 作 是 言 我 當 滅 度 無 量 眾 生 
X24n0459_002:0528b22	則不名菩薩。	則 不 名 菩 薩 
X24n0459_002:0528b23	菩薩若言因我說法。除得彼人煩惱。即是法我。若	菩 薩 若 言 因 我 說 法 除 得 彼 人 煩 惱 即 是 法 我 若 
X24n0459_002:0528b24	言我度得眾生。即有我所。雖度脫眾生。心有能所。	言 我 度 得 眾 生 即 有 我 所 雖 度 脫 眾 生 心 有 能 所 
X24n0459_002:0528c01	我人不除。不得名為菩薩。熾然說種種方便。化度	我 人 不 除 不 得 名 為 菩 薩 熾 然 說 種 種 方 便 化 度 
X24n0459_002:0528c02	眾生。心無能所。即是菩薩也。	眾 生 心 無 能 所 即 是 菩 薩 也 
X24n0459_002:0528c03	何以故。須菩提。實無有法。名為菩薩。是故佛說一切	何 以 故 須 菩 提 實 無 有 法 名 為 菩 薩 是 故 佛 說 一 切 
X24n0459_002:0528c04	法。無我無人無眾生無壽者。須菩提。若菩薩作是言。	法 無 我 無 人 無 眾 生 無 壽 者 須 菩 提 若 菩 薩 作 是 言 
X24n0459_002:0528c05	我當莊嚴佛土。是不名菩薩。何以故。如來說莊嚴佛	我 當 莊 嚴 佛 土 是 不 名 菩 薩 何 以 故 如 來 說 莊 嚴 佛 
X24n0459_002:0528c06	土者。即非莊嚴。是名莊嚴。	土 者 即 非 莊 嚴 是 名 莊 嚴 
X24n0459_002:0528c07	菩薩若言我能建立世界者。即非菩薩。雖然建立	菩 薩 若 言 我 能 建 立 世 界 者 即 非 菩 薩 雖 然 建 立 
X24n0459_002:0528c08	世界。心有能所。即非菩薩。熾然建立世界。能所心	世 界 心 有 能 所 即 非 菩 薩 熾 然 建 立 世 界 能 所 心 
X24n0459_002:0528c09	不生。是名菩薩。最勝妙定經云。假使有人造得白	不 生 是 名 菩 薩 最 勝 妙 定 經 云 假 使 有 人 造 得 白 
X24n0459_002:0528c10	銀精舍滿三千大千世界。不如一念禪定心。心有	銀 精 舍 滿 三千大千世界 不 如 一 念 禪 定 心 心 有 
X24n0459_002:0528c11	能所。即非禪定。能所不生。是名禪定。禪定即是清	能 所 即 非 禪 定 能 所 不 生 是 名 禪 定 禪 定 即 是 清 
X24n0459_002:0528c12	淨心也。	淨 心 也 
X24n0459_002:0528c13	須菩提。若菩薩通達無我法者。如來說名真是菩薩。	須 菩 提 若 菩 薩 通 達 無 我 法 者 如 來 說 名 真 是 菩 薩 
X24n0459_002:0528c14	於諸法相。無所滯礙。是名通達。不作解法心。是名	於 諸 法 相 無 所 滯 礙 是 名 通 達 不 作 解 法 心 是 名 
X24n0459_002:0528c15	無我法。無我法者。如來說名。真是菩薩。隨分行持。	無 我 法 無 我 法 者 如 來 說 名 真 是 菩 薩 隨 分 行 持 
X24n0459_002:0528c16	亦得名為菩薩。然未為真菩薩。解行圓滿。一切能	亦 得 名 為 菩 薩 然 未 為 真 菩 薩 解 行 圓 滿 一 切 能 
X24n0459_002:0528c17	所心盡。方得名真是菩薩。	所 心 盡 方 得 名 真 是 菩 薩 
X24n0459_002:0528c18	○一體同觀分第十八	 一 體 同 觀 分 第 十 八 
X24n0459_002:0528c19	須菩提。於意云何。如來有肉眼不。如是。世尊。如來有	須 菩 提 於意云何 如 來 有 肉 眼 不 如 是 世 尊 如 來 有 
X24n0459_002:0528c20	肉眼。須菩提。於意云何。如來有天眼不。如是。世尊。如	肉 眼 須 菩 提 於意云何 如 來 有 天 眼 不 如 是 世 尊 如 
X24n0459_002:0528c21	來有天眼。須菩提。於意云何。如來有慧眼不。如是。世	來 有 天 眼 須 菩 提 於意云何 如 來 有 慧 眼 不 如 是 世 
X24n0459_002:0528c22	尊。如來有慧眼。須菩提。於意云何。如來有法眼不。如	尊 如 來 有 慧 眼 須 菩 提 於意云何 如 來 有 法 眼 不 如 
X24n0459_002:0528c23	是。世尊。如來有法眼。須菩提。於意云何。如來有佛眼	是 世 尊 如 來 有 法 眼 須 菩 提 於意云何 如 來 有 佛 眼 
X24n0459_002:0528c24	不。如是。世尊。如來有佛眼。	不 如 是 世 尊 如 來 有 佛 眼 
X24n0459_002:0529a01	一切人盡有五眼。為迷所覆。不能自見。故佛教除	一 切 人 盡 有 五 眼 為 迷 所 覆 不 能 自 見 故 佛 教 除 
X24n0459_002:0529a02	却迷心。即五眼開明。念念修行般若波羅蜜法。初	却 迷 心 即 五 眼 開 明 念 念 修 行 般 若 波 羅 蜜 法 初 
X24n0459_002:0529a03	除迷心。名為第一肉眼。見一切眾生。皆有佛性。起	除 迷 心 名 為 第 一 肉 眼 見 一 切 眾 生 皆 有 佛 性 起 
X24n0459_002:0529a04	憐愍心。是名為第二天眼。癡心不生。名為第三慧	憐 愍 心 是 名 為 第 二 天 眼 癡 心 不 生 名 為 第 三 慧 
X24n0459_002:0529a05	眼。著法心除。名為第四法眼。細惑永盡。圓明徧照。	眼 著 法 心 除 名 為 第 四 法 眼 細 惑 永 盡 圓 明 徧 照 
X24n0459_002:0529a06	名為第五佛眼。又云見色身中有法身。名為天眼。	名 為 第 五 佛 眼 又 云 見 色 身 中 有 法 身 名 為 天 眼 
X24n0459_002:0529a07	見一切眾生。各具般若性。名為慧眼。見性明徹。能	見 一 切 眾 生 各 具 般 若 性 名 為 慧 眼 見 性 明 徹 能 
X24n0459_002:0529a08	所永除。一切佛法。本來自備。名為法眼。見般若波	所 永 除 一切佛法 本 來 自 備 名 為 法 眼 見 般 若 波 
X24n0459_002:0529a09	羅蜜。能生三世一切法。名為佛眼。	羅 蜜 能 生 三 世 一 切 法 名 為 佛 眼 
X24n0459_002:0529a10	須菩提。於意云何。如恒河中所有沙。佛說是沙不。如	須 菩 提 於意云何 如 恒 河 中 所 有 沙 佛 說 是 沙 不 如 
X24n0459_002:0529a11	是。世尊。如來說是沙。須菩提。於意云何。如一恒河中	是 世 尊 如 來 說 是 沙 須 菩 提 於意云何 如 一 恒 河 中 
X24n0459_002:0529a12	所有沙。有如是沙等恒河。是諸恒河所有沙數。佛世	所 有 沙 有 如 是 沙 等 恒 河 是 諸 恒 河 所 有 沙 數 佛 世 
X24n0459_002:0529a13	界如是。寧為多不。甚多。世尊。	界 如 是 寧 為 多 不 甚 多 世 尊 
X24n0459_002:0529a14	恒河者。西國祗洹精舍側近之河。如來說法。常指	恒 河 者 西 國 祗 洹 精 舍 側 近 之 河 如 來 說 法 常 指 
X24n0459_002:0529a15	此河為喻。佛說此河中沙。一沙況一佛世界。以為	此 河 為 喻 佛 說 此 河 中 沙 一 沙 況 一佛世界 以 為 
X24n0459_002:0529a16	多不。須菩提言甚多。世尊。佛舉此眾多國數者。欲	多 不 須 菩 提 言 甚 多 世 尊 佛 舉 此 眾 多 國 數 者 欲 
X24n0459_002:0529a17	明其中。所有眾生。一一眾生。皆有若許心數也。	明 其 中 所 有 眾 生 一 一 眾 生 皆 有 若 許 心 數 也 
X24n0459_002:0529a18	佛告須菩提。爾所國土中。所有眾生。若干種心。如來	佛 告 須 菩 提 爾 所 國 土 中 所 有 眾 生 若 干 種 心 如 來 
X24n0459_002:0529a19	悉知。何以故。如來說諸心皆為非心。是名為心。	悉 知 何 以 故 如 來 說 諸 心 皆 為 非 心 是 名 為 心 
X24n0459_002:0529a20	爾所國土中所有眾生一一眾生。皆有若干差別	爾 所 國 土 中 所 有 眾 生 一 一 眾 生 皆 有 若 干 差 別 
X24n0459_002:0529a21	心數。心數雖多。總名妄心。識得妄心非心。是名為	心 數 心 數 雖 多 總 名 妄 心 識 得 妄 心 非 心 是 名 為 
X24n0459_002:0529a22	心。此心即是真心。常心。佛心。般若波羅蜜心。清淨	心 此 心 即 是 真 心 常 心 佛 心 般 若 波 羅 蜜 心 清 淨 
X24n0459_002:0529a23	菩提涅槃心也。	菩 提 涅 槃 心 也 
X24n0459_002:0529a24	所以者何。須菩提。過去心不可得。現在心不可得。未	所以者何 須 菩 提 過 去 心 不 可 得 現 在 心 不 可 得 未 
X24n0459_002:0529b01	來心不可得。	來 心 不 可 得 
X24n0459_002:0529b02	過去心不可得者。前念妄心。潛然已過。追尋無有	過 去 心 不 可 得 者 前 念 妄 心 潛 然 已 過 追 尋 無 有 
X24n0459_002:0529b03	處所。現在心不可得者。真心無相。憑何得見。未來	處 所 現 在 心 不 可 得 者 真 心 無 相 憑 何 得 見 未 來 
X24n0459_002:0529b04	心不可得者。本無可得。習氣已盡。更不復生。了此	心 不 可 得 者 本 無 可 得 習 氣 已 盡 更 不 復 生 了 此 
X24n0459_002:0529b05	三心皆不可得。是名為佛。	三 心 皆 不 可 得 是 名 為 佛 
X24n0459_002:0529b06	○法界通化分第十九	 法 界 通 化 分 第 十 九 
X24n0459_002:0529b07	須菩提。於意云何。若有人滿三千大千世界七寶以	須 菩 提 於意云何 若 有 人 滿 三千大千世界 七 寶 以 
X24n0459_002:0529b08	用布施。是人以是因緣。得福多不。如是。世尊。此人以	用 布 施 是 人 以是因緣 得 福 多 不 如 是 世 尊 此 人 以 
X24n0459_002:0529b09	是因緣。得福甚多。須菩提。若福德有實。如來不說得	是 因 緣 得 福 甚 多 須 菩 提 若 福 德 有 實 如 來 不 說 得 
X24n0459_002:0529b10	福德多。以福德無故。如來說得福德多。	福 德 多 以 福 德 無 故 如 來 說 得 福 德 多 
X24n0459_002:0529b11	七寶之福。不能成就佛果菩提。故言無也。以其無	七 寶 之 福 不 能 成 就 佛 果 菩 提 故 言 無 也 以 其 無 
X24n0459_002:0529b12	量數限。故名曰多。如能超過。即不說多也。	量 數 限 故 名 曰 多 如 能 超 過 即 不 說 多 也 
X24n0459_002:0529b13	○離色離相分第二十	 離 色 離 相 分 第 二 十 
X24n0459_002:0529b14	須菩提。於意云何。佛可以具足色身見不。不也。世尊。	須 菩 提 於意云何 佛 可 以 具足色身 見 不 不 也 世 尊 
X24n0459_002:0529b15	如來不應以具足色身見。何以故。如來說具足色身。	如 來 不 應 以 具足色身 見 何 以 故 如 來 說 具足色身 
X24n0459_002:0529b16	即非具足色身。是名具足色身。	即 非 具足色身 是 名 具足色身 
X24n0459_002:0529b17	佛意恐眾生不見法身。但見三十二相。八十種好。	佛 意 恐 眾 生 不 見 法 身 但 見 三十二相 八十種好 
X24n0459_002:0529b18	紫磨金輝。以為如來真身。為遣此迷。故問須菩提。	紫 磨 金 輝 以 為 如 來 真 身 為 遣 此 迷 故 問 須 菩 提 
X24n0459_002:0529b19	佛可以具足色身相見不。三十二相即非具足色	佛 可 以 具足色身 相 見 不 三十二相 即 非 具 足 色 
X24n0459_002:0529b20	身。內具三十二淨行。是名具足色身。淨行者。即六	身 內 具 三 十 二 淨 行 是 名 具足色身 淨 行 者 即 六 
X24n0459_002:0529b21	波羅蜜是也。於五根中修六波羅蜜。於意根中定	波 羅 蜜 是 也 於 五 根 中 修 六波羅蜜 於 意 根 中 定 
X24n0459_002:0529b22	慧雙修。是名具足色身。徒愛如來三十二相。內不	慧 雙 修 是 名 具足色身 徒 愛 如 來 三十二相 內 不 
X24n0459_002:0529b23	行三十二淨行。即非具足色身。不愛如來色相。能	行 三 十 二 淨 行 即 非 具足色身 不 愛 如 來 色 相 能 
X24n0459_002:0529b24	自持清淨行。亦得名具足色身也。	自 持 清 淨 行 亦 得 名 具足色身 也 
X24n0459_002:0529c01	須菩提。於意云何。如來可以具足諸相見不。不也。世	須 菩 提 於意云何 如 來 可 以 具 足 諸 相 見 不 不 也 世 
X24n0459_002:0529c02	尊。如來不應以具足諸相見。何以故。如來說諸相具	尊 如 來 不 應 以 具 足 諸 相 見 何 以 故 如 來 說 諸 相 具 
X24n0459_002:0529c03	足。即非具足。是名諸相具足。	足 即 非 具 足 是 名 諸 相 具 足 
X24n0459_002:0529c04	如來者。即無相法身是也。非肉眼所見。慧眼乃能	如 來 者 即 無 相 法 身 是 也 非 肉 眼 所 見 慧 眼 乃 能 
X24n0459_002:0529c05	見之。慧眼未明具足。生我人等相。以觀三十二相	見 之 慧 眼 未 明 具 足 生 我 人 等 相 以 觀 三十二相 
X24n0459_002:0529c06	為如來者。即不名為具足也。慧眼明徹。我人等相	為 如 來 者 即 不 名 為 具 足 也 慧 眼 明 徹 我 人 等 相 
X24n0459_002:0529c07	不生。正智光明常照。是名諸相具足。三毒未泯。言	不 生 正 智 光 明 常 照 是 名 諸 相 具 足 三 毒 未 泯 言 
X24n0459_002:0529c08	見如來真身者。固無此理。縱能見者。祗是化身。非	見 如 來 真 身 者 固 無 此 理 縱 能 見 者 祗 是 化 身 非 
X24n0459_002:0529c09	真實無相之法身也。	真 實 無相之法 身 也 
X24n0459_002:0529c10	○非說所說分第二十一	 非 說 所 說 分 第 二 十 一 
X24n0459_002:0529c11	須菩提。汝勿謂如來作是念。我當有所說法。莫作是	須 菩 提 汝 勿 謂 如 來 作 是 念 我 當 有 所 說 法 莫 作 是 
X24n0459_002:0529c12	念。何以故。若人言如來有所說法。即為謗佛。不能解	念 何 以 故 若 人 言 如 來 有 所 說 法 即 為 謗 佛 不 能 解 
X24n0459_002:0529c13	我所說故。須菩提。說法者。無法可說。是名說法。	我 所 說 故 須 菩 提 說 法 者 無 法 可 說 是 名 說 法 
X24n0459_002:0529c14	凡夫說法。心有所得。故告須菩提。如來說法。心無	凡 夫 說 法 心 有 所 得 故 告 須 菩 提 如 來 說 法 心 無 
X24n0459_002:0529c15	所得。凡夫作能解心說。如來語嘿皆如。所發言辭。	所 得 凡 夫 作 能 解 心 說 如 來 語 嘿 皆 如 所 發 言 辭 
X24n0459_002:0529c16	如響應聲。任用無心。不同凡夫作生滅心說。若言	如 響 應 聲 任 用 無 心 不 同 凡 夫 作 生 滅 心 說 若 言 
X24n0459_002:0529c17	如來說法。心有生滅者。即為謗佛。維摩經云。真說	如 來 說 法 心 有 生 滅 者 即 為 謗 佛 維 摩 經 云 真 說 
X24n0459_002:0529c18	法者。無說無示。聽法者。無聞無得。了萬法空寂。一	法 者 無 說 無 示 聽 法 者 無 聞 無 得 了 萬 法 空 寂 一 
X24n0459_002:0529c19	切名言。皆是假立。於自空性中。熾然建立。一切言	切 名 言 皆 是 假 立 於 自 空 性 中 熾 然 建 立 一 切 言 
X24n0459_002:0529c20	辭演說。諸法無相無為。開導迷人。令見本性。修證	辭 演 說 諸 法 無 相 無 為 開 導 迷 人 令 見 本 性 修 證 
X24n0459_002:0529c21	無上菩提。是名說法。	無上菩提 是 名 說 法 
X24n0459_002:0529c22	爾時。慧命須菩提白佛言。世尊。頗有眾生。於未來世。	爾 時 慧 命 須 菩 提 白 佛 言 世 尊 頗 有 眾 生 於未來世 
X24n0459_002:0529c23	聞說是法。生信心不。佛言須菩提。彼非眾生。非不眾	聞 說 是 法 生 信 心 不 佛 言 須 菩 提 彼 非 眾 生 非 不 眾 
X24n0459_002:0529c24	生。何以故。須菩提。眾生眾生者。如來說非眾生。是名	生 何 以 故 須 菩 提 眾 生 眾 生 者 如 來 說 非 眾 生 是 名 
X24n0459_002:0530a01	眾生。	眾 生 
X24n0459_002:0530a02	靈幽法師加此。慧命須菩提六十二字。是長慶二	靈 幽 法 師 加 此 慧 命 須 菩 提 六 十 二 字 是 長 慶 二 
X24n0459_002:0530a03	年。今見在濠州鐘離等石碑上。記六祖解在前。故	年 今 見 在 濠 州 鐘 離 等 石 碑 上 記 六 祖 解 在 前 故 
X24n0459_002:0530a04	無解。今亦存之。	無 解 今 亦 存 之 
X24n0459_002:0530a05	○無法可得分第二十二	 無 法 可 得 分 第 二 十 二 
X24n0459_002:0530a06	須菩提白佛言。世尊。佛得阿耨多羅三藐三菩提。為	須 菩 提 白 佛 言 世 尊 佛 得阿耨多羅三藐三菩提 為 
X24n0459_002:0530a07	無所得耶。佛言。如是如是。須菩提。我於阿耨多羅三	無 所 得 耶 佛 言 如是如是 須 菩 提 我 於 阿 耨 多 羅 三 
X24n0459_002:0530a08	藐三菩提。乃至無有少法可得。是名阿耨多羅三藐	藐 三 菩 提 乃 至 無 有 少 法 可 得 是 名 阿 耨 多 羅 三 藐 
X24n0459_002:0530a09	三菩提。	三 菩 提 
X24n0459_002:0530a10	須菩提言。所得心盡。即是菩提。佛言如是如是。我	須 菩 提 言 所 得 心 盡 即 是 菩 提 佛 言 如是如是 我 
