X65n1282_001:0255a03	 自序	 自 序 
X65n1282_001:0257c20	問答玄要亦直言第一第二第三。汾陽偈曰。三玄	問 答 玄 要 亦 直 言 第 一 第二第三 汾 陽 偈 曰 三 玄 
X65n1282_001:0257c21	三要事難分。得意忘言道易親。一句明明該萬象。	三 要 事 難 分 得 意 忘 言 道 易 親 一 句 明 明 該 萬 象 
X65n1282_001:0257c22	重陽九日菊花新。至古塔主列為體中玄．句中玄．	重 陽 九 日 菊 花 新 至 古 塔 主 列 為 體 中 玄 句 中 玄 
X65n1282_001:0257c23	玄中玄。而三要說不行。付諸瞞盰而已。如必一一	玄 中 玄 而 三 要 說 不 行 付 諸 瞞 盰 而 已 如 必 一 一 
X65n1282_001:0257c24	分析。則是蹈塔主之覆轍。不可不辨。	分 析 則 是 蹈 塔 主 之 覆 轍 不 可 不 辨 
X65n1282_001:0258a01	三山來云。臨濟宗旨妙在三玄三要。而從上諸老	三 山 來 云 臨 濟 宗 旨 妙 在 三 玄 三 要 而 從 上 諸 老 
X65n1282_001:0258a02	過為區分。未免十分破碎。山堂之言。誠為確論。止	過 為 區 分 未 免 十 分 破 碎 山 堂 之 言 誠 為 確 論 止 
X65n1282_001:0258a03	因臨濟語中有三玄三要字面。是以古塔主列為	因 臨 濟 語 中 有 三 玄 三 要 字 面 是 以 古 塔 主 列 為 
X65n1282_001:0258a04	體中玄．句中玄．玄中玄。於三字上乃有著落。猶自	體 中 玄 句 中 玄 玄 中 玄 於 三 字 上 乃 有 著 落 猶 自 
X65n1282_001:0258a05	有理。如以第一為玄中玄。第二為句中玄。第三為	有 理 如 以 第 一 為 玄 中 玄 第 二 為 句 中 玄 第 三 為 
X65n1282_001:0258a06	體中玄。前後顛倒。又必一玄分為三要。太煞零星。	體 中 玄 前 後 顛 倒 又 必 一 玄 分 為 三 要 太 煞 零 星 
X65n1282_001:0258a07	則已一一註出。尚得謂之玄要耶。總之。玄則不可	則 已 一 一 註 出 尚 得 謂 之 玄 要 耶 總 之 玄 則 不 可 
X65n1282_001:0258a08	思議。要則喫緊機關。就一語之中而有體有用。體	思 議 要 則 喫 緊 機 關 就 一 語 之 中 而 有 體 有 用 體 
X65n1282_001:0258a09	用難窮。玄如是。而要亦如是。所以為一句具三玄。	用 難 窮 玄 如 是 而 要 亦 如 是 所 以 為 一 句 具 三 玄 
X65n1282_001:0258a10	一玄具三要。大意如此而已。畫蛇添足者鑒諸。	一 玄 具 三 要 大 意 如 此 而 已 畫 蛇 添 足 者 鑒 諸 
X65n1282_001:0258a11	臨濟一日問僧。我有時一喝如金剛王寶劍。有時一	臨 濟 一 日 問 僧 我 有 時 一 喝 如 金 剛 王 寶 劍 有 時 一 
X65n1282_001:0258a12	喝如踞地獅子。有時一喝如探竿影草。有時一喝不	喝 如 踞 地 獅 子 有 時 一 喝 如 探 竿 影 草 有 時 一 喝 不 
X65n1282_001:0258a13	作一喝用。汝作麼生會。僧擬議。濟便喝。三山來云。	作 一 喝 用 汝 作 麼 生 會 僧 擬 議 濟 便 喝 三 山 來 云 
X65n1282_001:0258a14	者僧當時便與一喝。管教臨濟擬議不來。	者 僧 當 時 便 與 一 喝 管 教 臨 濟 擬 議 不 來 
X65n1282_001:0258a15	濟宗四喝	濟 宗 四 喝 
X65n1282_001:0258a16	有時一喝如金剛王寶劍。	有 時 一 喝 如 金 剛 王 寶 劍 
X65n1282_001:0258a17	三山來云。金剛寶劍者。言其快利難當。若遇學人	三 山 來 云 金 剛 寶 劍 者 言 其 快 利 難 當 若 遇 學 人 
X65n1282_001:0258a18	纏脚縛手。葛藤延蔓。情見不忘。便與當頭截斷。不	纏 脚 縛 手 葛 藤 延 蔓 情 見 不 忘 便 與 當 頭 截 斷 不 
X65n1282_001:0258a19	容粘搭。若稍涉思惟。未免喪身失命也。	容 粘 搭 若 稍 涉 思 惟 未 免 喪 身 失 命 也 
X65n1282_001:0258a20	如何是金剛寶劍。	如 何 是 金 剛 寶 劍 
X65n1282_001:0258a21	三山來云。逢妖便斬。頌曰。金剛寶劍。無容思算。	三 山 來 云 逢 妖 便 斬 頌 曰 金 剛 寶 劍 無 容 思 算 
X65n1282_001:0258a22	直下揮時。虗空血濺。	直 下 揮 時 虗 空 血 濺 
X65n1282_001:0258a23	有時一喝如踞地獅子。	有 時 一 喝 如 踞 地 獅 子 
X65n1282_001:0258a24	三山來云。踞地獅子者。不居窟穴。不立窠臼。威雄	三 山 來 云 踞 地 獅 子 者 不 居 窟 穴 不 立 窠 臼 威 雄 
X65n1282_001:0258b01	蹲踞。毫無依倚。一聲哮吼。羣獸腦裂。無你挨拶處。	蹲 踞 毫 無 依 倚 一 聲 哮 吼 羣 獸 腦 裂 無 你 挨 拶 處 
X65n1282_001:0258b02	無你迴避處。稍犯當頭。便落牙爪。如香象奔波。無	無 你 迴 避 處 稍 犯 當 頭 便 落 牙 爪 如 香 象 奔 波 無 
X65n1282_001:0258b03	有當者。	有 當 者 
X65n1282_001:0258b04	如何是踞地獅子。	如 何 是 踞 地 獅 子 
X65n1282_001:0258b05	三山來云。力重如山。頌曰。踞地獅子。觸著便起。	三 山 來 云 力 重 如 山 頌 曰 踞 地 獅 子 觸 著 便 起 
X65n1282_001:0258b06	突出爪牙。那容得你。	突 出 爪 牙 那 容 得 你 
X65n1282_001:0258b07	有時一喝如探竿影草。	有 時 一 喝 如 探 竿 影 草 
X65n1282_001:0258b08	三山來云。探竿影草者。就一喝之中具有二用。探	三 山 來 云 探 竿 影 草 者 就 一 喝 之 中 具 有 二 用 探 
X65n1282_001:0258b09	則勘驗學人見地若何。如以竿探水之深淺。故曰	則 勘 驗 學 人 見 地 若 何 如 以 竿 探 水 之 深 淺 故 曰 
X65n1282_001:0258b10	探竿在手。即此一喝。不容窺測。無可摹擬。不待別	探 竿 在 手 即 此 一 喝 不 容 窺 測 無 可 摹 擬 不 待 別 
X65n1282_001:0258b11	行一路。已自隱跡迷踪。欺瞞做賊。故曰影草隨身。	行 一 路 已 自 隱 跡 迷 踪 欺 瞞 做 賊 故 曰 影 草 隨 身 
X65n1282_001:0258b12	如何是探竿影草。	如 何 是 探 竿 影 草 
X65n1282_001:0258b13	三山來云。神出鬼沒。頌曰。探竿影草。知醜知好。	三 山 來 云 神 出 鬼 沒 頌 曰 探 竿 影 草 知 醜 知 好 
X65n1282_001:0258b14	張家哥哥。李氏嫂嫂。	張 家 哥 哥 李 氏 嫂 嫂 
X65n1282_001:0258b15	有時一喝不作一喝用。	有 時 一 喝 不 作 一 喝 用 
X65n1282_001:0258b16	三山來云。一喝不作一喝用者。千變萬化。無有端	三 山 來 云 一 喝 不 作 一 喝 用 者 千 變 萬 化 無 有 端 
X65n1282_001:0258b17	倪。喚作金剛寶劍亦得。喚作踞地獅子亦得。喚作	倪 喚 作 金 剛 寶 劍 亦 得 喚 作 踞 地 獅 子 亦 得 喚 作 
X65n1282_001:0258b18	探竿影草亦得。如神龍出沒。舒卷異常。迎之不見	探 竿 影 草 亦 得 如 神 龍 出 沒 舒 卷 異 常 迎 之 不 見 
X65n1282_001:0258b19	其首。隨之不見其尾。佛祖難窺。鬼神莫覰。意雖在	其 首 隨 之 不 見 其 尾 佛 祖 難 窺 鬼 神 莫 覰 意 雖 在 
X65n1282_001:0258b20	一喝之中。而實出一喝之外。此四喝中之最玄最	一 喝 之 中 而 實 出 一 喝 之 外 此 四 喝 中 之 最 玄 最 
X65n1282_001:0258b21	妙者。須看有時二字。甚是活潑。非一向如此用也。	妙 者 須 看 有 時 二 字 甚 是 活 潑 非 一 向 如 此 用 也 
X65n1282_001:0258b22	又看如之一字。不過彷彿如此。非真有如此名目	又 看 如 之 一 字 不 過 彷 彿 如 此 非 真 有 如 此 名 目 
X65n1282_001:0258b23	也。向者裏轉得身來。方見臨濟老人用處。	也 向 者 裏 轉 得 身 來 方 見 臨 濟 老 人 用 處 
X65n1282_001:0258b24	如何是一喝不作一喝用。	如 何 是 一 喝 不 作 一 喝 用 
X65n1282_001:0258c01	三山來云。疑殺天下人。頌曰。不作喝用。顛拈倒	三 山 來 云 疑 殺 天 下 人 頌 曰 不 作 喝 用 顛 拈 倒 
X65n1282_001:0258c02	弄。擬問如何。全然無縫。	弄 擬 問 如 何 全 然 無 縫 
X65n1282_001:0258c03	臨濟一日示眾云。參學人切須仔細。如賓主相見。便	臨 濟 一 日 示 眾 云 參 學 人 切 須 仔 細 如 賓 主 相 見 便 
X65n1282_001:0258c04	有言論往來。或應物現形。或全體作用。或把機權喜	有 言 論 往 來 或 應 物 現 形 或 全 體 作 用 或 把 機 權 喜 
X65n1282_001:0258c05	怒。或現半身。或乘獅子。或駕象王。如有真正學人來。	怒 或 現 半 身 或 乘 獅 子 或 駕 象 王 如 有 真 正 學 人 來 
X65n1282_001:0258c06	他先喝一喝。拈出箇膠盆子。善知識不辨是境。便上	他 先 喝 一 喝 拈 出 箇 膠 盆 子 善 知 識 不 辨 是 境 便 上 
X65n1282_001:0258c07	他境上做模做樣。學人又喝。前人不肯放下。此是膏	他 境 上 做 模 做 樣 學 人 又 喝 前 人 不 肯 放 下 此 是 膏 
X65n1282_001:0258c08	肓之病。不堪醫治。喚作賓看主。或是善知識不拈出	肓 之 病 不 堪 醫 治 喚 作 賓 看 主 或 是 善 知 識 不 拈 出 
X65n1282_001:0258c09	物。隨學人問處即奪。學人被奪。抵死不放。此是主看	物 隨 學 人 問 處 即 奪 學 人 被 奪 抵 死 不 放 此 是 主 看 
X65n1282_001:0258c10	賓。或有學人應一箇清淨境界。出善知識。前善知識	賓 或 有 學 人 應 一 箇 清 淨 境 界 出 善 知 識 前 善 知 識 
X65n1282_001:0258c11	辨得是境。把得住拋向坑裏。學人云。大好善知識。善	辨 得 是 境 把 得 住 拋 向 坑 裏 學 人 云 大 好 善 知 識 善 
X65n1282_001:0258c12	知識即云。咄哉。不識好惡。學人便禮拜。此喚作主看	知 識 即 云 咄 哉 不 識 好 惡 學 人 便 禮 拜 此 喚 作 主 看 
X65n1282_001:0258c13	主。或有學人披枷帶鏁出善知識前。善知識更與安	主 或 有 學 人 披 枷 帶 鏁 出 善 知 識 前 善 知 識 更 與 安 
X65n1282_001:0258c14	一重枷鎖。學人歡喜。彼此不辨。此喚作賓看賓。大德。	一 重 枷 鎖 學 人 歡 喜 彼 此 不 辨 此 喚 作 賓 看 賓 大 德 
X65n1282_001:0258c15	山僧所舉。皆是辨魔揀異。知其邪正。三山來云。止。	山 僧 所 舉 皆 是 辨 魔 揀 異 知 其 邪 正 三 山 來 云 止 
X65n1282_001:0258c16	如賓主不立又作麼生。	如 賓 主 不 立 又 作 麼 生 
X65n1282_001:0258c17	三山來云。賓主相看。乃就師資兩人而言。賓中賓	三 山 來 云 賓 主 相 看 乃 就 師 資 兩 人 而 言 賓 中 賓 
X65n1282_001:0258c18	等。乃就師資各人而言。不可不知。	等 乃 就 師 資 各 人 而 言 不 可 不 知 
X65n1282_001:0258c19	濟宗四賓主	濟 宗 四 賓 主 
X65n1282_001:0258c20	賓中賓　克符云。倚門傍戶猶如醉。出言吐氣不慚	賓 中 賓 克 符 云 倚 門 傍 戶 猶 如 醉 出 言 吐 氣 不 慚 
X65n1282_001:0258c21	惶。此是學人無鼻孔也。	惶 此 是 學 人 無 鼻 孔 也 
X65n1282_001:0258c22	如何是賓中賓。	如 何 是 賓 中 賓 
X65n1282_001:0258c23	三山來云。客路作遊人。頌曰。賓中賓。眉目得人	三 山 來 云 客 路 作 遊 人 頌 曰 賓 中 賓 眉 目 得 人 
X65n1282_001:0258c24	憎。拍手長安去。寸步實難行。	憎 拍 手 長 安 去 寸 步 實 難 行 
X65n1282_001:0259a01	賓中主　汾陽云。識得衣中寶。端坐解區分。分是學	賓 中 主 汾 陽 云 識 得 衣 中 寶 端 坐 解 區 分 分 是 學 
X65n1282_001:0259a02	人有鼻孔也。	人 有 鼻 孔 也 
X65n1282_001:0259a03	如何是賓中主。	如 何 是 賓 中 主 
X65n1282_001:0259a04	三山來云。反鞭策鈍駑。頌曰。賓中主。寒山顛作	三 山 來 云 反 鞭 策 鈍 駑 頌 曰 賓 中 主 寒 山 顛 作 
X65n1282_001:0259a05	舞。不辨來端由。笑伊目如瞽。	舞 不 辨 來 端 由 笑 伊 目 如 瞽 
X65n1282_001:0259a06	主中賓　磐山云。不解當風提祖印。臨機應物自乖	主 中 賓 磐 山 云 不 解 當 風 提 祖 印 臨 機 應 物 自 乖 
X65n1282_001:0259a07	張。此是師家無鼻孔也。	張 此 是 師 家 無 鼻 孔 也 
X65n1282_001:0259a08	如何是主中賓。	如 何 是 主 中 賓 
X65n1282_001:0259a09	三山來云。暗室沒明燈。頌曰。主中賓。甘作外遊	三 山 來 云 暗 室 沒 明 燈 頌 曰 主 中 賓 甘 作 外 遊 
X65n1282_001:0259a10	人。東西路不辨。南北豈能分。	人 東 西 路 不 辨 南 北 豈 能 分 
X65n1282_001:0259a11	主中主　克符云。橫按鏌鎁全正令。太平寰宇斬癡	主 中 主 克 符 云 橫 按 鏌 鎁 全 正 令 太 平 寰 宇 斬 癡 
X65n1282_001:0259a12	頑。問。既是太平寰宇。為甚却斬癡頑。符云。不許夜	頑 問 既 是 太 平 寰 宇 為 甚 却 斬 癡 頑 符 云 不 許 夜 
X65n1282_001:0259a13	行剛把火。直須當道與人看。風穴云。磨礲三尺劍。	行 剛 把 火 直 須 當 道 與 人 看 風 穴 云 磨 礲 三 尺 劍 
X65n1282_001:0259a14	待斬不平人。此是師家有鼻孔也。	待 斬 不 平 人 此 是 師 家 有 鼻 孔 也 
X65n1282_001:0259a15	如何是主中主。	如 何 是 主 中 主 
X65n1282_001:0259a16	三山來云。當軒塗毒鼓。頌曰。主中主。紅日正當	三 山 來 云 當 軒 塗 毒 鼓 頌 曰 主 中 主 紅 日 正 當 
X65n1282_001:0259a17	午。寶劍高提時。觸殺佛與祖。	午 寶 劍 高 提 時 觸 殺 佛 與 祖 
X65n1282_001:0259a18	臨濟一日示眾云。我有時先照後用。有時先用後照。	臨 濟 一 日 示 眾 云 我 有 時 先 照 後 用 有 時 先 用 後 照 
X65n1282_001:0259a19	有時照用同時。有時照用不同時。先照後用有人在。	有 時 照 用 同 時 有 時 照 用 不 同 時 先 照 後 用 有 人 在 
X65n1282_001:0259a20	(此人字指學人而言)先用後照有法在。(此法字指宗師之法而言)照用同時。	 此 人 字 指 學 人 而 言 先 用 後 照 有 法 在 此 法 字 指 宗 師 之 法 而 言 照 用 同 時 
X65n1282_001:0259a21	驅耕夫之牛。奪饑人之食。敲骨取髓。痛下針錐。照用	驅 耕 夫 之 牛 奪 饑 人 之 食 敲 骨 取 髓 痛 下 針 錐 照 用 
X65n1282_001:0259a22	不同時。有問有答。立賓立主。和泥合水。應機接物。若	不 同 時 有 問 有 答 立 賓 立 主 和 泥 合 水 應 機 接 物 若 
X65n1282_001:0259a23	是過量人。向未舉時撩起便行。猶較些子。古德云。	是 過 量 人 向 未 舉 時 撩 起 便 行 猶 較 些 子 古 德 云 
X65n1282_001:0259a24	主一喝驗賓。賓一喝驗主。主再喝驗賓。賓再喝驗主。	主 一 喝 驗 賓 賓 一 喝 驗 主 主 再 喝 驗 賓 賓 再 喝 驗 主 
X65n1282_001:0259b01	四喝後。無賓主也。到者裏。主家便奪却。更不容他。須	四 喝 後 無 賓 主 也 到 者 裏 主 家 便 奪 却 更 不 容 他 須 
X65n1282_001:0259b02	是各有抽身之路始得。三山來云。賓主相見即不	是 各 有 抽 身 之 路 始 得 三 山 來 云 賓 主 相 見 即 不 
X65n1282_001:0259b03	無。不喝不棒又作麼生。	無 不 喝 不 棒 又 作 麼 生 
X65n1282_001:0259b04	濟宗四照用	濟 宗 四 照 用 
X65n1282_001:0259b05	有時先照後用　密雲先布點晴空。霹靂後隨催驟	有 時 先 照 後 用 密 雲 先 布 點 晴 空 霹 靂 後 隨 催 驟 
X65n1282_001:0259b06	雨。	雨 
X65n1282_001:0259b07	三山來云。如遇僧來。便問云。汝是甚處人。或云。汝	三 山 來 云 如 遇 僧 來 便 問 云 汝 是 甚 處 人 或 云 汝 
X65n1282_001:0259b08	從甚處來。或云。汝名甚麼。先照一句。待伊作麼定	從 甚 處 來 或 云 汝 名 甚 麼 先 照 一 句 待 伊 作 麼 定 
X65n1282_001:0259b09	動。或棒或喝。如此之類。是先照後用。	動 或 棒 或 喝 如 此 之 類 是 先 照 後 用 
X65n1282_001:0259b10	如何是先照後用。	如 何 是 先 照 後 用 
X65n1282_001:0259b11	三山來云。點燈喫飯。頌曰。先照後用。老龍出洞。	三 山 來 云 點 燈 喫 飯 頌 曰 先 照 後 用 老 龍 出 洞 
X65n1282_001:0259b12	電捲雷奔。魚鰕腦痛。	電 捲 雷 奔 魚 鰕 腦 痛 
X65n1282_001:0259b13	有時先用後照　打破虗空百雜碎。回頭端坐定乾	有 時 先 用 後 照 打 破 虗 空 百 雜 碎 回 頭 端 坐 定 乾 
X65n1282_001:0259b14	坤。	坤 
X65n1282_001:0259b15	三山來云。如遇僧來。師便打。便喝。便豎指拈拳。先	三 山 來 云 如 遇 僧 來 師 便 打 便 喝 便 豎 指 拈 拳 先 
X65n1282_001:0259b16	用一法。隨後云。還會麼。汝道是甚麼意旨。如此之	用 一 法 隨 後 云 還 會 麼 汝 道 是 甚 麼 意 旨 如 此 之 
X65n1282_001:0259b17	類。是先用後照。	類 是 先 用 後 照 
X65n1282_001:0259b18	如何是先用後照。	如 何 是 先 用 後 照 
X65n1282_001:0259b19	三山來云。鑿壁偷光。頌曰。先用後照。敲翻破竈。	三 山 來 云 鑿 壁 偷 光 頌 曰 先 用 後 照 敲 翻 破 竈 
X65n1282_001:0259b20	靈從何來。速道速道。	靈 從 何 來 速 道 速 道 
X65n1282_001:0259b21	有時照用同時　眼親手辨雄雄勢。盜賊奸臣怎敢	有 時 照 用 同 時 眼 親 手 辨 雄 雄 勢 盜 賊 奸 臣 怎 敢 
X65n1282_001:0259b22	當。	當 
X65n1282_001:0259b23	三山來云。如遇僧來。師家或棒或喝。即此一棒一	三 山 來 云 如 遇 僧 來 師 家 或 棒 或 喝 即 此 一 棒 一 
X65n1282_001:0259b24	喝中。且看他如何承當。如何下語。此則即用為照。	喝 中 且 看 他 如 何 承 當 如 何 下 語 此 則 即 用 為 照 
X65n1282_001:0259c01	照即是用。又或師一喝。僧亦喝。師打云。不禮拜更	照 即 是 用 又 或 師 一 喝 僧 亦 喝 師 打 云 不 禮 拜 更 
X65n1282_001:0259c02	待何時。如此之類。是照用同時。	待 何 時 如 此 之 類 是 照 用 同 時 
X65n1282_001:0259c03	如何是照用同時。	如 何 是 照 用 同 時 
X65n1282_001:0259c04	三山來云。無二無別。頌曰。照用同時。痛下針錐。	三 山 來 云 無 二 無 別 頌 曰 照 用 同 時 痛 下 針 錐 
X65n1282_001:0259c05	魂驚膽喪。血染須彌。	魂 驚 膽 喪 血 染 須 彌 
X65n1282_001:0259c06	有時照用不同時　雲起南山雨北山。清風明月任	有 時 照 用 不 同 時 雲 起 南 山 雨 北 山 清 風 明 月 任 
X65n1282_001:0259c07	君看。	君 看 
X65n1282_001:0259c08	三山來云。如遇僧來。師便云。汝來也。看他如何應	三 山 來 云 如 遇 僧 來 師 便 云 汝 來 也 看 他 如 何 應 
X65n1282_001:0259c09	答。師則隨機縱奪。如遇僧來。師先打一棒。看他如	答 師 則 隨 機 縱 奪 如 遇 僧 來 師 先 打 一 棒 看 他 如 
X65n1282_001:0259c10	何支遣。師又別作商量。或照或用。不拘一格。賓主	何 支 遣 師 又 別 作 商 量 或 照 或 用 不 拘 一 格 賓 主 
X65n1282_001:0259c11	互喚。合水和泥。如此之類。是照用不同時。四者須	互 喚 合 水 和 泥 如 此 之 類 是 照 用 不 同 時 四 者 須 
X65n1282_001:0259c12	看有時二字。不可執在一邊。	看 有 時 二 字 不 可 執 在 一 邊 
