X87n1618_001:0144c06	 自序	 自 序 
X87n1618_001:0147a09	境。世尊泊然不動。以指按地。地大震。魔皆顛仆。於是	境 世 尊 泊 然 不 動 以 指 按 地 地 大 震 魔 皆 顛 仆 於 是 
X87n1618_001:0147a10	降之。故經云。以無心意無受行。而悉摧伏諸外道。先	降 之 故 經 云 以 無 心 意 無 受 行 而 悉 摧 伏 諸 外 道 先 
X87n1618_001:0147a11	歷試邪法。示諸方便。發諸異見。令至菩提。乃穆王三	歷 試 邪 法 示 諸 方 便 發 諸 異 見 令 至 菩 提 乃 穆 王 三 
X87n1618_001:0147a12	年癸未歲。二月七日之夕。入正三昧。至八日。明星出	年 癸 未 歲 二 月 七 日 之 夕 入 正 三 昧 至 八 日 明 星 出 
X87n1618_001:0147a13	時。廓然大悟。成等正覺。乃嘆曰。奇哉。一切眾生。具有	時 廓 然 大 悟 成等正覺 乃 嘆 曰 奇 哉 一 切 眾 生 具 有 
X87n1618_001:0147a14	如來智慧德相。但以妄想執著。不能證得。時年三十	如來智慧 德 相 但 以 妄 想 執 著 不 能 證 得 時 年 三 十 
X87n1618_001:0147a15	矣。成道後六年。歸為淨飯王說法。王大喜。遣其族五	矣 成 道 後 六 年 歸 為 淨 飯 王 說 法 王 大 喜 遣 其 族 五 
X87n1618_001:0147a16	百貴子。從出家。世尊一日陞座。大眾集定。文殊白	百 貴 子 從 出 家 世 尊 一 日 陞 座 大 眾 集 定 文 殊 白 
X87n1618_001:0147a17	椎曰。諦觀法王法。法王法如是。世尊便下座(列聖叢中作者	椎 曰 諦 觀 法 王 法 法 王 法 如 是 世 尊 便 下 座 列 聖 叢 中 作 者 
X87n1618_001:0147a18	知。法王法令不如斯。會中若有僊陀客。何必文殊下一椎○正當向未陞座前勘破)。世尊一	知 法 王 法 令 不 如 斯 會 中 若 有 僊 陀 客 何 必 文 殊 下 一 椎 正 當 向 未 陞 座 前 勘 破 世 尊 一 
X87n1618_001:0147a19	日陞座。默然而坐。阿難白椎曰。請世尊說法。世尊云。	日 陞 座 默 然 而 坐 阿 難 白 椎 曰 請 世 尊 說 法 世 尊 云 
X87n1618_001:0147a20	會中有比丘犯律行。故我不說法。阿難以他心通。觀	會 中 有 比 丘 犯 律 行 故 我 不 說 法 阿 難 以 他 心 通 觀 
X87n1618_001:0147a21	是比丘。遂乃遣出。世尊還復默然。阿難又白。適來為	是 比 丘 遂 乃 遣 出 世 尊 還 復 默 然 阿 難 又 白 適 來 為 
X87n1618_001:0147a22	二比丘犯律。是二比丘已遣出。世尊何不說法。世尊	二 比 丘 犯 律 是 二 比 丘 已 遣 出 世 尊 何 不 說 法 世 尊 
X87n1618_001:0147a23	云。吾誓不為二乘聲聞人說法。便下座(前箭猶輕後箭深　世尊	云 吾 誓 不 為 二 乘 聲 聞 人 說 法 便 下 座 前 箭 猶 輕 後 箭 深 世 尊 
X87n1618_001:0147a24	憐憫示阿難。幾人於此發深省)。世尊一日陞座。迦葉白椎曰。世尊	憐 憫 示 阿 難 幾 人 於 此 發 深 省 世 尊 一 日 陞 座 迦 葉 白 椎 曰 世 尊 
X87n1618_001:0147b01	說法竟。便下座(如是陞座。如是白椎。如是說法。如是下座。如是如是)。世尊在	說 法 竟 便 下 座 如 是 陞 座 如 是 白 椎 如 是 說 法 如 是 下 座 如是如是 世 尊 在 
X87n1618_001:0147b02	忉利天。為母說法。優填王思佛。命匠雕栴檀像。及世	忉 利 天 為 母 說 法 優 填 王 思 佛 命 匠 雕 栴 檀 像 及 世 
X87n1618_001:0147b03	尊下忉利天。像亦出迎。世尊三喚三應。乃云。無為真	尊 下 忉 利 天 像 亦 出 迎 世 尊 三 喚 三 應 乃 云 無 為 真 
X87n1618_001:0147b04	佛。實在我身。世尊在忉利九十日。及辭天界而下。	佛 實 在 我 身 世 尊 在 忉 利 九 十 日 及 辭 天 界 而 下 
X87n1618_001:0147b05	四眾八部。俱往空界奉迎。有蓮花色比丘尼。作念云。	四 眾 八 部 俱 往 空 界 奉 迎 有 蓮 花 色 比 丘 尼 作 念 云 
X87n1618_001:0147b06	我是尼身。必居大僧後見佛。不如用神力。變作轉輪	我 是 尼 身 必 居 大 僧 後 見 佛 不 如 用 神 力 變 作 轉 輪 
X87n1618_001:0147b07	聖王。千子圍繞。最初見佛。果滿其願。世尊纔見。乃訶	聖 王 千 子 圍 繞 最 初 見 佛 果 滿 其 願 世 尊 纔 見 乃 訶 
X87n1618_001:0147b08	云。蓮花色比丘。汝何得越大僧見吾。汝雖見吾色身。	云 蓮 花 色 比 丘 汝 何 得 越 大 僧 見 吾 汝 雖 見 吾 色 身 
X87n1618_001:0147b09	且不見吾法身。須菩提。巖中宴坐。却見吾法身(畢竟那一	且 不 見 吾 法 身 須 菩 提 巖 中 宴 坐 却 見 吾 法 身 畢 竟 那 一 
X87n1618_001:0147b10	个身)。世尊示隨色摩尼珠。問五方天王。此珠而作何	个 身 世 尊 示 隨 色 摩 尼 珠 問 五 方 天 王 此 珠 而 作 何 
X87n1618_001:0147b11	色。時五方天王。互說異色。世尊藏珠。復擡手曰。此珠	色 時 五 方 天 王 互 說 異 色 世 尊 藏 珠 復 擡 手 曰 此 珠 
X87n1618_001:0147b12	作何色。天王曰。佛手中無珠。何處有色。世尊曰。汝何	作 何 色 天 王 曰 佛 手 中 無 珠 何 處 有 色 世 尊 曰 汝 何 
X87n1618_001:0147b13	迷倒之甚。吾將世珠示之。便強說有青黃赤白色。吾	迷 倒 之 甚 吾 將 世 珠 示 之 便 強 說 有 青 黃 赤 白 色 吾 
X87n1618_001:0147b14	將真珠示之。便總不知。時五方天王悉自悟道(世珠。真珠	將 真 珠 示 之 便 總 不 知 時 五 方 天 王 悉 自 悟 道 世 珠 真 珠 
X87n1618_001:0147b15	從何分別)。世尊因黑氏梵志。獻合歡梧桐花。佛召仙人	從 何 分 別 世 尊 因 黑 氏 梵 志 獻 合 歡 梧 桐 花 佛 召 仙 人 
X87n1618_001:0147b16	放下著。梵志放下左手一枝花。佛又召仙人放下著。	放 下 著 梵 志 放 下 左 手 一 枝 花 佛 又 召 仙 人 放 下 著 
X87n1618_001:0147b17	梵志又放下右手一枝花。佛又召仙人放下著。梵志	梵 志 又 放 下 右 手 一 枝 花 佛 又 召 仙 人 放 下 著 梵 志 
X87n1618_001:0147b18	曰。吾今兩手俱空。更教放下箇甚麼。佛曰。吾非教汝	曰 吾 今 兩 手 俱 空 更 教 放 下 箇 甚 麼 佛 曰 吾 非 教 汝 
X87n1618_001:0147b19	放捨其花。汝當放捨外六塵內六根。中六識。一時捨	放 捨 其 花 汝 當 放 捨 外 六 塵 內 六 根 中 六 識 一 時 捨 
X87n1618_001:0147b20	却。無可捨處。是汝放身命處。梵志于言下。悟無生忍	却 無 可 捨 處 是 汝 放 身 命 處 梵 志 于 言 下 悟 無 生 忍 
X87n1618_001:0147b21	(既捨六根六塵六識。甚麼處是無可捨處。是免生死處。又喚甚麼作無生忍)。世尊因普	 既 捨 六 根 六 塵 六 識 甚 麼 處 是 無 可 捨 處 是 免 生 死 處 又 喚 甚 麼 作 無 生 忍 世 尊 因 普 
X87n1618_001:0147b22	眼菩薩。欲見普賢。不可得見。乃至三度入定。徧觀三	眼 菩 薩 欲 見 普 賢 不 可 得 見 乃 至 三 度 入 定 徧 觀 三 
X87n1618_001:0147b23	千大千世界。覓普賢不可得見。而來白佛。佛曰。汝但	千 大千世界 覓 普 賢 不 可 得 見 而 來 白 佛 佛 曰 汝 但 
X87n1618_001:0147b24	於靜三昧中。起一念。便見普賢。於是普眼纔起一念。	於 靜 三 昧 中 起 一 念 便 見 普 賢 於 是 普 眼 纔 起 一 念 
X87n1618_001:0147c01	便見普賢向空中。乘六牙白象(雲居道。普眼推倒世尊。世尊推倒普眼。且	便 見 普 賢 向 空 中 乘 六牙白象 雲 居 道 普 眼 推 倒 世 尊 世 尊 推 倒 普 眼 且 
X87n1618_001:0147c02	道普眼在甚處。未免傍觀者哂。噫。誰是傍觀者)。世尊因五通仙人問。世尊	道 普 眼 在 甚 處 未 免 傍 觀 者 哂 噫 誰 是 傍 觀 者 世 尊 因 五 通 仙 人 問 世 尊 
X87n1618_001:0147c03	有六通。我有五通。如何是那一通。佛召五通仙人。仙	有 六 通 我 有 五 通 如 何 是 那 一 通 佛 召 五 通 仙 人 仙 
X87n1618_001:0147c04	人應諾。佛曰。那一通。你問我(五通。六通。百千萬億通。摠不出那一通)。	人 應 諾 佛 曰 那 一 通 你 問 我 五 通 六 通 百 千 萬 億 通 摠 不 出 那 一 通 
X87n1618_001:0147c05	世尊一日。敕阿難。食時將至。汝當入城持鉢。阿難應	世 尊 一 日 敕 阿 難 食 時 將 至 汝 當 入 城 持 鉢 阿 難 應 
X87n1618_001:0147c06	諾。世尊曰。汝既持鉢。須依過去七佛儀式。阿難便問。	諾 世 尊 曰 汝 既 持 鉢 須 依 過 去 七 佛 儀 式 阿 難 便 問 
X87n1618_001:0147c07	如何是七佛儀式。世尊召阿難。阿難應諾。世尊曰。持鉢	如 何 是 七 佛 儀 式 世 尊 召 阿 難 阿 難 應 諾 世 尊 曰 持 鉢 
X87n1618_001:0147c08	去(佛佛儀容要現前。瞿曇為說老婆禪。可憐慶喜懡[怡台+羅]去。猶待人呼倒剎竿)。世尊因地	去 佛 佛 儀 容 要 現 前 瞿 曇 為 說 老 婆 禪 可 憐 慶 喜 懡 [怡台羅] 去 猶 待 人 呼 倒 剎 竿 世 尊 因 地 
X87n1618_001:0147c09	布髮掩泥。獻花于然燈佛。然燈見布髮處。遂約退眾。	布 髮 掩 泥 獻 花 于 然 燈 佛 然 燈 見 布 髮 處 遂 約 退 眾 
X87n1618_001:0147c10	乃指地曰。此一方地。宜建一梵剎。時眾中有一賢于	乃 指 地 曰 此 一 方 地 宜 建 一 梵 剎 時 眾 中 有 一 賢 于 
X87n1618_001:0147c11	長者。持標於指處插曰。建梵剎竟。時諸天散花相讚。	長 者 持 標 於 指 處 插 曰 建 梵 剎 竟 時 諸 天 散 花 相 讚 
X87n1618_001:0147c12	世尊甞與阿難行次。見一古佛塔。世尊便作禮。阿	世 尊 甞 與 阿 難 行 次 見 一 古 佛 塔 世 尊 便 作 禮 阿 
X87n1618_001:0147c13	難曰。此是甚麼人塔。世尊曰。過去諸佛塔。阿難曰。過	難 曰 此 是 甚 麼 人 塔 世 尊 曰 過去諸佛 塔 阿 難 曰 過 
X87n1618_001:0147c14	去諸佛。是甚麼人弟子。世尊曰。是吾弟子。阿難曰。應	去 諸 佛 是 甚 麼 人 弟 子 世 尊 曰 是 吾 弟 子 阿 難 曰 應 
X87n1618_001:0147c15	當如是。世尊因自恣日。文殊三處過夏。迦葉欲白	當 如 是 世 尊 因 自 恣 日 文 殊 三 處 過 夏 迦 葉 欲 白 
X87n1618_001:0147c16	椎擯出。纔拈椎。乃見百千萬億文殊。迦葉盡其神力。	椎 擯 出 纔 拈 椎 乃 見 百 千 萬 億 文 殊 迦 葉 盡 其 神 力 
X87n1618_001:0147c17	椎不能舉。世尊遂問迦葉。汝擬擯那个文殊。迦葉無	椎 不 能 舉 世 尊 遂 問 迦 葉 汝 擬 擯 那 个 文 殊 迦 葉 無 
X87n1618_001:0147c18	對(迦葉果神通。應把黃面老子先擯却)。城東有一老母。與佛同生。不	對 迦 葉 果 神 通 應 把 黃 面 老 子 先 擯 却 城 東 有 一 老 母 與 佛 同 生 不 
X87n1618_001:0147c19	欲見佛。每見佛來。即便回避。雖然如此。回顧東西。總	欲 見 佛 每 見 佛 來 即 便 回 避 雖 然 如 此 回 顧 東 西 總 
X87n1618_001:0147c20	皆是佛。遂以手掩面。乃至十指掌中。總皆是佛(老姥不欲	皆 是 佛 遂 以 手 掩 面 乃 至 十 指 掌 中 總 皆 是 佛 老 姥 不 欲 
X87n1618_001:0147c21	見佛。風平浪靜。東西總皆是佛。水漲船高)。世尊因文殊至諸佛集處。值	見 佛 風 平 浪 靜 東 西 總 皆 是 佛 水 漲 船 高 世 尊 因 文 殊 至 諸 佛 集 處 值 
X87n1618_001:0147c22	諸佛各還本處。唯有一女人。近於佛坐而入三昧。文	諸 佛 各 還 本 處 唯 有 一 女 人 近 於 佛 坐 而 入 三 昧 文 
X87n1618_001:0147c23	殊乃白佛。云何此人得近佛。而我不得。佛告文殊。汝	殊 乃 白 佛 云 何 此 人 得 近 佛 而 我 不 得 佛 告 文 殊 汝 
X87n1618_001:0147c24	但覺此女。令從三昧起。汝自問之。文殊繞女人三帀。	但 覺 此 女 令 從 三 昧 起 汝 自 問 之 文 殊 繞 女 人 三 帀 
X87n1618_001:0148a01	鳴指一下。乃托至梵天。盡其神力。而不能出。世尊曰。	鳴 指 一 下 乃 托 至 梵 天 盡 其 神 力 而 不 能 出 世 尊 曰 
X87n1618_001:0148a02	假使百千文殊。亦出此女人定不得。下方過四十二	假 使 百 千 文 殊 亦 出 此 女 人 定 不 得 下 方 過 四 十 二 
X87n1618_001:0148a03	恒河沙國土。有罔明菩薩。能出此女人定。須臾罔明	恒 河 沙 國 土 有 罔 明 菩 薩 能 出 此 女 人 定 須 臾 罔 明 
X87n1618_001:0148a04	大士從地湧出。作禮世尊。世尊敕罔明出。罔明却至	大 士 從 地 湧 出 作 禮 世 尊 世 尊 敕 罔 明 出 罔 明 却 至 
X87n1618_001:0148a05	女子前。鳴指一下。女子於是從定而出(出得出不得且置。作麼生	女 子 前 鳴 指 一 下 女 子 於 是 從 定 而 出 出 得 出 不 得 且 置 作 麼 生 
X87n1618_001:0148a06	是底定。摠之看破個中關棙子。了無一法異尋常○佛性天真事。誰云別有師。罔明彈指處。女子出禪時。不費	是 底 定 摠 之 看 破 個 中 關 棙 子 了 無 一 法 異 尋 常 佛 性 天 真 事 誰 云 別 有 師 罔 明 彈 指 處 女 子 出 禪 時 不 費 
X87n1618_001:0148a07	絲毫力。何曾動所思。眾生摠平等。日用自多疑)。殃崛摩羅。因持鉢至一長	絲 毫 力 何 曾 動 所 思 眾 生 摠 平 等 日 用 自 多 疑 殃 崛 摩 羅 因 持 鉢 至 一 長 
X87n1618_001:0148a08	者門。其家婦人。正值產難。長者曰。瞿曇弟子。汝為至	者 門 其 家 婦 人 正 值 產 難 長 者 曰 瞿 曇 弟 子 汝 為 至 
X87n1618_001:0148a09	聖。當有何法。能免產難。殃崛語長者曰。我乍入道。未	聖 當 有 何 法 能 免 產 難 殃 崛 語 長 者 曰 我 乍 入 道 未 
X87n1618_001:0148a10	知此法。待我回問世尊。却來相報。及返。具事白佛。佛	知 此 法 待 我 回 問 世 尊 却 來 相 報 及 返 具 事 白 佛 佛 
X87n1618_001:0148a11	告殃崛。汝速去報言。我從賢聖法來。未曾殺生。殃崛	告 殃 崛 汝 速 去 報 言 我 從 賢 聖 法 來 未 曾 殺 生 殃 崛 
X87n1618_001:0148a12	奉佛語。疾往告之。其婦得聞。當時分娩(佛不殺生。婦人分娩。日出	奉 佛 語 疾 往 告 之 其 婦 得 聞 當 時 分 娩 佛 不 殺 生 婦 人 分 娩 日 出 
X87n1618_001:0148a13	東山。月沉西畔○華陰山前百尺井。中有寒泉徹骨冷。誰家美人來照影。不照其餘照斜領)。世	東 山 月 沉 西 畔 華 陰 山 前 百 尺 井 中 有 寒 泉 徹 骨 冷 誰 家 美 人 來 照 影 不 照 其 餘 照 斜 領 世 
X87n1618_001:0148a14	尊一日因文殊在門外立。乃曰。文殊文殊。何不入門	尊 一 日 因 文 殊 在 門 外 立 乃 曰 文 殊 文 殊 何 不 入 門 
X87n1618_001:0148a15	來。文殊曰。我不見一法在門外。何以教我入門(門外入門	來 文 殊 曰 我 不 見 一 法 在 門 外 何 以 教 我 入 門 門 外 入 門 
X87n1618_001:0148a16	且置。喚甚麼作門)。無邊身菩薩。將竹杖。量世尊頂。丈六了。	且 置 喚 甚 麼 作 門 無 邊 身 菩 薩 將 竹 杖 量 世 尊 頂 丈 六 了 
X87n1618_001:0148a17	又丈六。量到梵天不見世尊頂。乃擲下竹杖。合掌說	又 丈 六 量 到 梵 天 不 見 世 尊 頂 乃 擲 下 竹 杖 合 掌 說 
X87n1618_001:0148a18	偈云。虗空無有邊。佛功德亦然。若有能量者。窮劫不	偈 云 虗 空 無 有 邊 佛 功 德 亦 然 若 有 能 量 者 窮 劫 不 
X87n1618_001:0148a19	可盡(無邊身不自量。而量世尊無盡頂。未免多此一重疑案)。世尊因乾闥婆	可 盡 無 邊 身 不 自 量 而 量 世 尊 無 盡 頂 未 免 多 此 一 重 疑 案 世 尊 因 乾 闥 婆 
X87n1618_001:0148a20	王獻樂。其時山河大地。皆作琴聲。迦葉起作舞。王問。	王 獻 樂 其 時 山 河 大 地 皆 作 琴 聲 迦 葉 起 作 舞 王 問 
X87n1618_001:0148a21	迦葉豈不是阿羅漢。諸漏已盡。何更有餘習。佛曰。實	迦 葉 豈 不 是 阿 羅 漢 諸漏已盡 何 更 有 餘 習 佛 曰 實 
X87n1618_001:0148a22	無餘習。莫謗法也。王又撫琴三徧。迦葉亦三度作舞。	無 餘 習 莫 謗 法 也 王 又 撫 琴 三 徧 迦 葉 亦 三 度 作 舞 
X87n1618_001:0148a23	王曰。迦葉作舞。豈不是習。佛曰。實不曾作舞。王曰。世	王 曰 迦 葉 作 舞 豈 不 是 習 佛 曰 實 不 曾 作 舞 王 曰 世 
X87n1618_001:0148a24	尊何得妄語。佛曰。不妄語。汝撫琴。山河大地木石。盡	尊 何 得 妄 語 佛 曰 不 妄 語 汝 撫 琴 山 河 大 地 木 石 盡 
X87n1618_001:0148b01	作琴聲。豈不是。王曰是。佛曰。迦葉亦復如是。所以實	作 琴 聲 豈 不 是 王 曰 是 佛 曰 迦 葉 亦復如是 所 以 實 
X87n1618_001:0148b02	不曾作舞。王乃信受(風鳴水響無非樂。法法全彰本現成)。世尊在第	不 曾 作 舞 王 乃 信 受 風 鳴 水 響 無 非 樂 法 法 全 彰 本 現 成 世 尊 在 第 
X87n1618_001:0148b03	六天。說大集經。敕他方此土人間天上。一切獰惡鬼	六 天 說 大 集 經 敕 他 方 此 土 人 間 天 上 一 切 獰 惡 鬼 
X87n1618_001:0148b04	神。悉皆輯會。受佛付囑。擁護正法。設有不赴者。四天	神 悉 皆 輯 會 受 佛 付 囑 擁 護 正 法 設 有 不 赴 者 四 天 
X87n1618_001:0148b05	門王。飛熱鐵輪追之令集。既集會已。無有不順佛敕	門 王 飛 熱 鐵 輪 追 之 令 集 既 集 會 已 無 有 不 順 佛 敕 
X87n1618_001:0148b06	者。各發弘誓。擁護正法。唯有一魔王。謂世尊曰。瞿曇。	者 各 發 弘 誓 擁 護 正 法 唯 有 一 魔 王 謂 世 尊 曰 瞿 曇 
X87n1618_001:0148b07	我待一切眾生成佛盡。眾生界空。無有眾生名字。我	我 待 一 切 眾 生 成 佛 盡 眾 生 界 空 無 有 眾 生 名 字 我 
X87n1618_001:0148b08	乃發菩提心(魔王魔王。認那個作菩提心。設使一切眾生成佛盡。眾生界空。無有眾生名字	乃 發菩提心 魔 王 魔 王 認 那 個 作 菩 提 心 設 使 一 切 眾 生 成 佛 盡 眾 生 界 空 無 有 眾 生 名 字 
X87n1618_001:0148b09	要發心也未許在)。世尊因靈山會上。五百比丘。得四禪定。	要 發 心 也 未 許 在 世 尊 因 靈 山 會 上 五 百 比 丘 得 四 禪 定 
X87n1618_001:0148b10	具五神通。未得法忍。以宿命智通。各各自見殺父害	具 五 神 通 未 得 法 忍 以 宿 命 智 通 各 各 自 見 殺 父 害 
X87n1618_001:0148b11	母。及諸重罪。于自心內。各各懷疑。于甚深法。不能證	母 及 諸 重 罪 于 自 心 內 各 各 懷 疑 于 甚 深 法 不 能 證 
X87n1618_001:0148b12	入。於是文殊承佛神力。遂手握利劒。持逼如來。世尊	入 於 是 文 殊 承佛神力 遂 手 握 利 劒 持 逼 如 來 世 尊 
X87n1618_001:0148b13	乃謂文殊曰。爾從本已來。無有我人。但以內心見有	乃 謂 文 殊 曰 爾 從 本 已 來 無 有 我 人 但 以 內 心 見 有 
X87n1618_001:0148b14	我人。內心起時。我必被害。即名為害。於是五百比丘。	我 人 內 心 起 時 我 必 被 害 即 名 為 害 於 是 五 百 比 丘 
X87n1618_001:0148b15	自悟本心。如夢如幻。于夢幻中。無有我人。乃至能生	自 悟 本 心 如 夢 如 幻 于 夢 幻 中 無 有 我 人 乃 至 能 生 
X87n1618_001:0148b16	所生父母。於是五百比丘。同讚歎曰。文殊大智士。深	所 生 父 母 於 是 五 百 比 丘 同 讚 歎 曰 文 殊 大 智 士 深 
