T85n2762_001:0261c03	勝鬘經疏	勝 鬘 經 疏 
T85n2762_001:0263c15	者。無貪心也。無厭足心者。愛見之悲化物不	者 無 貪 心 也 無 厭 足 心 者 愛 見 之 悲 化 物 不 
T85n2762_001:0263c16	普。上明無受便能通潤無罣故。言無厭足心	普 上 明 無 受 便 能 通 潤 無 罣 故 言 無 厭 足 心 
T85n2762_001:0263c17	也。無礙心者。斷除瞋恚和光化物故。言無	也 無 礙 心 者 斷 除 瞋 恚 和 光 化 物 故 言 無 
T85n2762_001:0263c18	礙心攝受眾生也。亦可不愛染心不同凡夫。	礙 心 攝 受 眾 生 也 亦 可 不 愛 染 心 不 同 凡 夫 
T85n2762_001:0263c19	無厭足心不同聲聞。大士兩忘之行故言無	無 厭 足 心 不 同 聲 聞 大 士 兩 忘 之 行 故 言 無 
T85n2762_001:0263c20	礙心也。領納前人在大乘位故。言攝受眾生	礙 心 也 領 納 前 人 在 大 乘 位 故 言 攝 受 眾 生 
T85n2762_001:0263c21	也。我從今日以下正明攝所上具眾生。幽繫	也 我 從 今 日 以 下 正 明 攝 所 上 具 眾 生 幽 繫 
T85n2762_001:0263c22	者。枷[鎖金+木]拘執等也。不能煩文略總說之。言種	者 枷 [鎖金木] 拘 執 等 也 不 能 煩 文 略 總 說 之 言 種 
T85n2762_001:0263c23	種危難也。必欲安穩者。令彼眾生免苦難也。	種 危 難 也 必 欲 安 穩 者 令 彼 眾 生 免 苦 難 也 
T85n2762_001:0263c24	以義饒益者。無父者慈悲蔭覆。無子者現為	以 義 饒 益 者 無 父 者 慈 悲 蔭 覆 無 子 者 現 為 
T85n2762_001:0263c25	僮僕資養。幽繫者。令脫枷[鎖金+木]之苦。疾病者使	僮 僕 資 養 幽 繫 者 令 脫 枷 [鎖金木] 之 苦 疾 病 者 使 
T85n2762_001:0263c26	彼天府調暢。以此四事益彼故。言以義饒益	彼 天 府 調 暢 以 此 四 事 益 彼 故 言 以 義 饒 益 
T85n2762_001:0263c27	也。亦可以大乘訓導令脫生死故。言以義饒	也 亦 可 以 大 乘 訓 導 令 脫 生 死 故 言 以 義 饒 
T85n2762_001:0263c28	益。此明攝善眾生救現在也。我從今日以下。	益 此 明 攝 善 眾 生 救 現 在 也 我 從 今 日 以 下 
T85n2762_001:0263c29	明惡眾生未來苦也。捕養者羅網飛禽故名	明 惡 眾 生 未 來 苦 也 捕 養 者 羅 網 飛 禽 故 名 
T85n2762_001:0264a01	為捕也。飲食走獸稱之曰養。眾惡律儀者。十	為 捕 也 飲 食 走 獸 稱 之 曰 養 眾 惡 律 儀 者 十 
T85n2762_001:0264a02	六惡律儀也。終不暫捨者。大士不離群生教	六 惡 律 儀 也 終 不 暫 捨 者 大 士 不 離 群 生 教 
T85n2762_001:0264a03	以大乘故言不暫捨也。我德力時者。眾生無	以 大 乘 故 言 不 暫 捨 也 我 德 力 時 者 眾 生 無 
T85n2762_001:0264a04	邊不可盡故。發願得法身力時也。菩薩為此	邊 不 可 盡 故 發 願 得 法 身 力 時 也 菩 薩 為 此 
T85n2762_001:0264a05	眾生不一故言彼彼也。見此眾生者。若惡人	眾 生 不 一 故 言 彼 彼 也 見 此 眾 生 者 若 惡 人 
T85n2762_001:0264a06	也。惡人降之則難故。言應折伏者而折伏	也 惡 人 降 之 則 難 故 言 應 折 伏 者 而 折 伏 
T85n2762_001:0264a07	之。善人屈之則易故。言而攝受之。何以故以	之 善 人 屈 之 則 易 故 言 而 攝 受 之 何 以 故 以 
T85n2762_001:0264a08	下釋正以降惡伏善故大乘在世。大乘在世	下 釋 正 以 降 惡 伏 善 故 大 乘 在 世 大 乘 在 世 
T85n2762_001:0264a09	則修善之。修善之者。天人充溢三途路塞。故	則 修 善 之 修 善 之 者 天 人 充 溢 三 途 路 塞 故 
T85n2762_001:0264a10	言減少。此明世間若值。於如來所轉法輪以	言 減 少 此 明 世 間 若 值 於 如 來 所 轉 法 輪 以 
T85n2762_001:0264a11	下。明出世行備見。是二稱種妙益故故攝不	下 明 出 世 行 備 見 是 二 稱 種 妙 益 故 故 攝 不 
T85n2762_001:0264a12	捨也。從世尊以下。第四明攝善法戒。萬行之	捨 也 從 世 尊 以 下 第 四 明 攝善法戒 萬 行 之 
T85n2762_001:0264a13	中願我在前故。且論願耳。攝受正法終不忘	中 願 我 在 前 故 且 論 願 耳 攝受正法 終 不 忘 
T85n2762_001:0264a14	失者。六度非躬曰正。可為心軌名法。解心相	失 者 六 度 非 躬 曰 正 可 為 心 軌 名 法 解 心 相 
T85n2762_001:0264a15	續言終不忘失。此明能願之心不忘失也。何	續 言 終 不 忘 失 此 明 能 願 之 心 不 忘 失 也 何 
T85n2762_001:0264a16	以故以下釋不得忘其願之心。若忘其能願	以 故 以 下 釋 不 得 忘 其 願 之 心 若 忘 其 能 願 
T85n2762_001:0264a17	之心。則忘所願大乘之法也。下覆悚相釋。若	之 心 則 忘 所 願 大 乘 之 法 也 下 覆 悚 相 釋 若 
T85n2762_001:0264a18	忘大乘之果則失波羅蜜妙因勝善也。下言	忘 大 乘 之 果 則 失 波 羅 蜜 妙 因 勝 善 也 下 言 
T85n2762_001:0264a19	忘波羅蜜者則不欲大乘者。前明忘因則為	忘 波 羅 蜜 者 則 不 欲 大 乘 者 前 明 忘 因 則 為 
T85n2762_001:0264a20	果。此明失因之。無能求之意故言不欲大乘	果 此 明 失 因 之 無 能 求 之 意 故 言 不 欲 大 乘 
T85n2762_001:0264a21	也。亦可正法為因大乘為果是總。波羅蜜是	也 亦 可 正 法 為 因 大 乘 為 果 是 總 波 羅 蜜 是 
T85n2762_001:0264a22	別也。若菩薩以下出彼忘失之人也。不決定	別 也 若 菩 薩 以 下 出 彼 忘 失 之 人 也 不 決 定 
T85n2762_001:0264a23	大乘者。菩薩亡其真解故言不決定大乘也。	大 乘 者 菩 薩 亡 其 真 解 故 言 不 決 定 大 乘 也 
T85n2762_001:0264a24	則不能得攝正法欲者。若無大解關心。於彼	則 不 能 得 攝 正 法 欲 者 若 無 大 解 關 心 於 彼 
T85n2762_001:0264a25	六度不生悕求之意故。言不能得攝正法欲	六 度 不 生 悕 求 之 意 故 言 不 能 得 攝 正 法 欲 
T85n2762_001:0264a26	也。下明其過。隨所樂入。縱情造惡。備涉六	也 下 明 其 過 隨 所 樂 入 縱 情 造 惡 備 涉 六 
T85n2762_001:0264a27	道受罪苦歎也。故言入永不堪任越凡成聖。	道 受 罪 苦 歎 也 故 言 入 永 不 堪 任 越 凡 成 聖 
T85n2762_001:0264a28	此明失出世勝樂即名衰也。我見如是惡罪	此 明 失 出 世 勝 樂 即 名 衰 也 我 見 如 是 惡 罪 
T85n2762_001:0264a29	重殊無邊故。言無量大過也。又見未來以下	重 殊 無 邊 故 言 無 量 大 過 也 又 見 未 來 以 下 
T85n2762_001:0264b01	出其不忘菩薩也。無量福者。翻上罪苦對前	出 其 不 忘 菩 薩 也 無 量 福 者 翻 上 罪 苦 對 前 
T85n2762_001:0264b02	衰損名之為利也。法主世尊以下。第三證信	衰 損 名 之 為 利 也 法 主 世 尊 以 下 第 三 證 信 
T85n2762_001:0264b03	也。所以明者。勝鬘受戒與時眾為軌。欲使諸	也 所 以 明 者 勝 鬘 受 戒 與 時 眾 為 軌 欲 使 諸 
T85n2762_001:0264b04	人防而行之。今此時會都無受戒者故須此	人 防 而 行 之 今 此 時 會 都 無 受 戒 者 故 須 此 
T85n2762_001:0264b05	文也。法主世尊現為我證者。如來能知勝鬘	文 也 法 主 世 尊 現 為 我 證 者 如 來 能 知 勝 鬘 
T85n2762_001:0264b06	如受而持。諸眾生惑重垢深故。言善根微薄。	如 受 而 持 諸 眾 生 惑 重 垢 深 故 言 善 根 微 薄 
T85n2762_001:0264b07	不能玄鑒事原表故言疑網也。以十大受以	不 能 玄 鑒 事 原 表 故 言 疑 網 也 以 十 大 受 以 
T85n2762_001:0264b08	下。出所疑之事。極難度故。勝鬘跡居凡下戒	下 出 所 疑 之 事 極 難 度 故 勝 鬘 跡 居 凡 下 戒 
T85n2762_001:0264b09	行高妙住極金剛故言極難度也。死生昏闇	行 高 妙 住 極 金 剛 故 言 極 難 度 也 死 生 昏 闇 
T85n2762_001:0264b10	慧目不開故名癡。惡積丘陵慧忍不揮故。言	慧 目 不 開 故 名 癡 惡 積 丘 陵 慧 忍 不 揮 故 言 
T85n2762_001:0264b11	非義饒益也。墜墮三途故不得安穩也。說誠	非 義 饒 益 也 墜 墮 三 途 故 不 得 安 穩 也 說 誠 
T85n2762_001:0264b12	實誓者。欲明事超意表。必須垂證言行相稱	實 誓 者 欲 明 事 超 意 表 必 須 垂 證 言 行 相 稱 
T85n2762_001:0264b13	故言誠實也。當雨天華出妙音聲者。要事須	故 言 誠 實 也 當 雨 天 華 出 妙 音 聲 者 要 事 須 
T85n2762_001:0264b14	除疑時眾所解故誓求此也。說是語時者。經	除 疑 時 眾 所 解 故 誓 求 此 也 說 是 語 時 者 經 
T85n2762_001:0264b15	眾序列也。空中雨華者。欲明勝鬘言行皆實	眾 序 列 也 空 中 雨 華 者 欲 明 勝 鬘 言 行 皆 實 
T85n2762_001:0264b16	故。神瑞致微遂其所說也。彼見妙華以下。時	故 神 瑞 致 微 遂 其 所 說 也 彼 見 妙 華 以 下 時 
T85n2762_001:0264b17	眾都瑞生解故疑心悉除。惑盡心悅故言喜	眾 都 瑞 生 解 故 疑 心 悉 除 惑 盡 心 悅 故 言 喜 
T85n2762_001:0264b18	勇也。而發願言以下。同事以生善故。言同	勇 也 而 發 願 言 以 下 同 事 以 生 善 故 言 同 
T85n2762_001:0264b19	其所行。世尊悉記以下結句也。	其 所 行 世 尊 悉 記 以 下 結 句 也 
T85n2762_001:0264b20	從爾時勝鬘以下三大願章。所以來者。前明	從 爾 時 勝 鬘 以 下 三 大 願 章 所 以 來 者 前 明 
T85n2762_001:0264b21	十受止惡之用。今此明三願。修善之行惡止	十 受 止 惡 之 用 今 此 明 三 願 修 善 之 行 惡 止 
T85n2762_001:0264b22	善行菩薩之常宜受戒發願大士之行則故明	善 行 菩 薩 之 常 宜 受 戒 發 願 大 士 之 行 則 故 明 
T85n2762_001:0264b23	之。亦可前明於行。此明發願。行願相資妙果	之 亦 可 前 明 於 行 此 明 發 願 行 願 相 資 妙 果 
T85n2762_001:0264b24	可會。若但有行無願行必孤。無行願必虛故。	可 會 若 但 有 行 無 願 行 必 孤 無 行 願 必 虛 故 
T85n2762_001:0264b25	先誓戒行於前發願於後也。就此章中有三	先 誓 戒 行 於 前 發 願 於 後 也 就 此 章 中 有 三 
T85n2762_001:0264b26	段明義。初明願方便。第二明願體。第三如來	段 明 義 初 明 願 方 便 第 二 明 願 體 第 三 如 來 
T85n2762_001:0264b27	述成。復於佛前者。前明止善。今明行善。善義	述 成 復 於 佛 前 者 前 明 止 善 今 明 行 善 善 義 
T85n2762_001:0264b28	是一。其號再章故言復也。此三玄期未來願。	是 一 其 號 再 章 故 言 復 也 此 三 玄 期 未 來 願 
T85n2762_001:0264b29	此作彼故言願也。以此實願者。行願相稱故	此 作 彼 故 言 願 也 以 此 實 願 者 行 願 相 稱 故 
T85n2762_001:0264c01	名三實。亦可前十受不虛。今三願無為故云	名 三 實 亦 可 前 十 受 不 虛 今 三 願 無 為 故 云 
T85n2762_001:0264c02	實也。安慰眾生者。大士修善為物離苦不壽	實 也 安 慰 眾 生 者 大 士 修 善 為 物 離 苦 不 壽 
T85n2762_001:0264c03	一已故。言安慰眾生也。以此善根者以下。第	一 已 故 言 安 慰 眾 生 也 以 此 善 根 者 以 下 第 
T85n2762_001:0264c04	二段初願明自行。第二明外化。第三明護法。	二 段 初 願 明 自 行 第 二 明 外 化 第 三 明 護 法 
T85n2762_001:0264c05	以此十受三願之善能與萬善作基故。言以	以 此 十 受 三 願 之 善 能 與 萬 善 作 基 故 言 以 
T85n2762_001:0264c06	此善根也。於一切生者。來生不一受形塵沙	此 善 根 也 於 一 切 生 者 來 生 不 一 受 形 塵 沙 
T85n2762_001:0264c07	故。言一切生也。亦可從性今身終至處住十	故 言 一 切 生 也 亦 可 從 性 今 身 終 至 處 住 十 
T85n2762_001:0264c08	稟形不一故。言一切生也。得正法智者。六度	稟 形 不 一 故 言 一 切 生 也 得 正 法 智 者 六 度 
T85n2762_001:0264c09	之中。獲彼無著勝解故。言得正法智。以此	之 中 獲 彼 無 著 勝 解 故 言 得 正 法 智 以 此 
T85n2762_001:0264c10	法智外化無罣而不疲厭故。言無厭足心也。	法 智 外 化 無 罣 而 不 疲 厭 故 言 無 厭 足 心 也 
T85n2762_001:0264c11	我於攝受正法以下。明護法之願。捨身命財	我 於 攝受正法 以 下 明 護 法 之 願 捨 身 命 財 
T85n2762_001:0264c12	暈降大乘自行化人惡生蒙益也。	暈 降 大 乘 自 行 化 人 惡 生 蒙 益 也 
T85n2762_001:0264c13	爾時世尊以下。第三述成。三願廣大備喻來	爾 時 世 尊 以 下 第 三 述 成 三 願 廣 大 備 喻 來 
T85n2762_001:0264c14	現。如一切色喻恒沙願。空界喻三大願。如	現 如 一 切 色 喻 恒 沙 願 空 界 喻 三 大 願 如 
T85n2762_001:0264c15	是菩薩恒沙願者。舍一切色三大願今入空	是 菩 薩 恒 沙 願 者 舍 一 切 色 三 大 願 今 入 空 
T85n2762_001:0264c16	界也。	界 也 
T85n2762_001:0264c17	爾時勝鬘以下。第四攝受章。所以來者。前明	爾 時 勝 鬘 以 下 第 四 攝 受 章 所 以 來 者 前 明 
T85n2762_001:0264c18	三願。是能求之心。今明所願之法故次明之。	三 願 是 能 求 之 心 今 明 所 願 之 法 故 次 明 之 
T85n2762_001:0264c19	亦可前章住下心弱三願廣濶乃攝恒沙。今	亦 可 前 章 住 下 心 弱 三 願 廣 濶 乃 攝 恒 沙 今 
T85n2762_001:0264c20	明住上解強一攝塵沙生彼萬德故次之耳。	明 住 上 解 強 一 攝 塵 沙 生 彼 萬 德 故 次 之 耳 
T85n2762_001:0264c21	就中凡者八段明義。從初訖有大利益明願	就 中 凡 者 八 段 明 義 從 初 訖 有 大 利 益 明 願 
T85n2762_001:0264c22	攝。第三承佛威神以下訖八萬四千法門明	攝 第 三 承佛威神 以 下 訖 八萬四千法門 明 
T85n2762_001:0264c23	行攝。第三雲水二喻明行願出生。第四從又	行 攝 第 三 雲 水 二 喻 明 行 願 出 生 第 四 從 又 
T85n2762_001:0264c24	如大地以下地藏二譬明人能出生也。第五	如 大 地 以 下 地 藏 二 譬 明 人 能 出 生 也 第 五 
T85n2762_001:0264c25	從攝受正法以下訖即波羅蜜明緣攝。第六	從 攝受正法 以 下 訖 即 波 羅 蜜 明 緣 攝 第 六 
T85n2762_001:0264c26	從勝鬘白佛以下訖之所瞻仰明因攝。第七	從 勝 鬘 白 佛 以 下 訖 之 所 瞻 仰 明 因 攝 第 七 
T85n2762_001:0264c27	從又善男子以下訖亦悉知見明護法。第八	從 又 善 男 子 以 下 訖 亦 悉 知 見 明 護 法 第 八 
T85n2762_001:0264c28	從爾時以下明述成也。承佛威神者。佛意欲	從 爾 時 以 下 明 述 成 也 承佛威神 者 佛 意 欲 
T85n2762_001:0264c29	使勝鬘宣唱大願。勝鬘應機而說故承佛威	使 勝 鬘 宣 唱 大 願 勝 鬘 應 機 而 說 故 承 佛 威 
T85n2762_001:0265a01	神也。空解關心生善為調。滅惡名伏。亦可住	神 也 空 解 關 心 生 善 為 調 滅 惡 名 伏 亦 可 住 
T85n2762_001:0265a02	上妙解不為相聞故言調伏也。行願相應故	上 妙 解 不 為 相 聞 故 言 調 伏 也 行 願 相 應 故 
T85n2762_001:0265a03	言真實。亦真實能行無異者。無異口中所說	言 真 實 亦 真 實 能 行 無 異 者 無 異 口 中 所 說 
T85n2762_001:0265a04	也。	也 
T85n2762_001:0265a05	佛告以下。上來明願之方便。自此以下正出	佛 告 以 下 上 來 明 願 之 方 便 自 此 以 下 正 出 
T85n2762_001:0265a06	願體。皆悉入於此一大願中者。此明勢力能	願 體 皆 悉 入 於 此 一 大 願 中 者 此 明 勢 力 能 
T85n2762_001:0265a07	生萬行。恒沙諸願皆悉入此願攝生列也。下	生 萬 行 恒 沙 諸 願 皆 悉 入 此 願 攝 生 列 也 下 
T85n2762_001:0265a08	指乎其體也。佛讚以下第三述成。說當理原	指 乎 其 體 也 佛 讚 以 下 第 三 述 成 說 當 理 原 
T85n2762_001:0265a09	善得其宜故即言善哉也。智慧者實慧。方便	善 得 其 宜 故 即 言 善 哉 也 智 慧 者 實 慧 方 便 
T85n2762_001:0265a10	者方便慧。實慧鑒遠理原其體難側故言甚	者 方 便 慧 實 慧 鑒 遠 理 原 其 體 難 側 故 言 甚 
T85n2762_001:0265a11	深。方便巧適應物而施故言微妙。汝已長夜	深 方 便 巧 適 應 物 而 施 故 言 微 妙 汝 已 長 夜 
T85n2762_001:0265a12	以下釋所以。二智深妙者。良由殖因既案方	以 下 釋 所 以 二 智 深 妙 者 良 由 殖 因 既 案 方 
T85n2762_001:0265a13	階。此二非深妙。如何生死閏暗故云長。無	階 此 二 非 深 妙 如 何 生 死 閏 暗 故 云 長 無 
T85n2762_001:0265a14	明昏暗稱之日夜。在生死長夜修彼妙因故	明 昏 暗 稱 之 日 夜 在 生 死 長 夜 修 彼 妙 因 故 
T85n2762_001:0265a15	言殖善本也。亦可明榮方行懃故云長夜也。	言 殖 善 本 也 亦 可 明 榮 方 行 懃 故 云 長 夜 也 
T85n2762_001:0265a16	來世眾生以下。上明二慧精妙。曠劫修因方	來 世 眾 生 以 下 上 明 二 慧 精 妙 曠 劫 修 因 方 
T85n2762_001:0265a17	剋。豈淺識所能知解。故言久種善根者乃能	剋 豈 淺 識 所 能 知 解 故 言 久 種 善 根 者 乃 能 
T85n2762_001:0265a18	解也。下明勝鬘所說同於四佛故淺識不解。	解 也 下 明 勝 鬘 所 說 同 於 四 佛 故 淺 識 不 解 
T85n2762_001:0265a19	亦可成善之言耳。如是我說攝受功德無邊	亦 可 成 善 之 言 耳 如 是 我 說 攝 受 功 德 無 邊 
T85n2762_001:0265a20	際者。欲明攝受正法自行無邊化人無極理	際 者 欲 明 攝受正法 自 行 無 邊 化 人 無 極 理 
T85n2762_001:0265a21	過言表故不得邊際。如來智慧辨才亦無邊	過 言 表 故 不 得 邊 際 如來智慧 辨 才 亦 無 邊 
T85n2762_001:0265a22	際者。拂於上言非是如來智照不周。但以方	際 者 拂 於 上 言 非 是 如 來 智 照 不 周 但 以 方 
