X25n0488_001:0282a06	 自序	 自 序 
X25n0488_001:0284c01	注脚。並經亦儘饒舌。予思楞嚴謂精覺妙明。非因	注 脚 並 經 亦 儘 饒 舌 予 思 楞 嚴 謂 精 覺 妙 明 非 因 
X25n0488_001:0284c02	非緣。亦非自然。則不惟教不必立。宗亦何有。然釋	非 緣 亦 非 自 然 則 不 惟 教 不 必 立 宗 亦 何 有 然 釋 
X25n0488_001:0284c03	迦升座。文殊舉棓。五百外道。見影而走。為何復有	迦 升 座 文 殊 舉 棓 五 百 外 道 見 影 而 走 為 何 復 有 
X25n0488_001:0284c04	許多言教。至三千五百餘卷。葢佛性人人所具。而	許 多 言 教 至 三 千 五 百 餘 卷 葢 佛 性 人 人 所 具 而 
X25n0488_001:0284c05	鈍根利根。萬有不同。故楞嚴又曰。理則頓悟。事非	鈍 根 利 根 萬 有 不 同 故 楞 嚴 又 曰 理 則 頓 悟 事 非 
X25n0488_001:0284c06	頓除。所以見道品後。畢竟又說修道。猶如中庸誠	頓 除 所 以 見 道 品 後 畢 竟 又 說 修 道 猶 如 中 庸 誠 
X25n0488_001:0284c07	明明誠。不可偏廢。乃有三無漏學。四種律儀等序。	明 明 誠 不 可 偏 廢 乃 有 三 無 漏 學 四 種 律 儀 等 序 
X25n0488_001:0284c08	以引進之。要之明覺雖圓。非言教不為功。時雨之	以 引 進 之 要 之 明 覺 雖 圓 非 言 教 不 為 功 時 雨 之 
X25n0488_001:0284c09	化。有其候也。若執途人而名之頓悟。彼岸焉得有	化 有 其 候 也 若 執 途 人 而 名 之 頓 悟 彼 岸 焉 得 有 
X25n0488_001:0284c10	許許跡耶。近日宗門。頗號極盛。而教法訖以不明。	許 許 跡 耶 近 日 宗 門 頗 號 極 盛 而 教 法 訖 以 不 明 
X25n0488_001:0284c11	良由取捷徑而厭勞功。究之捷取原無到岸。而厭	良 由 取 捷 徑 而 厭 勞 功 究 之 捷 取 原 無 到 岸 而 厭 
X25n0488_001:0284c12	勞徒自喪真。高者罔罔半生。盡成魔障。劣者緣塵	勞 徒 自 喪 真 高 者 罔 罔 半 生 盡 成 魔 障 劣 者 緣 塵 
X25n0488_001:0284c13	反縛。造業益深。故予茲集。務從粗淺訓詁。但使初	反 縛 造 業 益 深 故 予 茲 集 務 從 粗 淺 訓 詁 但 使 初 
X25n0488_001:0284c14	學易知。尋門得路。自能升堂入室。行積功深。自能	學 易 知 尋 門 得 路 自 能 升 堂 入 室 行 積 功 深 自 能 
X25n0488_001:0284c15	了空悟徹。不徒為言荃添蛇足。要使忘言者弗墜	了 空 悟 徹 不 徒 為 言 荃 添 蛇 足 要 使 忘 言 者 弗 墜 
X25n0488_001:0284c16	八無相。若大智龍象。衣中有珠。固無藉此螢照矣。	八 無 相 若 大 智 龍 象 衣 中 有 珠 固 無 藉 此 螢 照 矣 
X25n0488_001:0284c17	金經註家。無慮數百種。鈞天廣樂已張。何復須下	金 經 註 家 無 慮 數 百 種 鈞 天 廣 樂 已 張 何 復 須 下 
X25n0488_001:0284c18	里巴人。然有不能自已者。竊見從來註疏。皆以禪	里 巴 人 然 有 不 能 自 已 者 竊 見 從 來 註 疏 皆 以 禪 
X25n0488_001:0284c19	宗參話。舊德舉義。編綴成書。兼之昭明三十二分。	宗 參 話 舊 德 舉 義 編 綴 成 書 兼 之 昭 明 三 十 二 分 
X25n0488_001:0284c20	蔽錮眼光。即有翻脫窠臼。掃却畦町。而零雜瑣碎。	蔽 錮 眼 光 即 有 翻 脫 窠 臼 掃 却 畦 町 而 零 雜 瑣 碎 
X25n0488_001:0284c21	不求章脉。不辨前後淺深。故取義愈博而經旨愈	不 求 章 脉 不 辨 前 後 淺 深 故 取 義 愈 博 而 經 旨 愈 
X25n0488_001:0284c22	晦。夫舉義參話。猶儒家時文制萟也。隨拈一題。便	晦 夫 舉 義 參 話 猶 儒 家 時 文 制 萟 也 隨 拈 一 題 便 
X25n0488_001:0284c23	有一番議論。要非到家。不得本文真面目。譬之時	有 一 番 議 論 要 非 到 家 不 得 本 文 真 面 目 譬 之 時 
X25n0488_001:0284c24	萟摘段做講說。誰能理會題神書氣耶。予素性讀	萟 摘 段 做 講 說 誰 能 理 會 題 神 書 氣 耶 予 素 性 讀 
X25n0488_001:0285a01	書不喜註疏。故茲集。亦專取經文諷誦。潛思默悟	書 不 喜 註 疏 故 茲 集 亦 專 取 經 文 諷 誦 潛 思 默 悟 
X25n0488_001:0285a02	者數年。不意經中自有天然層級問答因緣。即彌	者 數 年 不 意 經 中 自 有 天 然 層 級 問 答 因 緣 即 彌 
X25n0488_001:0285a03	勒偈亦已指出。奈從來講家。因循成說。直取空相。	勒 偈 亦 已 指 出 奈 從 來 講 家 因 循 成 說 直 取 空 相 
X25n0488_001:0285a04	并彌勒偈語。亦多錯解。不知此經。原從有相說到	并 彌 勒 偈 語 亦 多 錯 解 不 知 此 經 原 從 有 相 說 到 
X25n0488_001:0285a05	空相。借須菩提三世異相之疑。說到三世一法之	空 相 借 須 菩 提 三 世 異 相 之 疑 說 到 三 世 一 法 之 
X25n0488_001:0285a06	無相。專在如來與佛有過去現在分別相。故十七	無 相 專 在 如 來 與 佛 有 過去現在 分 別 相 故 十 七 
X25n0488_001:0285a07	分後。空生重問佛法。而佛言無我法以破其異相。	分 後 空 生 重 問 佛 法 而 佛 言 無 我 法 以 破 其 異 相 
X25n0488_001:0285a08	今說者俱不致分別。所以後來種種疑竇。種種敲	今 說 者 俱 不 致 分 別 所 以 後 來 種 種 疑 竇 種 種 敲 
X25n0488_001:0285a09	剝。俱似重衍。相見如來之問。有四層。福德較勝之	剝 俱 似 重 衍 相 見 如 來 之 問 有 四 層 福 德 較 勝 之 
X25n0488_001:0285a10	例。有九級。拙者再四申理而不覺其冗。巧者曲意	例 有 九 級 拙 者 再 四 申 理 而 不 覺 其 冗 巧 者 曲 意 
X25n0488_001:0285a11	穿鑿而不覺其謬。將迦現一番問答。淺深源委。全	穿 鑿 而 不 覺 其 謬 將 迦 現 一 番 問 答 淺 深 源 委 全 
X25n0488_001:0285a12	然埋沒。譬之掩塞門路。夸言堂奧。豈是真見。此予	然 埋 沒 譬 之 掩 塞 門 路 夸 言 堂 奧 豈 是 真 見 此 予 
X25n0488_001:0285a13	所為不能自已也。今姑略標一二領要。取正法眼。	所 為 不 能 自 已 也 今 姑 略 標 一 二 領 要 取 正 法 眼 
X25n0488_001:0285a14	餘見說中。葢非徒好異以顯前人之疎。實恐因循	餘 見 說 中 葢 非 徒 好 異 以 顯 前 人 之 疎 實 恐 因 循 
X25n0488_001:0285a15	以重後人之誤耳。	以 重 後 人 之 誤 耳 
X25n0488_001:0285a16	如來。舊解但曰真性自如。如理而來。不指何人。說	如 來 舊 解 但 曰 真 性 自 如 如 理 而 來 不 指 何 人 說 
X25n0488_001:0285a17	者則謂佛即如來。如來即佛。經旨空相。何必分疏。	者 則 謂 佛 即 如 來 如 來 即 佛 經 旨 空 相 何 必 分 疏 
X25n0488_001:0285a18	予謂此是究竟實理。若詮註演說。則如來本釋迦	予 謂 此 是 究 竟 實 理 若 詮 註 演 說 則 如 來 本 釋 迦 
X25n0488_001:0285a19	佛因地法身號。乃過去相也。故此全經。須菩提所	佛 因 地 法 身 號 乃 過 去 相 也 故 此 全 經 須 菩 提 所 
X25n0488_001:0285a20	稱如來。意中實指佛。而佛却就因地答。故屢稱如	稱 如 來 意 中 實 指 佛 而 佛 却 就 因 地 答 故 屢 稱 如 
X25n0488_001:0285a21	來所說。如來常說。如來滅後。昔在燃燈佛所。與我	來 所 說 如 來 常 說 如來滅後 昔 在 燃 燈 佛 所 與 我 
X25n0488_001:0285a22	授記當得作佛。葢然燈亦號如來也。圓覺經文殊	授 記 當 得 作 佛 葢 然 燈 亦 號 如 來 也 圓 覺 經 文 殊 
X25n0488_001:0285a23	師利菩薩白佛言。大悲世尊。願為此會。說於如來	師 利 菩 薩 白 佛 言 大 悲 世 尊 願 為 此 會 說 於 如 來 
X25n0488_001:0285a24	本起因地法行。使未來眾生求大乘者。不墮邪見。	本 起 因 地 法 行 使 未 來 眾 生 求 大 乘 者 不 墮 邪 見 
X25n0488_001:0285b01	所謂因地。亦指過去。此經特省文耳。所以佛首答	所 謂 因 地 亦 指 過 去 此 經 特 省 文 耳 所 以 佛 首 答 
X25n0488_001:0285b02	降心。次答無住。又次答見如來。三問三答。前後圓	降 心 次 答 無 住 又 次 答 見 如 來 三 問 三 答 前 後 圓 
X25n0488_001:0285b03	徹。佛大法段。實止于此。要此乃千古如來相傳心	徹 佛 大 法 段 實 止 于 此 要 此 乃 千 古 如 來 相 傳 心 
X25n0488_001:0285b04	法。故佛亦自名為經。至五分以下。乃又因須菩提	法 故 佛 亦 自 名 為 經 至 五 分 以 下 乃 又 因 須 菩 提 
X25n0488_001:0285b05	問信心奉持。而推廣言之。曰無取。曰無說。曰無得。	問 信 心 奉 持 而 推 廣 言 之 曰 無 取 曰 無 說 曰 無 得 
X25n0488_001:0285b06	曰第一希有。曰忍辱布施。曰消滅罪業。皆不出降	曰 第一希有 曰 忍 辱 布 施 曰 消 滅 罪 業 皆 不 出 降 
X25n0488_001:0285b07	心修行無住無相之義。此予所謂如來法者。實指	心 修 行 無 住 無 相 之 義 此 予 所 謂 如 來 法 者 實 指 
X25n0488_001:0285b08	過去之如來也。然須菩提本以如來稱佛而佛不	過 去 之 如 來 也 然 須 菩 提 本 以 如 來 稱 佛 而 佛 不 
X25n0488_001:0285b09	自認。焉知佛與如來不別有法乎。於是十七分。又	自 認 焉 知 佛 與 如 來 不 別 有 法 乎 於 是 十 七 分 又 
X25n0488_001:0285b10	親切為現在祇園會中諸菩薩。問現在佛之法。佛	親 切 為 現 在 祇 園 會 中 諸 菩 薩 問 現 在 佛 之 法 佛 
X25n0488_001:0285b11	則以無我法破之。我字雖從四相中來。而語意實	則 以 無 我 法 破 之 我 字 雖 從 四 相 中 來 而 語 意 實 
X25n0488_001:0285b12	對照過去如來。然無我。正是我與如來無異相處。	對 照 過 去 如 來 然 無 我 正 是 我 與 如 來 無 異 相 處 
X25n0488_001:0285b13	故即以然燈授記作佛證之。又以三世心不可得	故 即 以 然 燈 授 記 作 佛 證 之 又 以 三 世 心 不 可 得 
X25n0488_001:0285b14	闡之。下又以佛與如來兩相比竝問之。葢至此。佛	闡 之 下 又 以 佛 與 如 來 兩 相 比 竝 問 之 葢 至 此 佛 
X25n0488_001:0285b15	始和盤托出。自認為如來。而須菩提亦了然佛即	始 和 盤 托 出 自 認 為 如 來 而 須 菩 提 亦 了 然 佛 即 
X25n0488_001:0285b16	如來。三世無二相矣。於是更將未來眾生。申問一	如 來 三 世 無 二 相 矣 於 是 更 將 未 來 眾 生 申 問 一 
X25n0488_001:0285b17	番。而三世一法。粲然大備。末後段段將佛與如來	番 而 三 世 一 法 粲 然 大 備 末 後 段 段 將 佛 與 如 來 
X25n0488_001:0285b18	三世竝勘到底。盡歸無相一法。此祇園會上問答	三 世 竝 勘 到 底 盡 歸 無 相 一 法 此 祇 園 會 上 問 答 
X25n0488_001:0285b19	因緣。真面目也。要自異相說到一相。故曰不一亦	因 緣 真 面 目 也 要 自 異 相 說 到 一 相 故 曰 不 一 亦 
X25n0488_001:0285b20	不異。由三世說到一法。故曰如是知。如是見。如是	不 異 由 三 世 說 到 一 法 故 曰 如 是 知 如 是 見 如 是 
X25n0488_001:0285b21	信解。不生法相。此正所謂三世如來也。今諸家混	信 解 不 生 法 相 此 正 所 謂 三 世 如 來 也 今 諸 家 混 
X25n0488_001:0285b22	混。不得不辨。	混 不 得 不 辨 
X25n0488_001:0285b23	四句偈。一切有為法四句是也。葢此偈乃自古流	四 句 偈 一 切 有 為 法 四 句 是 也 葢 此 偈 乃 自 古 流 
X25n0488_001:0285b24	傳之偈。人所稔聞稔知。故於末後出之。其義實包	傳 之 偈 人 所 稔 聞 稔 知 故 於 末 後 出 之 其 義 實 包 
X25n0488_001:0285c01	佛法全體。後人錯解有為法三字。但以一空詮之。	佛 法 全 體 後 人 錯 解 有 為 法 三 字 但 以 一 空 詮 之 
X25n0488_001:0285c02	又倒裝在後。故忽而疑之。不知佛法不墮一邊。楞	又 倒 裝 在 後 故 忽 而 疑 之 不 知 佛 法 不 墮 一 邊 楞 
X25n0488_001:0285c03	嚴曰。空心現前。長斷滅解。則有空魔入其心腑。乃	嚴 曰 空 心 現 前 長 斷 滅 解 則 有 空 魔 入 其 心 腑 乃 
X25n0488_001:0285c04	謗持戒。名為小乘。菩薩悟空。有何持犯。是人則破	謗 持 戒 名 為 小 乘 菩 薩 悟 空 有 何 持 犯 是 人 則 破 
X25n0488_001:0285c05	佛律儀。誤入人罪。當從淪墜。涅槃經曰。一切眾生。	佛 律 儀 誤 入 人 罪 當 從 淪 墜 涅 槃 經 曰 一 切 眾 生 
X25n0488_001:0285c06	不退佛性。名之為有。決定得故。智度論曰。無智人	不 退 佛 性 名 之 為 有 決 定 得 故 智 度 論 曰 無 智 人 
X25n0488_001:0285c07	聞空解脫門。不修功德。但欲得空。是為邪見。斷諸	聞 空解脫門 不 修 功 德 但 欲 得 空 是 為 邪 見 斷 諸 
X25n0488_001:0285c08	善根。葢由不得般若波羅蜜法故。入阿毗曇門。則	善 根 葢 由 不 得 般 若 波 羅 蜜 法 故 入 阿 毗 曇 門 則 
X25n0488_001:0285c09	墮有中。入空門。則墮無中。入蜫勒門。則墮有無中。	墮 有 中 入 空 門 則 墮 無 中 入 蜫 勒 門 則 墮 有 無 中 
X25n0488_001:0285c10	寶雲經曰。非無人故。名之曰空。但法自空。非色滅	寶 雲 經 曰 非 無 人 故 名 之 曰 空 但 法 自 空 非 色 滅 
X25n0488_001:0285c11	空。若以得空。而依于空。佛說是人。則為退墮。善男	空 若 以 得 空 而 依 于 空 佛 說 是 人 則 為 退 墮 善 男 
X25n0488_001:0285c12	子。寧起我見積如須彌山。莫以空見起增上慢。所	子 寧 起 我 見 積 如須彌山 莫 以 空 見 起增上慢 所 
X25n0488_001:0285c13	以者何。一切諸見。以空得脫。若起空見。則不可治。	以 者 何 一 切 諸 見 以 空 得 脫 若 起 空 見 則 不 可 治 
X25n0488_001:0285c14	故宗通曰。應云何住。所謂住者。非如凡夫住于相。	故 宗 通 曰 應 云 何 住 所 謂 住 者 非 如 凡 夫 住 于 相 
X25n0488_001:0285c15	亦非如二乘人住于空。乃住于真如實際。非假非	亦 非 如 二 乘 人 住 于 空 乃 住 于 真 如 實 際 非 假 非 
X25n0488_001:0285c16	空。中道諦也。云何降伏其心。所謂降伏者。非如凡	空 中 道 諦 也 云 何 降 伏 其 心 所 謂 降 伏 者 非 如 凡 
X25n0488_001:0285c17	夫所修。按伏六識。亦非如二乘所修。斷滅七識。乃	夫 所 修 按 伏 六 識 亦 非 如 二 乘 所 修 斷 滅 七 識 乃 
X25n0488_001:0285c18	八識心田。微細習氣。以真如熏之。令轉識成智。譬	八 識 心 田 微 細 習 氣 以 真 如 熏 之 令 轉 識 成 智 譬 
X25n0488_001:0285c19	降賊眾為良民。此正所謂有為法也。葢佛法實非	降 賊 眾 為 良 民 此 正 所 謂 有 為 法 也 葢 佛 法 實 非 
X25n0488_001:0285c20	一空所了。故全經皆從有法說到無法相。末後又	一 空 所 了 故 全 經 皆 從 有 法 說 到 無 法 相 末 後 又 
X25n0488_001:0285c21	明白說出。不作斷滅相。所以取喻六事。六事皆自	明 白 說 出 不 作 斷 滅 相 所 以 取 喻 六 事 六 事 皆 自 
X25n0488_001:0285c22	有入無。佛法亦自有為而入無為。故曰。一切有為	有 入 無 佛 法 亦 自 有 為 而 入 無 為 故 曰 一 切 有 為 
X25n0488_001:0285c23	法。若經中所謂降心。無住。信心。奉持。第一希有。忍	法 若 經 中 所 謂 降 心 無 住 信 心 奉 持 第一希有 忍 
X25n0488_001:0285c24	辱布施。應無住而生其心。成於忍。修一切善法。不	辱 布 施 應 無 住 而 生 其 心 成 於 忍 修 一 切 善 法 不 
X25n0488_001:0286a01	作斷滅相。持於此經。為人演說。皆所謂有為法也。	作 斷 滅 相 持 於 此 經 為 人 演 說 皆 所 謂 有 為 法 也 
X25n0488_001:0286a02	而皆底于無法相。故曰應作如是觀。此即所謂無	而 皆 底 于 無 法 相 故 曰 應 作 如 是 觀 此 即 所 謂 無 
X25n0488_001:0286a03	餘涅槃。乃真空也。今說者將有為法三字。誤作眾	餘 涅 槃 乃 真 空 也 今 說 者 將 有 為 法 三 字 誤 作 眾 
X25n0488_001:0286a04	生界內遷流造作等解。不思彌勒偈曰。於有為法	生 界 內 遷 流 造 作 等 解 不 思 彌 勒 偈 曰 於 有 為 法 
X25n0488_001:0286a05	中。得無垢自在。明明指出中字。得字。若舍法而求	中 得 無 垢 自 在 明 明 指 出 中 字 得 字 若 舍 法 而 求 
X25n0488_001:0286a06	空。乃頑空。非真空矣。豈此偈正義耶。予看一部金	空 乃 頑 空 非 真 空 矣 豈 此 偈 正 義 耶 予 看 一 部 金 
X25n0488_001:0286a07	經。千言萬語說來。只了得此偈此義。故將何以故	經 千 言 萬 語 說 來 只 了 得 此 偈 此 義 故 將 何 以 故 
X25n0488_001:0286a08	一句接出。明是憲章祖述。相傳要訣。乃有謂二十	一 句 接 出 明 是 憲 章 祖 述 相 傳 要 訣 乃 有 謂 二 十 
X25n0488_001:0286a09	六分四句者。不悟二十六分。上文有爾時世尊而	六 分 四 句 者 不 悟 二 十 六 分 上 文 有 爾 時 世 尊 而 
X25n0488_001:0286a10	說偈言等字。則為世尊問答間。一時所唱可知。何	說 偈 言 等 字 則 為 世 尊 問 答 間 一 時 所 唱 可 知 何 
X25n0488_001:0286a11	得預先道著。況二十六分後。獨不可持誦演說乎。	得 預 先 道 著 況 二 十 六 分 後 獨 不 可 持 誦 演 說 乎 
X25n0488_001:0286a12	又有謂我相人相四句者。不知釋偈原有體裁四	又 有 謂 我 相 人 相 四 句 者 不 知 釋 偈 原 有 體 裁 四 
X25n0488_001:0286a13	種。一阿耨窣覩婆。二伽陀。三祗夜。四縕駄南。初皆	種 一 阿 耨 窣 覩 婆 二 伽 陀 三 祗 夜 四 縕 駄 南 初 皆 
X25n0488_001:0286a14	以三十二字為一偈。葢即古體四言八句也。後漸	以 三 十 二 字 為 一 偈 葢 即 古 體 四 言 八 句 也 後 漸 
X25n0488_001:0286a15	變而或五言。或七言。則偈自有偈體。若四相等句	變 而 或 五 言 或 七 言 則 偈 自 有 偈 體 若 四 相 等 句 
X25n0488_001:0286a16	為偈。何處不可為偈。而但稱四句乎。至有以金剛	為 偈 何 處 不 可 為 偈 而 但 稱 四 句 乎 至 有 以 金 剛 
