T52n2110_001:0489c14	辯正論序	辯 正 論 序 
T52n2110_001:0491b23	燕默之餘。顧謂僕曰。世不達者多相是非。以	燕 默 之 餘 顧 謂 僕 曰 世 不 達 者 多 相 是 非 以 
T52n2110_001:0491b24	是其所是。而非其所不是。不非其所非。而非	是 其 所 是 而 非 其 所 不 是 不 非 其 所 非 而 非 
T52n2110_001:0491b25	其所不非。此則是其所非。而非彼所是矣。夫	其 所 不 非 此 則 是 其 所 非 而 非 彼 所 是 矣 夫 
T52n2110_001:0491b26	論儒之教也。意在居家理治長幼順序。在上	論 儒 之 教 也 意 在 居 家 理 治 長 幼 順 序 在 上 
T52n2110_001:0491b27	不驕為下不亂。臣子盡其忠孝。僕妾竭其歡	不 驕 為 下 不 亂 臣 子 盡 其 忠 孝 僕 妾 竭 其 歡 
T52n2110_001:0491b28	心。大則配天祀帝尊親享祖。欲使天地昭察	心 大 則 配 天 祀 帝 尊 親 享 祖 欲 使 天 地 昭 察 
T52n2110_001:0491b29	鬼神効靈。災害不興禍亂不作。小則就利乘	鬼 神 効 靈 災 害 不 興 禍 亂 不 作 小 則 就 利 乘 
T52n2110_001:0491c01	時謹身節用。施政閨門之內。流恩僕隷之下。	時 謹 身 節 用 施 政 閨 門 之 內 流 恩 僕 隷 之 下 
T52n2110_001:0491c02	咸奉其事各得其宜也。道之教也。言萬物之	咸 奉 其 事 各 得 其 宜 也 道 之 教 也 言 萬 物 之 
T52n2110_001:0491c03	所以生。至功之所以成。必生乎無形由乎無	所 以 生 至 功 之 所 以 成 必 生 乎 無 形 由 乎 無 
T52n2110_001:0491c04	名。然而無形無名者萬物之宗也。敘道則為	名 然 而 無 形 無 名 者 萬 物 之 宗 也 敘 道 則 為 
T52n2110_001:0491c05	始為母。談教則有徼有妙。是以元始拱默於	始 為 母 談 教 則 有 徼 有 妙 是 以 元 始 拱 默 於 
T52n2110_001:0491c06	金臺。太上垂衣於紫殿。遣二真以導俗。命五	金 臺 太 上 垂 衣 於 紫 殿 遣 二 真 以 導 俗 命 五 
T52n2110_001:0491c07	老以披圖。履幽而明抱一而貞。寂魄乎大羅。	老 以 披 圖 履 幽 而 明 抱 一 而 貞 寂 魄 乎 大 羅 
T52n2110_001:0491c08	偃仰乎太清。然後設無為之化。行不言之教。	偃 仰 乎 太 清 然 後 設 無 為 之 化 行 不 言 之 教 
T52n2110_001:0491c09	布黃庭紫府之文。授金版銀繩之籙。玄霜絳	布 黃 庭 紫 府 之 文 授 金 版 銀 繩 之 籙 玄 霜 絳 
T52n2110_001:0491c10	雪之妙。玉液雲英之奇。九雲明鏡之華。八	雪 之 妙 玉 液 雲 英 之 奇 九 雲 明 鏡 之 華 八 
T52n2110_001:0491c11	練神丹之彩。足以還年却老。足以羽駕長生。	練 神 丹 之 彩 足 以 還 年 却 老 足 以 羽 駕 長 生 
T52n2110_001:0491c12	遊閬苑而忘歸。沐咸池而不返。乍披褐於閶	遊 閬 苑 而 忘 歸 沐 咸 池 而 不 返 乍 披 褐 於 閶 
T52n2110_001:0491c13	闔。或控鶴於蓬萊。靜慮姑射之阿。思微崆峒	闔 或 控 鶴 於 蓬 萊 靜 慮 姑 射 之 阿 思 微 崆 峒 
T52n2110_001:0491c14	之上。與天地而遐久。共陰陽而晦明。佛之教	之 上 與 天 地 而 遐 久 共 陰 陽 而 晦 明 佛 之 教 
T52n2110_001:0491c15	也。大矣哉。牢籠華藏。出九重圓蓋之表。照灼	也 大 矣 哉 牢 籠 華 藏 出 九 重 圓 蓋 之 表 照 灼 
T52n2110_001:0491c16	雲臺。吞八維方質之外。非色妙色。流光混元	雲 臺 吞 八 維 方 質 之 外 非 色 妙 色 流 光 混 元 
T52n2110_001:0491c17	之前。分身化身。列影太虛之始。故以旁薄	之 前 分 身 化 身 列 影 太 虛 之 始 故 以 旁 薄 
T52n2110_001:0491c18	而造陰陽。鑪錘以成天地。大象之象。含育	而 造 陰 陽 鑪 錘 以 成 天 地 大 象 之 象 含 育 
T52n2110_001:0491c19	於四象。剛材之材。通運於五材。玉衡轉眇	於 四 象 剛 材 之 材 通 運 於 五 材 玉 衡 轉 眇 
T52n2110_001:0491c20	眇乎。不測其機。合璧懸茫茫乎。熟詳其化。	眇 乎 不 測 其 機 合 璧 懸 茫 茫 乎 熟 詳 其 化 
T52n2110_001:0491c21	不皦不昧惟微惟彰。統眾聖之靈府。赴群生	不 皦 不 昧 惟 微 惟 彰 統 眾 聖 之 靈 府 赴 群 生 
T52n2110_001:0491c22	之嘉會也。於是出火宅而御三車。入愛河而	之 嘉 會 也 於 是 出 火 宅 而 御 三 車 入 愛 河 而 
T52n2110_001:0491c23	揮八棹現希有事。豈獨菴羅樹園。說不思議。	揮 八 棹 現 希 有 事 豈 獨 菴 羅 樹 園 說 不 思 議 
T52n2110_001:0491c24	非但摩伽陀國。種種方便一一慈悲。破生死	非 但 摩伽陀國 種 種 方 便 一 一 慈 悲 破 生 死 
T52n2110_001:0491c25	之樊籠。濟涅槃之彼岸。莫不意珠騰曜智炬	之 樊 籠 濟 涅 槃 之 彼 岸 莫 不 意 珠 騰 曜 智 炬 
T52n2110_001:0491c26	凝輝。總納百川。濬東溟之在地。綱維萬象。	凝 輝 總 納 百 川 濬 東 溟 之 在 地 綱 維 萬 象 
T52n2110_001:0491c27	逾北極之居天。寧與高下相傾儒墨交競。誠	逾 北 極 之 居 天 寧 與 高 下 相 傾 儒 墨 交 競 誠 
T52n2110_001:0491c28	固推之於真際。反之於玄源。玄源也者。則境	固 推 之 於 真 際 反 之 於 玄 源 玄 源 也 者 則 境 
T52n2110_001:0491c29	智俱亡。真際也者。則權實斯泯。大宣究竟之	智 俱 亡 真 際 也 者 則 權 實 斯 泯 大 宣 究 竟 之 
T52n2110_001:0492a01	旨。普運神通之力。尋其善巧謳和之致。陶	旨 普 運 神 通 之 力 尋 其 善 巧 謳 和 之 致 陶 
T52n2110_001:0492a02	鈞負荷之功。造化無以方。日用莫能擬。足	鈞 負 荷 之 功 造 化 無 以 方 日 用 莫 能 擬 足 
T52n2110_001:0492a03	以括囊四大超忽三景。子當書紳以自鏡	以 括 囊 四 大 超 忽 三 景 子 當 書 紳 以 自 鏡 
T52n2110_001:0492a04	也。	也 
T52n2110_001:0492a05	公子曰。美則美矣。疑且疑焉。夫能匡社稷者	公 子 曰 美 則 美 矣 疑 且 疑 焉 夫 能 匡 社 稷 者 
T52n2110_001:0492a06	莫過懷忠。養至親者莫過奉孝。經天地者莫	莫 過 懷 忠 養 至 親 者 莫 過 奉 孝 經 天 地 者 莫 
T52n2110_001:0492a07	過修文。定禍亂者莫過講武。安上下者莫過	過 修 文 定 禍 亂 者 莫 過 講 武 安 上 下 者 莫 過 
T52n2110_001:0492a08	弘禮。移風俗者莫過習樂。此固皇王之要訓。	弘 禮 移 風 俗 者 莫 過 習 樂 此 固 皇 王 之 要 訓 
T52n2110_001:0492a09	亦治道之大方。維摩竭慈悲之談。厲鄉垂	亦 治 道 之 大 方 維 摩 竭 慈 悲 之 談 厲 鄉 垂 
T52n2110_001:0492a10	道德之論。未為濟世之急。猶涉木雁之詞。非	道 德 之 論 未 為 濟 世 之 急 猶 涉 木 雁 之 詞 非 
T52n2110_001:0492a11	唯僕之未賓。抑亦賢之同去通人曰。訥言	唯 僕 之 未 賓 抑 亦 賢 之 同 去 通 人 曰 訥 言 
T52n2110_001:0492a12	敏行君子所稱。無以己之寡聞取況於典論。	敏 行 君 子 所 稱 無 以 己 之 寡 聞 取 況 於 典 論 
T52n2110_001:0492a13	子不聞魯侯之誡乎。無多言無多事。多言多	子 不 聞 魯 侯 之 誡 乎 無 多 言 無 多 事 多 言 多 
T52n2110_001:0492a14	害。多事多患。若事親殉主則以忠孝為初。遠	害 多 事 多 患 若 事 親 殉 主 則 以 忠 孝 為 初 遠 
T52n2110_001:0492a15	害全身則以道德居始。利生救苦則以慈悲	害 全 身 則 以 道 德 居 始 利 生 救 苦 則 以 慈 悲 
T52n2110_001:0492a16	統源。奉孝懷忠可以全家國。行道立德可以	統 源 奉 孝 懷 忠 可 以 全 家 國 行 道 立 德 可 以 
T52n2110_001:0492a17	播身名。興慈運悲可以濟群品。濟群品則恩	播 身 名 興 慈 運 悲 可 以 濟 群 品 濟 群 品 則 恩 
T52n2110_001:0492a18	均六趣。播身名止榮被一門。全家國乃功包	均 六 趣 播 身 名 止 榮 被 一 門 全 家 國 乃 功 包 
T52n2110_001:0492a19	九合。故忠孝為訓俗之教。道德為持身之術。	九 合 故 忠 孝 為 訓 俗 之 教 道 德 為 持 身 之 術 
T52n2110_001:0492a20	慈悲蓋育物之行。亦猶天有三光鼎有三足。	慈 悲 蓋 育 物 之 行 亦 猶 天 有 三 光 鼎 有 三 足 
T52n2110_001:0492a21	各稱其德並著其功。遵而奉之。可以致嘉祐	各 稱 其 德 並 著 其 功 遵 而 奉 之 可 以 致 嘉 祐 
T52n2110_001:0492a22	也。	也 
T52n2110_001:0492a23	公子曰。前漢藝文志云。全身保國凡有九	公 子 曰 前 漢 藝 文 志 云 全 身 保 國 凡 有 九 
T52n2110_001:0492a24	流。一曰儒流。謂順陰陽陳教化。述唐虞之政。	流 一 曰 儒 流 謂 順 陰 陽 陳 教 化 述 唐 虞 之 政 
T52n2110_001:0492a25	宗伸尼之道也。二曰道流。謂守弱自卑。陳	宗 伸 尼 之 道 也 二 曰 道 流 謂 守 弱 自 卑 陳 
T52n2110_001:0492a26	堯舜揖讓之德。明南面為政之術。奉易之謙	堯 舜 揖 讓 之 德 明 南 面 為 政 之 術 奉 易 之 謙 
T52n2110_001:0492a27	謙也。三曰陰陽流。謂順天歷象敬授民時	謙 也 三 曰 陰 陽 流 謂 順 天 歷 象 敬 授 民 時 
T52n2110_001:0492a28	也。四曰法流。謂明賞勅法以助禮制也。五曰	也 四 曰 法 流 謂 明 賞 勅 法 以 助 禮 制 也 五 曰 
T52n2110_001:0492a29	名流。謂正名列位言順事成也。六曰墨流。謂	名 流 謂 正 名 列 位 言 順 事 成 也 六 曰 墨 流 謂 
T52n2110_001:0492b01	清廟宗祀養老施惠也。七曰縱橫流。謂受命	清 廟 宗 祀 養 老 施 惠 也 七 曰 縱 橫 流 謂 受 命 
T52n2110_001:0492b02	使乎專對權事也。八曰雜流。謂兼儒墨之	使 乎 專 對 權 事 也 八 曰 雜 流 謂 兼 儒 墨 之 
T52n2110_001:0492b03	銓。含名法之訓。知國大體事無不貫也。九	銓 含 名 法 之 訓 知 國 大 體 事 無 不 貫 也 九 
T52n2110_001:0492b04	曰農流。謂勸勵耕桑備陳食貨也。遵其道可	曰 農 流 謂 勸 勵 耕 桑 備 陳 食 貨 也 遵 其 道 可 
T52n2110_001:0492b05	以安庶品。行其事可以利國家。為政備矣。於	以 安 庶 品 行 其 事 可 以 利 國 家 為 政 備 矣 於 
T52n2110_001:0492b06	民足矣。縱先生通方之說。右學盡善之詞。	民 足 矣 縱 先 生 通 方 之 說 右 學 盡 善 之 詞 
T52n2110_001:0492b07	恐類風牛不相及也。	恐 類 風 牛 不 相 及 也 
T52n2110_001:0492b08	通人曰。觀一可以知百。覩此足以明彼。但	通 人 曰 觀 一 可 以 知 百 覩 此 足 以 明 彼 但 
T52n2110_001:0492b09	佛教沖曠名義弘多。總而言之具有玄錄。今	佛 教 沖 曠 名 義 弘 多 總 而 言 之 具 有 玄 錄 今 
T52n2110_001:0492b10	為吾子略舉大猷。自祥雲散空瑞蓮現海。半	為 吾 子 略 舉 大 猷 自 祥 雲 散 空 瑞 蓮 現 海 半 
T52n2110_001:0492b11	滿之門洞啟。空有之策兼揚。毘城有迴情入	滿 之 門 洞 啟 空 有 之 策 兼 揚 毘 城 有 迴 情 入 
T52n2110_001:0492b12	法之謨。靈山有攝末歸本之訓。在用如水分	法 之 謨 靈 山 有 攝 末 歸 本 之 訓 在 用 如 水 分 
T52n2110_001:0492b13	千月。為體若鏡鑒萬形。斬籌含識共蔭慈雲。	千 月 為 體 若 鏡 鑒 萬 形 斬 籌 含 識 共 蔭 慈 雲 
T52n2110_001:0492b14	塵沙佛土咸霑甘露。及收光白[疊*毛]韜影提河。	塵 沙 佛 土 咸 霑 甘 露 及 收 光 白 [疊毛] 韜 影 提 河 
T52n2110_001:0492b15	於是乎五百應供搖象扇而聞持。八萬修多	於 是 乎 五 百 應 供 搖 象 扇 而 聞 持 八 萬 修 多 
T52n2110_001:0492b16	拂龍床而器寫。珠函寶印既溢王宮。貝葉梵	拂 龍 床 而 器 寫 珠 函 寶 印 既 溢 王 宮 貝 葉 梵 
T52n2110_001:0492b17	文還盈海藏。昇堂萬計兢[汱大+木]身田。負牆百億	文 還 盈 海 藏 昇 堂 萬 計 兢 [汱大木] 身 田 負 牆 百 億 
T52n2110_001:0492b18	爭開心樹。爰至摩騰入洛僧會遊吳。遠流法	爭 開 心 樹 爰 至 摩 騰 入 洛 僧 會 遊 吳 遠 流 法 
T52n2110_001:0492b19	鼓之音。俱傳慧風之業。以類相聚亦有九流。	鼓 之 音 俱 傳 慧 風 之 業 以 類 相 聚 亦 有 九 流 
T52n2110_001:0492b20	顯其嘉名稱為九籙。一曰真詮。二曰權旨。	顯 其 嘉 名 稱 為 九 籙 一 曰 真 詮 二 曰 權 旨 
T52n2110_001:0492b21	三曰戒品。四曰禪門。五曰呪術。六曰論部。	三 曰 戒 品 四 曰 禪 門 五 曰 呪 術 六 曰 論 部 
T52n2110_001:0492b22	七曰注解。八曰章疏。九曰傳記。言真詮者。蓋	七 曰 注 解 八 曰 章 疏 九 曰 傳 記 言 真 詮 者 蓋 
T52n2110_001:0492b23	方等之中心。諸佛之要觀也。事無不統理無	方 等 之 中 心 諸 佛 之 要 觀 也 事 無 不 統 理 無 
T52n2110_001:0492b24	不窮。其言巧妙其義深遠。包十仙之奧行。總	不 窮 其 言 巧 妙 其 義 深 遠 包 十 仙 之 奧 行 總 
T52n2110_001:0492b25	八藏之玄文。緣覺涉求迷同汎海。聲聞在聽	八 藏 之 玄 文 緣 覺 涉 求 迷 同 汎 海 聲 聞 在 聽 
T52n2110_001:0492b26	恍若闚天。此華嚴之引致也。裂見網之宏	恍 若 闚 天 此 華 嚴 之 引 致 也 裂 見 網 之 宏 
T52n2110_001:0492b27	宗。破邪軍之要術。珠清濁水藥現深叢。迷亂	宗 破 邪 軍 之 要 術 珠 清 濁 水 藥 現 深 叢 迷 亂 
T52n2110_001:0492b28	乳之色既分。迴天之醉俄醒。樂民剋滿常	乳 之 色 既 分 迴 天 之 醉 俄 醒 樂 民 剋 滿 常 
T52n2110_001:0492b29	果仍圓。斯涅槃之極旨也。三獸混迹一乘總	果 仍 圓 斯 涅 槃 之 極 旨 也 三 獸 混 迹 一 乘 總 
T52n2110_001:0492c01	轡。衣珠已現髻寶仍傳。十無上之冲規。四	轡 衣 珠 已 現 髻 寶 仍 傳 十 無 上 之 冲 規 四 
T52n2110_001:0492c02	安樂之妙行。鑑多寶之所為。悟長者之本心。	安 樂 之 妙 行 鑑 多 寶 之 所 為 悟 長 者 之 本 心 
T52n2110_001:0492c03	迺法華之會歸也。布此十如冥茲四絕。即色	迺 法 華 之 會 歸 也 布 此 十 如 冥 茲 四 絕 即 色 
T52n2110_001:0492c04	非色離名無名。昭昭乎汎六度之舟。瀰瀰焉	非 色 離 名 無 名 昭 昭 乎 汎 六 度 之 舟 瀰 瀰 焉 
T52n2110_001:0492c05	登三空之岸。謂般若之玄鋒也。理之包舉在	登 三 空 之 岸 謂 般 若 之 玄 鋒 也 理 之 包 舉 在 
T52n2110_001:0492c06	此四焉。	此 四 焉 
T52n2110_001:0492c07	權旨者。世雄方便之教也。誘五濁之眾。逗	權 旨 者 世 雄 方 便 之 教 也 誘 五 濁 之 眾 逗 
T52n2110_001:0492c08	三乘之機。接疲侶而置化城。引窮子而持糞	三 乘 之 機 接 疲 侶 而 置 化 城 引 窮 子 而 持 糞 
T52n2110_001:0492c09	器。如來歿後迦葉集經。所謂四種阿含八部	器 如 來 歿 後 迦 葉 集 經 所 謂 四 種 阿 含 八 部 
T52n2110_001:0492c10	譬喻。本生本事之旨。貫華散華之談。王宗之	譬 喻 本 生 本 事 之 旨 貫 華 散 華 之 談 王 宗 之 
T52n2110_001:0492c11	所分判。安叡之所編錄。為緣散說部袠彌多。	所 分 判 安 叡 之 所 編 錄 為 緣 散 說 部 袠 彌 多 
T52n2110_001:0492c12	言戒品者。代佛之為師。訓僧之令範也。亦	言 戒 品 者 代 佛 之 為 師 訓 僧 之 令 範 也 亦 
T52n2110_001:0492c13	出必由戶濟剋待舟。蓋萬善之梯基。五乘之	出 必 由 戶 濟 剋 待 舟 蓋 萬 善 之 梯 基 五 乘 之 
T52n2110_001:0492c14	脚足也。或約時約處隨事隨根。致有七聚別	脚 足 也 或 約 時 約 處 隨 事 隨 根 致 有 七 聚 別 
T52n2110_001:0492c15	名五篇殊旨。開遮之說既異。輕重之相靡同。	名 五 篇 殊 旨 開 遮 之 說 既 異 輕 重 之 相 靡 同 
T52n2110_001:0492c16	天竺流行乃分五部。中華傳習今有四焉。迦	天 竺 流 行 乃 分 五 部 中 華 傳 習 今 有 四 焉 迦 
T52n2110_001:0492c17	葉創其綱維。崛多分其條貫。教訓正俗。既非	葉 創 其 綱 維 崛 多 分 其 條 貫 教 訓 正 俗 既 非 
T52n2110_001:0492c18	禮不成。滅惡生善。亦非戒不剋。佛在住持	禮 不 成 滅 惡 生 善 亦 非 戒 不 剋 佛 在 住 持 
T52n2110_001:0492c19	爰因憍梵。滅後傳授實啟波離。寔三業之司	爰 因 憍 梵 滅 後 傳 授 實 啟 波 離 寔 三 業 之 司 
T52n2110_001:0492c20	辰。乃六根之御史也。言禪門者。三學修心之	辰 乃 六 根 之 御 史 也 言 禪 門 者 三 學 修 心 之 
T52n2110_001:0492c21	紀也。能為得聖之因。最稱盡漏之要。是以聲	紀 也 能 為 得 聖 之 因 最 稱 盡 漏 之 要 是 以 聲 
T52n2110_001:0492c22	聞繫想則水淨心池。菩薩熏修則華開意樹。	聞 繫 想 則 水 淨 心 池 菩 薩 熏 修 則 華 開 意 樹 
T52n2110_001:0492c23	禪能發慧佛有誠言。四等六通。憩禪林而始	禪 能 發 慧 佛 有 誠 言 四 等 六 通 憩 禪 林 而 始 
T52n2110_001:0492c24	就。八除十入。依定窟而方成。智度論云。以禪	就 八 除 十 入 依 定 窟 而 方 成 智 度 論 云 以 禪 
T52n2110_001:0492c25	定力服智慧藥。得神通已還化眾生。況復置	定 力 服 智 慧 藥 得 神 通 已 還 化 眾 生 況 復 置 
T52n2110_001:0492c26	世界於一毛。凝海水為五味。故曰。緣法察境	世 界 於 一 毛 凝 海 水 為 五 味 故 曰 緣 法 察 境 
T52n2110_001:0492c27	唯寂乃照。其斯之謂歟。言呪術者。眾生滅	唯 寂 乃 照 其 斯 之 謂 歟 言 呪 術 者 眾 生 滅 
T52n2110_001:0492c28	罪之訓。毒害消伏之方。挫慢摧兇救危起	罪 之 訓 毒 害 消 伏 之 方 挫 慢 摧 兇 救 危 起 
T52n2110_001:0492c29	死。如禪提逐鬼若先尼勅神。六字之除災。	死 如 禪 提 逐 鬼 若 先 尼 勅 神 六 字 之 除 災 
T52n2110_001:0493a01	七佛之護命。反常合道因物成務。濟世之術	七 佛 之 護 命 反 常 合 道 因 物 成 務 濟 世 之 術 
T52n2110_001:0493a02	孰若是乎。言論部者。摧邪立正。釋滯開矇	孰 若 是 乎 言 論 部 者 摧 邪 立 正 釋 滯 開 矇 
T52n2110_001:0493a03	之義府也。良以代移正像人變澆淳。直路難	之 義 府 也 良 以 代 移 正 像 人 變 澆 淳 直 路 難 
T52n2110_001:0493a04	登邪途易入。致令雪山採藥爭收毒草。深水	登 邪 途 易 入 致 令 雪 山 採 藥 爭 收 毒 草 深 水 
T52n2110_001:0493a05	求珠競持瓦礫。故有通法聲聞傳燈菩薩。折	求 珠 競 持 瓦 礫 故 有 通 法 聲 聞 傳 燈 菩 薩 折 
T52n2110_001:0493a06	彼邪論申此正經。鯨鯢既剪。五翳所以云亡。	彼 邪 論 申 此 正 經 鯨 鯢 既 剪 五 翳 所 以 云 亡 
T52n2110_001:0493a07	雰霧廓清。三光於焉遂朗。古錄序云。至聖繩	雰 霧 廓 清 三 光 於 焉 遂 朗 古 錄 序 云 至 聖 繩 
T52n2110_001:0493a08	墨曰經。弟子述經曰論。論者如丘明之作傳	墨 曰 經 弟 子 述 經 曰 論 論 者 如 丘 明 之 作 傳 
T52n2110_001:0493a09	也。呵梨曰。經若有論義則易解。旃延以深了	也 呵 梨 曰 經 若 有 論 義 則 易 解 旃 延 以 深 了 
T52n2110_001:0493a10	實諦。創乾度之文。諸聖以富洽名理。繼婆沙	實 諦 創 乾 度 之 文 諸 聖 以 富 洽 名 理 繼 婆 沙 
