X68n1319_001:0523c06	 御製總序	 御 製 總 序 
X68n1319_002:0526c08	祖三帀。祖曰。夫沙門者。具三千威儀。八萬細行。大德	祖 三 帀 祖 曰 夫 沙 門 者 具 三 千 威 儀 八 萬 細 行 大 德 
X68n1319_002:0526c09	自何方而來。生大我慢。　師曰。生死事大。無常迅速。　祖	自 何 方 而 來 生 大 我 慢 師 曰 生 死 事 大 無 常 迅 速 祖 
X68n1319_002:0526c10	曰。何以體取無生。了無速乎。　曰。體即無生。了本無速。	曰 何 以 體 取 無 生 了 無 速 乎 曰 體 即 無 生 了 本 無 速 
X68n1319_002:0526c11	　祖云。如是。如是。　於時。大眾無不愕然。師方具威儀參	 祖 云 如 是 如 是 於 時 大 眾 無 不 愕 然 師 方 具 威 儀 參 
X68n1319_002:0526c12	禮。須臾告辭。祖曰。返太速乎。　師曰。本自非動。豈有速	禮 須 臾 告 辭 祖 曰 返 太 速 乎 師 曰 本 自 非 動 豈 有 速 
X68n1319_002:0526c13	耶。　祖曰。誰知非動。　曰。仁者自生分別。　祖曰。汝甚得無	耶 祖 曰 誰 知 非 動 曰 仁 者 自 生 分 別 祖 曰 汝 甚 得 無 
X68n1319_002:0526c14	生之意。　曰。無生豈有意耶。　祖曰。無意誰當分別。　曰。分	生 之 意 曰 無 生 豈 有 意 耶 祖 曰 無 意 誰 當 分 別 曰 分 
X68n1319_002:0526c15	別亦非意。　祖歎曰。善哉。善哉。少留一宿。時謂一宿覺	別 亦 非 意 祖 歎 曰 善 哉 善 哉 少 留 一 宿 時 謂 一 宿 覺 
X68n1319_002:0526c16	矣。　迴住溫江。學者輻輳。號真覺大師。著禪宗悟修圓	矣 迴 住 溫 江 學 者 輻 輳 號 真 覺 大 師 著 禪 宗 悟 修 圓 
X68n1319_003:0526c21	御製序	御 製 序 
X68n1319_003:0526c22	寒山詩三百餘首。拾得詩五十餘首。唐閭邱太守寫	寒 山 詩 三 百 餘 首 拾 得 詩 五 十 餘 首 唐 閭 邱 太 守 寫 
X68n1319_003:0526c23	自寒巖。流傳閻浮提界。讀者或以為俗語。或以為韻	自 寒 巖 流 傳 閻 浮 提 界 讀 者 或 以 為 俗 語 或 以 為 韻 
X68n1319_003:0526c24	語。或以為教語。或以為禪語。如摩尼珠。體非一色。處	語 或 以 為 教 語 或 以 為 禪 語 如 摩 尼 珠 體 非 一 色 處 
X68n1319_003:0527a01	處皆圓。隨人目之所見。朕以為非俗非韻。非教非禪。	處 皆 圓 隨 人 目 之 所 見 朕 以 為 非 俗 非 韻 非 教 非 禪 
X68n1319_003:0527a02	真乃古佛直心直語也。永明云。修習空花萬行。宴坐	真 乃 古 佛 直 心 直 語 也 永 明 云 修 習 空 花 萬 行 宴 坐 
X68n1319_003:0527a03	水月道場。降伏鏡裏魔軍。大作夢中佛事。如二大士	水 月 道 場 降 伏 鏡 裏 魔 軍 大 作 夢 中 佛 事 如 二 大 士 
X68n1319_003:0527a04	者。其庶幾乎正信調直。不離和尚因緣。圓滿光華。周	者 其 庶 幾 乎 正 信 調 直 不 離 和 尚 因 緣 圓 滿 光 華 周 
X68n1319_003:0527a05	遍大千世界。不萌枝上。金鳳翱翔。無影樹邊。玉象圍	遍 大千世界 不 萌 枝 上 金 鳳 翱 翔 無 影 樹 邊 玉 象 圍 
X68n1319_003:0527a06	繞。性空行實。性實行空。妄有真無。妄無真有。有空無	繞 性 空 行 實 性 實 行 空 妄 有 真 無 妄 無 真 有 有 空 無 
X68n1319_003:0527a07	實。念念不留。有實無空。如如不動。是以直心直語。如	實 念 念 不 留 有 實 無 空 如 如 不 動 是 以 直 心 直 語 如 
X68n1319_003:0527a08	是如是。學者狐疑淨盡。圓證真如。亦能有無一體。性	是 如 是 學 者 狐 疑 淨 盡 圓 證 真 如 亦 能 有 無 一 體 性 
X68n1319_003:0527a09	行一貫。乃可與讀二大士之詩。否則隨文生解。總無	行 一 貫 乃 可 與 讀 二 大 士 之 詩 否 則 隨 文 生 解 總 無 
X68n1319_003:0527a10	交涉也。刪而錄之。以貽後世。寒山子云。有子期。辨此	交 涉 也 刪 而 錄 之 以 貽 後 世 寒 山 子 云 有 子 期 辨 此 
X68n1319_003:0527a11	音。是為序。	音 是 為 序 
X68n1319_004:0527a16	御製序	御 製 序 
X68n1319_004:0527a17	夫佛祖代代相承。稱為父子。雖曰假世間之名教。表	夫 佛 祖 代 代 相 承 稱 為 父 子 雖 曰 假 世 間 之 名 教 表 
X68n1319_004:0527a18	出世之真傳。然大死大活。而慧命斯續。視屬毛離裏	出 世 之 真 傳 然 大 死 大 活 而 慧 命 斯 續 視 屬 毛 離 裏 
X68n1319_004:0527a19	而四大和合者。一為生身。一為無生身。同是實際。本	而 四 大 和 合 者 一 為 生 身 一 為 無 生 身 同 是 實 際 本 
X68n1319_004:0527a20	非引喻也。永明云。須臾即俗歸真。莫疇茲旨。頃刻從	非 引 喻 也 永 明 云 須 臾 即 俗 歸 真 莫 疇 茲 旨 頃 刻 從 
X68n1319_004:0527a21	凡入聖。難報斯恩。夫拔火宅而登清凉之山。開迷雲	凡 入 聖 難 報 斯 恩 夫 拔 火 宅 而 登 清 凉 之 山 開 迷 雲 
X68n1319_004:0527a22	而入光明之海。迴視頭刺膠盆。身同繭縛之時。正所	而 入 光 明 之 海 迴 視 頭 刺 膠 盆 身 同 繭 縛 之 時 正 所 
X68n1319_004:0527a23	謂如人飲水。冷暖自知。豈有不念皮肉骨髓所由來	謂 如 人 飲 水 冷 暖 自 知 豈 有 不 念 皮 肉 骨 髓 所 由 來 
X68n1319_004:0527a24	者乎。莫非父子也。而其中父子濟美。以溈仰為最。當	者 乎 莫 非 父 子 也 而 其 中 父 子 濟 美 以 溈 仰 為 最 當 
X68n1319_004:0527b01	日提唱一聲。啐啄一時。同稟法王之正令。共現瑠璃	日 提 唱 一 聲 啐 啄 一 時 同 稟 法 王 之 正 令 共 現 瑠 璃 
X68n1319_004:0527b02	之金身。一堂兩琴。鼓宮而宮應。鼓商而商應。一奩兩	之 金 身 一 堂 兩 琴 鼓 宮 而 宮 應 鼓 商 而 商 應 一 奩 兩 
X68n1319_004:0527b03	鏡。胡來而皆胡。漢來而皆漢。無上妙旨。齊轉金輪。一	鏡 胡 來 而 皆 胡 漢 來 而 皆 漢 無 上 妙 旨 齊 轉 金 輪 一 
X68n1319_004:0527b04	代法門。雙標銅柱。蓋溈山．仰山之父子。正同寒山．拾	代 法 門 雙 標 銅 柱 蓋 溈 山 仰 山 之 父 子 正 同 寒 山 拾 
X68n1319_004:0527b05	得之弟兄。於佛法中。如世間所云家慶人瑞者矣。故	得 之 弟 兄 於佛法中 如 世 間 所 云 家 慶 人 瑞 者 矣 故 
X68n1319_004:0527b06	合為一編。以為天下後世宗徒勸。是為序。	合 為 一 編 以 為 天 下 後 世 宗 徒 勸 是 為 序 
X68n1319_005:0527b11	御製序	御 製 序 
X68n1319_005:0527b12	夫達摩西來。九年面壁。無多言句。而能直指人心。見	夫 達 摩 西 來 九 年 面 壁 無 多 言 句 而 能 直 指 人 心 見 
X68n1319_005:0527b13	性成佛。首開震旦之宗風。後人演唱提持。照用權實。	性 成 佛 首 開 震 旦 之 宗 風 後 人 演 唱 提 持 照 用 權 實 
X68n1319_005:0527b14	鳴塗毒鼓。揮太阿鋒於言象不該之表。形名未兆之	鳴 塗 毒 鼓 揮 太 阿 鋒 於 言 象 不 該 之 表 形 名 未 兆 之 
X68n1319_005:0527b15	先。機如電掣雷奔。譚似河流海注。青蓮花紛飄舌本。	先 機 如 電 掣 雷 奔 譚 似 河 流 海 注 青 蓮 花 紛 飄 舌 本 
X68n1319_005:0527b16	大師子吼斷十方。穿透百千諸佛耳根。[跳兆+孛]跳三十三	大 師 子 吼 斷 十 方 穿 透 百 千 諸 佛 耳 根 [跳兆孛] 跳 三 十 三 
X68n1319_005:0527b17	天空外。究其所歸。不過鋪荊列棘。徧地生枝。甘草黃	天 空 外 究 其 所 歸 不 過 鋪 荊 列 棘 徧 地 生 枝 甘 草 黃 
X68n1319_005:0527b18	連。自心甘苦耳。然則自利利他。固不在於多言歟。趙	連 自 心 甘 苦 耳 然 則 自利利他 固 不 在 於 多 言 歟 趙 
X68n1319_005:0527b19	州諗禪師。圓證無生法忍。以本分事接人。龍門之桐。	州 諗 禪 師 圓 證 無生法忍 以 本 分 事 接 人 龍 門 之 桐 
X68n1319_005:0527b20	高百尺而無枝。朕閱其言句。真所謂皮膚剝落盡。獨	高 百 尺 而 無 枝 朕 閱 其 言 句 真 所 謂 皮 膚 剝 落 盡 獨 
X68n1319_005:0527b21	見一真實者。誠達摩之所護念。獅乳一滴。足迸散千	見 一 真 實 者 誠 達 摩 之 所 護 念 獅 乳 一 滴 足 迸 散 千 
X68n1319_005:0527b22	斛驢乳。但禪師垂示。如五色珠。若小知淺見。會於言	斛 驢 乳 但 禪 師 垂 示 如 五 色 珠 若 小 知 淺 見 會 於 言 
X68n1319_005:0527b23	表。則辜負古佛之慈悲。落草之婆心也。觀師信手拈	表 則 辜 負 古 佛 之 慈 悲 落 草 之 婆 心 也 觀 師 信 手 拈 
X68n1319_005:0527b24	來。信口說出。皆令十方智者一時直入如來地。可謂	來 信 口 說 出 皆 令 十 方 智 者 一 時 直 入如來地 可 謂 
X68n1319_005:0527c01	壁立萬仞。月印千江。如趙州之接人。誠為直指人心。	壁 立 萬 仞 月 印 千 江 如 趙 州 之 接 人 誠 為 直 指 人 心 
X68n1319_005:0527c02	見性成佛之古佛云。爰錄其精粹者著於篇。以示後	見 性 成 佛 之 古 佛 云 爰 錄 其 精 粹 者 著 於 篇 以 示 後 
X68n1319_005:0527c03	學。俾知真宗軌範。如是如是爾。	學 俾 知 真 宗 軌 範 如是如是 爾 
X68n1319_006:0527c08	御製序	御 製 序 
X68n1319_006:0527c09	顧著曰鑒。擬問即咦。揚眉眨眼。敗闕如斯。又道古來	顧 著 曰 鑒 擬 問 即 咦 揚 眉 眨 眼 敗 闕 如 斯 又 道 古 來 
X68n1319_006:0527c10	老宿為慈悲之故。有落草之談。如是鑒咦。落草也未。	老 宿 為 慈 悲 之 故 有 落 草 之 談 如 是 鑒 咦 落 草 也 未 
X68n1319_006:0527c11	大慈大悲。那顧喪身失命。祇這註破。即今早已落草	大慈大悲 那 顧 喪 身 失 命 祇 這 註 破 即 今 早 已 落 草 
X68n1319_006:0527c12	了也。佛印元曰。雲門說法如雲雨。絕不喜人記錄。見	了 也 佛 印 元 曰 雲 門 說 法 如 雲 雨 絕 不 喜 人 記 錄 見 
X68n1319_006:0527c13	必罵逐曰。汝口不用。反記吾語。今室中對機錄。皆香	必 罵 逐 曰 汝 口 不 用 反 記 吾 語 今 室 中 對 機 錄 皆 香 
X68n1319_006:0527c14	林明教以紙為衣。隨即書之。朕今刊錄。刪輯雲門言	林 明 教 以 紙 為 衣 隨 即 書 之 朕 今 刊 錄 刪 輯 雲 門 言 
X68n1319_006:0527c15	句。且道與雲門意旨是同是別。雲門古德豈畏落草。	句 且 道 與 雲 門 意 旨 是 同 是 別 雲 門 古 德 豈 畏 落 草 
X68n1319_006:0527c16	朕亦大丈夫。豈問與雲門是同是別者哉。雖然超情	朕 亦 大 丈 夫 豈 問 與 雲 門 是 同 是 別 者 哉 雖 然 超 情 
X68n1319_006:0527c17	絕解。直指自心。如雲門者。實為奇特。垂示後世。雲門	絕 解 直 指 自 心 如 雲 門 者 實 為 奇 特 垂 示 後 世 雲 門 
X68n1319_006:0527c18	與朕實是大慈大悲。設使燈籠露柱向前致問。還慈	與 朕 實 是 大慈大悲 設 使 燈 籠 露 柱 向 前 致 問 還 慈 
X68n1319_006:0527c19	悲個什麼。答曰。鑒。進云。落草了也。答曰。咦。	悲 個 什 麼 答 曰 鑒 進 云 落 草 了 也 答 曰 咦 
X68n1319_007:0528a04	御製序	御 製 序 
X68n1319_007:0528a05	宋初杭州永明智覺禪師。平生著述。有宗鏡錄．唯心	宋 初 杭 州 永 明 智 覺 禪 師 平 生 著 述 有 宗 鏡 錄 唯 心 
X68n1319_007:0528a06	訣．心賦．萬善同歸等集。凡千萬言。並在大藏。有流傳	訣 心 賦 萬 善 同 歸 等 集 凡 千 萬 言 並 在 大 藏 有 流 傳 
X68n1319_007:0528a07	海外者。朕披閱採錄。不勝敬禮喜悅。真所謂明逾曉	海 外 者 朕 披 閱 採 錄 不 勝 敬 禮 喜 悅 真 所 謂 明 逾 曉 
X68n1319_007:0528a08	日。高越太清。如鼓師子弦。眾響俱絕。如發摩尼寶。五	日 高 越 太 清 如 鼓 師 子 弦 眾 響 俱 絕 如 發 摩 尼 寶 五 
X68n1319_007:0528a09	色生光。信為曹溪後第一人。超出歷代大善知識者。	色 生 光 信 為 曹 溪 後 第 一 人 超 出 歷 代 大 善 知 識 者 
X68n1319_007:0528a10	特加封妙圓正修智覺禪師。卷中萬善同歸集一書。	特 加 封 妙 圓 正 修 智 覺 禪 師 卷 中 萬 善 同 歸 集 一 書 
X68n1319_007:0528a11	禪師自謂略述教海之一塵。普施法界之含識云。自	禪 師 自 謂 略 述 教 海 之 一 塵 普 施 法 界 之 含 識 云 自 
X68n1319_007:0528a12	師證明。方知大小齊觀。宗教一貫。但學人須必真參。	師 證 明 方 知 大 小 齊 觀 宗 教 一 貫 但 學 人 須 必 真 參 
X68n1319_007:0528a13	實有所悟。乃可觀此書。依教行持。可以普獨耀之神	實 有 所 悟 乃 可 觀 此 書 依 教 行 持 可 以 普 獨 耀 之 神 
X68n1319_007:0528a14	光。圓幻有之萬行。所為無成之成。不修之修。無礙妙	光 圓 幻 有 之 萬 行 所 為 無 成 之 成 不 修 之 修 無 礙 妙 
X68n1319_007:0528a15	諦。有益圓證。若未能解縛俱空。境智雙泯。則必依情	諦 有 益 圓 證 若 未 能 解 縛 俱 空 境 智 雙 泯 則 必 依 情 
X68n1319_007:0528a16	起識。執相求詮。則墮鐵圍之山。轉迷真覺之海。禪師	起 識 執 相 求 詮 則 墮 鐵 圍 之 山 轉 迷 真 覺 之 海 禪 師 
X68n1319_007:0528a17	云。先明其宗。方能進道。若一向逐末。實有所妨。然則	云 先 明 其 宗 方 能 進 道 若 一 向 逐 末 實 有 所 妨 然 則 
X68n1319_007:0528a18	此書未經參悟。不必觀讀。本禪師之志也。朕既刊其	此 書 未 經 參 悟 不 必 觀 讀 本 禪 師 之 志 也 朕 既 刊 其 
X68n1319_007:0528a19	全書。頒示宗徒。又採其至言。附於本集。因恐疑悞初	全 書 頒 示 宗 徒 又 採 其 至 言 附 於 本 集 因 恐 疑 悞 初 
X68n1319_007:0528a20	學。故又指述於此。	學 故 又 指 述 於 此 
X68n1319_008:0528b04	御製序	御 製 序 
X68n1319_008:0528b05	紫陽真人作悟真篇以明元門祕要。復作頌偈等三	紫 陽 真 人 作 悟 真 篇 以 明 元 門 祕 要 復 作 頌 偈 等 三 
X68n1319_008:0528b06	十二篇。一一從性地演出西來最上一乘之妙旨。自	十 二 篇 一 一 從 性 地 演 出 西 來 最 上 一 乘 之 妙 旨 自 
X68n1319_008:0528b07	敘云。此無為妙覺之至道也。標為外集。夫外之云者。	敘 云 此 無 為 妙 覺 之 至 道 也 標 為 外 集 夫 外 之 云 者 
X68n1319_008:0528b08	真人豈以元門為內。而以宗門為外哉。審如是。真人	真 人 豈 以 元 門 為 內 而 以 宗 門 為 外 哉 審 如 是 真 人 
X68n1319_008:0528b09	止應專事元教。又何必旁及於宗說。且又何謂此為	止 應 專 事 元 教 又 何 必 旁 及 於 宗 說 且 又 何 謂 此 為 
X68n1319_008:0528b10	最上。豈非以其超乎三界。真亦不立。故為悟真之外	最 上 豈 非 以 其 超 乎 三 界 真 亦 不 立 故 為 悟 真 之 外 
X68n1319_008:0528b11	也歟。真人云。世人根性迷鈍。執其有身。惡死悅生。卒	也 歟 真 人 云 世 人 根 性 迷 鈍 執 其 有 身 惡 死 悅 生 卒 
X68n1319_008:0528b12	難了悟。黃老悲其貪著。乃以修生之術。順其所欲。漸	難 了 悟 黃 老 悲 其 貪 著 乃 以 修 生 之 術 順 其 所 欲 漸 
X68n1319_008:0528b13	次導之。觀乎斯言。則長生不死。雖經八萬劫。究是楊	次 導 之 觀 乎 斯 言 則 長 生 不 死 雖 經 八 萬 劫 究 是 楊 
X68n1319_008:0528b14	葉止啼。非為了義。信矣。若此事。雖超三界之外。仍不	葉 止 啼 非 為 了 義 信 矣 若 此 事 雖 超 三 界 之 外 仍 不 
X68n1319_008:0528b15	離乎一毛孔之中。特以不自了證。則非人所可代。學	離 乎 一 毛 孔 之 中 特 以 不 自 了 證 則 非 人 所 可 代 學 
X68n1319_008:0528b16	者將箇無義味語放在八識田中。奮起根本無明。發	者 將 箇 無 義 味 語 放 在 八 識 田 中 奮 起 根本無明 發 
X68n1319_008:0528b17	大疑情。猛利無間。縱喪身失命。亦不放捨。久之久之。	大 疑 情 猛 利 無 間 縱 喪 身 失 命 亦 不 放 捨 久 之 久 之 
X68n1319_008:0528b18	人法空。心境寂。能所亡情識盡。并此無義味語一時	人 法 空 心 境 寂 能 所 亡 情 識 盡 并 此 無 義 味 語 一 時 
X68n1319_008:0528b19	忘却。當下百雜粉碎。覿體真純。此從上古德所為。決	忘 却 當 下 百 雜 粉 碎 覿 體 真 純 此 從 上 古 德 所 為 決 
X68n1319_008:0528b20	不相賺者。真人以華池神水溫養子珠。會三界於一	不 相 賺 者 真 人 以 華 池 神 水 溫 養 子 珠 會 三 界 於 一 
X68n1319_008:0528b21	身之後。能以金丹作無義味語用。忽地翻身一擲。抹	身 之 後 能 以 金 丹 作 無 義 味 語 用 忽 地 翻 身 一 擲 抹 
X68n1319_008:0528b22	過太虗。脫體無依。隨處自在。仙俊哉大丈夫也。篇中	過 太 虗 脫 體 無 依 隨 處 自 在 仙 俊 哉 大 丈 夫 也 篇 中 
X68n1319_008:0528b23	言句。真證了徹。直指妙圓。即禪門古德中。如此自利	言 句 真 證 了 徹 直 指 妙 圓 即 禪 門 古 德 中 如 此 自 利 
X68n1319_008:0528b24	利他。不可思議者。猶為希有。如禪師薛道光。皆歸依	利 他 不可思議 者 猶 為 希 有 如 禪 師 薛 道 光 皆 歸 依 
X68n1319_008:0528c01	為弟子。不亦宜乎。刊示來今。使學元門者知有真宗。	為 弟 子 不 亦 宜 乎 刊 示 來 今 使 學 元 門 者 知 有 真 宗 
X68n1319_008:0528c02	學宗門者知惟此一事實。餘二即非真焉。是為序。	學 宗 門 者 知 惟 此 一 事 實 餘 二 即 非 真 焉 是 為 序 
X68n1319_008:0528c03	雍正十一年癸丑七月朔日	雍 正 十 一 年 癸 丑 七 月 朔 日 
X68n1319_008:0528c07	御選大慈圓通禪仙紫陽真人張平叔語錄	御 選 大 慈 圓 通 禪 仙 紫 陽 真 人 張 平 叔 語 錄 
X68n1319_008:0528c08	悟真篇後序	悟 真 篇 後 序 
X68n1319_008:0528c09	切以人之生也。皆緣妄情而有其身。有其身則有患。	切 以 人 之 生 也 皆 緣 妄 情 而 有 其 身 有 其 身 則 有 患 
X68n1319_008:0528c10	若其無身。患從何有。夫欲免夫患者。莫若體夫至道。	若 其 無 身 患 從 何 有 夫 欲 免 夫 患 者 莫 若 體 夫 至 道 
X68n1319_008:0528c11	欲體夫至道。莫若明夫本心。故心者。道之體也。道者。	欲 體 夫 至 道 莫 若 明 夫 本 心 故 心 者 道 之 體 也 道 者 
X68n1319_008:0528c12	心之用也。人能察心觀性。則圓明之體自現。無為之	心 之 用 也 人 能 察 心 觀 性 則 圓 明 之 體 自 現 無 為 之 
X68n1319_008:0528c13	用自成。不假施功。頓超彼岸。此非心鏡朗然。神珠廓	用 自 成 不 假 施 功 頓 超 彼 岸 此 非 心 鏡 朗 然 神 珠 廓 
X68n1319_008:0528c14	明。則何以使諸相頓離。纖塵不染。心源自在。決定無	明 則 何 以 使 諸 相 頓 離 纖 塵 不 染 心 源 自 在 決 定 無 
X68n1319_008:0528c15	生者哉。然其明心體道之士。身不能累其性。境不能	生 者 哉 然 其 明 心 體 道 之 士 身 不 能 累 其 性 境 不 能 
X68n1319_008:0528c16	亂其真。則刀兵烏能傷。虎兕烏能害。巨焚大浸。烏足	亂 其 真 則 刀 兵 烏 能 傷 虎 兕 烏 能 害 巨 焚 大 浸 烏 足 
